Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22MCT_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MCT_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MCT_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MCT_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MCT_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MCT_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MCT_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22MCT_M_R
8921,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Bareland
8922,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
8923,Forest,Water,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
8924,Forest,Water,Forest,NULL,Non_Wetland,Water,Grassland,Water
8925,Forest,Water,Forest,NULL,Non_Wetland,Water,Grassland,Forest
8926,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
8927,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
8928,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
8929,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
8930,Forest,Water,Forest,NULL,Non_Wetland,Water,Bareland,Water
8931,Forest,Water,Forest,NULL,Non_Wetland,Water,Bareland,Forest
8932,Forest,Water,Forest,NULL,Non_Wetland,Water,Built-up,Grassland
8933,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Water
8934,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
8935,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
8936,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
8937,Forest,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
8938,Forest,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
8939,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Water
8940,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
8941,Forest,Water,Forest,NULL,Non_Wetland,Forest,Bareland,Bareland
8942,Forest,Water,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
8943,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Water
8944,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
8945,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
8946,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Water
8947,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
8948,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
8949,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
8950,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Forest,Forest
8951,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
8952,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Forest,Forest
8953,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
8954,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Water
8955,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Forest
8956,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
8957,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
8958,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Forest
8959,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,Water,Water
8960,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
8961,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
8962,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
8963,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
8964,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
8965,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
8966,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Bareland,Forest
8967,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
8968,Forest,Water,Forest,Water,Non_Wetland,NULL,Grassland,Forest
8969,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Water
8970,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Forest
8971,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Water
8972,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Forest
8973,Forest,Water,Forest,Water,Non_Wetland,Shrubland,Wetland,Forest
8974,Forest,Water,Forest,Water,Non_Wetland,Grassland,Grassland,Forest
8975,Forest,Water,Forest,Water,Non_Wetland,Grassland,Wetland,Forest
8976,Forest,Water,Forest,Water,Non_Wetland,Grassland,Water,Grassland
8977,Forest,Water,Forest,Water,Non_Wetland,Grassland,Water,Forest
8978,Forest,Water,Forest,Water,Non_Wetland,Grassland,Forest,Water
8979,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
8980,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Forest
8981,Forest,Water,Forest,Water,Non_Wetland,Bareland,Grassland,Grassland
8982,Forest,Water,Forest,Water,Non_Wetland,Bareland,Grassland,Forest
8983,Forest,Water,Forest,Water,Non_Wetland,Bareland,Wetland,Water
8984,Forest,Water,Forest,Water,Non_Wetland,Bareland,Wetland,Forest
8985,Forest,Water,Forest,Water,Non_Wetland,Bareland,Bareland,Bareland
8986,Forest,Water,Forest,Water,Non_Wetland,Bareland,Bareland,Water
8987,Forest,Water,Forest,Water,Non_Wetland,Bareland,Bareland,Forest
8988,Forest,Water,Forest,Water,Non_Wetland,Bareland,Water,Forest
8989,Forest,Water,Forest,Water,Non_Wetland,Bareland,Forest,Water
8990,Forest,Water,Forest,Water,Non_Wetland,Water,Grassland,Forest
8991,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
8992,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
8993,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Water
8994,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Forest
8995,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
8996,Forest,Water,Forest,Water,Non_Wetland,Forest,Grassland,Forest
8997,Forest,Water,Forest,Water,Non_Wetland,Forest,Wetland,Forest
8998,Forest,Water,Forest,Water,Non_Wetland,Forest,Water,Water
8999,Forest,Water,Forest,Water,Non_Wetland,Forest,Water,Forest
9000,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
9001,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
9002,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
9003,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
9004,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
9005,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,NULL
9006,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
9007,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Water
9008,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
9009,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
9010,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
9011,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Water,Grassland
9012,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Water,Forest
9013,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,NULL
9014,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
9015,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
9016,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
9017,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
9018,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
9019,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
9020,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
9021,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Wetland,NULL
9022,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Wetland,Grassland
9023,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Wetland,Forest
9024,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Bareland,Grassland
9025,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Bareland,Forest
9026,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Water,Forest
9027,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
9028,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
9029,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
9030,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
9031,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
9032,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
9033,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
9034,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
9035,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
9036,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
9037,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
9038,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
9039,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
9040,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
9041,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Bareland
9042,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
9043,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Water,Forest
9044,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
9045,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
9046,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
9047,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Shrubland,Grassland
9048,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
9049,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
9050,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
9051,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Wetland
9052,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
9053,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
9054,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
9055,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
9056,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
9057,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Water,Forest
9058,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
9059,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
9060,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
9061,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
9062,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
9063,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
9064,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
9065,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
9066,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
9067,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
9068,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
9069,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,NULL
9070,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
9071,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
9072,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
9073,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
9074,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Water
9075,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
9076,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Water,Forest
9077,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,NULL
9078,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
9079,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Bareland
9080,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
9081,Forest,Forest,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
9082,Forest,Forest,NULL,NULL,Non_Wetland,Water,Grassland,Forest
9083,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Forest
9084,Forest,Forest,NULL,NULL,Non_Wetland,Water,Bareland,Forest
9085,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Forest
9086,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Grassland
9087,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Forest
9088,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Forest
9089,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
9090,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
9091,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,NULL
9092,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
9093,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
9094,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Grassland
9095,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
9096,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Bareland,Grassland
9097,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
9098,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Water,Forest
9099,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,NULL
9100,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
9101,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
9102,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Grassland,Forest
9103,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
9104,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Bareland,Forest
9105,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
9106,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
9107,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
9108,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
9109,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Bareland,Forest
9110,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Forest
9111,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Forest,Grassland
9112,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
9113,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Forest
9114,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Water,Forest
9115,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Forest,Grassland
9116,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
9117,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Grassland,Forest
9118,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Wetland,Forest
9119,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Bareland,Forest
9120,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Water,Forest
9121,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
9122,Forest,Forest,NULL,Water,Non_Wetland,NULL,Grassland,Grassland
9123,Forest,Forest,NULL,Water,Non_Wetland,NULL,Wetland,Forest
9124,Forest,Forest,NULL,Water,Non_Wetland,NULL,Water,Forest
9125,Forest,Forest,NULL,Water,Non_Wetland,Shrubland,Forest,Forest
9126,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
9127,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Grassland,Forest
9128,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Wetland,Grassland
9129,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Bareland,Forest
9130,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Forest,Grassland
9131,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
9132,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Bareland,Forest
9133,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Bareland,Grassland
9134,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Bareland,Forest
9135,Forest,Forest,NULL,Water,Non_Wetland,Forest,Grassland,Forest
9136,Forest,Forest,NULL,Water,Non_Wetland,Forest,Wetland,Forest
9137,Forest,Forest,NULL,Water,Non_Wetland,Forest,Bareland,Grassland
9138,Forest,Forest,NULL,Water,Non_Wetland,Forest,Bareland,Forest
9139,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
9140,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
9141,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
9142,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
9143,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
9144,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
9145,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
9146,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
9147,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
9148,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
9149,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
9150,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
9151,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
9152,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
9153,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
9154,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
9155,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
9156,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
9157,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
9158,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
9159,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
9160,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
9161,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
9162,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
9163,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
9164,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Forest
9165,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
9166,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
9167,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
9168,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
9169,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
9170,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
9171,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
9172,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
9173,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
9174,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
9175,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
9176,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
9177,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
9178,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
9179,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
9180,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
9181,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
9182,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
9183,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
9184,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
9185,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
9186,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
9187,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
9188,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
9189,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
9190,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
9191,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
9192,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
9193,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
9194,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
9195,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
9196,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
9197,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
9198,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
9199,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
9200,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
9201,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
9202,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
9203,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
9204,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
9205,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
9206,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Wetland
9207,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
9208,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
9209,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
9210,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
9211,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
9212,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
9213,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
9214,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
9215,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
9216,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
9217,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
9218,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
9219,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
9220,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
9221,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
9222,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
9223,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
9224,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
9225,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
9226,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
9227,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Bareland,Grassland
9228,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Bareland,Forest
9229,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,NULL
9230,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
9231,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
9232,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
9233,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
9234,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
9235,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
9236,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
9237,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Grassland
9238,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
9239,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Bareland,Grassland
9240,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
9241,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Built-up,Forest
9242,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
9243,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
9244,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
9245,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
9246,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
9247,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
9248,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
9249,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
9250,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Forest
9251,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Bareland,Forest
9252,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
9253,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
