Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21MZR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MZR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MZR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MZR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MZR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MZR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MZR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21MZR_M_R
4866,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
4867,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4868,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
4869,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
4870,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
4871,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
4872,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
4873,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
4874,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4875,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
4876,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
4877,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
4878,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
4879,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
4880,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
4881,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland,Forest,Grassland
4882,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
4883,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
4884,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
4885,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland,Bareland,Forest
4886,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
4887,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
4888,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
4889,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4890,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
4891,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
4892,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
4893,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
4894,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
4895,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
4896,Forest,Cropland,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
4897,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
4898,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
4899,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
4900,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
4901,Forest,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
4902,Forest,Cropland,Wetland,NULL,Wetland,Grassland,Bareland,Forest
4903,Forest,Cropland,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
4904,Forest,Cropland,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
4905,Forest,Cropland,Wetland,NULL,Wetland,Wetland,Grassland,Forest
4906,Forest,Cropland,Wetland,NULL,Wetland,Wetland,Forest,Grassland
4907,Forest,Cropland,Wetland,NULL,Wetland,Wetland,Forest,Forest
4908,Forest,Cropland,Wetland,NULL,Wetland,Water,Bareland,Forest
4909,Forest,Cropland,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
4910,Forest,Cropland,Wetland,Water,Wetland,Wetland,Water,Grassland
4911,Forest,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4912,Forest,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
4913,Forest,Cropland,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
4914,Forest,Cropland,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
4915,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
4916,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
4917,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
4918,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
4919,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
4920,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
4921,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Forest
4922,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
4923,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
4924,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
4925,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
4926,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
4927,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Water,Forest
4928,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
4929,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
4930,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
4931,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
4932,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Bareland,Grassland
4933,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Grassland
4934,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
4935,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
4936,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
4937,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
4938,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
4939,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
4940,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
4941,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
4942,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
4943,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
4944,Forest,Cropland,Forest,NULL,Non_Wetland,Water,Forest,Forest
4945,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
4946,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
4947,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
4948,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
4949,Forest,Cropland,Forest,Water,Non_Wetland,Grassland,Forest,Forest
4950,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
4951,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Water,Forest
4952,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
4953,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
4954,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Water,Forest
4955,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
4956,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
4957,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,Forest
4958,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Water,Forest
4959,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Forest,Forest
4960,Forest,Wetland,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
4961,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
4962,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
4963,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
4964,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
4965,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
4966,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
4967,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
4968,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
4969,Forest,Wetland,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
4970,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
4971,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
4972,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Forest,Wetland,Grassland
4973,Forest,Wetland,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
4974,Forest,Wetland,Shrubland,Water,Non_Wetland,Grassland,Wetland,Forest
4975,Forest,Wetland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
4976,Forest,Wetland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Water
4977,Forest,Wetland,Shrubland,Water,Non_Wetland,Water,Wetland,Forest
4978,Forest,Wetland,Shrubland,Water,Non_Wetland,Water,Water,Forest
4979,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4980,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
4981,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
4982,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
4983,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Bareland,Grassland
4984,Forest,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Grassland
4985,Forest,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Water
4986,Forest,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Forest
4987,Forest,Wetland,Wetland,NULL,Wetland,NULL,Water,Forest
4988,Forest,Wetland,Wetland,NULL,Wetland,NULL,Forest,Forest
4989,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
4990,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Water
4991,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Forest
4992,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Water,Forest
4993,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
4994,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
4995,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,Grassland
4996,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,Water
4997,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,Forest
4998,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Grassland
4999,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Water
5000,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Forest
5001,Forest,Wetland,Wetland,NULL,Wetland,Water,Bareland,Forest
5002,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Grassland
5003,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Water
5004,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Forest
5005,Forest,Wetland,Wetland,NULL,Wetland,Forest,Wetland,Forest
5006,Forest,Wetland,Wetland,NULL,Wetland,Forest,Water,Forest
5007,Forest,Wetland,Wetland,NULL,Wetland,Forest,Forest,Forest
5008,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
5009,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
5010,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Forest
5011,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
5012,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
5013,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Water,Forest
5014,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
5015,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
5016,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
5017,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
5018,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Forest
5019,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Water
5020,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Forest
5021,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
5022,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Water,Forest
5023,Forest,Wetland,Wetland,Water,Wetland,NULL,Wetland,Forest
5024,Forest,Wetland,Wetland,Water,Wetland,NULL,Water,Forest
5025,Forest,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Grassland
5026,Forest,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Forest
5027,Forest,Wetland,Wetland,Water,Wetland,Grassland,Water,Grassland
5028,Forest,Wetland,Wetland,Water,Wetland,Grassland,Water,Wetland
5029,Forest,Wetland,Wetland,Water,Wetland,Grassland,Water,Water
5030,Forest,Wetland,Wetland,Water,Wetland,Grassland,Water,Forest
5031,Forest,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
5032,Forest,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Forest
5033,Forest,Wetland,Wetland,Water,Wetland,Wetland,Water,Grassland
5034,Forest,Wetland,Wetland,Water,Wetland,Wetland,Water,Water
5035,Forest,Wetland,Wetland,Water,Wetland,Wetland,Water,Forest
5036,Forest,Wetland,Wetland,Water,Wetland,Water,Wetland,Grassland
5037,Forest,Wetland,Wetland,Water,Wetland,Water,Wetland,Water
5038,Forest,Wetland,Wetland,Water,Wetland,Water,Wetland,Forest
5039,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Grassland
5040,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Water
5041,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Forest
5042,Forest,Wetland,Wetland,Water,Wetland,Forest,Wetland,Grassland
5043,Forest,Wetland,Wetland,Water,Wetland,Forest,Wetland,Forest
5044,Forest,Wetland,Wetland,Water,Wetland,Forest,Water,Grassland
5045,Forest,Wetland,Wetland,Water,Wetland,Forest,Water,Forest
5046,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
5047,Forest,Wetland,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
5048,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
5049,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Water,Water
5050,Forest,Wetland,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
5051,Forest,Wetland,Built-up,Water,Non_Wetland,Wetland,Wetland,Grassland
5052,Forest,Wetland,Water,NULL,Water,NULL,Wetland,Forest
5053,Forest,Wetland,Water,NULL,Water,NULL,Water,Forest
5054,Forest,Wetland,Water,NULL,Water,Grassland,Wetland,Forest
5055,Forest,Wetland,Water,NULL,Water,Grassland,Water,Forest
5056,Forest,Wetland,Water,NULL,Water,Wetland,Water,Forest
5057,Forest,Wetland,Water,NULL,Water,Water,Wetland,Grassland
5058,Forest,Wetland,Water,NULL,Water,Water,Wetland,Forest
5059,Forest,Wetland,Water,NULL,Water,Water,Water,Water
5060,Forest,Wetland,Water,NULL,Water,Water,Water,Forest
5061,Forest,Wetland,Water,Non_Water,Water,Water,Water,Forest
5062,Forest,Wetland,Water,Non_Water,Water,Forest,Wetland,Forest
5063,Forest,Wetland,Water,Water,Water,NULL,Wetland,Forest
5064,Forest,Wetland,Water,Water,Water,NULL,Water,Forest
5065,Forest,Wetland,Water,Water,Water,Grassland,Wetland,Forest
5066,Forest,Wetland,Water,Water,Water,Grassland,Water,Grassland
5067,Forest,Wetland,Water,Water,Water,Grassland,Water,Forest
5068,Forest,Wetland,Water,Water,Water,Wetland,Wetland,Forest
5069,Forest,Wetland,Water,Water,Water,Wetland,Water,Forest
5070,Forest,Wetland,Water,Water,Water,Water,Water,Grassland
5071,Forest,Wetland,Water,Water,Water,Water,Water,Water
5072,Forest,Wetland,Water,Water,Water,Water,Water,Forest
5073,Forest,Wetland,Water,Water,Water,Forest,Wetland,Forest
5074,Forest,Wetland,Water,Water,Water,Forest,Water,Grassland
5075,Forest,Wetland,Water,Water,Water,Forest,Water,Forest
5076,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
5077,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
5078,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Water,Water
5079,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Water,Forest
5080,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
5081,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
5082,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Water,Forest
5083,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
5084,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
5085,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Forest
5086,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Forest
5087,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Water,Forest
5088,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
5089,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Water,Forest
5090,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,Water
5091,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
5092,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
5093,Forest,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
5094,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
5095,Forest,Wetland,Forest,Water,Non_Wetland,NULL,Wetland,Forest
5096,Forest,Wetland,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
5097,Forest,Wetland,Forest,Water,Non_Wetland,Grassland,Wetland,Forest
5098,Forest,Wetland,Forest,Water,Non_Wetland,Grassland,Water,Forest
5099,Forest,Wetland,Forest,Water,Non_Wetland,Wetland,Water,Grassland
5100,Forest,Wetland,Forest,Water,Non_Wetland,Water,Wetland,Forest
5101,Forest,Wetland,Forest,Water,Non_Wetland,Forest,Wetland,Forest
5102,Forest,Wetland,Forest,Water,Non_Wetland,Forest,Water,Forest
5103,Forest,Bareland,NULL,NULL,Non_Wetland,Wetland,Grassland,Bareland
5104,Forest,Bareland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
5105,Forest,Bareland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
5106,Forest,Bareland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
5107,Forest,Bareland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
5108,Forest,Bareland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5109,Forest,Bareland,Wetland,NULL,Wetland,Cropland,Wetland,Water
5110,Forest,Bareland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
5111,Forest,Bareland,Wetland,NULL,Wetland,Water,Wetland,Grassland
5112,Forest,Bareland,Wetland,NULL,Wetland,Water,Water,Water
5113,Forest,Bareland,Wetland,Water,Wetland,Grassland,Wetland,Forest
5114,Forest,Bareland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
5115,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
5116,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
5117,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
5118,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
5119,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
5120,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
5121,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Bareland,Grassland
5122,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Forest
5123,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Forest
5124,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
5125,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
5126,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5127,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
5128,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
5129,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
5130,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
5131,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
5132,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
5133,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
5134,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Forest
5135,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
5136,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
5137,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
5138,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
5139,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
5140,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
5141,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
5142,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
5143,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
5144,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
5145,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
5146,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
5147,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Forest
5148,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
5149,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
5150,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
5151,Forest,Built-up,Shrubland,Water,Non_Wetland,Grassland,Water,Forest
5152,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
5153,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
5154,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Bareland,Forest
5155,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
5156,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
5157,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5158,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
5159,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
5160,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
5161,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
5162,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
5163,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
5164,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
5165,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
5166,Forest,Built-up,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
5167,Forest,Built-up,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
5168,Forest,Built-up,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
5169,Forest,Built-up,Grassland,NULL,Non_Wetland,Wetland,Bareland,Grassland
5170,Forest,Built-up,Grassland,NULL,Non_Wetland,Wetland,Bareland,Forest
5171,Forest,Built-up,Grassland,NULL,Non_Wetland,Wetland,Built-up,Grassland
5172,Forest,Built-up,Grassland,NULL,Non_Wetland,Wetland,Built-up,Forest
5173,Forest,Built-up,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
5174,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
5175,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5176,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
5177,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
5178,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Built-up
5179,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
5180,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
5181,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,Forest
5182,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
5183,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,NULL,Forest
5184,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
5185,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Built-up
5186,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
5187,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Bareland,Grassland
5188,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Bareland,Built-up
5189,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Bareland,Forest
5190,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
5191,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Built-up
5192,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Forest
5193,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Forest,Grassland
5194,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Forest,Forest
5195,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
5196,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
5197,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,Bareland,Forest
5198,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
