Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21MTR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MTR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MTR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MTR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MTR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MTR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MTR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21MTR_M_R
8053,Forest,Wetland,NULL,Water,Non_Wetland,Water,Water,Water
8054,Forest,Wetland,NULL,Water,Non_Wetland,Water,Water,Forest
8055,Forest,Wetland,NULL,Water,Non_Wetland,Water,Forest,Water
8056,Forest,Wetland,NULL,Water,Non_Wetland,Forest,Water,Forest
8057,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
8058,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
8059,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
8060,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
8061,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
8062,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
8063,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
8064,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
8065,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
8066,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
8067,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
8068,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
8069,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
8070,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
8071,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
8072,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
8073,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
8074,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
8075,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
8076,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Water
8077,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
8078,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
8079,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
8080,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
8081,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
8082,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
8083,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
8084,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
8085,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
8086,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
8087,Forest,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
8088,Forest,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
8089,Forest,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
8090,Forest,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
8091,Forest,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
8092,Forest,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
8093,Forest,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
8094,Forest,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
8095,Forest,Wetland,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
8096,Forest,Wetland,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
8097,Forest,Wetland,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
8098,Forest,Wetland,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
8099,Forest,Wetland,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
8100,Forest,Wetland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
8101,Forest,Wetland,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
8102,Forest,Wetland,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
8103,Forest,Wetland,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
8104,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Forest
8105,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
8106,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
8107,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
8108,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
8109,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
8110,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Forest
8111,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
8112,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
8113,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
8114,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
8115,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
8116,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
8117,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
8118,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Forest
8119,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL,Wetland,Forest
8120,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL,Water,Forest
8121,Forest,Wetland,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
8122,Forest,Wetland,Shrubland,Water,Non_Wetland,Grassland,Grassland,Forest
8123,Forest,Wetland,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
8124,Forest,Wetland,Shrubland,Water,Non_Wetland,Grassland,Wetland,Wetland
8125,Forest,Wetland,Shrubland,Water,Non_Wetland,Grassland,Bareland,Grassland
8126,Forest,Wetland,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
8127,Forest,Wetland,Shrubland,Water,Non_Wetland,Grassland,Water,Forest
8128,Forest,Wetland,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
8129,Forest,Wetland,Shrubland,Water,Non_Wetland,Wetland,Grassland,Forest
8130,Forest,Wetland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
8131,Forest,Wetland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
8132,Forest,Wetland,Shrubland,Water,Non_Wetland,Wetland,Bareland,Grassland
8133,Forest,Wetland,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
8134,Forest,Wetland,Shrubland,Water,Non_Wetland,Wetland,Water,Forest
8135,Forest,Wetland,Shrubland,Water,Non_Wetland,Wetland,Forest,Grassland
8136,Forest,Wetland,Shrubland,Water,Non_Wetland,Wetland,Forest,Forest
8137,Forest,Wetland,Shrubland,Water,Non_Wetland,Bareland,Wetland,Grassland
8138,Forest,Wetland,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
8139,Forest,Wetland,Shrubland,Water,Non_Wetland,Water,Grassland,Grassland
8140,Forest,Wetland,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
8141,Forest,Wetland,Shrubland,Water,Non_Wetland,Water,Wetland,Forest
8142,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
8143,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
8144,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
8145,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
8146,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
8147,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,Water,Forest
8148,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
8149,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
8150,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
8151,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
8152,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
8153,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
8154,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
8155,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
8156,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
8157,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
8158,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
8159,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
8160,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
8161,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
8162,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
8163,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
8164,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
8165,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Bareland,Grassland
8166,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Bareland,Forest
8167,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Water,Grassland
8168,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
8169,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
8170,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
8171,Forest,Wetland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
8172,Forest,Wetland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
8173,Forest,Wetland,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
8174,Forest,Wetland,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
8175,Forest,Wetland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
8176,Forest,Wetland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
8177,Forest,Wetland,Grassland,NULL,Non_Wetland,Bareland,Water,Forest
8178,Forest,Wetland,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
8179,Forest,Wetland,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
8180,Forest,Wetland,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
8181,Forest,Wetland,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
8182,Forest,Wetland,Grassland,NULL,Non_Wetland,Forest,Water,Forest
8183,Forest,Wetland,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
8184,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,Grassland,Forest
8185,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Forest
8186,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
8187,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
8188,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
8189,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
8190,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Grassland,Water,Grassland
8191,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
8192,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
8193,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
8194,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
8195,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Water,Forest
8196,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Forest,Grassland
8197,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Water,Wetland,Forest
8198,Forest,Wetland,Grassland,Water,Non_Wetland,NULL,Water,Forest
8199,Forest,Wetland,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
8200,Forest,Wetland,Grassland,Water,Non_Wetland,Grassland,Grassland,Forest
8201,Forest,Wetland,Grassland,Water,Non_Wetland,Grassland,Wetland,Grassland
8202,Forest,Wetland,Grassland,Water,Non_Wetland,Grassland,Wetland,Forest
8203,Forest,Wetland,Grassland,Water,Non_Wetland,Grassland,Bareland,Grassland
8204,Forest,Wetland,Grassland,Water,Non_Wetland,Grassland,Water,Grassland
8205,Forest,Wetland,Grassland,Water,Non_Wetland,Wetland,Grassland,Grassland
8206,Forest,Wetland,Grassland,Water,Non_Wetland,Wetland,Grassland,Forest
8207,Forest,Wetland,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
8208,Forest,Wetland,Grassland,Water,Non_Wetland,Wetland,Wetland,Forest
8209,Forest,Wetland,Grassland,Water,Non_Wetland,Bareland,Wetland,Grassland
8210,Forest,Wetland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
8211,Forest,Wetland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
8212,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
8213,Forest,Wetland,Wetland,NULL,Wetland,NULL,Grassland,Grassland
8214,Forest,Wetland,Wetland,NULL,Wetland,NULL,Grassland,Wetland
8215,Forest,Wetland,Wetland,NULL,Wetland,NULL,Grassland,Forest
8216,Forest,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Grassland
8217,Forest,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Wetland
8218,Forest,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Water
8219,Forest,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Forest
8220,Forest,Wetland,Wetland,NULL,Wetland,NULL,Water,Grassland
8221,Forest,Wetland,Wetland,NULL,Wetland,NULL,Water,Wetland
8222,Forest,Wetland,Wetland,NULL,Wetland,NULL,Water,Water
8223,Forest,Wetland,Wetland,NULL,Wetland,NULL,Water,Forest
8224,Forest,Wetland,Wetland,NULL,Wetland,NULL,Forest,Forest
8225,Forest,Wetland,Wetland,NULL,Wetland,Grassland,NULL,Grassland
8226,Forest,Wetland,Wetland,NULL,Wetland,Grassland,NULL,Forest
8227,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
8228,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Grassland,Forest
8229,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
8230,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
8231,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Forest
8232,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Bareland,Grassland
8233,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Bareland,Forest
8234,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Water,Grassland
8235,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Water,Forest
8236,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Forest,Grassland
8237,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Forest,Forest
8238,Forest,Wetland,Wetland,NULL,Wetland,Wetland,NULL,Grassland
8239,Forest,Wetland,Wetland,NULL,Wetland,Wetland,NULL,Wetland
8240,Forest,Wetland,Wetland,NULL,Wetland,Wetland,NULL,Forest
8241,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
8242,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
8243,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Water
8244,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Forest
8245,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
8246,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
8247,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Water
8248,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
8249,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Bareland,Grassland
8250,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Bareland,Forest
8251,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,Grassland
8252,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,Wetland
8253,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,Water
8254,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,Forest
8255,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Forest,Grassland
8256,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Forest,Wetland
8257,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Forest,Forest
8258,Forest,Wetland,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
8259,Forest,Wetland,Wetland,NULL,Wetland,Bareland,Grassland,Forest
8260,Forest,Wetland,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
8261,Forest,Wetland,Wetland,NULL,Wetland,Bareland,Wetland,Forest
8262,Forest,Wetland,Wetland,NULL,Wetland,Bareland,Water,Grassland
8263,Forest,Wetland,Wetland,NULL,Wetland,Bareland,Water,Forest
8264,Forest,Wetland,Wetland,NULL,Wetland,Water,NULL,Grassland
8265,Forest,Wetland,Wetland,NULL,Wetland,Water,NULL,Forest
8266,Forest,Wetland,Wetland,NULL,Wetland,Water,Grassland,Grassland
8267,Forest,Wetland,Wetland,NULL,Wetland,Water,Grassland,Wetland
8268,Forest,Wetland,Wetland,NULL,Wetland,Water,Grassland,Water
8269,Forest,Wetland,Wetland,NULL,Wetland,Water,Grassland,Forest
8270,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Grassland
8271,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Wetland
8272,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Water
8273,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Forest
8274,Forest,Wetland,Wetland,NULL,Wetland,Water,Bareland,Grassland
8275,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Grassland
8276,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Wetland
8277,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Water
8278,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Forest
8279,Forest,Wetland,Wetland,NULL,Wetland,Water,Forest,Grassland
8280,Forest,Wetland,Wetland,NULL,Wetland,Water,Forest,Wetland
8281,Forest,Wetland,Wetland,NULL,Wetland,Water,Forest,Forest
8282,Forest,Wetland,Wetland,NULL,Wetland,Forest,Grassland,Grassland
8283,Forest,Wetland,Wetland,NULL,Wetland,Forest,Grassland,Forest
8284,Forest,Wetland,Wetland,NULL,Wetland,Forest,Wetland,Grassland
8285,Forest,Wetland,Wetland,NULL,Wetland,Forest,Wetland,Wetland
8286,Forest,Wetland,Wetland,NULL,Wetland,Forest,Wetland,Water
8287,Forest,Wetland,Wetland,NULL,Wetland,Forest,Wetland,Forest
8288,Forest,Wetland,Wetland,NULL,Wetland,Forest,Water,Water
8289,Forest,Wetland,Wetland,NULL,Wetland,Forest,Water,Forest
8290,Forest,Wetland,Wetland,NULL,Wetland,Forest,Forest,Forest
8291,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Grassland,Forest
8292,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
8293,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland,Wetland
8294,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland,Water
8295,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
8296,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Grassland
8297,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Wetland
8298,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Water
8299,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Forest
8300,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
8301,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
8302,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
8303,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
8304,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
8305,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
8306,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
8307,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Water,Forest
8308,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Forest,Forest
8309,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,NULL,Grassland
8310,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,NULL,Forest
8311,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
8312,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
8313,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
8314,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
8315,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
8316,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
8317,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
8318,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Bareland,Grassland
8319,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Bareland,Forest
8320,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
8321,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
8322,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Water
8323,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Forest
8324,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
8325,Forest,Wetland,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
8326,Forest,Wetland,Wetland,Non_Water,Wetland,Bareland,Wetland,Forest
8327,Forest,Wetland,Wetland,Non_Water,Wetland,Bareland,Water,Forest
8328,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
8329,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Grassland,Water
8330,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Grassland,Forest
8331,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
8332,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
8333,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Water
8334,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Forest
8335,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Grassland
8336,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Wetland
8337,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Water
8338,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Forest
8339,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Forest,Grassland
8340,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Forest,Forest
8341,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Grassland,Forest
8342,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Wetland,Grassland
8343,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
8344,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Water,Grassland
8345,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Water,Forest
8346,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Forest,Forest
8347,Forest,Wetland,Wetland,Water,Wetland,NULL,Grassland,Forest
8348,Forest,Wetland,Wetland,Water,Wetland,NULL,Wetland,Grassland
8349,Forest,Wetland,Wetland,Water,Wetland,NULL,Wetland,Wetland
8350,Forest,Wetland,Wetland,Water,Wetland,NULL,Wetland,Water
8351,Forest,Wetland,Wetland,Water,Wetland,NULL,Wetland,Forest
8352,Forest,Wetland,Wetland,Water,Wetland,NULL,Water,Grassland
8353,Forest,Wetland,Wetland,Water,Wetland,NULL,Water,Wetland
8354,Forest,Wetland,Wetland,Water,Wetland,NULL,Water,Water
8355,Forest,Wetland,Wetland,Water,Wetland,NULL,Water,Forest
8356,Forest,Wetland,Wetland,Water,Wetland,NULL,Forest,Forest
8357,Forest,Wetland,Wetland,Water,Wetland,Grassland,Grassland,Grassland
8358,Forest,Wetland,Wetland,Water,Wetland,Grassland,Grassland,Forest
8359,Forest,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Grassland
8360,Forest,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Wetland
8361,Forest,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Water
8362,Forest,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Forest
8363,Forest,Wetland,Wetland,Water,Wetland,Grassland,Water,Grassland
8364,Forest,Wetland,Wetland,Water,Wetland,Grassland,Water,Wetland
8365,Forest,Wetland,Wetland,Water,Wetland,Grassland,Water,Water
8366,Forest,Wetland,Wetland,Water,Wetland,Grassland,Water,Forest
8367,Forest,Wetland,Wetland,Water,Wetland,Wetland,NULL,Grassland
8368,Forest,Wetland,Wetland,Water,Wetland,Wetland,NULL,Forest
8369,Forest,Wetland,Wetland,Water,Wetland,Wetland,Grassland,Grassland
8370,Forest,Wetland,Wetland,Water,Wetland,Wetland,Grassland,Wetland
8371,Forest,Wetland,Wetland,Water,Wetland,Wetland,Grassland,Water
8372,Forest,Wetland,Wetland,Water,Wetland,Wetland,Grassland,Forest
8373,Forest,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
8374,Forest,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
8375,Forest,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Water
8376,Forest,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Forest
8377,Forest,Wetland,Wetland,Water,Wetland,Wetland,Bareland,Grassland
8378,Forest,Wetland,Wetland,Water,Wetland,Wetland,Water,Grassland
8379,Forest,Wetland,Wetland,Water,Wetland,Wetland,Water,Wetland
8380,Forest,Wetland,Wetland,Water,Wetland,Wetland,Water,Water
8381,Forest,Wetland,Wetland,Water,Wetland,Wetland,Water,Forest
8382,Forest,Wetland,Wetland,Water,Wetland,Wetland,Forest,Grassland
8383,Forest,Wetland,Wetland,Water,Wetland,Wetland,Forest,Wetland
8384,Forest,Wetland,Wetland,Water,Wetland,Wetland,Forest,Forest
