Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23KRQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KRQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KRQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KRQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KRQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KRQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KRQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23KRQ_M_R
7167,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
7168,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Wetland
7169,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
7170,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
7171,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
7172,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Built-up
7173,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Bareland,Grassland
7174,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Bareland,Wetland
7175,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Built-up,Grassland
7176,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Built-up,Wetland
7177,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
7178,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Wetland
7179,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
7180,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Wetland
7181,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
7182,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
7183,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
7184,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Bareland
7185,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Forest
7186,Forest,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,Grassland
7187,Forest,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,Wetland
7188,Forest,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,Built-up
7189,Forest,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,Forest
7190,Forest,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
7191,Forest,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Wetland
7192,Forest,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Built-up
7193,Forest,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
7194,Forest,NULL,NULL,NULL,Non_Wetland,Water,NULL,Forest
7195,Forest,NULL,NULL,NULL,Non_Wetland,Water,Water,Water
7196,Forest,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Forest
7197,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
7198,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
7199,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
7200,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
7201,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
7202,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
7203,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,Wetland,Grassland
7204,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,Wetland,Wetland
7205,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,Wetland,Built-up
7206,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,Bareland,Grassland
7207,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,Bareland,Wetland
7208,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,Built-up,Wetland
7209,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,Built-up,Water
7210,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,Water,Wetland
7211,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
7212,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Wetland
7213,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
7214,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,NULL,Grassland
7215,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,NULL,Wetland
7216,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,NULL,Forest
7217,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
7218,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
7219,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Built-up
7220,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Bareland,Grassland
7221,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Bareland,Wetland
7222,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Built-up,Grassland
7223,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Built-up,Wetland
7224,Forest,NULL,NULL,Non_Water,Non_Wetland,Bareland,NULL,Grassland
7225,Forest,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,NULL
7226,Forest,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
7227,Forest,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Wetland
7228,Forest,NULL,NULL,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
7229,Forest,NULL,NULL,Non_Water,Non_Wetland,Built-up,Built-up,Wetland
7230,Forest,NULL,NULL,Non_Water,Non_Wetland,Water,NULL,Forest
7231,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
7232,Forest,NULL,NULL,Water,Non_Wetland,NULL,Wetland,Wetland
7233,Forest,NULL,NULL,Water,Non_Wetland,NULL,Water,Forest
7234,Forest,NULL,NULL,Water,Non_Wetland,Water,Wetland,Wetland
7235,Forest,NULL,NULL,Water,Non_Wetland,Water,Wetland,Water
7236,Forest,NULL,NULL,Water,Non_Wetland,Water,Water,Water
7237,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
7238,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
7239,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
7240,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
7241,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
7242,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Wetland
7243,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
7244,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
7245,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Wetland
7246,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Built-up
7247,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
7248,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
7249,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Wetland
7250,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Built-up
7251,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
7252,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
7253,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Wetland
7254,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
7255,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Bareland
7256,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
7257,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
7258,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
7259,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
7260,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
7261,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
7262,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7263,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
7264,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
7265,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
7266,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
7267,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
7268,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
7269,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
7270,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
7271,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Wetland
7272,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
7273,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
7274,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
7275,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
7276,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
7277,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
7278,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
7279,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
7280,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
7281,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Built-up
7282,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
7283,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
7284,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Wetland
7285,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
7286,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Grassland
7287,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Wetland
7288,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
7289,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
7290,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Wetland
7291,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
7292,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
7293,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Wetland
7294,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
7295,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Wetland
7296,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
7297,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
7298,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Wetland
7299,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
7300,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
7301,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
7302,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
7303,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
7304,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Wetland
7305,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Forest
7306,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
7307,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
7308,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Wetland
7309,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
7310,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Wetland
7311,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
7312,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
7313,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
7314,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Wetland
7315,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Forest
7316,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
7317,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
7318,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
7319,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
7320,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
7321,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
7322,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
7323,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
7324,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
7325,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
7326,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
7327,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Wetland
7328,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
7329,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Wetland
7330,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Forest
7331,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Built-up,Grassland
7332,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Built-up,Wetland
7333,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
7334,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Wetland
7335,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
7336,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Built-up,Grassland
7337,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
7338,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Wetland
7339,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Forest
7340,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
7341,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
7342,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
7343,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Bareland,Grassland
7344,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Bareland,Wetland
7345,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Built-up,Grassland
7346,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Built-up,Wetland
7347,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Built-up,Forest
7348,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
7349,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Wetland
7350,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
7351,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Wetland
7352,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,NULL
7353,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
7354,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Wetland
7355,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Bareland
7356,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Built-up,Wetland,Wetland
7357,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
7358,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Built-up,Built-up,Wetland
7359,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Wetland
7360,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
7361,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
7362,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
7363,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
7364,Forest,NULL,Shrubland,Water,Non_Wetland,Bareland,NULL,Grassland
7365,Forest,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
7366,Forest,NULL,Shrubland,Water,Non_Wetland,Water,Wetland,Water
7367,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Water,Forest
7368,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
7369,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
7370,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
7371,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
7372,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
7373,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
7374,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
7375,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Wetland
7376,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
7377,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
7378,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
7379,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Wetland
7380,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
7381,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
7382,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Wetland
7383,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
7384,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
7385,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Wetland
7386,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Built-up
7387,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Water
7388,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
7389,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
7390,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
7391,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
7392,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
7393,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Wetland
7394,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
7395,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
7396,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7397,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
7398,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
7399,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
7400,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
7401,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
7402,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Wetland
7403,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
7404,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
7405,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
7406,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Wetland
7407,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
7408,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
7409,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
7410,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
7411,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Wetland
7412,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
7413,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Wetland
7414,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
7415,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
7416,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Wetland
7417,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
7418,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
7419,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Wetland
7420,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Bareland,Grassland
7421,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Built-up,Grassland
7422,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Built-up,Wetland
7423,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
7424,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Wetland
7425,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
7426,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
7427,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
7428,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
7429,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
7430,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
7431,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
7432,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
7433,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Wetland
7434,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Built-up
7435,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Forest
7436,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
7437,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Wetland
7438,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
7439,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
7440,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
7441,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Wetland
7442,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
7443,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
7444,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
7445,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
7446,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
7447,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
7448,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
7449,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Wetland
7450,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Built-up,Grassland
7451,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
7452,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Built-up,Wetland
7453,Forest,NULL,Wetland,NULL,NULL,NULL,NULL,Forest
7454,Forest,NULL,Wetland,NULL,NULL,NULL,Water,Grassland
7455,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
7456,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
7457,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
7458,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
7459,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
7460,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,Grassland
7461,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,Wetland
7462,Forest,NULL,Wetland,NULL,Wetland,NULL,Bareland,Grassland
7463,Forest,NULL,Wetland,NULL,Wetland,NULL,Bareland,Wetland
7464,Forest,NULL,Wetland,NULL,Wetland,NULL,Bareland,Built-up
7465,Forest,NULL,Wetland,NULL,Wetland,NULL,Bareland,Forest
7466,Forest,NULL,Wetland,NULL,Wetland,NULL,Built-up,Grassland
7467,Forest,NULL,Wetland,NULL,Wetland,NULL,Built-up,Wetland
7468,Forest,NULL,Wetland,NULL,Wetland,NULL,Water,Grassland
7469,Forest,NULL,Wetland,NULL,Wetland,NULL,Water,Wetland
7470,Forest,NULL,Wetland,NULL,Wetland,NULL,Water,Forest
7471,Forest,NULL,Wetland,NULL,Wetland,NULL,Forest,Forest
7472,Forest,NULL,Wetland,NULL,Wetland,Grassland,NULL,Grassland
7473,Forest,NULL,Wetland,NULL,Wetland,Grassland,NULL,Wetland
7474,Forest,NULL,Wetland,NULL,Wetland,Grassland,NULL,Forest
7475,Forest,NULL,Wetland,NULL,Wetland,Grassland,Built-up,Grassland
7476,Forest,NULL,Wetland,NULL,Wetland,Wetland,NULL,Grassland
7477,Forest,NULL,Wetland,NULL,Wetland,Wetland,NULL,Wetland
7478,Forest,NULL,Wetland,NULL,Wetland,Wetland,NULL,Forest
7479,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
7480,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
7481,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
7482,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
7483,Forest,NULL,Wetland,NULL,Wetland,Wetland,Bareland,Grassland
7484,Forest,NULL,Wetland,NULL,Wetland,Wetland,Bareland,Wetland
7485,Forest,NULL,Wetland,NULL,Wetland,Wetland,Bareland,Built-up
7486,Forest,NULL,Wetland,NULL,Wetland,Wetland,Bareland,Forest
7487,Forest,NULL,Wetland,NULL,Wetland,Wetland,Built-up,Wetland
7488,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,Wetland
7489,Forest,NULL,Wetland,NULL,Wetland,Bareland,NULL,Grassland
7490,Forest,NULL,Wetland,NULL,Wetland,Bareland,NULL,Wetland
7491,Forest,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Wetland
