Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LNJ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LNJ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LNJ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LNJ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LNJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LNJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LNJ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LNJ_M_R
329,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Water,Forest
330,NULL,NULL,NULL,Water,Non_Wetland,Grassland,NULL,Grassland
331,NULL,NULL,NULL,Water,Non_Wetland,Grassland,NULL,Wetland
332,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
333,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Cropland
334,NULL,NULL,NULL,Water,Non_Wetland,Wetland,NULL,NULL
335,NULL,NULL,NULL,Water,Non_Wetland,Wetland,NULL,Wetland
336,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Shrubland,Wetland
337,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Shrubland,Water
338,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Water,Cropland
339,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Water,Wetland
340,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Water,Water
341,NULL,NULL,NULL,Water,Non_Wetland,Bareland,NULL,Cropland
342,NULL,NULL,NULL,Water,Non_Wetland,Bareland,NULL,Wetland
343,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Shrubland,Wetland
344,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Shrubland,Bareland
345,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Shrubland,Water
346,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Grassland,NULL
347,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Grassland,Grassland
348,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Grassland,Water
349,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Water,Water
350,NULL,NULL,NULL,Water,Non_Wetland,Water,NULL,Wetland
351,NULL,NULL,NULL,Water,Non_Wetland,Water,Shrubland,Wetland
352,NULL,NULL,NULL,Water,Non_Wetland,Water,Shrubland,Water
353,NULL,NULL,NULL,Water,Non_Wetland,Water,Grassland,NULL
354,NULL,NULL,NULL,Water,Non_Wetland,Water,Grassland,Water
355,NULL,NULL,NULL,Water,Non_Wetland,Water,Water,Water
356,NULL,NULL,NULL,Water,Non_Wetland,Forest,NULL,Grassland
357,NULL,NULL,NULL,Water,Non_Wetland,Forest,NULL,Forest
358,NULL,NULL,NULL,Water,Non_Wetland,Forest,Shrubland,Grassland
359,NULL,NULL,NULL,Water,Non_Wetland,Forest,Shrubland,Wetland
360,NULL,NULL,NULL,Water,Non_Wetland,Forest,Shrubland,Forest
361,NULL,NULL,NULL,Water,Non_Wetland,Forest,Water,Water
362,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
363,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
364,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
365,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
366,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
367,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
368,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
369,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
370,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
371,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
372,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
373,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Wetland
374,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Bareland
375,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Built-up
376,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Water
377,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
378,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
379,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
380,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
381,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Wetland
382,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
383,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
384,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
385,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
386,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Wetland
387,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
388,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
389,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Cropland
390,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
391,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
392,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,NULL
393,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
394,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Wetland
395,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Bareland
396,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Water
397,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
398,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
399,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
400,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
401,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
402,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
403,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Wetland
404,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Bareland
405,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Built-up
406,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Water
407,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
408,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
409,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
410,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
411,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
412,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
413,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
414,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Water
415,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
416,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
417,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
418,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
419,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
420,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
421,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
422,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Water
423,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
424,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
425,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Wetland
426,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
427,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
428,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Cropland
429,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Bareland
430,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Built-up
431,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
432,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
433,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,NULL
434,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
435,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Wetland
436,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Bareland
437,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Water
438,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
439,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
440,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
441,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Cropland
442,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
443,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
444,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
445,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
446,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
447,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
448,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
449,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Water
450,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
451,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
452,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
453,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
454,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
455,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
456,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
457,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
458,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
459,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
460,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
461,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
462,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
463,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
464,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
465,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
466,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
467,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
468,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
469,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
470,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
471,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
472,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
473,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Wetland
474,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
475,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
476,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
477,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Wetland
478,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
479,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
480,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
481,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,NULL
482,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
483,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
484,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Water
485,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
486,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
487,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
488,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Wetland
489,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
490,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
491,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
492,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
493,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
494,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
495,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Wetland
496,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
497,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
498,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Water
499,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
500,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
501,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
502,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
503,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Wetland
504,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
505,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
506,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
507,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
508,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
509,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
510,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
511,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
512,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
513,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
514,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,NULL
515,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
516,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Cropland
517,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
518,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
519,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Wetland
520,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
521,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
522,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
523,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
524,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
525,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,NULL
526,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
527,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Cropland
528,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
529,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Forest
530,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,NULL
531,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
532,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Bareland
533,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
534,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,NULL
535,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
536,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Cropland
537,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Wetland
538,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
539,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,NULL
540,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Bareland
541,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
542,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
543,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
544,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Cropland
545,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Bareland
546,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Water
547,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,NULL
548,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
549,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Cropland
550,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Bareland
551,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Forest
552,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
553,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
554,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
555,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
556,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Cropland
557,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
558,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
559,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
560,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Cropland
561,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
562,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
563,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
564,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Wetland
565,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Bareland
566,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Water
567,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
568,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
569,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
570,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
571,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,NULL
572,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Grassland
573,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
574,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
575,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
576,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
577,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
578,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
579,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
580,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
581,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
582,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,NULL
583,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
584,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Cropland
585,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Wetland
586,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Forest
587,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,NULL
588,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
589,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
590,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Forest
591,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
592,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Wetland
593,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Water
594,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
595,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
596,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Cropland
597,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
598,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
599,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
600,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Cropland
601,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
602,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Bareland
603,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Built-up
604,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Water
605,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
606,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
607,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
608,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Cropland
609,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
610,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
611,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
612,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Wetland
613,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Water
614,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,NULL
615,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,NULL
616,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
617,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
618,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
619,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Wetland
620,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
621,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
622,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
623,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
624,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Built-up
625,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,NULL,Grassland
626,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Wetland
627,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,NULL
628,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Cropland
629,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Wetland
630,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Water
631,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Forest
632,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
633,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,NULL
634,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
635,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Cropland
636,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Bareland
637,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Forest
638,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,NULL
639,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
640,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Cropland
641,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Wetland
642,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
643,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Cropland
644,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Wetland
645,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,NULL
646,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Grassland
647,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Wetland
648,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Forest
649,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,NULL
650,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Grassland
651,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Cropland
652,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Wetland
