Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LCQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LCQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LCQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LCQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LCQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LCQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LCQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LCQ_M_R
5679,Forest,NULL,Wetland,Water,Wetland,Grassland,Water,Forest
5680,Forest,NULL,Wetland,Water,Wetland,Cropland,Grassland,Grassland
5681,Forest,NULL,Wetland,Water,Wetland,Wetland,Grassland,Grassland
5682,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
5683,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
5684,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Forest
5685,Forest,NULL,Wetland,Water,Wetland,Wetland,Water,Forest
5686,Forest,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
5687,Forest,NULL,Wetland,Water,Wetland,Water,Wetland,Forest
5688,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
5689,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
5690,Forest,NULL,Bareland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
5691,Forest,NULL,Bareland,NULL,Non_Wetland,Shrubland,Forest,NULL
5692,Forest,NULL,Bareland,NULL,Non_Wetland,Shrubland,Forest,Forest
5693,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,Grassland
5694,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5695,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Water
5696,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
5697,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
5698,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
5699,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
5700,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
5701,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
5702,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
5703,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Grassland
5704,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
5705,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Grassland,Wetland
5706,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Grassland,Water
5707,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Grassland,Forest
5708,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
5709,Forest,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Forest,Wetland
5710,Forest,NULL,Bareland,Non_Water,Non_Wetland,Forest,Grassland,Wetland
5711,Forest,NULL,Bareland,Non_Water,Non_Wetland,Forest,Wetland,Wetland
5712,Forest,NULL,Bareland,Water,Non_Wetland,NULL,Wetland,Wetland
5713,Forest,NULL,Bareland,Water,Non_Wetland,NULL,Wetland,Water
5714,Forest,NULL,Bareland,Water,Non_Wetland,Grassland,Wetland,Water
5715,Forest,NULL,Bareland,Water,Non_Wetland,Grassland,Water,Forest
5716,Forest,NULL,Bareland,Water,Non_Wetland,Water,Wetland,Water
5717,Forest,NULL,Bareland,Water,Non_Wetland,Forest,Wetland,Water
5718,Forest,NULL,Bareland,Water,Non_Wetland,Forest,Forest,Water
5719,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
5720,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
5721,Forest,NULL,Water,NULL,Water,NULL,Grassland,Water
5722,Forest,NULL,Water,NULL,Water,NULL,Wetland,Water
5723,Forest,NULL,Water,NULL,Water,NULL,Wetland,Forest
5724,Forest,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
5725,Forest,NULL,Water,NULL,Water,Grassland,Grassland,Wetland
5726,Forest,NULL,Water,NULL,Water,Grassland,Grassland,Water
5727,Forest,NULL,Water,NULL,Water,Grassland,Grassland,Forest
5728,Forest,NULL,Water,NULL,Water,Grassland,Wetland,Grassland
5729,Forest,NULL,Water,NULL,Water,Grassland,Wetland,Wetland
5730,Forest,NULL,Water,NULL,Water,Grassland,Wetland,Forest
5731,Forest,NULL,Water,NULL,Water,Grassland,Bareland,Grassland
5732,Forest,NULL,Water,NULL,Water,Grassland,Bareland,Forest
5733,Forest,NULL,Water,NULL,Water,Grassland,Water,Wetland
5734,Forest,NULL,Water,NULL,Water,Grassland,Forest,Grassland
5735,Forest,NULL,Water,NULL,Water,Grassland,Forest,Wetland
5736,Forest,NULL,Water,NULL,Water,Grassland,Forest,Forest
5737,Forest,NULL,Water,NULL,Water,Wetland,Wetland,Grassland
5738,Forest,NULL,Water,NULL,Water,Wetland,Wetland,Wetland
5739,Forest,NULL,Water,NULL,Water,Wetland,Wetland,Water
5740,Forest,NULL,Water,NULL,Water,Wetland,Wetland,Forest
5741,Forest,NULL,Water,NULL,Water,Wetland,Water,Forest
5742,Forest,NULL,Water,NULL,Water,Wetland,Forest,Forest
5743,Forest,NULL,Water,NULL,Water,Water,Grassland,Water
5744,Forest,NULL,Water,NULL,Water,Water,Grassland,Forest
5745,Forest,NULL,Water,NULL,Water,Water,Wetland,Wetland
5746,Forest,NULL,Water,NULL,Water,Water,Wetland,Forest
5747,Forest,NULL,Water,NULL,Water,Water,Forest,Grassland
5748,Forest,NULL,Water,NULL,Water,Forest,Grassland,Water
5749,Forest,NULL,Water,NULL,Water,Forest,Grassland,Forest
5750,Forest,NULL,Water,NULL,Water,Forest,Forest,Water
5751,Forest,NULL,Water,Non_Water,Water,NULL,Grassland,Water
5752,Forest,NULL,Water,Non_Water,Water,NULL,Wetland,Water
5753,Forest,NULL,Water,Non_Water,Water,Grassland,Wetland,Forest
5754,Forest,NULL,Water,Non_Water,Water,Grassland,Water,Grassland
5755,Forest,NULL,Water,Non_Water,Water,Grassland,Water,Wetland
5756,Forest,NULL,Water,Non_Water,Water,Grassland,Water,Water
5757,Forest,NULL,Water,Non_Water,Water,Grassland,Forest,Wetland
5758,Forest,NULL,Water,Non_Water,Water,Wetland,Wetland,Wetland
5759,Forest,NULL,Water,Non_Water,Water,Wetland,Water,Wetland
5760,Forest,NULL,Water,Non_Water,Water,Water,Wetland,Wetland
5761,Forest,NULL,Water,Non_Water,Water,Water,Water,Wetland
5762,Forest,NULL,Water,Non_Water,Water,Forest,Grassland,Water
5763,Forest,NULL,Water,Non_Water,Water,Forest,Wetland,Water
5764,Forest,NULL,Water,Non_Water,Water,Forest,Forest,Wetland
5765,Forest,NULL,Water,Water,Water,NULL,Wetland,Water
5766,Forest,NULL,Water,Water,Water,NULL,Wetland,Forest
5767,Forest,NULL,Water,Water,Water,Shrubland,Wetland,Water
5768,Forest,NULL,Water,Water,Water,Grassland,Grassland,Grassland
5769,Forest,NULL,Water,Water,Water,Grassland,Grassland,Water
5770,Forest,NULL,Water,Water,Water,Grassland,Wetland,Wetland
5771,Forest,NULL,Water,Water,Water,Grassland,Wetland,Water
5772,Forest,NULL,Water,Water,Water,Grassland,Water,Grassland
5773,Forest,NULL,Water,Water,Water,Grassland,Water,Water
5774,Forest,NULL,Water,Water,Water,Grassland,Forest,Water
5775,Forest,NULL,Water,Water,Water,Grassland,Forest,Forest
5776,Forest,NULL,Water,Water,Water,Wetland,Wetland,Water
5777,Forest,NULL,Water,Water,Water,Wetland,Wetland,Forest
5778,Forest,NULL,Water,Water,Water,Wetland,Water,Forest
5779,Forest,NULL,Water,Water,Water,Wetland,Forest,Forest
5780,Forest,NULL,Water,Water,Water,Water,Wetland,Wetland
5781,Forest,NULL,Water,Water,Water,Water,Wetland,Water
5782,Forest,NULL,Water,Water,Water,Water,Water,Wetland
5783,Forest,NULL,Water,Water,Water,Water,Water,Water
5784,Forest,NULL,Water,Water,Water,Forest,Wetland,Water
5785,Forest,NULL,Water,Water,Water,Forest,Forest,Water
5786,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
5787,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
5788,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
5789,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
5790,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
5791,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
5792,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
5793,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
5794,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
5795,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Wetland
5796,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
5797,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
5798,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
5799,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Wetland
5800,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
5801,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
5802,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Water,Forest
5803,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,NULL
5804,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
5805,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
5806,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
5807,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
5808,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
5809,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
5810,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
5811,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
5812,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
5813,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
5814,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Water
5815,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
5816,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,NULL
5817,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
5818,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Wetland
5819,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
5820,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,NULL
5821,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,Grassland
5822,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
5823,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
5824,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
5825,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
5826,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
5827,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
5828,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Wetland
5829,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
5830,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
5831,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5832,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Wetland
5833,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Bareland
5834,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
5835,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
5836,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
5837,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
5838,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
5839,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
5840,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
5841,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
5842,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Cropland
5843,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
5844,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
5845,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,NULL
5846,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
5847,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
5848,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
5849,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Forest
5850,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
5851,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
5852,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Wetland
5853,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
5854,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
5855,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
5856,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Shrubland,Forest
5857,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,NULL
5858,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
5859,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Wetland
5860,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
5861,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Wetland,Grassland
5862,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Wetland,Forest
5863,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Grassland
5864,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
5865,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,NULL
5866,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
5867,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Wetland
5868,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
5869,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,NULL
5870,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
5871,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
5872,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
5873,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
5874,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
5875,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
5876,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
5877,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
5878,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
5879,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
5880,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,NULL
5881,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
5882,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
5883,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Forest
5884,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
5885,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
5886,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Wetland
5887,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
5888,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
5889,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
5890,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
5891,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
5892,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
5893,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
5894,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,NULL
5895,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
5896,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
5897,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,NULL
5898,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
5899,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
5900,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
5901,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
5902,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
5903,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
5904,Forest,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,Forest
5905,Forest,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
5906,Forest,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Wetland
5907,Forest,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Bareland
5908,Forest,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
5909,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
5910,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Water
5911,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Forest
5912,Forest,NULL,Forest,NULL,Non_Wetland,Water,Bareland,Forest
5913,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,Wetland
5914,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
5915,Forest,NULL,Forest,NULL,Non_Wetland,Forest,NULL,NULL
5916,Forest,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
5917,Forest,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
5918,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
5919,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
5920,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
5921,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
5922,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
5923,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Wetland
5924,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
5925,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,NULL
5926,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Grassland
5927,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
5928,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,NULL
5929,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Grassland
5930,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
5931,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,NULL
5932,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
5933,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Wetland
5934,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Water
5935,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
5936,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,NULL
5937,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,Grassland
5938,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,Water
5939,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
5940,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
5941,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
5942,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
5943,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
5944,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
5945,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
5946,Forest,NULL,Forest,Non_Water,Non_Wetland,Cropland,Wetland,Grassland
5947,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
5948,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
5949,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
5950,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
5951,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
5952,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,Grassland,Wetland
5953,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,Wetland,Wetland
5954,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
5955,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,Forest,Wetland
5956,Forest,NULL,Forest,Water,Non_Wetland,NULL,Grassland,Grassland
5957,Forest,NULL,Forest,Water,Non_Wetland,NULL,Wetland,Grassland
5958,Forest,NULL,Forest,Water,Non_Wetland,NULL,Wetland,Wetland
5959,Forest,NULL,Forest,Water,Non_Wetland,NULL,Wetland,Water
5960,Forest,NULL,Forest,Water,Non_Wetland,NULL,Wetland,Forest
5961,Forest,NULL,Forest,Water,Non_Wetland,Shrubland,Forest,Grassland
5962,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
5963,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Wetland
5964,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Water
5965,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
5966,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Wetland
5967,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Water
5968,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Forest
5969,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Water,Forest
5970,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Forest,Grassland
5971,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Forest,Forest
5972,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Grassland,Grassland
5973,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Grassland,Wetland
5974,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Grassland,Forest
5975,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
5976,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
5977,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
5978,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Forest,Grassland
5979,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Forest,Wetland
5980,Forest,NULL,Forest,Water,Non_Wetland,Bareland,Wetland,Grassland
5981,Forest,NULL,Forest,Water,Non_Wetland,Water,Wetland,Grassland
5982,Forest,NULL,Forest,Water,Non_Wetland,Water,Wetland,Wetland
5983,Forest,NULL,Forest,Water,Non_Wetland,Water,Wetland,Forest
5984,Forest,NULL,Forest,Water,Non_Wetland,Forest,Wetland,Water
5985,Forest,NULL,Forest,Water,Non_Wetland,Forest,Wetland,Forest
5986,Forest,NULL,Forest,Water,Non_Wetland,Forest,Forest,Grassland
5987,Forest,NULL,Forest,Water,Non_Wetland,Forest,Forest,Wetland
5988,Forest,NULL,Forest,Water,Non_Wetland,Forest,Forest,Water
5989,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
5990,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
5991,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
5992,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
5993,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
5994,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
5995,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Cropland
5996,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
5997,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Wetland,Grassland
5998,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
5999,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
6000,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
6001,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
6002,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6003,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
6004,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
6005,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
6006,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
6007,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
6008,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
6009,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
6010,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
6011,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
6012,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
6013,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
6014,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
6015,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
6016,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
6017,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,Shrubland,Grassland
6018,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
6019,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
6020,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
6021,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,Wetland,Grassland
6022,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,Wetland,Cropland
