Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18LTQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18LTQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18LTQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18LTQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18LTQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18LTQ_M_R
2534,Permanent_ice_and_snow,Forest,Bareland,NULL,Non_Wetland,Bareland
2535,Permanent_ice_and_snow,Forest,Water,NULL,Water,Bareland
2536,Permanent_ice_and_snow,Forest,Permanent_ice_and_snow,NULL,Non_Wetland,Bareland
2537,Permanent_ice_and_snow,Forest,Permanent_ice_and_snow,NULL,Non_Wetland,Permanent_ice_and_snow
2538,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL
2539,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Grassland
2540,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Cropland
2541,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Forest
2542,Forest,NULL,NULL,NULL,Non_Wetland,NULL
2543,Forest,NULL,NULL,NULL,Non_Wetland,Grassland
2544,Forest,NULL,NULL,NULL,Non_Wetland,Bareland
2545,Forest,NULL,NULL,NULL,Non_Wetland,Forest
2546,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL
2547,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland
2548,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland
2549,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland
2550,Forest,NULL,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
2551,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland
2552,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up
2553,Forest,NULL,Shrubland,NULL,Non_Wetland,Water
2554,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest
2555,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL
2556,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
2557,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
2558,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
2559,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
2560,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water
2561,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest
2562,Forest,NULL,Shrubland,Water,Non_Wetland,NULL
2563,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland
2564,Forest,NULL,Shrubland,Water,Non_Wetland,Cropland
2565,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland
2566,Forest,NULL,Shrubland,Water,Non_Wetland,Bareland
2567,Forest,NULL,Shrubland,Water,Non_Wetland,Built-up
2568,Forest,NULL,Shrubland,Water,Non_Wetland,Water
2569,Forest,NULL,Shrubland,Water,Non_Wetland,Forest
2570,Forest,NULL,Grassland,NULL,Non_Wetland,NULL
2571,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland
2572,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland
2573,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland
2574,Forest,NULL,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
2575,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland
2576,Forest,NULL,Grassland,NULL,Non_Wetland,Built-up
2577,Forest,NULL,Grassland,NULL,Non_Wetland,Water
2578,Forest,NULL,Grassland,NULL,Non_Wetland,Forest
2579,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL
2580,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland
2581,Forest,NULL,Grassland,Non_Water,Non_Wetland,Forest
2582,Forest,NULL,Grassland,Water,Non_Wetland,Forest
2583,Forest,NULL,Cropland,NULL,Non_Wetland,NULL
2584,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland
2585,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland
2586,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland
2587,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland
2588,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up
2589,Forest,NULL,Cropland,NULL,Non_Wetland,Water
2590,Forest,NULL,Cropland,NULL,Non_Wetland,Forest
2591,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL
2592,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland
2593,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest
2594,Forest,NULL,Cropland,Water,Non_Wetland,Wetland
2595,Forest,NULL,Wetland,NULL,Wetland,Grassland
2596,Forest,NULL,Wetland,NULL,Wetland,Forest
2597,Forest,NULL,Wetland,Water,Wetland,Grassland
2598,Forest,NULL,Wetland,Water,Wetland,Wetland
2599,Forest,NULL,Wetland,Water,Wetland,Water
2600,Forest,NULL,Wetland,Water,Wetland,Forest
2601,Forest,NULL,Bareland,NULL,Non_Wetland,NULL
2602,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland
2603,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland
2604,Forest,NULL,Bareland,NULL,Non_Wetland,Built-up
2605,Forest,NULL,Bareland,NULL,Non_Wetland,Water
2606,Forest,NULL,Bareland,NULL,Non_Wetland,Permanent_ice_and_snow
2607,Forest,NULL,Bareland,NULL,Non_Wetland,Forest
2608,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL
2609,Forest,NULL,Bareland,Non_Water,Non_Wetland,Forest
2610,Forest,NULL,Bareland,Water,Non_Wetland,Grassland
2611,Forest,NULL,Bareland,Water,Non_Wetland,Cropland
2612,Forest,NULL,Bareland,Water,Non_Wetland,Bareland
2613,Forest,NULL,Bareland,Water,Non_Wetland,Water
2614,Forest,NULL,Bareland,Water,Non_Wetland,Forest
2615,Forest,NULL,Built-up,NULL,Non_Wetland,NULL
2616,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland
2617,Forest,NULL,Built-up,NULL,Non_Wetland,Cropland
2618,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up
2619,Forest,NULL,Built-up,NULL,Non_Wetland,Forest
2620,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL
2621,Forest,NULL,Built-up,Water,Non_Wetland,Cropland
2622,Forest,NULL,Built-up,Water,Non_Wetland,Bareland
2623,Forest,NULL,Water,NULL,NULL,Grassland
2624,Forest,NULL,Water,NULL,NULL,Bareland
2625,Forest,NULL,Water,NULL,NULL,Water
2626,Forest,NULL,Water,NULL,NULL,Permanent_ice_and_snow
2627,Forest,NULL,Water,NULL,Water,NULL
2628,Forest,NULL,Water,NULL,Water,Grassland
2629,Forest,NULL,Water,NULL,Water,Wetland
2630,Forest,NULL,Water,NULL,Water,Bareland
2631,Forest,NULL,Water,NULL,Water,Water
2632,Forest,NULL,Water,NULL,Water,Permanent_ice_and_snow
2633,Forest,NULL,Water,NULL,Water,Forest
2634,Forest,NULL,Water,Non_Water,Water,NULL
2635,Forest,NULL,Water,Non_Water,Water,Grassland
2636,Forest,NULL,Water,Non_Water,Water,Wetland
2637,Forest,NULL,Water,Non_Water,Water,Water
2638,Forest,NULL,Water,Water,Water,NULL
2639,Forest,NULL,Water,Water,Water,Grassland
2640,Forest,NULL,Water,Water,Water,Wetland
2641,Forest,NULL,Water,Water,Water,Bareland
2642,Forest,NULL,Water,Water,Water,Water
2643,Forest,NULL,Water,Water,Water,Forest
2644,Forest,NULL,Forest,NULL,Non_Wetland,NULL
2645,Forest,NULL,Forest,NULL,Non_Wetland,Grassland
2646,Forest,NULL,Forest,NULL,Non_Wetland,Cropland
2647,Forest,NULL,Forest,NULL,Non_Wetland,Wetland
2648,Forest,NULL,Forest,NULL,Non_Wetland,Lichens_and_Mosses
2649,Forest,NULL,Forest,NULL,Non_Wetland,Bareland
2650,Forest,NULL,Forest,NULL,Non_Wetland,Built-up
2651,Forest,NULL,Forest,NULL,Non_Wetland,Water
2652,Forest,NULL,Forest,NULL,Non_Wetland,Forest
2653,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL
2654,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland
2655,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland
2656,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest
2657,Forest,NULL,Forest,Water,Non_Wetland,Grassland
2658,Forest,NULL,Forest,Water,Non_Wetland,Wetland
2659,Forest,NULL,Forest,Water,Non_Wetland,Forest
2660,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL
2661,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland
2662,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland
2663,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland
2664,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland
2665,Forest,Cropland,Shrubland,NULL,Non_Wetland,Built-up
2666,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest
2667,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL
2668,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Forest
2669,Forest,Cropland,Shrubland,Water,Non_Wetland,Forest
2670,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL
2671,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland
2672,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland
2673,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland
2674,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland
2675,Forest,Cropland,Grassland,NULL,Non_Wetland,Built-up
2676,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest
2677,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL
2678,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland
2679,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland
2680,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland
2681,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up
2682,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest
2683,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Forest
2684,Forest,Cropland,Wetland,NULL,Wetland,Forest
2685,Forest,Cropland,Wetland,Water,Wetland,Forest
2686,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL
2687,Forest,Cropland,Bareland,NULL,Non_Wetland,Grassland
2688,Forest,Cropland,Bareland,NULL,Non_Wetland,Bareland
2689,Forest,Cropland,Bareland,NULL,Non_Wetland,Forest
2690,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL
2691,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland
2692,Forest,Cropland,Built-up,NULL,Non_Wetland,Cropland
2693,Forest,Cropland,Built-up,NULL,Non_Wetland,Forest
2694,Forest,Cropland,Water,NULL,Water,Forest
2695,Forest,Cropland,Forest,NULL,Non_Wetland,NULL
2696,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland
2697,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland
2698,Forest,Cropland,Forest,NULL,Non_Wetland,Built-up
2699,Forest,Cropland,Forest,NULL,Non_Wetland,Forest
2700,Forest,Cropland,Forest,Non_Water,Non_Wetland,Forest
2701,Forest,Cropland,Forest,Water,Non_Wetland,Forest
2702,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL
2703,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland
2704,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland
2705,Forest,Wetland,Shrubland,NULL,Non_Wetland,Bareland
2706,Forest,Wetland,Shrubland,NULL,Non_Wetland,Water
2707,Forest,Wetland,Shrubland,NULL,Non_Wetland,Forest
2708,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL
2709,Forest,Wetland,Shrubland,Water,Non_Wetland,Grassland
2710,Forest,Wetland,Shrubland,Water,Non_Wetland,Wetland
2711,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland
2712,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland
2713,Forest,Wetland,Water,NULL,Water,NULL
2714,Forest,Wetland,Water,NULL,Water,Grassland
2715,Forest,Wetland,Water,NULL,Water,Wetland
2716,Forest,Wetland,Water,NULL,Water,Bareland
2717,Forest,Wetland,Water,NULL,Water,Water
2718,Forest,Wetland,Water,Water,Water,NULL
2719,Forest,Wetland,Water,Water,Water,Grassland
2720,Forest,Wetland,Water,Water,Water,Wetland
2721,Forest,Wetland,Water,Water,Water,Water
2722,Forest,Wetland,Forest,NULL,Non_Wetland,NULL
2723,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland
2724,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland
2725,Forest,Wetland,Forest,NULL,Non_Wetland,Water
2726,Forest,Wetland,Forest,NULL,Non_Wetland,Forest
2727,Forest,Wetland,Forest,Water,Non_Wetland,NULL
2728,Forest,Wetland,Forest,Water,Non_Wetland,Wetland
2729,Forest,Wetland,Forest,Water,Non_Wetland,Water
2730,Forest,Bareland,Shrubland,NULL,Non_Wetland,NULL
2731,Forest,Bareland,Shrubland,NULL,Non_Wetland,Grassland
2732,Forest,Bareland,Shrubland,NULL,Non_Wetland,Cropland
2733,Forest,Bareland,Shrubland,NULL,Non_Wetland,Wetland
2734,Forest,Bareland,Shrubland,NULL,Non_Wetland,Bareland
2735,Forest,Bareland,Shrubland,NULL,Non_Wetland,Built-up
2736,Forest,Bareland,Shrubland,NULL,Non_Wetland,Forest
2737,Forest,Bareland,Shrubland,Non_Water,Non_Wetland,Forest
2738,Forest,Bareland,Shrubland,Water,Non_Wetland,Grassland
2739,Forest,Bareland,Shrubland,Water,Non_Wetland,Bareland
2740,Forest,Bareland,Shrubland,Water,Non_Wetland,Forest
2741,Forest,Bareland,Grassland,NULL,Non_Wetland,NULL
2742,Forest,Bareland,Grassland,NULL,Non_Wetland,Grassland
2743,Forest,Bareland,Grassland,NULL,Non_Wetland,Cropland
2744,Forest,Bareland,Grassland,NULL,Non_Wetland,Bareland
2745,Forest,Bareland,Grassland,NULL,Non_Wetland,Built-up
2746,Forest,Bareland,Grassland,NULL,Non_Wetland,Forest
2747,Forest,Bareland,Cropland,NULL,Non_Wetland,NULL
2748,Forest,Bareland,Cropland,NULL,Non_Wetland,Grassland
2749,Forest,Bareland,Cropland,NULL,Non_Wetland,Cropland
2750,Forest,Bareland,Cropland,NULL,Non_Wetland,Bareland
2751,Forest,Bareland,Cropland,NULL,Non_Wetland,Built-up
2752,Forest,Bareland,Cropland,NULL,Non_Wetland,Forest
2753,Forest,Bareland,Cropland,Non_Water,Non_Wetland,Grassland
2754,Forest,Bareland,Bareland,NULL,Non_Wetland,NULL
2755,Forest,Bareland,Bareland,NULL,Non_Wetland,Grassland
2756,Forest,Bareland,Bareland,NULL,Non_Wetland,Bareland
2757,Forest,Bareland,Bareland,NULL,Non_Wetland,Built-up
2758,Forest,Bareland,Bareland,NULL,Non_Wetland,Water
2759,Forest,Bareland,Bareland,NULL,Non_Wetland,Permanent_ice_and_snow
2760,Forest,Bareland,Bareland,NULL,Non_Wetland,Forest
2761,Forest,Bareland,Built-up,NULL,Non_Wetland,NULL
2762,Forest,Bareland,Built-up,NULL,Non_Wetland,Grassland
2763,Forest,Bareland,Built-up,NULL,Non_Wetland,Built-up
2764,Forest,Bareland,Built-up,NULL,Non_Wetland,Forest
2765,Forest,Bareland,Built-up,Water,Non_Wetland,Forest
2766,Forest,Bareland,Water,NULL,NULL,Grassland
2767,Forest,Bareland,Water,NULL,NULL,Bareland
2768,Forest,Bareland,Water,NULL,NULL,Water
2769,Forest,Bareland,Water,NULL,NULL,Permanent_ice_and_snow
2770,Forest,Bareland,Water,NULL,Water,Grassland
2771,Forest,Bareland,Water,NULL,Water,Bareland
2772,Forest,Bareland,Water,NULL,Water,Water
2773,Forest,Bareland,Water,NULL,Water,Permanent_ice_and_snow
2774,Forest,Bareland,Water,NULL,Water,Forest
2775,Forest,Bareland,Permanent_ice_and_snow,NULL,Non_Wetland,Bareland
2776,Forest,Bareland,Permanent_ice_and_snow,NULL,Non_Wetland,Permanent_ice_and_snow
2777,Forest,Bareland,Forest,NULL,Non_Wetland,NULL
2778,Forest,Bareland,Forest,NULL,Non_Wetland,Grassland
2779,Forest,Bareland,Forest,NULL,Non_Wetland,Cropland
2780,Forest,Bareland,Forest,NULL,Non_Wetland,Bareland
2781,Forest,Bareland,Forest,NULL,Non_Wetland,Built-up
2782,Forest,Bareland,Forest,NULL,Non_Wetland,Forest
2783,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL
2784,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland
2785,Forest,Built-up,Shrubland,NULL,Non_Wetland,Cropland
2786,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland
2787,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up
2788,Forest,Built-up,Shrubland,NULL,Non_Wetland,Water
2789,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest
2790,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,NULL
2791,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Forest
2792,Forest,Built-up,Shrubland,Water,Non_Wetland,NULL
2793,Forest,Built-up,Shrubland,Water,Non_Wetland,Forest
2794,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL
2795,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland
2796,Forest,Built-up,Grassland,NULL,Non_Wetland,Cropland
2797,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland
2798,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up
2799,Forest,Built-up,Grassland,NULL,Non_Wetland,Water
2800,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest
2801,Forest,Built-up,Grassland,Non_Water,Non_Wetland,Forest
2802,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL
2803,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland
2804,Forest,Built-up,Cropland,NULL,Non_Wetland,Cropland
2805,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland
2806,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up
2807,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest
2808,Forest,Built-up,Cropland,Non_Water,Non_Wetland,NULL
2809,Forest,Built-up,Cropland,Non_Water,Non_Wetland,Forest
2810,Forest,Built-up,Wetland,NULL,Wetland,Forest
2811,Forest,Built-up,Wetland,Water,Wetland,Forest
2812,Forest,Built-up,Bareland,NULL,Non_Wetland,NULL
2813,Forest,Built-up,Bareland,NULL,Non_Wetland,Grassland
2814,Forest,Built-up,Bareland,NULL,Non_Wetland,Bareland
2815,Forest,Built-up,Bareland,NULL,Non_Wetland,Forest
2816,Forest,Built-up,Bareland,Non_Water,Non_Wetland,Forest
2817,Forest,Built-up,Bareland,Water,Non_Wetland,Forest
2818,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL
2819,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland
2820,Forest,Built-up,Built-up,NULL,Non_Wetland,Cropland
2821,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up
2822,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest
2823,Forest,Built-up,Built-up,Water,Non_Wetland,Forest
2824,Forest,Built-up,Water,NULL,Water,Forest
2825,Forest,Built-up,Water,Non_Water,Water,Forest
2826,Forest,Built-up,Water,Water,Water,NULL
2827,Forest,Built-up,Water,Water,Water,Grassland
2828,Forest,Built-up,Water,Water,Water,Forest
2829,Forest,Built-up,Forest,NULL,Non_Wetland,NULL
2830,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland
2831,Forest,Built-up,Forest,NULL,Non_Wetland,Cropland
2832,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland
2833,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up
2834,Forest,Built-up,Forest,NULL,Non_Wetland,Forest
2835,Forest,Built-up,Forest,Non_Water,Non_Wetland,Forest
2836,Forest,Built-up,Forest,Water,Non_Wetland,Forest
2837,Forest,Water,Shrubland,NULL,Non_Wetland,NULL
2838,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland
2839,Forest,Water,Shrubland,NULL,Non_Wetland,Cropland
2840,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland
2841,Forest,Water,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
2842,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland
2843,Forest,Water,Shrubland,NULL,Non_Wetland,Built-up
2844,Forest,Water,Shrubland,NULL,Non_Wetland,Water
2845,Forest,Water,Shrubland,NULL,Non_Wetland,Forest
2846,Forest,Water,Shrubland,Non_Water,Non_Wetland,Grassland
2847,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water
2848,Forest,Water,Shrubland,Non_Water,Non_Wetland,Forest
2849,Forest,Water,Shrubland,Water,Non_Wetland,NULL
2850,Forest,Water,Shrubland,Water,Non_Wetland,Grassland
2851,Forest,Water,Shrubland,Water,Non_Wetland,Wetland
2852,Forest,Water,Shrubland,Water,Non_Wetland,Bareland
2853,Forest,Water,Shrubland,Water,Non_Wetland,Water
2854,Forest,Water,Shrubland,Water,Non_Wetland,Forest
2855,Forest,Water,Grassland,NULL,Non_Wetland,NULL
2856,Forest,Water,Grassland,NULL,Non_Wetland,Grassland
2857,Forest,Water,Grassland,NULL,Non_Wetland,Wetland
2858,Forest,Water,Grassland,NULL,Non_Wetland,Water
2859,Forest,Water,Grassland,Water,Non_Wetland,Grassland
2860,Forest,Water,Cropland,NULL,Non_Wetland,NULL
2861,Forest,Water,Cropland,NULL,Non_Wetland,Grassland
2862,Forest,Water,Cropland,NULL,Non_Wetland,Wetland
2863,Forest,Water,Cropland,NULL,Non_Wetland,Forest
2864,Forest,Water,Wetland,NULL,Wetland,Wetland
2865,Forest,Water,Wetland,Water,Wetland,Water
2866,Forest,Water,Wetland,Water,Wetland,Forest
2867,Forest,Water,Bareland,NULL,Non_Wetland,NULL
2868,Forest,Water,Bareland,NULL,Non_Wetland,Grassland
2869,Forest,Water,Bareland,NULL,Non_Wetland,Bareland
2870,Forest,Water,Bareland,NULL,Non_Wetland,Water
2871,Forest,Water,Bareland,NULL,Non_Wetland,Forest
2872,Forest,Water,Bareland,Non_Water,Non_Wetland,Forest
2873,Forest,Water,Bareland,Water,Non_Wetland,Water
2874,Forest,Water,Built-up,NULL,Non_Wetland,Water
2875,Forest,Water,Built-up,NULL,Non_Wetland,Forest
2876,Forest,Water,Water,NULL,Water,NULL
2877,Forest,Water,Water,NULL,Water,Grassland
2878,Forest,Water,Water,NULL,Water,Wetland
2879,Forest,Water,Water,NULL,Water,Bareland
2880,Forest,Water,Water,NULL,Water,Water
2881,Forest,Water,Water,NULL,Water,Permanent_ice_and_snow
2882,Forest,Water,Water,NULL,Water,Forest
2883,Forest,Water,Water,Non_Water,Water,Forest
2884,Forest,Water,Water,Water,Water,NULL
2885,Forest,Water,Water,Water,Water,Grassland
2886,Forest,Water,Water,Water,Water,Wetland
2887,Forest,Water,Water,Water,Water,Bareland
2888,Forest,Water,Water,Water,Water,Water
2889,Forest,Water,Water,Water,Water,Permanent_ice_and_snow
2890,Forest,Water,Water,Water,Water,Forest
2891,Forest,Water,Forest,NULL,Non_Wetland,Grassland
2892,Forest,Water,Forest,NULL,Non_Wetland,Wetland
2893,Forest,Water,Forest,NULL,Non_Wetland,Bareland
2894,Forest,Water,Forest,NULL,Non_Wetland,Water
2895,Forest,Water,Forest,NULL,Non_Wetland,Forest
2896,Forest,Water,Forest,Non_Water,Non_Wetland,Forest
2897,Forest,Water,Forest,Water,Non_Wetland,Grassland
2898,Forest,Water,Forest,Water,Non_Wetland,Water
2899,Forest,Water,Forest,Water,Non_Wetland,Forest
2900,Forest,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Grassland
2901,Forest,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Bareland
2902,Forest,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Bareland
2903,Forest,Permanent_ice_and_snow,Water,NULL,Water,Permanent_ice_and_snow
2904,Forest,Permanent_ice_and_snow,Permanent_ice_and_snow,NULL,Non_Wetland,Bareland
2905,Forest,Permanent_ice_and_snow,Permanent_ice_and_snow,NULL,Non_Wetland,Permanent_ice_and_snow
2906,Forest,Forest,NULL,NULL,Non_Wetland,NULL
2907,Forest,Forest,NULL,NULL,Non_Wetland,Grassland
2908,Forest,Forest,NULL,NULL,Non_Wetland,Forest
2909,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL
2910,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland
2911,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland
2912,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland
2913,Forest,Forest,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
2914,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland
2915,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up
2916,Forest,Forest,Shrubland,NULL,Non_Wetland,Water
2917,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest
2918,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL
2919,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
2920,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest
2921,Forest,Forest,Shrubland,Water,Non_Wetland,NULL
2922,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland
2923,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland
2924,Forest,Forest,Shrubland,Water,Non_Wetland,Forest
2925,Forest,Forest,Grassland,NULL,Non_Wetland,NULL
2926,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland
2927,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland
2928,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland
2929,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland
2930,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up
2931,Forest,Forest,Grassland,NULL,Non_Wetland,Forest
2932,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest
2933,Forest,Forest,Grassland,Water,Non_Wetland,NULL
2934,Forest,Forest,Grassland,Water,Non_Wetland,Water
2935,Forest,Forest,Cropland,NULL,Non_Wetland,NULL
2936,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland
2937,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland
2938,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up
2939,Forest,Forest,Cropland,NULL,Non_Wetland,Forest
2940,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest
2941,Forest,Forest,Wetland,NULL,Wetland,Forest
2942,Forest,Forest,Wetland,Non_Water,Wetland,Forest
2943,Forest,Forest,Wetland,Water,Wetland,Forest
2944,Forest,Forest,Bareland,NULL,Non_Wetland,NULL
2945,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland
2946,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland
2947,Forest,Forest,Bareland,NULL,Non_Wetland,Built-up
2948,Forest,Forest,Bareland,NULL,Non_Wetland,Forest
2949,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest
2950,Forest,Forest,Bareland,Water,Non_Wetland,Water
2951,Forest,Forest,Bareland,Water,Non_Wetland,Forest
2952,Forest,Forest,Built-up,NULL,Non_Wetland,NULL
2953,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland
2954,Forest,Forest,Built-up,NULL,Non_Wetland,Built-up
2955,Forest,Forest,Built-up,NULL,Non_Wetland,Forest
2956,Forest,Forest,Water,NULL,Water,NULL
2957,Forest,Forest,Water,NULL,Water,Grassland
2958,Forest,Forest,Water,NULL,Water,Forest
