Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LNE_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LNE_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LNE_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LNE_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LNE_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LNE_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LNE_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LNE_M_R
332,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
333,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Wetland
334,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
335,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
336,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Water
337,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
338,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
339,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
340,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Bareland
341,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
342,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
343,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
344,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Cropland
345,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
346,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Built-up
347,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
348,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,NULL
349,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
350,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Built-up
351,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,NULL
352,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Cropland
353,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Bareland
354,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Water
355,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
356,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
357,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
358,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Cropland
359,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Bareland
360,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
361,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
362,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
363,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
364,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Wetland
365,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Bareland
366,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Built-up
367,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Water
368,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
369,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
370,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
371,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
372,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
373,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
374,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
375,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Water
376,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
377,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
378,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
379,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
380,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
381,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
382,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
383,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Water
384,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
385,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
386,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
387,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Cropland
388,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Wetland
389,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Bareland
390,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
391,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
392,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
393,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Wetland
394,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Bareland
395,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Built-up
396,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
397,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,NULL
398,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
399,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Cropland
400,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,NULL
401,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
402,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
403,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
404,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
405,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Cropland
406,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Bareland
407,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Built-up
408,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
409,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
410,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
411,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
412,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
413,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
414,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Water
415,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
416,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
417,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
418,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
419,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
420,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
421,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
422,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Water
423,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
424,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
425,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
426,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
427,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
428,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
429,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
430,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
431,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
432,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
433,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
434,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Cropland
435,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
436,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Bareland
437,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
438,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
439,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Cropland
440,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Wetland
441,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
442,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
443,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
444,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
445,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
446,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
447,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
448,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
449,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Cropland
450,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
451,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
452,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
453,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
454,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
455,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
456,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
457,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,NULL
458,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Forest
459,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
460,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
461,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
462,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Water
463,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
464,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
465,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
466,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
467,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
468,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
469,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
470,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
471,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
472,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
473,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
474,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Bareland
475,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
476,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Wetland
477,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
478,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
479,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
480,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
481,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
482,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Wetland
483,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
484,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
485,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Water
486,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
487,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
488,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
489,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
490,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Wetland
491,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
492,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
493,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Water
494,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
495,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
496,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
497,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
498,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
499,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
500,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
501,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
502,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
503,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
504,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Cropland
505,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Wetland
506,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
507,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Water
508,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
509,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
510,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
511,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
512,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Wetland
513,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
514,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
515,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
516,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,NULL
517,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
518,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
519,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
520,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
521,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
522,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
523,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
524,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
525,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,NULL
526,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
527,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
528,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,NULL
529,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
530,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Cropland
531,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Bareland
532,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
533,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,NULL
534,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
535,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Cropland
536,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Bareland
537,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
538,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,NULL
539,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Built-up
540,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
541,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
542,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
543,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
544,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,NULL
545,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
546,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Cropland
547,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Water
548,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,NULL
549,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
550,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Cropland
551,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Water
552,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Forest
553,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,NULL
554,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
555,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Cropland
556,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
557,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
558,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
559,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,NULL
560,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Cropland
561,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
562,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Water
563,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,NULL
564,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
565,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
566,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
567,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
568,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
569,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
570,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Cropland
571,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Wetland
572,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Bareland
573,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
574,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
575,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
576,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Cropland
577,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Bareland
578,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Water
579,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
580,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,NULL
581,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Grassland
582,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Wetland
583,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
584,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,NULL
585,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Grassland
586,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
587,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Water,NULL
588,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
589,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
590,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
591,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
592,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
593,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
594,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
595,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
596,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,NULL
597,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
598,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Cropland
599,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Wetland
600,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Forest
601,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,NULL
602,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
603,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
604,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Wetland
605,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
606,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
607,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
608,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
609,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
610,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
611,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Cropland
612,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
613,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
614,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
615,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
616,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Cropland
617,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Water
618,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,NULL
619,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
620,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Wetland
621,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,NULL
622,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,Grassland
623,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,NULL
624,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
625,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
626,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
627,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
628,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Cropland
629,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Wetland
630,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
631,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
632,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
633,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
634,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
635,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,NULL,Grassland
636,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,NULL,Wetland
637,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,Grassland,Wetland
638,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
639,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
640,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
641,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Wetland
642,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,NULL
643,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
644,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Wetland
645,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
646,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Grassland
647,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Grassland
648,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Cropland
649,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Forest
650,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
651,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Cropland
652,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
