Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LCR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LCR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LCR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LCR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LCR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LCR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LCR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LCR_M_R
666,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
667,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
668,Cropland,NULL,Water,NULL,Water,Bareland,Grassland,Cropland
669,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
670,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
671,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
672,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
673,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
674,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
675,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
676,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
677,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
678,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
679,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Cropland
680,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
681,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Cropland
682,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
683,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
684,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
685,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
686,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
687,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
688,Cropland,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Cropland
689,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
690,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
691,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
692,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
693,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
694,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
695,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
696,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
697,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
698,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
699,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
700,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
701,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
702,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
703,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
704,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
705,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Bareland
706,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
707,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
708,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Cropland
709,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
710,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
711,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
712,Cropland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
713,Cropland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,NULL,Cropland
714,Cropland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
715,Cropland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
716,Cropland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
717,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
718,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
719,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
720,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
721,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
722,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
723,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
724,Cropland,Cropland,Grassland,NULL,Non_Wetland,Wetland,NULL,Cropland
725,Cropland,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
726,Cropland,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Cropland
727,Cropland,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
728,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
729,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
730,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
731,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
732,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
733,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
734,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
735,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
736,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
737,Cropland,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Cropland
738,Cropland,Cropland,Wetland,NULL,Wetland,Shrubland,Grassland,Bareland
739,Cropland,Cropland,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
740,Cropland,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Grassland
741,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
742,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
743,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
744,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
745,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
746,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
747,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
748,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
749,Cropland,Water,Wetland,NULL,Wetland,Grassland,Water,Forest
750,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
751,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
752,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
753,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
754,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
755,Wetland,Water,Water,Water,Water,NULL,Water,Wetland
756,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
757,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
758,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
759,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
760,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
761,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
762,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
763,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
764,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
765,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Water
766,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
767,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
768,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
769,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
770,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
771,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
772,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
773,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
774,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
775,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
776,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
777,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
778,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
779,Bareland,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Water
780,Bareland,NULL,Wetland,Water,Wetland,Water,Water,Water
781,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
782,Bareland,NULL,Water,Non_Water,Water,Cropland,Water,Water
783,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
784,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
785,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
786,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
787,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
788,Bareland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Water,Water
789,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
790,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
791,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
792,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
793,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
794,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
795,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
796,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
797,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
798,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
799,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
800,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
801,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
802,Bareland,Bareland,NULL,NULL,Non_Wetland,Water,Water,Grassland
803,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Water,Water,Water
804,Bareland,Bareland,Cropland,Water,Non_Wetland,Water,Water,Water
805,Bareland,Bareland,Wetland,NULL,Wetland,Water,Water,Water
806,Bareland,Bareland,Wetland,Non_Water,Wetland,Cropland,Wetland,Water
807,Bareland,Bareland,Wetland,Non_Water,Wetland,Cropland,Water,Grassland
808,Bareland,Bareland,Wetland,Non_Water,Wetland,Cropland,Water,Forest
809,Bareland,Bareland,Wetland,Non_Water,Wetland,Bareland,Water,Water
810,Bareland,Bareland,Wetland,Non_Water,Wetland,Water,Wetland,Water
811,Bareland,Bareland,Wetland,Non_Water,Wetland,Water,Water,Water
812,Bareland,Bareland,Wetland,Water,Wetland,Shrubland,Water,Water
813,Bareland,Bareland,Wetland,Water,Wetland,Grassland,Water,Water
814,Bareland,Bareland,Wetland,Water,Wetland,Cropland,Water,Water
815,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Water,Water
816,Bareland,Bareland,Wetland,Water,Wetland,Water,Wetland,Water
817,Bareland,Bareland,Wetland,Water,Wetland,Water,Water,Water
818,Bareland,Bareland,Water,NULL,Water,Water,Wetland,Water
819,Bareland,Bareland,Water,NULL,Water,Water,Water,Water
820,Bareland,Bareland,Water,Non_Water,Water,Water,Wetland,Water
821,Bareland,Bareland,Water,Water,Water,Cropland,Water,Water
822,Bareland,Bareland,Water,Water,Water,Bareland,Water,Water
823,Bareland,Bareland,Water,Water,Water,Water,Water,Water
824,Bareland,Bareland,Forest,NULL,Non_Wetland,Water,Wetland,Water
825,Bareland,Bareland,Forest,NULL,Non_Wetland,Water,Water,Water
826,Bareland,Water,NULL,NULL,Non_Wetland,Grassland,Water,Water
827,Bareland,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
828,Bareland,Water,NULL,Water,Non_Wetland,Cropland,Water,Water
829,Bareland,Water,Shrubland,Water,Non_Wetland,Cropland,Water,Water
830,Bareland,Water,Grassland,Water,Non_Wetland,Cropland,Water,Water
831,Bareland,Water,Wetland,NULL,Wetland,Grassland,Wetland,Water
832,Bareland,Water,Wetland,NULL,Wetland,Grassland,Water,Water
833,Bareland,Water,Wetland,NULL,Wetland,Bareland,Water,Water
834,Bareland,Water,Wetland,NULL,Wetland,Water,Water,Water
835,Bareland,Water,Wetland,Non_Water,Wetland,Bareland,Water,Water
836,Bareland,Water,Wetland,Water,Wetland,Shrubland,Water,Water
837,Bareland,Water,Wetland,Water,Wetland,Grassland,Water,Grassland
838,Bareland,Water,Wetland,Water,Wetland,Cropland,Water,Grassland
839,Bareland,Water,Wetland,Water,Wetland,Cropland,Water,Bareland
840,Bareland,Water,Wetland,Water,Wetland,Cropland,Water,Water
841,Bareland,Water,Wetland,Water,Wetland,Wetland,Water,Water
842,Bareland,Water,Wetland,Water,Wetland,Bareland,Water,Grassland
843,Bareland,Water,Wetland,Water,Wetland,Bareland,Water,Water
844,Bareland,Water,Wetland,Water,Wetland,Water,Water,Bareland
845,Bareland,Water,Wetland,Water,Wetland,Water,Water,Water
846,Bareland,Water,Water,Water,Water,Cropland,Water,Water
847,Bareland,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
848,Bareland,Water,Forest,NULL,Non_Wetland,Bareland,Water,Water
849,Bareland,Water,Forest,Non_Water,Non_Wetland,Cropland,Water,Forest
850,Bareland,Water,Forest,Water,Non_Wetland,Cropland,Water,Forest
851,Bareland,Water,Forest,Water,Non_Wetland,Water,Water,Water
852,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
853,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
854,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Water
855,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
856,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
857,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
858,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
859,Water,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
860,Water,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
861,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
862,Water,NULL,Wetland,Water,Wetland,Grassland,Water,Water
863,Water,NULL,Wetland,Water,Wetland,Grassland,Water,Forest
864,Water,NULL,Wetland,Water,Wetland,Water,Water,Water
865,Water,NULL,Bareland,NULL,Non_Wetland,Grassland,Water,Water
866,Water,NULL,Water,NULL,Water,Grassland,Grassland,Forest
867,Water,NULL,Water,NULL,Water,Grassland,Wetland,Grassland
868,Water,NULL,Water,NULL,Water,Bareland,Wetland,Forest
869,Water,NULL,Water,NULL,Water,Water,Grassland,Forest
870,Water,NULL,Water,NULL,Water,Water,Wetland,Forest
871,Water,NULL,Water,Non_Water,Water,Water,Water,Forest
872,Water,NULL,Water,Water,Water,Grassland,Wetland,Forest
873,Water,NULL,Water,Water,Water,Grassland,Water,Wetland
874,Water,NULL,Water,Water,Water,Water,Water,Water
875,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
876,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
877,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
878,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
879,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
880,Water,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
881,Water,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Bareland
882,Water,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Water
883,Water,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
884,Water,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
885,Water,NULL,Forest,NULL,Non_Wetland,Water,Water,Forest
886,Water,Wetland,Wetland,NULL,Wetland,Grassland,Water,Forest
887,Water,Bareland,Wetland,NULL,Wetland,Water,Water,Water
888,Water,Bareland,Wetland,Water,Wetland,Shrubland,Water,Water
889,Water,Bareland,Wetland,Water,Wetland,Cropland,Water,Water
890,Water,Bareland,Wetland,Water,Wetland,Wetland,Water,Water
891,Water,Bareland,Wetland,Water,Wetland,Bareland,Water,Water
892,Water,Bareland,Wetland,Water,Wetland,Water,Water,Bareland
893,Water,Bareland,Wetland,Water,Wetland,Water,Water,Water
894,Water,Bareland,Water,NULL,Water,Bareland,Water,Water
895,Water,Bareland,Water,Non_Water,Water,Water,Water,Water
896,Water,Bareland,Water,Water,Water,Shrubland,Water,Water
897,Water,Bareland,Water,Water,Water,Water,Water,Water
898,Water,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Water
899,Water,Water,NULL,NULL,Non_Wetland,NULL,Water,Forest
900,Water,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
901,Water,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
902,Water,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
903,Water,Water,NULL,NULL,Non_Wetland,Bareland,Water,Water
904,Water,Water,NULL,NULL,Non_Wetland,Water,Shrubland,Forest
905,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
906,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Forest
907,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
908,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
909,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
910,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Water
911,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
912,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Water
913,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
914,Water,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Water
915,Water,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
916,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
917,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
918,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
919,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Water
920,Water,Water,NULL,Water,Non_Wetland,Water,Water,Water
921,Water,Water,NULL,Water,Non_Wetland,Water,Water,Forest
922,Water,Water,NULL,Water,Non_Wetland,Water,Forest,Water
923,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
924,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
925,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
926,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Water
927,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
928,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Bareland
929,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
930,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
931,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
932,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
933,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
934,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
935,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
936,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
937,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
938,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
939,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
940,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
941,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
942,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
943,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
944,Water,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Water
945,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Bareland,Forest
946,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Water
947,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Grassland
948,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
949,Water,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Water
950,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Water
951,Water,Water,Grassland,NULL,Non_Wetland,Water,Forest,Water
952,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Water
953,Water,Water,Cropland,Water,Non_Wetland,Cropland,Water,Water
954,Water,Water,Cropland,Water,Non_Wetland,Water,Water,Water
955,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Water
956,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
957,Water,Water,Wetland,NULL,Wetland,NULL,Water,Water
958,Water,Water,Wetland,NULL,Wetland,NULL,Water,Forest
959,Water,Water,Wetland,NULL,Wetland,NULL,Forest,Forest
960,Water,Water,Wetland,NULL,Wetland,Grassland,Wetland,Water
961,Water,Water,Wetland,NULL,Wetland,Grassland,Wetland,Forest
962,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Water
963,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Forest
964,Water,Water,Wetland,NULL,Wetland,Cropland,Wetland,Water
965,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Water
966,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
967,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Grassland
968,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Wetland
969,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Bareland
970,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Water
971,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
972,Water,Water,Wetland,NULL,Wetland,Wetland,Forest,Water
973,Water,Water,Wetland,NULL,Wetland,Wetland,Forest,Forest
974,Water,Water,Wetland,NULL,Wetland,Bareland,Wetland,Water
975,Water,Water,Wetland,NULL,Wetland,Bareland,Water,Wetland
976,Water,Water,Wetland,NULL,Wetland,Bareland,Water,Water
977,Water,Water,Wetland,NULL,Wetland,Bareland,Water,Forest
978,Water,Water,Wetland,NULL,Wetland,Water,Shrubland,Forest
979,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Water
980,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
981,Water,Water,Wetland,NULL,Wetland,Water,Water,Grassland
982,Water,Water,Wetland,NULL,Wetland,Water,Water,Wetland
983,Water,Water,Wetland,NULL,Wetland,Water,Water,Bareland
984,Water,Water,Wetland,NULL,Wetland,Water,Water,Water
985,Water,Water,Wetland,NULL,Wetland,Water,Water,Forest
986,Water,Water,Wetland,NULL,Wetland,Water,Forest,Water
987,Water,Water,Wetland,NULL,Wetland,Water,Forest,Forest
988,Water,Water,Wetland,NULL,Wetland,Forest,Wetland,Water
989,Water,Water,Wetland,NULL,Wetland,Forest,Wetland,Forest
990,Water,Water,Wetland,NULL,Wetland,Forest,Water,Water
991,Water,Water,Wetland,NULL,Wetland,Forest,Water,Forest
992,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Water
993,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
994,Water,Water,Wetland,Non_Water,Wetland,Grassland,Water,Bareland
995,Water,Water,Wetland,Non_Water,Wetland,Grassland,Water,Water
996,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
997,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
998,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
999,Water,Water,Wetland,Non_Water,Wetland,Bareland,Water,Water
1000,Water,Water,Wetland,Non_Water,Wetland,Bareland,Water,Forest
1001,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
1002,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
1003,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
1004,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
1005,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Bareland
1006,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Water
1007,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
1008,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Water
1009,Water,Water,Wetland,Non_Water,Wetland,Forest,Water,Water
1010,Water,Water,Wetland,Non_Water,Wetland,Forest,Water,Forest
1011,Water,Water,Wetland,Water,Wetland,NULL,Water,Water
1012,Water,Water,Wetland,Water,Wetland,NULL,Water,Forest
1013,Water,Water,Wetland,Water,Wetland,Shrubland,Water,Water
1014,Water,Water,Wetland,Water,Wetland,Grassland,Wetland,Grassland
1015,Water,Water,Wetland,Water,Wetland,Grassland,Wetland,Forest
1016,Water,Water,Wetland,Water,Wetland,Grassland,Water,Grassland
1017,Water,Water,Wetland,Water,Wetland,Grassland,Water,Wetland
1018,Water,Water,Wetland,Water,Wetland,Grassland,Water,Water
1019,Water,Water,Wetland,Water,Wetland,Grassland,Water,Forest
1020,Water,Water,Wetland,Water,Wetland,Cropland,Water,Water
1021,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Forest
1022,Water,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
