Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20NQM_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NQM_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NQM_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NQM_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NQM_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20NQM_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20NQM_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20NQM_M_R
1379,Water,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1380,Water,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Water
1381,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1382,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1383,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1384,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1385,Water,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1386,Water,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1387,Water,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1388,Water,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1389,Water,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1390,Water,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1391,Water,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1392,Water,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1393,Water,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1394,Water,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1395,Water,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1396,Water,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1397,Water,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1398,Water,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1399,Water,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1400,Water,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Water
1401,Water,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1402,Water,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1403,Water,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1404,Water,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1405,Water,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1406,Water,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1407,Water,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
1408,Water,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Water
1409,Water,Bareland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1410,Water,Bareland,Wetland,NULL,Wetland,NULL,NULL,Bareland
1411,Water,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
1412,Water,Bareland,Wetland,NULL,Wetland,NULL,NULL,Forest
1413,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1414,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1415,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1416,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
1417,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Wetland
1418,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
1419,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
1420,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Forest
1421,Water,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1422,Water,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1423,Water,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1424,Water,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1425,Water,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1426,Water,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Water
1427,Water,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
1428,Water,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Water
1429,Water,Bareland,Water,NULL,Water,NULL,NULL,Grassland
1430,Water,Bareland,Water,NULL,Water,NULL,NULL,Bareland
1431,Water,Bareland,Water,NULL,Water,NULL,NULL,Water
1432,Water,Bareland,Water,NULL,Water,NULL,NULL,Forest
1433,Water,Bareland,Water,Non_Water,Water,NULL,NULL,Bareland
1434,Water,Bareland,Water,Non_Water,Water,NULL,NULL,Water
1435,Water,Bareland,Water,Water,Water,NULL,NULL,Grassland
1436,Water,Bareland,Water,Water,Water,NULL,NULL,Bareland
1437,Water,Bareland,Water,Water,Water,NULL,NULL,Water
1438,Water,Bareland,Water,Water,Water,NULL,NULL,Forest
1439,Water,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1440,Water,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1441,Water,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Water
1442,Water,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1443,Water,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1444,Water,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1445,Water,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1446,Water,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Water
1447,Water,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Forest
1448,Water,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1449,Water,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1450,Water,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Water
1451,Water,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1452,Water,Built-up,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1453,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1454,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1455,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1456,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1457,Water,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1458,Water,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1459,Water,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1460,Water,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1461,Water,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1462,Water,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1463,Water,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1464,Water,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1465,Water,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1466,Water,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1467,Water,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1468,Water,Built-up,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1469,Water,Built-up,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1470,Water,Built-up,Grassland,Water,Non_Wetland,NULL,NULL,Water
1471,Water,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1472,Water,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1473,Water,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1474,Water,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1475,Water,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1476,Water,Built-up,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
1477,Water,Built-up,Cropland,Water,Non_Wetland,NULL,NULL,Water
1478,Water,Built-up,Wetland,NULL,Wetland,NULL,NULL,Grassland
1479,Water,Built-up,Wetland,NULL,Wetland,NULL,NULL,Bareland
1480,Water,Built-up,Wetland,NULL,Wetland,NULL,NULL,Water
1481,Water,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
1482,Water,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1483,Water,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Water
1484,Water,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1485,Water,Built-up,Wetland,Water,Wetland,NULL,NULL,Grassland
1486,Water,Built-up,Wetland,Water,Wetland,NULL,NULL,Bareland
1487,Water,Built-up,Wetland,Water,Wetland,NULL,NULL,Water
1488,Water,Built-up,Wetland,Water,Wetland,NULL,NULL,Forest
1489,Water,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1490,Water,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1491,Water,Built-up,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1492,Water,Built-up,Bareland,Water,Non_Wetland,NULL,NULL,Water
1493,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1494,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1495,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1496,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1497,Water,Built-up,Water,NULL,Water,NULL,NULL,Grassland
1498,Water,Built-up,Water,NULL,Water,NULL,NULL,Water
1499,Water,Built-up,Water,NULL,Water,NULL,NULL,Forest
1500,Water,Built-up,Water,Non_Water,Water,NULL,NULL,Water
1501,Water,Built-up,Water,Water,Water,NULL,NULL,Grassland
1502,Water,Built-up,Water,Water,Water,NULL,NULL,Bareland
1503,Water,Built-up,Water,Water,Water,NULL,NULL,Water
1504,Water,Built-up,Water,Water,Water,NULL,NULL,Forest
1505,Water,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1506,Water,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1507,Water,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1508,Water,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Water
1509,Water,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1510,Water,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1511,Water,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1512,Water,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1513,Water,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1514,Water,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Water
1515,Water,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Forest
1516,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1517,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1518,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
1519,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1520,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1521,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1522,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1523,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1524,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
1525,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1526,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1527,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1528,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1529,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1530,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1531,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1532,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1533,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1534,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1535,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1536,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1537,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1538,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1539,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1540,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1541,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1542,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1543,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1544,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1545,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1546,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1547,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1548,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1549,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1550,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
1551,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1552,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1553,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1554,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1555,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1556,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1557,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
1558,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1559,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
1560,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Water
1561,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Forest
1562,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
1563,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
1564,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
1565,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Water
1566,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
1567,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1568,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1569,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1570,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
1571,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1572,Water,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
1573,Water,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
1574,Water,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
1575,Water,Water,Wetland,Water,Wetland,NULL,NULL,Water
1576,Water,Water,Wetland,Water,Wetland,NULL,NULL,Forest
1577,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1578,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1579,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1580,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1581,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1582,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1583,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1584,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
1585,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1586,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1587,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1588,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1589,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
1590,Water,Water,Water,NULL,Water,NULL,NULL,Grassland
1591,Water,Water,Water,NULL,Water,NULL,NULL,Wetland
1592,Water,Water,Water,NULL,Water,NULL,NULL,Bareland
1593,Water,Water,Water,NULL,Water,NULL,NULL,Water
1594,Water,Water,Water,NULL,Water,NULL,NULL,Forest
1595,Water,Water,Water,Non_Water,Water,NULL,NULL,Grassland
1596,Water,Water,Water,Non_Water,Water,NULL,NULL,Wetland
1597,Water,Water,Water,Non_Water,Water,NULL,NULL,Bareland
1598,Water,Water,Water,Non_Water,Water,NULL,NULL,Water
1599,Water,Water,Water,Non_Water,Water,NULL,NULL,Forest
1600,Water,Water,Water,Water,Water,NULL,NULL,Grassland
1601,Water,Water,Water,Water,Water,NULL,NULL,Wetland
1602,Water,Water,Water,Water,Water,NULL,NULL,Bareland
1603,Water,Water,Water,Water,Water,NULL,NULL,Water
1604,Water,Water,Water,Water,Water,NULL,NULL,Forest
1605,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1606,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1607,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1608,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
1609,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1610,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1611,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1612,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1613,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1614,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1615,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1616,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1617,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1618,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
1619,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
1620,Water,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1621,Water,Forest,NULL,Water,Non_Wetland,NULL,NULL,Water
1622,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1623,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1624,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1625,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1626,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1627,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1628,Water,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1629,Water,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1630,Water,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1631,Water,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1632,Water,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1633,Water,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1634,Water,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1635,Water,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1636,Water,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1637,Water,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1638,Water,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Water
1639,Water,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1640,Water,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1641,Water,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1642,Water,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1643,Water,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1644,Water,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
1645,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
1646,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Bareland
1647,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
1648,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
1649,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1650,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
1651,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Bareland
1652,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Water
1653,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
1654,Water,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1655,Water,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1656,Water,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1657,Water,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Water
1658,Water,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1659,Water,Forest,Water,NULL,Water,NULL,NULL,Water
1660,Water,Forest,Water,NULL,Water,NULL,NULL,Forest
1661,Water,Forest,Water,Non_Water,Water,NULL,NULL,Forest
1662,Water,Forest,Water,Water,Water,NULL,NULL,Water
1663,Water,Forest,Water,Water,Water,NULL,NULL,Forest
1664,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1665,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1666,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1667,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
1668,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1669,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1670,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1671,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1672,Water,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1673,Water,Forest,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1674,Water,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
1675,Water,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
1676,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1677,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1678,Permanent_ice_and_snow,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1679,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1680,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1681,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1682,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1683,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1684,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1685,Permanent_ice_and_snow,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1686,Permanent_ice_and_snow,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1687,Permanent_ice_and_snow,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1688,Permanent_ice_and_snow,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1689,Permanent_ice_and_snow,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1690,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1691,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1692,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1693,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1694,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1695,Permanent_ice_and_snow,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1696,Permanent_ice_and_snow,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1697,Permanent_ice_and_snow,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
1698,Permanent_ice_and_snow,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1699,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1700,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1701,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1702,Permanent_ice_and_snow,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
1703,Permanent_ice_and_snow,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Forest
1704,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
1705,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
1706,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
1707,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
1708,Permanent_ice_and_snow,NULL,Wetland,Water,Wetland,NULL,NULL,Water
1709,Permanent_ice_and_snow,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
1710,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1711,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1712,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1713,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1714,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1715,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1716,Permanent_ice_and_snow,NULL,Water,NULL,Water,NULL,NULL,Bareland
1717,Permanent_ice_and_snow,NULL,Water,NULL,Water,NULL,NULL,Water
1718,Permanent_ice_and_snow,NULL,Water,NULL,Water,NULL,NULL,Forest
1719,Permanent_ice_and_snow,NULL,Water,Water,Water,NULL,NULL,Grassland
1720,Permanent_ice_and_snow,NULL,Water,Water,Water,NULL,NULL,Bareland
1721,Permanent_ice_and_snow,NULL,Water,Water,Water,NULL,NULL,Water
1722,Permanent_ice_and_snow,NULL,Water,Water,Water,NULL,NULL,Forest
1723,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1724,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1725,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
