Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18MXU_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18MXU_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18MXU_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18MXU_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18MXU_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_18MXU_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_18MXU_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18MXU_M_R
1117,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
1118,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1119,Forest,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1120,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
1121,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
1122,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
1123,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Bareland
1124,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
1125,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
1126,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
1127,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Forest
1128,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Water
1129,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Forest
1130,Forest,Forest,Wetland,NULL,Wetland,Grassland,NULL,Water
1131,Forest,Forest,Wetland,NULL,Wetland,Grassland,NULL,Forest
1132,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1133,Forest,Forest,Wetland,NULL,Wetland,Grassland,Water,Forest
1134,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Forest
1135,Forest,Forest,Wetland,NULL,Wetland,Bareland,NULL,Forest
1136,Forest,Forest,Wetland,NULL,Wetland,Water,NULL,Water
1137,Forest,Forest,Wetland,NULL,Wetland,Water,NULL,Forest
1138,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Water
1139,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
1140,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Water
1141,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Forest
1142,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Water
1143,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Forest
1144,Forest,Forest,Wetland,NULL,Wetland,Forest,NULL,Water
1145,Forest,Forest,Wetland,NULL,Wetland,Forest,NULL,Forest
1146,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Forest
1147,Forest,Forest,Wetland,NULL,Wetland,Forest,Water,Forest
1148,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Forest
1149,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1150,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1151,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1152,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1153,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
1154,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1155,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
1156,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Water
1157,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Forest
1158,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Forest,Forest
1159,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,NULL,Water
1160,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,NULL,Forest
1161,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Water
1162,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
1163,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Forest
1164,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Forest,Water
1165,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Forest,Forest
1166,Forest,Forest,Wetland,Non_Water,Wetland,Water,NULL,Grassland
1167,Forest,Forest,Wetland,Non_Water,Wetland,Water,NULL,Water
1168,Forest,Forest,Wetland,Non_Water,Wetland,Water,NULL,Forest
1169,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Water
1170,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Forest
1171,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Grassland
1172,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Water
1173,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Forest
1174,Forest,Forest,Wetland,Non_Water,Wetland,Water,Forest,Water
1175,Forest,Forest,Wetland,Non_Water,Wetland,Water,Forest,Forest
1176,Forest,Forest,Wetland,Non_Water,Wetland,Forest,NULL,Water
1177,Forest,Forest,Wetland,Non_Water,Wetland,Forest,NULL,Forest
1178,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
1179,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Water,Forest
1180,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Forest,Forest
1181,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
1182,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Wetland
1183,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Bareland
1184,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Water
1185,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
1186,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Forest
1187,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Forest
1188,Forest,Forest,Wetland,Water,Wetland,NULL,Forest,Forest
1189,Forest,Forest,Wetland,Water,Wetland,Grassland,NULL,Grassland
1190,Forest,Forest,Wetland,Water,Wetland,Grassland,NULL,Water
1191,Forest,Forest,Wetland,Water,Wetland,Grassland,NULL,Forest
1192,Forest,Forest,Wetland,Water,Wetland,Grassland,Wetland,Forest
1193,Forest,Forest,Wetland,Water,Wetland,Grassland,Water,Water
1194,Forest,Forest,Wetland,Water,Wetland,Grassland,Water,Forest
1195,Forest,Forest,Wetland,Water,Wetland,Grassland,Forest,Forest
1196,Forest,Forest,Wetland,Water,Wetland,Water,NULL,Grassland
1197,Forest,Forest,Wetland,Water,Wetland,Water,NULL,Water
1198,Forest,Forest,Wetland,Water,Wetland,Water,NULL,Forest
1199,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Water
1200,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Forest
1201,Forest,Forest,Wetland,Water,Wetland,Water,Water,Grassland
1202,Forest,Forest,Wetland,Water,Wetland,Water,Water,Water
1203,Forest,Forest,Wetland,Water,Wetland,Water,Water,Forest
1204,Forest,Forest,Wetland,Water,Wetland,Water,Forest,Forest
1205,Forest,Forest,Wetland,Water,Wetland,Forest,NULL,Water
1206,Forest,Forest,Wetland,Water,Wetland,Forest,NULL,Forest
1207,Forest,Forest,Wetland,Water,Wetland,Forest,Wetland,Forest
1208,Forest,Forest,Wetland,Water,Wetland,Forest,Water,Forest
1209,Forest,Forest,Wetland,Water,Wetland,Forest,Forest,Forest
1210,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Water
1211,Forest,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Forest
1212,Forest,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland,Forest,Water
1213,Forest,Forest,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Forest
1214,Forest,Forest,Lichens_and_Mosses,Water,Non_Wetland,Bareland,NULL,Grassland
1215,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1216,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1217,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1218,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1219,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
1220,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Water,Forest
1221,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
1222,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,NULL,Forest
1223,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
1224,Forest,Forest,Bareland,NULL,Non_Wetland,Water,NULL,Water
1225,Forest,Forest,Bareland,NULL,Non_Wetland,Water,NULL,Forest
1226,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
1227,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Water,Forest
1228,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Forest,Forest
1229,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,NULL,Forest
1230,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
1231,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
1232,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1233,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1234,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1235,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Forest
1236,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Forest,Forest
1237,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland,NULL,Water
1238,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland,NULL,Forest
1239,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,NULL,Forest
1240,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
1241,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
1242,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
1243,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest,NULL,Forest
1244,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest,Water,Forest
1245,Forest,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1246,Forest,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Water
1247,Forest,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1248,Forest,Forest,Bareland,Water,Non_Wetland,NULL,Wetland,Forest
1249,Forest,Forest,Bareland,Water,Non_Wetland,NULL,Forest,Forest
1250,Forest,Forest,Bareland,Water,Non_Wetland,Grassland,NULL,Grassland
1251,Forest,Forest,Bareland,Water,Non_Wetland,Grassland,NULL,Water
1252,Forest,Forest,Bareland,Water,Non_Wetland,Grassland,NULL,Forest
1253,Forest,Forest,Bareland,Water,Non_Wetland,Grassland,Wetland,Forest
1254,Forest,Forest,Bareland,Water,Non_Wetland,Grassland,Water,Forest
1255,Forest,Forest,Bareland,Water,Non_Wetland,Water,NULL,Water
1256,Forest,Forest,Bareland,Water,Non_Wetland,Water,NULL,Forest
1257,Forest,Forest,Bareland,Water,Non_Wetland,Water,Wetland,Water
1258,Forest,Forest,Bareland,Water,Non_Wetland,Water,Wetland,Forest
1259,Forest,Forest,Bareland,Water,Non_Wetland,Water,Water,Grassland
1260,Forest,Forest,Bareland,Water,Non_Wetland,Water,Water,Water
1261,Forest,Forest,Bareland,Water,Non_Wetland,Water,Water,Forest
1262,Forest,Forest,Bareland,Water,Non_Wetland,Water,Forest,Forest
1263,Forest,Forest,Bareland,Water,Non_Wetland,Forest,NULL,Forest
1264,Forest,Forest,Bareland,Water,Non_Wetland,Forest,Wetland,Forest
1265,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1266,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1267,Forest,Forest,Built-up,NULL,Non_Wetland,Water,NULL,Forest
1268,Forest,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
1269,Forest,Forest,Built-up,Non_Water,Non_Wetland,Grassland,Water,Water
1270,Forest,Forest,Water,NULL,Water,NULL,NULL,Grassland
1271,Forest,Forest,Water,NULL,Water,NULL,NULL,Bareland
1272,Forest,Forest,Water,NULL,Water,NULL,NULL,Water
1273,Forest,Forest,Water,NULL,Water,NULL,NULL,Forest
1274,Forest,Forest,Water,NULL,Water,NULL,Wetland,Forest
1275,Forest,Forest,Water,NULL,Water,NULL,Water,Forest
1276,Forest,Forest,Water,NULL,Water,NULL,Forest,Forest
1277,Forest,Forest,Water,NULL,Water,Grassland,NULL,Water
1278,Forest,Forest,Water,NULL,Water,Grassland,NULL,Forest
1279,Forest,Forest,Water,NULL,Water,Water,NULL,Water
1280,Forest,Forest,Water,NULL,Water,Water,NULL,Forest
1281,Forest,Forest,Water,NULL,Water,Water,Wetland,Water
1282,Forest,Forest,Water,NULL,Water,Water,Wetland,Forest
1283,Forest,Forest,Water,NULL,Water,Water,Water,Water
1284,Forest,Forest,Water,NULL,Water,Water,Water,Forest
1285,Forest,Forest,Water,NULL,Water,Water,Forest,Water
1286,Forest,Forest,Water,NULL,Water,Water,Forest,Forest
1287,Forest,Forest,Water,NULL,Water,Forest,NULL,Forest
1288,Forest,Forest,Water,NULL,Water,Forest,Wetland,Forest
1289,Forest,Forest,Water,NULL,Water,Forest,Water,Forest
1290,Forest,Forest,Water,NULL,Water,Forest,Forest,Forest
1291,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Grassland
1292,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Water
1293,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Forest
1294,Forest,Forest,Water,Non_Water,Water,NULL,Wetland,Forest
1295,Forest,Forest,Water,Non_Water,Water,NULL,Forest,Forest
1296,Forest,Forest,Water,Non_Water,Water,Grassland,NULL,Grassland
1297,Forest,Forest,Water,Non_Water,Water,Grassland,NULL,Water
1298,Forest,Forest,Water,Non_Water,Water,Grassland,NULL,Forest
1299,Forest,Forest,Water,Non_Water,Water,Grassland,Wetland,Forest
1300,Forest,Forest,Water,Non_Water,Water,Grassland,Water,Water
1301,Forest,Forest,Water,Non_Water,Water,Grassland,Forest,Water
1302,Forest,Forest,Water,Non_Water,Water,Grassland,Forest,Forest
1303,Forest,Forest,Water,Non_Water,Water,Water,NULL,Grassland
1304,Forest,Forest,Water,Non_Water,Water,Water,NULL,Water
1305,Forest,Forest,Water,Non_Water,Water,Water,NULL,Forest
1306,Forest,Forest,Water,Non_Water,Water,Water,Wetland,Grassland
1307,Forest,Forest,Water,Non_Water,Water,Water,Wetland,Water
1308,Forest,Forest,Water,Non_Water,Water,Water,Wetland,Forest
1309,Forest,Forest,Water,Non_Water,Water,Water,Water,Water
1310,Forest,Forest,Water,Non_Water,Water,Water,Water,Forest
1311,Forest,Forest,Water,Non_Water,Water,Water,Forest,Forest
1312,Forest,Forest,Water,Non_Water,Water,Forest,NULL,Water
1313,Forest,Forest,Water,Non_Water,Water,Forest,NULL,Forest
1314,Forest,Forest,Water,Non_Water,Water,Forest,Wetland,Forest
1315,Forest,Forest,Water,Non_Water,Water,Forest,Water,Forest
1316,Forest,Forest,Water,Non_Water,Water,Forest,Forest,Forest
1317,Forest,Forest,Water,Water,Water,NULL,NULL,Grassland
1318,Forest,Forest,Water,Water,Water,NULL,NULL,Bareland
1319,Forest,Forest,Water,Water,Water,NULL,NULL,Water
1320,Forest,Forest,Water,Water,Water,NULL,NULL,Forest
1321,Forest,Forest,Water,Water,Water,NULL,Wetland,Forest
1322,Forest,Forest,Water,Water,Water,NULL,Water,Forest
1323,Forest,Forest,Water,Water,Water,NULL,Forest,Forest
1324,Forest,Forest,Water,Water,Water,Grassland,NULL,Water
1325,Forest,Forest,Water,Water,Water,Grassland,NULL,Forest
1326,Forest,Forest,Water,Water,Water,Grassland,Wetland,Grassland
1327,Forest,Forest,Water,Water,Water,Grassland,Wetland,Forest
1328,Forest,Forest,Water,Water,Water,Grassland,Water,Water
1329,Forest,Forest,Water,Water,Water,Grassland,Water,Forest
1330,Forest,Forest,Water,Water,Water,Grassland,Forest,Forest
1331,Forest,Forest,Water,Water,Water,Wetland,NULL,Forest
1332,Forest,Forest,Water,Water,Water,Bareland,NULL,Water
1333,Forest,Forest,Water,Water,Water,Water,NULL,Grassland
1334,Forest,Forest,Water,Water,Water,Water,NULL,Water
1335,Forest,Forest,Water,Water,Water,Water,NULL,Forest
1336,Forest,Forest,Water,Water,Water,Water,Wetland,Grassland
1337,Forest,Forest,Water,Water,Water,Water,Wetland,Water
1338,Forest,Forest,Water,Water,Water,Water,Wetland,Forest
1339,Forest,Forest,Water,Water,Water,Water,Water,Grassland
1340,Forest,Forest,Water,Water,Water,Water,Water,Water
1341,Forest,Forest,Water,Water,Water,Water,Water,Forest
1342,Forest,Forest,Water,Water,Water,Water,Forest,Water
1343,Forest,Forest,Water,Water,Water,Water,Forest,Forest
1344,Forest,Forest,Water,Water,Water,Forest,NULL,Water
1345,Forest,Forest,Water,Water,Water,Forest,NULL,Forest
1346,Forest,Forest,Water,Water,Water,Forest,Wetland,Forest
1347,Forest,Forest,Water,Water,Water,Forest,Water,Forest
1348,Forest,Forest,Water,Water,Water,Forest,Forest,Forest
1349,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1350,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1351,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1352,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1353,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1354,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
1355,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1356,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1357,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Water
1358,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1359,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Water,Water
1360,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Water,Forest
1361,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Water
1362,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1363,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
1364,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1365,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1366,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Water,Forest
1367,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1368,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
1369,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
1370,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
1371,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Water
1372,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
1373,Forest,Forest,Forest,NULL,Non_Wetland,Water,NULL,Grassland
1374,Forest,Forest,Forest,NULL,Non_Wetland,Water,NULL,Water
1375,Forest,Forest,Forest,NULL,Non_Wetland,Water,NULL,Forest
1376,Forest,Forest,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
1377,Forest,Forest,Forest,NULL,Non_Wetland,Water,Grassland,Forest
1378,Forest,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
1379,Forest,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Water
1380,Forest,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1381,Forest,Forest,Forest,NULL,Non_Wetland,Water,Water,Water
1382,Forest,Forest,Forest,NULL,Non_Wetland,Water,Water,Forest
1383,Forest,Forest,Forest,NULL,Non_Wetland,Water,Forest,Water
1384,Forest,Forest,Forest,NULL,Non_Wetland,Water,Forest,Forest
1385,Forest,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
1386,Forest,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Water
1387,Forest,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Forest
1388,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1389,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Water
1390,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1391,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Water,Forest
1392,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
1393,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Water
1394,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1395,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1396,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1397,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1398,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Wetland,Water
1399,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
1400,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
1401,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
1402,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland,NULL,Forest
1403,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Water
1404,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1405,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
1406,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland,Forest,Water
1407,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland,Forest,Forest
1408,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland,Forest,Forest
1409,Forest,Forest,Forest,Non_Water,Non_Wetland,Bareland,NULL,Forest
1410,Forest,Forest,Forest,Non_Water,Non_Wetland,Water,NULL,Grassland
1411,Forest,Forest,Forest,Non_Water,Non_Wetland,Water,NULL,Water
1412,Forest,Forest,Forest,Non_Water,Non_Wetland,Water,NULL,Forest
1413,Forest,Forest,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
1414,Forest,Forest,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
1415,Forest,Forest,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
1416,Forest,Forest,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
1417,Forest,Forest,Forest,Non_Water,Non_Wetland,Water,Water,Water
1418,Forest,Forest,Forest,Non_Water,Non_Wetland,Water,Water,Forest
1419,Forest,Forest,Forest,Non_Water,Non_Wetland,Water,Forest,Water
1420,Forest,Forest,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
1421,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest,NULL,Water
1422,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest,NULL,Forest
1423,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
1424,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
1425,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
1426,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1427,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
1428,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
1429,Forest,Forest,Forest,Water,Non_Wetland,NULL,Wetland,Forest
1430,Forest,Forest,Forest,Water,Non_Wetland,NULL,Water,Forest
1431,Forest,Forest,Forest,Water,Non_Wetland,NULL,Forest,Forest
1432,Forest,Forest,Forest,Water,Non_Wetland,Grassland,NULL,Grassland
1433,Forest,Forest,Forest,Water,Non_Wetland,Grassland,NULL,Water
1434,Forest,Forest,Forest,Water,Non_Wetland,Grassland,NULL,Forest
1435,Forest,Forest,Forest,Water,Non_Wetland,Grassland,Wetland,Forest
1436,Forest,Forest,Forest,Water,Non_Wetland,Grassland,Water,Water
1437,Forest,Forest,Forest,Water,Non_Wetland,Grassland,Water,Forest
1438,Forest,Forest,Forest,Water,Non_Wetland,Grassland,Forest,Forest
1439,Forest,Forest,Forest,Water,Non_Wetland,Water,NULL,Grassland
1440,Forest,Forest,Forest,Water,Non_Wetland,Water,NULL,Water
1441,Forest,Forest,Forest,Water,Non_Wetland,Water,NULL,Forest
1442,Forest,Forest,Forest,Water,Non_Wetland,Water,Wetland,Water
1443,Forest,Forest,Forest,Water,Non_Wetland,Water,Wetland,Forest
1444,Forest,Forest,Forest,Water,Non_Wetland,Water,Water,Grassland
1445,Forest,Forest,Forest,Water,Non_Wetland,Water,Water,Water
1446,Forest,Forest,Forest,Water,Non_Wetland,Water,Water,Forest
1447,Forest,Forest,Forest,Water,Non_Wetland,Water,Forest,Forest
1448,Forest,Forest,Forest,Water,Non_Wetland,Forest,NULL,Forest
1449,Forest,Forest,Forest,Water,Non_Wetland,Forest,Wetland,Forest
1450,Forest,Forest,Forest,Water,Non_Wetland,Forest,Water,Forest
1451,Forest,Forest,Forest,Water,Non_Wetland,Forest,Forest,Forest
