Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24LVN_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LVN_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LVN_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LVN_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LVN_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LVN_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LVN_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24LVN_M_R
330,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,Forest
331,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Grassland,Grassland
332,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Grassland,Bareland
333,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Bareland,Grassland
334,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Water,NULL
335,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Water,Grassland
336,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Water,Wetland
337,NULL,NULL,NULL,Water,Non_Wetland,Grassland,NULL,NULL
338,NULL,NULL,NULL,Water,Non_Wetland,Grassland,NULL,Grassland
339,NULL,NULL,NULL,Water,Non_Wetland,Grassland,NULL,Cropland
340,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Shrubland,Grassland
341,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Shrubland,Wetland
342,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
343,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Cropland
344,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Wetland
345,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Water
346,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Bareland,Grassland
347,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Built-up,Grassland
348,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Water,NULL
349,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Water,Bareland
350,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Water,Water
351,NULL,NULL,NULL,Water,Non_Wetland,Bareland,NULL,Grassland
352,NULL,NULL,NULL,Water,Non_Wetland,Bareland,NULL,Cropland
353,NULL,NULL,NULL,Water,Non_Wetland,Bareland,NULL,Bareland
354,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Shrubland,Grassland
355,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Grassland,Grassland
356,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Grassland,Cropland
357,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Grassland,Bareland
358,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Grassland
359,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Bareland
360,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Built-up,Wetland
361,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Water,Grassland
362,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Water,Bareland
363,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Water,Forest
364,NULL,NULL,NULL,Water,Non_Wetland,Water,NULL,Grassland
365,NULL,NULL,NULL,Water,Non_Wetland,Water,NULL,Wetland
366,NULL,NULL,NULL,Water,Non_Wetland,Water,NULL,Water
367,NULL,NULL,NULL,Water,Non_Wetland,Water,Shrubland,NULL
368,NULL,NULL,NULL,Water,Non_Wetland,Water,Shrubland,Grassland
369,NULL,NULL,NULL,Water,Non_Wetland,Water,Grassland,Grassland
370,NULL,NULL,NULL,Water,Non_Wetland,Water,Grassland,Cropland
371,NULL,NULL,NULL,Water,Non_Wetland,Water,Grassland,Wetland
372,NULL,NULL,NULL,Water,Non_Wetland,Water,Grassland,Bareland
373,NULL,NULL,NULL,Water,Non_Wetland,Water,Bareland,Grassland
374,NULL,NULL,NULL,Water,Non_Wetland,Water,Bareland,Wetland
375,NULL,NULL,NULL,Water,Non_Wetland,Water,Water,NULL
376,NULL,NULL,NULL,Water,Non_Wetland,Water,Water,Grassland
377,NULL,NULL,NULL,Water,Non_Wetland,Water,Water,Wetland
378,NULL,NULL,NULL,Water,Non_Wetland,Water,Water,Bareland
379,NULL,NULL,NULL,Water,Non_Wetland,Water,Water,Water
380,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
381,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
382,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
383,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
384,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
385,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
386,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
387,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
388,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
389,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
390,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
391,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Wetland
392,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Bareland
393,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Built-up
394,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
395,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
396,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
397,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
398,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Wetland
399,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
400,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
401,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Water
402,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
403,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
404,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
405,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Cropland
406,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Wetland
407,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
408,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Built-up
409,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
410,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,NULL
411,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
412,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Cropland
413,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Built-up
414,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Forest
415,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,NULL
416,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
417,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Cropland
418,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Wetland
419,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Bareland
420,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Built-up
421,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
422,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
423,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
424,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Wetland
425,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
426,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
427,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
428,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Wetland
429,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Bareland
430,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Built-up
431,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
432,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
433,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
434,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
435,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
436,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
437,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
438,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
439,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
440,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
441,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
442,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
443,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
444,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
445,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
446,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Cropland
447,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Wetland
448,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Bareland
449,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Built-up
450,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
451,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,NULL
452,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
453,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Bareland
454,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Forest
455,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,NULL
456,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
457,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Bareland
458,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Built-up
459,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
460,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
461,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
462,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
463,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
464,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
465,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
466,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
467,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
468,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
469,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
470,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
471,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
472,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
473,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
474,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
475,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
476,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Water
477,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
478,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
479,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
480,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
481,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
482,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
483,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
484,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
485,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
486,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
487,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
488,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Cropland
489,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
490,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
491,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Water
492,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
493,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
494,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
495,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
496,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
497,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
498,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,NULL
499,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
500,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Bareland
501,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
502,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
503,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
504,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Bareland
505,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Built-up
506,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
507,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
508,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
509,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
510,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Wetland
511,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
512,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
513,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Water
514,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
515,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
516,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
517,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
518,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Wetland
519,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
520,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
521,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
522,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
523,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
524,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
525,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Wetland
526,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
527,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
528,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
529,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
530,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
531,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
532,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
533,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Wetland
534,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
535,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
536,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
537,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,NULL
538,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
539,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
540,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
541,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
542,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
543,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Cropland
544,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
545,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Built-up
546,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
547,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
548,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
549,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,NULL
550,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
551,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Cropland
552,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
553,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,NULL
554,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
555,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,NULL
556,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
557,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Cropland
558,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
559,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
560,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
561,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Forest
562,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
563,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
564,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
565,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
566,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
567,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,NULL
568,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
569,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Bareland
570,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,NULL
571,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
572,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Bareland
573,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Built-up
574,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Water
575,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Forest
576,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,NULL
577,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
578,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,NULL
579,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Grassland
580,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Cropland
581,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Bareland
582,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Built-up
583,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Forest
584,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Built-up,Grassland
585,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Built-up,Bareland
586,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,NULL
587,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
588,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
589,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Water
590,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Forest
591,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
592,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
593,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
594,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
595,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
596,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
597,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
598,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
599,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,NULL
600,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
601,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Cropland
602,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Wetland
603,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Forest
604,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,NULL
605,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
606,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
607,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Wetland
608,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Bareland
609,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Water
610,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,NULL
611,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
612,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Bareland
613,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Forest
614,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Built-up,Wetland
615,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,NULL
616,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
617,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
618,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
619,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Cropland
620,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
621,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
622,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Cropland
623,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
624,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Built-up
625,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
626,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
627,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
628,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Cropland
629,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Bareland,NULL
630,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Bareland,Grassland
631,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Bareland,Cropland
632,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Bareland,Bareland
633,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
634,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Cropland
635,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Water
636,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Forest
637,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,NULL
638,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
639,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
640,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
641,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
642,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Cropland
643,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Wetland
644,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Built-up
645,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
646,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
647,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
648,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
649,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Water
650,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,NULL
651,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
652,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Cropland
653,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Built-up,Grassland
654,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,NULL
655,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
