Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21LTE_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LTE_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LTE_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LTE_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LTE_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LTE_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LTE_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21LTE_M_R
323,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
324,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Cropland
325,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
326,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
327,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
328,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
329,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
330,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
331,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
332,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
333,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
334,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
335,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Wetland
336,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
337,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
338,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
339,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
340,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
341,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
342,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
343,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
344,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
345,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
346,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
347,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
348,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Bareland,Grassland
349,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
350,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
351,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
352,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
353,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
354,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
355,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,NULL
356,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
357,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Forest
358,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
359,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Forest
360,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,NULL
361,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,NULL
362,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
363,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
364,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Bareland,NULL
365,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Bareland,Grassland
366,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Bareland,Forest
367,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,NULL
368,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
369,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
370,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
371,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
372,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,NULL
373,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
374,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
375,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
376,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
377,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
378,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Wetland
379,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
380,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
381,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,NULL
382,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
383,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Water
384,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
385,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Wetland
386,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Bareland
387,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Shrubland,Grassland
388,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Shrubland,Wetland
389,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Grassland
390,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
391,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
392,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
393,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
394,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
395,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
396,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
397,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
398,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
399,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
400,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
401,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,NULL
402,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
403,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
404,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Cropland
405,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
406,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
407,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
408,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
409,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
410,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
411,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
412,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
413,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
414,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
415,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
416,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
417,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
418,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
419,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
420,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
421,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,NULL
422,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
423,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
424,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
425,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
426,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
427,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
428,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
429,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
430,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
431,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
432,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
433,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
434,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
435,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
436,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
437,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
438,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
439,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,NULL
440,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
441,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
442,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
443,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
444,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
445,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
446,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
447,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
448,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
449,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
450,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
451,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
452,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
453,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
454,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
455,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
456,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
457,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
458,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
459,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
460,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
461,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
462,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
463,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,NULL
464,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
465,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
466,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
467,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
468,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
469,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
470,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
471,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
472,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
473,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
474,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
475,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
476,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
477,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
478,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
479,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
480,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
481,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
482,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
483,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
484,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,NULL
485,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
486,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
487,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Bareland
488,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
489,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Wetland,Grassland
490,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
491,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Cropland
492,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Bareland
493,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
494,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
495,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
496,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Cropland
497,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
498,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Cropland
499,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
500,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
501,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Bareland,Grassland
502,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
503,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
504,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
505,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
506,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
507,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
508,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
509,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
510,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
511,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
512,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
513,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
514,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
515,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
516,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
517,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
518,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
519,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Wetland
520,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
521,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
522,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Water
523,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
524,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,NULL
525,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
526,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
527,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
528,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
529,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
530,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
531,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Water
532,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
533,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
534,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Cropland
535,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
536,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,NULL
537,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
538,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
539,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
540,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
541,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
542,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
543,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
544,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
545,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
546,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
547,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
548,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
549,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
550,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
551,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
552,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,NULL
553,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
554,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Cropland
555,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Forest
556,NULL,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Bareland,Forest
557,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
558,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
559,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,NULL
560,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
561,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
562,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Grassland,Grassland
563,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Bareland,Grassland
564,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Bareland,Bareland
565,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Bareland,Water
566,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Forest,Grassland
567,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
568,NULL,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
569,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Grassland
570,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Grassland
571,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Grassland
572,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Wetland
573,NULL,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,Grassland
574,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
575,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
576,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
577,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,NULL
578,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
579,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
580,NULL,NULL,Wetland,NULL,Wetland,Grassland,Forest,Grassland
581,NULL,NULL,Wetland,NULL,Wetland,Grassland,Forest,Wetland
582,NULL,NULL,Wetland,NULL,Wetland,Cropland,NULL,Forest
583,NULL,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,NULL
584,NULL,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,Grassland
585,NULL,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,Wetland
586,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,NULL
587,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
588,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
589,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
590,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
591,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Water
592,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
593,NULL,NULL,Wetland,NULL,Wetland,Wetland,Water,NULL
594,NULL,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
595,NULL,NULL,Wetland,NULL,Wetland,Wetland,Water,Wetland
596,NULL,NULL,Wetland,NULL,Wetland,Wetland,Water,Forest
597,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,NULL
598,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,Grassland
599,NULL,NULL,Wetland,NULL,Wetland,Water,NULL,Water
600,NULL,NULL,Wetland,NULL,Wetland,Water,Shrubland,Wetland
601,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
602,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Water
603,NULL,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
604,NULL,NULL,Wetland,NULL,Wetland,Water,Water,Wetland
605,NULL,NULL,Wetland,NULL,Wetland,Water,Water,Water
606,NULL,NULL,Wetland,NULL,Wetland,Forest,NULL,Forest
607,NULL,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
608,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,NULL,Grassland
609,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Grassland
610,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Water,NULL
611,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Wetland
612,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Shrubland,Grassland
613,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
614,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Wetland
615,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
616,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Bareland,Forest
617,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,NULL
618,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
619,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
620,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Water,NULL
621,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
622,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
623,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Water
624,NULL,NULL,Wetland,Non_Water,Wetland,Water,NULL,Wetland
625,NULL,NULL,Wetland,Non_Water,Wetland,Water,Shrubland,Grassland
626,NULL,NULL,Wetland,Non_Water,Wetland,Water,Shrubland,Wetland
627,NULL,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
628,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
629,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
630,NULL,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
631,NULL,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
632,NULL,NULL,Wetland,Water,Wetland,Grassland,Wetland,Wetland
633,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
634,NULL,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
635,NULL,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
636,NULL,NULL,Wetland,Water,Wetland,Bareland,Bareland,Water
637,NULL,NULL,Wetland,Water,Wetland,Water,NULL,Grassland
638,NULL,NULL,Wetland,Water,Wetland,Water,NULL,Wetland
639,NULL,NULL,Wetland,Water,Wetland,Water,Shrubland,Grassland
640,NULL,NULL,Wetland,Water,Wetland,Water,Shrubland,Wetland
641,NULL,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
642,NULL,NULL,Wetland,Water,Wetland,Water,Water,Grassland
643,NULL,NULL,Wetland,Water,Wetland,Water,Water,Wetland
644,NULL,NULL,Wetland,Water,Wetland,Water,Water,Water
645,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
646,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,NULL,NULL
647,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,NULL,Grassland
648,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,NULL
649,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
650,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Cropland
651,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Bareland
652,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Bareland,NULL
653,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Bareland,Grassland
654,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,NULL,Grassland
