Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19LGD_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LGD_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LGD_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LGD_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LGD_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19LGD_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19LGD_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19LGD_M_R
1379,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1380,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1381,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1382,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
1383,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1384,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1385,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1386,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1387,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1388,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1389,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1390,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1391,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1392,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1393,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1394,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1395,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1396,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1397,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1398,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
1399,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1400,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1401,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1402,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
1403,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1404,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1405,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1406,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1407,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1408,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
1409,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Forest
1410,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
1411,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
1412,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
1413,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
1414,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
1415,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1416,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
1417,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
1418,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
1419,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
1420,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
1421,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1422,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1423,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
1424,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1425,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1426,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1427,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1428,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1429,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
1430,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1431,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1432,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1433,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1434,Bareland,NULL,Water,NULL,Water,NULL,NULL,Forest
1435,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Water
1436,Bareland,NULL,Water,Water,Water,NULL,NULL,Bareland
1437,Bareland,NULL,Water,Water,Water,NULL,NULL,Water
1438,Bareland,NULL,Water,Water,Water,NULL,NULL,Forest
1439,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1440,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1441,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1442,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1443,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
1444,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1445,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1446,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1447,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
1448,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
1449,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1450,Bareland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Wetland
1451,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Water
1452,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1453,Bareland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1454,Bareland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1455,Bareland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1456,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1457,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Water
1458,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Forest
1459,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1460,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1461,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1462,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1463,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1464,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1465,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1466,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1467,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1468,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1469,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1470,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Water
1471,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1472,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1473,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
1474,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1475,Bareland,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1476,Bareland,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Water
1477,Bareland,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Forest
1478,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
1479,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1480,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1481,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1482,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
1483,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
1484,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Forest
1485,Bareland,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Water
1486,Bareland,Bareland,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Water
1487,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1488,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1489,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1490,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1491,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1492,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1493,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1494,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Water
1495,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1496,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1497,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1498,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
1499,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
1500,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Water
1501,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Forest
1502,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Water
1503,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Forest
1504,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Water
1505,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Forest
1506,Bareland,Bareland,Water,Water,Water,NULL,NULL,Wetland
1507,Bareland,Bareland,Water,Water,Water,NULL,NULL,Bareland
1508,Bareland,Bareland,Water,Water,Water,NULL,NULL,Water
1509,Bareland,Bareland,Water,Water,Water,NULL,NULL,Forest
1510,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1511,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1512,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Water
1513,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1514,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1515,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1516,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1517,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1518,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Water
1519,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Forest
1520,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1521,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1522,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1523,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1524,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1525,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1526,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1527,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1528,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1529,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1530,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1531,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
1532,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1533,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1534,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1535,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1536,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1537,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
1538,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
1539,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1540,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1541,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1542,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1543,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1544,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1545,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1546,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1547,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1548,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1549,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1550,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1551,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1552,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1553,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1554,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1555,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
1556,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1557,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1558,Bareland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1559,Bareland,Water,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
1560,Bareland,Water,Cropland,Water,Non_Wetland,NULL,NULL,Water
1561,Bareland,Water,Cropland,Water,Non_Wetland,NULL,NULL,Forest
1562,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
1563,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
1564,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1565,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1566,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
1567,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1568,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
1569,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
1570,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Water
1571,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Forest
1572,Bareland,Water,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Water
1573,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1574,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1575,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1576,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1577,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1578,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1579,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
1580,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1581,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1582,Bareland,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1583,Bareland,Water,Built-up,Water,Non_Wetland,NULL,NULL,Water
1584,Bareland,Water,Water,NULL,Water,NULL,NULL,Water
1585,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Water
1586,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Forest
1587,Bareland,Water,Water,Water,Water,NULL,NULL,Water
1588,Bareland,Water,Water,Water,Water,NULL,NULL,Forest
1589,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1590,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1591,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
1592,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1593,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1594,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1595,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1596,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1597,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
1598,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
1599,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1600,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Water
1601,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1602,Bareland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1603,Bareland,Forest,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1604,Bareland,Forest,NULL,Water,Non_Wetland,NULL,NULL,Water
1605,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1606,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1607,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1608,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1609,Bareland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1610,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1611,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1612,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1613,Bareland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1614,Bareland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1615,Bareland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1616,Bareland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1617,Bareland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Water
1618,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1619,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1620,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1621,Bareland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1622,Bareland,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
1623,Bareland,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
1624,Bareland,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Water
1625,Bareland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
1626,Bareland,Forest,Wetland,Water,Wetland,NULL,NULL,Bareland
1627,Bareland,Forest,Wetland,Water,Wetland,NULL,NULL,Water
1628,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1629,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1630,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1631,Bareland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1632,Bareland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1633,Bareland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Water
1634,Bareland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1635,Bareland,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1636,Bareland,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
1637,Bareland,Forest,Water,Water,Water,NULL,NULL,Bareland
1638,Bareland,Forest,Water,Water,Water,NULL,NULL,Water
1639,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1640,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1641,Bareland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1642,Bareland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1643,Bareland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
1644,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1645,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1646,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
1647,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1648,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
1649,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1650,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1651,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1652,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1653,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1654,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1655,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
1656,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
1657,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1658,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1659,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1660,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1661,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1662,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1663,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1664,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1665,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1666,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1667,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1668,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1669,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1670,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1671,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1672,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1673,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1674,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1675,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1676,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1677,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1678,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1679,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1680,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1681,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1682,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1683,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
1684,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1685,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1686,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1687,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1688,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1689,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
1690,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Forest
1691,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
1692,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
1693,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
1694,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
1695,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
1696,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
1697,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1698,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1699,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
1700,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1701,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
1702,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1703,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
1704,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
1705,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Water
1706,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
1707,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1708,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
1709,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1710,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1711,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1712,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1713,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
1714,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1715,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1716,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1717,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1718,Water,NULL,Water,NULL,Water,NULL,NULL,Grassland
1719,Water,NULL,Water,NULL,Water,NULL,NULL,Wetland
