Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20KQF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20KQF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KQF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KQF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KQF_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20KQF_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20KQF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20KQF_M_R
1357,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
1358,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
1359,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
1360,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
1361,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
1362,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1363,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
1364,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1365,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
1366,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1367,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
1368,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Water
1369,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1370,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1371,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1372,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1373,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1374,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1375,Water,NULL,Water,NULL,Water,NULL,NULL,NULL
1376,Water,NULL,Water,NULL,Water,NULL,NULL,Grassland
1377,Water,NULL,Water,NULL,Water,NULL,NULL,Cropland
1378,Water,NULL,Water,NULL,Water,NULL,NULL,Water
1379,Water,NULL,Water,NULL,Water,NULL,NULL,Forest
1380,Water,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
1381,Water,NULL,Water,Non_Water,Water,NULL,NULL,Cropland
1382,Water,NULL,Water,Non_Water,Water,NULL,NULL,Forest
1383,Water,NULL,Water,Water,Water,NULL,NULL,Grassland
1384,Water,NULL,Water,Water,Water,NULL,NULL,Water
1385,Water,NULL,Water,Water,Water,NULL,NULL,Forest
1386,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1387,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1388,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1389,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1390,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1391,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
1392,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1393,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1394,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1395,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
1396,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1397,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,NULL
1398,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
1399,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
1400,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1401,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1402,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
1403,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Water
1404,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1405,Water,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Water
1406,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1407,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1408,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1409,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1410,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1411,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1412,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1413,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1414,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1415,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1416,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1417,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
1418,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1419,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1420,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1421,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1422,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1423,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1424,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1425,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1426,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1427,Water,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1428,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1429,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1430,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
1431,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1432,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1433,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1434,Water,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1435,Water,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1436,Water,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1437,Water,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Water
1438,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1439,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,Cropland
1440,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,Wetland
1441,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,Water
1442,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
1443,Water,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1444,Water,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
1445,Water,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
1446,Water,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
1447,Water,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1448,Water,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
1449,Water,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1450,Water,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1451,Water,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1452,Water,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Water
1453,Water,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1454,Water,Cropland,Water,NULL,Water,NULL,NULL,Grassland
1455,Water,Cropland,Water,NULL,Water,NULL,NULL,Cropland
1456,Water,Cropland,Water,NULL,Water,NULL,NULL,Wetland
1457,Water,Cropland,Water,NULL,Water,NULL,NULL,Bareland
1458,Water,Cropland,Water,NULL,Water,NULL,NULL,Forest
1459,Water,Cropland,Water,Non_Water,Water,NULL,NULL,Grassland
1460,Water,Cropland,Water,Non_Water,Water,NULL,NULL,Cropland
1461,Water,Cropland,Water,Non_Water,Water,NULL,NULL,Water
1462,Water,Cropland,Water,Water,Water,NULL,NULL,Wetland
1463,Water,Cropland,Water,Water,Water,NULL,NULL,Water
1464,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1465,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1466,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1467,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Water
1468,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1469,Water,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1470,Water,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Water
1471,Water,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1472,Water,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1473,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1474,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1475,Water,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1476,Water,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1477,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Cropland
1478,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
1479,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
1480,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1481,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
1482,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1483,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1484,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1485,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1486,Water,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1487,Water,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1488,Water,Built-up,Water,NULL,Water,NULL,NULL,Grassland
1489,Water,Built-up,Water,NULL,Water,NULL,NULL,Wetland
1490,Water,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1491,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1492,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1493,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1494,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
1495,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
1496,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1497,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
1498,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1499,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
1500,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
1501,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1502,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
1503,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
1504,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1505,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1506,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1507,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1508,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1509,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1510,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1511,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1512,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1513,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1514,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1515,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1516,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1517,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1518,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1519,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1520,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1521,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1522,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1523,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1524,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
1525,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1526,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1527,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1528,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
1529,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1530,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1531,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1532,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
1533,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1534,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1535,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1536,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1537,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Water
1538,Water,Water,Wetland,NULL,Wetland,NULL,NULL,NULL
1539,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
1540,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Cropland
1541,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
1542,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Water
1543,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
1544,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1545,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1546,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
1547,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1548,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
1549,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1550,Water,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
1551,Water,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
1552,Water,Water,Wetland,Water,Wetland,NULL,NULL,Water
1553,Water,Water,Wetland,Water,Wetland,NULL,NULL,Forest
1554,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
1555,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1556,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1557,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1558,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
1559,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1560,Water,Water,Water,NULL,Water,NULL,NULL,NULL
1561,Water,Water,Water,NULL,Water,NULL,NULL,Grassland
1562,Water,Water,Water,NULL,Water,NULL,NULL,Cropland
1563,Water,Water,Water,NULL,Water,NULL,NULL,Wetland
1564,Water,Water,Water,NULL,Water,NULL,NULL,Water
1565,Water,Water,Water,NULL,Water,NULL,NULL,Forest
1566,Water,Water,Water,Non_Water,Water,NULL,NULL,NULL
1567,Water,Water,Water,Non_Water,Water,NULL,NULL,Grassland
1568,Water,Water,Water,Non_Water,Water,NULL,NULL,Cropland
1569,Water,Water,Water,Non_Water,Water,NULL,NULL,Wetland
1570,Water,Water,Water,Non_Water,Water,NULL,NULL,Water
1571,Water,Water,Water,Non_Water,Water,NULL,NULL,Forest
1572,Water,Water,Water,Water,Water,NULL,NULL,Grassland
1573,Water,Water,Water,Water,Water,NULL,NULL,Cropland
1574,Water,Water,Water,Water,Water,NULL,NULL,Wetland
1575,Water,Water,Water,Water,Water,NULL,NULL,Water
1576,Water,Water,Water,Water,Water,NULL,NULL,Forest
1577,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1578,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1579,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1580,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1581,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
1582,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1583,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1584,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1585,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
1586,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1587,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1588,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1589,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1590,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1591,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
1592,Water,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1593,Water,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1594,Water,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
1595,Water,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1596,Water,Forest,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1597,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1598,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1599,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1600,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1601,Water,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1602,Water,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1603,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
1604,Water,Forest,Water,NULL,Water,NULL,NULL,Grassland
1605,Water,Forest,Water,NULL,Water,NULL,NULL,Forest
1606,Water,Forest,Water,Water,Water,NULL,NULL,Forest
1607,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1608,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1609,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1610,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1611,Water,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
1612,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1613,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1614,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1615,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1616,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1617,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1618,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1619,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1620,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1621,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1622,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1623,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1624,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1625,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1626,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1627,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1628,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1629,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1630,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1631,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1632,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1633,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
1634,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
1635,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
1636,Permanent_ice_and_snow,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
1637,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1638,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
1639,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1640,Permanent_ice_and_snow,NULL,Water,NULL,Water,NULL,NULL,Forest
1641,Permanent_ice_and_snow,NULL,Water,Non_Water,Water,NULL,NULL,Forest
1642,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1643,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1644,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1645,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1646,Permanent_ice_and_snow,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1647,Permanent_ice_and_snow,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1648,Permanent_ice_and_snow,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1649,Permanent_ice_and_snow,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1650,Permanent_ice_and_snow,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1651,Permanent_ice_and_snow,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1652,Permanent_ice_and_snow,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1653,Permanent_ice_and_snow,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1654,Permanent_ice_and_snow,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1655,Permanent_ice_and_snow,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1656,Permanent_ice_and_snow,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1657,Permanent_ice_and_snow,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1658,Permanent_ice_and_snow,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1659,Permanent_ice_and_snow,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1660,Permanent_ice_and_snow,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
1661,Permanent_ice_and_snow,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1662,Permanent_ice_and_snow,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
1663,Permanent_ice_and_snow,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1664,Permanent_ice_and_snow,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1665,Permanent_ice_and_snow,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1666,Permanent_ice_and_snow,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1667,Permanent_ice_and_snow,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1668,Permanent_ice_and_snow,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1669,Permanent_ice_and_snow,Wetland,Wetland,NULL,Wetland,NULL,NULL,Cropland
1670,Permanent_ice_and_snow,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
1671,Permanent_ice_and_snow,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1672,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1673,Permanent_ice_and_snow,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1674,Permanent_ice_and_snow,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1675,Permanent_ice_and_snow,Built-up,Water,NULL,Water,NULL,NULL,Forest
1676,Permanent_ice_and_snow,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
1677,Permanent_ice_and_snow,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1678,Permanent_ice_and_snow,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1679,Permanent_ice_and_snow,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1680,Permanent_ice_and_snow,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1681,Permanent_ice_and_snow,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1682,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1683,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1684,Permanent_ice_and_snow,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1685,Permanent_ice_and_snow,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1686,Permanent_ice_and_snow,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1687,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1688,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1689,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1690,Permanent_ice_and_snow,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1691,Permanent_ice_and_snow,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1692,Permanent_ice_and_snow,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1693,Permanent_ice_and_snow,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
