Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22NEH_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22NEH_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22NEH_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22NEH_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22NEH_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22NEH_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22NEH_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22NEH_M_R
8935,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
8936,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
8937,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
8938,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
8939,Forest,Cropland,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
8940,Forest,Cropland,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
8941,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
8942,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
8943,Forest,Cropland,Wetland,NULL,Wetland,NULL,Wetland,Wetland
8944,Forest,Cropland,Wetland,NULL,Wetland,NULL,Wetland,Water
8945,Forest,Cropland,Wetland,NULL,Wetland,NULL,Wetland,Forest
8946,Forest,Cropland,Wetland,NULL,Wetland,NULL,Water,Wetland
8947,Forest,Cropland,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
8948,Forest,Cropland,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
8949,Forest,Cropland,Wetland,NULL,Wetland,Grassland,Wetland,Forest
8950,Forest,Cropland,Wetland,NULL,Wetland,Grassland,Water,Wetland
8951,Forest,Cropland,Wetland,NULL,Wetland,Grassland,Water,Forest
8952,Forest,Cropland,Wetland,NULL,Wetland,Cropland,Wetland,Wetland
8953,Forest,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
8954,Forest,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
8955,Forest,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Water
8956,Forest,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
8957,Forest,Cropland,Wetland,NULL,Wetland,Wetland,Water,Grassland
8958,Forest,Cropland,Wetland,NULL,Wetland,Wetland,Water,Wetland
8959,Forest,Cropland,Wetland,NULL,Wetland,Wetland,Water,Water
8960,Forest,Cropland,Wetland,NULL,Wetland,Water,Wetland,Wetland
8961,Forest,Cropland,Wetland,NULL,Wetland,Water,Water,Wetland
8962,Forest,Cropland,Wetland,NULL,Wetland,Forest,Wetland,Forest
8963,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,Wetland,Wetland
8964,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,Water,Wetland
8965,Forest,Cropland,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
8966,Forest,Cropland,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
8967,Forest,Cropland,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
8968,Forest,Cropland,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
8969,Forest,Cropland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
8970,Forest,Cropland,Wetland,Non_Water,Wetland,Wetland,Wetland,Cropland
8971,Forest,Cropland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
8972,Forest,Cropland,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
8973,Forest,Cropland,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
8974,Forest,Cropland,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
8975,Forest,Cropland,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
8976,Forest,Cropland,Wetland,Non_Water,Wetland,Bareland,Wetland,Wetland
8977,Forest,Cropland,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
8978,Forest,Cropland,Wetland,Non_Water,Wetland,Water,Water,Wetland
8979,Forest,Cropland,Wetland,Water,Wetland,NULL,Wetland,Wetland
8980,Forest,Cropland,Wetland,Water,Wetland,Grassland,Wetland,Wetland
8981,Forest,Cropland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
8982,Forest,Cropland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
8983,Forest,Cropland,Wetland,Water,Wetland,Wetland,Wetland,Forest
8984,Forest,Cropland,Wetland,Water,Wetland,Wetland,Water,Grassland
8985,Forest,Cropland,Wetland,Water,Wetland,Wetland,Water,Wetland
8986,Forest,Cropland,Wetland,Water,Wetland,Water,Water,Wetland
8987,Forest,Cropland,Wetland,Water,Wetland,Forest,Wetland,Wetland
8988,Forest,Cropland,Water,NULL,Water,Wetland,Wetland,Grassland
8989,Forest,Cropland,Water,NULL,Water,Wetland,Wetland,Wetland
8990,Forest,Cropland,Water,NULL,Water,Bareland,Wetland,Grassland
8991,Forest,Cropland,Water,NULL,Water,Bareland,Wetland,Wetland
8992,Forest,Cropland,Water,Non_Water,Water,Wetland,Wetland,Wetland
8993,Forest,Cropland,Water,Water,Water,Wetland,Wetland,Wetland
8994,Forest,Cropland,Water,Water,Water,Water,Water,Wetland
8995,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
8996,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
8997,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
8998,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
8999,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Wetland,Grassland
9000,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Wetland,Wetland
9001,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Wetland,Forest
9002,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
9003,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
9004,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
9005,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
9006,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
9007,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
9008,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
9009,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
9010,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
9011,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
9012,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Water,Forest
9013,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
9014,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Wetland,Wetland
9015,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
9016,Forest,Cropland,Forest,NULL,Non_Wetland,Built-up,Wetland,Grassland
9017,Forest,Cropland,Forest,NULL,Non_Wetland,Built-up,Wetland,Forest
9018,Forest,Cropland,Forest,Non_Water,Non_Wetland,Cropland,Wetland,Wetland
9019,Forest,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
9020,Forest,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
9021,Forest,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
9022,Forest,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
9023,Forest,Cropland,Forest,Water,Non_Wetland,Grassland,Wetland,Wetland
9024,Forest,Cropland,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
9025,Forest,Cropland,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
9026,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
9027,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Wetland,Wetland
9028,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Water,Forest
9029,Forest,Wetland,NULL,NULL,Non_Wetland,Cropland,Wetland,Grassland
9030,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
9031,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
9032,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
9033,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
9034,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Water,Wetland
9035,Forest,Wetland,NULL,NULL,Non_Wetland,Bareland,Wetland,Wetland
9036,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,Wetland
9037,Forest,Wetland,NULL,Non_Water,Non_Wetland,Cropland,Wetland,Wetland
9038,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
9039,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
9040,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
9041,Forest,Wetland,NULL,Non_Water,Non_Wetland,Water,Wetland,Wetland
9042,Forest,Wetland,NULL,Water,Non_Wetland,Cropland,Wetland,Wetland
9043,Forest,Wetland,NULL,Water,Non_Wetland,Cropland,Water,Wetland
9044,Forest,Wetland,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
9045,Forest,Wetland,NULL,Water,Non_Wetland,Wetland,Wetland,Wetland
9046,Forest,Wetland,NULL,Water,Non_Wetland,Wetland,Water,Grassland
9047,Forest,Wetland,NULL,Water,Non_Wetland,Wetland,Water,Wetland
9048,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
9049,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Wetland
9050,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
9051,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
9052,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
9053,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
9054,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Water,Wetland
9055,Forest,Wetland,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Grassland
9056,Forest,Wetland,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Wetland
9057,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
9058,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
9059,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Cropland
9060,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
9061,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
9062,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
9063,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
9064,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Water,Cropland
9065,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
9066,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Water,Water
9067,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
9068,Forest,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
9069,Forest,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Cropland
9070,Forest,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Wetland
9071,Forest,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
9072,Forest,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Water,Wetland
9073,Forest,Wetland,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Grassland
9074,Forest,Wetland,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
9075,Forest,Wetland,Shrubland,NULL,Non_Wetland,Water,Wetland,Wetland
9076,Forest,Wetland,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
9077,Forest,Wetland,Shrubland,NULL,Non_Wetland,Forest,Wetland,Wetland
9078,Forest,Wetland,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
9079,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
9080,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Wetland
9081,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
9082,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
9083,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Water,Wetland
9084,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Water,Forest
9085,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
9086,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Wetland
9087,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Cropland,Wetland,Grassland
9088,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Cropland,Wetland,Cropland
9089,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Cropland,Wetland,Wetland
9090,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
9091,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Cropland
9092,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
9093,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
9094,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
9095,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Wetland
9096,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
9097,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Wetland
9098,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
9099,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Wetland
9100,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Forest,Wetland,Wetland
9101,Forest,Wetland,Shrubland,Water,Non_Wetland,Grassland,Wetland,Wetland
9102,Forest,Wetland,Shrubland,Water,Non_Wetland,Cropland,Wetland,Grassland
9103,Forest,Wetland,Shrubland,Water,Non_Wetland,Cropland,Wetland,Wetland
9104,Forest,Wetland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
9105,Forest,Wetland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Cropland
9106,Forest,Wetland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
9107,Forest,Wetland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Water
9108,Forest,Wetland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
9109,Forest,Wetland,Shrubland,Water,Non_Wetland,Wetland,Water,Wetland
9110,Forest,Wetland,Shrubland,Water,Non_Wetland,Wetland,Water,Water
9111,Forest,Wetland,Shrubland,Water,Non_Wetland,Water,Wetland,Wetland
9112,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,Wetland,Wetland
9113,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
9114,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
9115,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Wetland
9116,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
9117,Forest,Wetland,Grassland,NULL,Non_Wetland,Cropland,Wetland,Grassland
9118,Forest,Wetland,Grassland,NULL,Non_Wetland,Cropland,Wetland,Wetland
9119,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
9120,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
9121,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Water
9122,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
9123,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Water,Wetland
9124,Forest,Wetland,Grassland,NULL,Non_Wetland,Water,Wetland,Wetland
9125,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
9126,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Cropland,Wetland,Wetland
9127,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
9128,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
9129,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
9130,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Water,Grassland
9131,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Water,Wetland
9132,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Bareland,Wetland,Wetland
9133,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Water,Wetland,Wetland
9134,Forest,Wetland,Grassland,Water,Non_Wetland,Wetland,Wetland,Wetland
9135,Forest,Wetland,Grassland,Water,Non_Wetland,Wetland,Wetland,Water
9136,Forest,Wetland,Wetland,NULL,Wetland,NULL,Wetland,NULL
9137,Forest,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Grassland
9138,Forest,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Wetland
9139,Forest,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Water
9140,Forest,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Forest
9141,Forest,Wetland,Wetland,NULL,Wetland,NULL,Water,Grassland
9142,Forest,Wetland,Wetland,NULL,Wetland,NULL,Water,Wetland
9143,Forest,Wetland,Wetland,NULL,Wetland,NULL,Water,Water
9144,Forest,Wetland,Wetland,NULL,Wetland,NULL,Water,Forest
9145,Forest,Wetland,Wetland,NULL,Wetland,NULL,Forest,Forest
9146,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,NULL
9147,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
9148,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
9149,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Water
9150,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Forest
9151,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Water,Grassland
9152,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Water,Wetland
9153,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Water,Water
9154,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Water,Forest
9155,Forest,Wetland,Wetland,NULL,Wetland,Cropland,Wetland,Grassland
9156,Forest,Wetland,Wetland,NULL,Wetland,Cropland,Wetland,Wetland
9157,Forest,Wetland,Wetland,NULL,Wetland,Cropland,Wetland,Forest
9158,Forest,Wetland,Wetland,NULL,Wetland,Cropland,Water,Wetland
9159,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,NULL
9160,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
9161,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Cropland
9162,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
9163,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Water
9164,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
9165,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,Grassland
9166,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,Wetland
9167,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,Water
9168,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,Forest
9169,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Forest,Wetland
9170,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Forest,Forest
9171,Forest,Wetland,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
9172,Forest,Wetland,Wetland,NULL,Wetland,Bareland,Wetland,Wetland
9173,Forest,Wetland,Wetland,NULL,Wetland,Bareland,Wetland,Forest
9174,Forest,Wetland,Wetland,NULL,Wetland,Bareland,Water,Wetland
9175,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Grassland
9176,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Wetland
9177,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Water
9178,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Forest
9179,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Grassland
9180,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Wetland
9181,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Water
9182,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Forest
9183,Forest,Wetland,Wetland,NULL,Wetland,Water,Forest,Forest
9184,Forest,Wetland,Wetland,NULL,Wetland,Forest,Wetland,Grassland
9185,Forest,Wetland,Wetland,NULL,Wetland,Forest,Wetland,Wetland
9186,Forest,Wetland,Wetland,NULL,Wetland,Forest,Wetland,Water
9187,Forest,Wetland,Wetland,NULL,Wetland,Forest,Wetland,Forest
9188,Forest,Wetland,Wetland,NULL,Wetland,Forest,Water,Wetland
9189,Forest,Wetland,Wetland,NULL,Wetland,Forest,Water,Water
9190,Forest,Wetland,Wetland,NULL,Wetland,Forest,Water,Forest
9191,Forest,Wetland,Wetland,NULL,Wetland,Forest,Forest,Forest
9192,Forest,Wetland,Wetland,Non_Water,NULL,Wetland,Wetland,Wetland
9193,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland,NULL
9194,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
9195,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland,Wetland
9196,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland,Water
9197,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
9198,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Grassland
9199,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Wetland
9200,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Water
9201,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Forest
9202,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,NULL
9203,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
9204,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
9205,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Water
9206,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
9207,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
9208,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Water,Forest
9209,Forest,Wetland,Wetland,Non_Water,Wetland,Cropland,Wetland,Grassland
9210,Forest,Wetland,Wetland,Non_Water,Wetland,Cropland,Wetland,Wetland
9211,Forest,Wetland,Wetland,Non_Water,Wetland,Cropland,Water,Grassland
9212,Forest,Wetland,Wetland,Non_Water,Wetland,Cropland,Water,Wetland
9213,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,NULL
9214,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
9215,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Cropland
9216,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
9217,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
9218,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
9219,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
9220,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Cropland
9221,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
9222,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Water
9223,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Forest
9224,Forest,Wetland,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
9225,Forest,Wetland,Wetland,Non_Water,Wetland,Bareland,Wetland,Wetland
9226,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
9227,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
9228,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Water
9229,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Forest
9230,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Wetland
9231,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Water
9232,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Forest
9233,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Wetland,Grassland
9234,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Wetland,Wetland
9235,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Wetland,Water
9236,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
9237,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Water,Grassland
9238,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Water,Wetland
9239,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Water,Forest
9240,Forest,Wetland,Wetland,Water,Wetland,NULL,Wetland,Wetland
9241,Forest,Wetland,Wetland,Water,Wetland,NULL,Wetland,Water
9242,Forest,Wetland,Wetland,Water,Wetland,NULL,Wetland,Forest
9243,Forest,Wetland,Wetland,Water,Wetland,NULL,Water,Wetland
9244,Forest,Wetland,Wetland,Water,Wetland,NULL,Water,Water
9245,Forest,Wetland,Wetland,Water,Wetland,NULL,Water,Forest
9246,Forest,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Grassland
9247,Forest,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Wetland
9248,Forest,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Water
9249,Forest,Wetland,Wetland,Water,Wetland,Grassland,Water,Grassland
9250,Forest,Wetland,Wetland,Water,Wetland,Grassland,Water,Wetland
9251,Forest,Wetland,Wetland,Water,Wetland,Grassland,Water,Forest
9252,Forest,Wetland,Wetland,Water,Wetland,Cropland,Wetland,Wetland
9253,Forest,Wetland,Wetland,Water,Wetland,Cropland,Wetland,Water
9254,Forest,Wetland,Wetland,Water,Wetland,Cropland,Water,Grassland
9255,Forest,Wetland,Wetland,Water,Wetland,Cropland,Water,Wetland
9256,Forest,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
9257,Forest,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Cropland
9258,Forest,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
9259,Forest,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Water
9260,Forest,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Forest
9261,Forest,Wetland,Wetland,Water,Wetland,Wetland,Water,Grassland
9262,Forest,Wetland,Wetland,Water,Wetland,Wetland,Water,Cropland
9263,Forest,Wetland,Wetland,Water,Wetland,Wetland,Water,Wetland
9264,Forest,Wetland,Wetland,Water,Wetland,Wetland,Water,Water
9265,Forest,Wetland,Wetland,Water,Wetland,Wetland,Water,Forest
