Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KYU_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KYU_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KYU_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KYU_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KYU_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KYU_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KYU_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KYU_M_R
326,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
327,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
328,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
329,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
330,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
331,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
332,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
333,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
334,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
335,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
336,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
337,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
338,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
339,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
340,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
341,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Wetland
342,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
343,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
344,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
345,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
346,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
347,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
348,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
349,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
350,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
351,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
352,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
353,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Wetland
354,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
355,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
356,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
357,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
358,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
359,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Wetland
360,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
361,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
362,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
363,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Wetland
364,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,NULL
365,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
366,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,NULL
367,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Grassland
368,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Bareland
369,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,NULL
370,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
371,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
372,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
373,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
374,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
375,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
376,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
377,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Cropland
378,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
379,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
380,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
381,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
382,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Grassland
383,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
384,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,NULL
385,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
386,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
387,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
388,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
389,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
390,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
391,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
392,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
393,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,NULL
394,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,NULL
395,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
396,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Wetland
397,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
398,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
399,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
400,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Wetland
401,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Forest
402,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
403,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
404,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
405,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
406,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,NULL
407,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
408,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
409,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Forest
410,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
411,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Wetland
412,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Water
413,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Forest
414,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Grassland
415,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Wetland
416,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Water
417,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
418,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
419,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
420,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Grassland
421,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Water
422,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
423,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
424,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Water
425,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Forest
426,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Wetland,Wetland
427,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Wetland
428,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
429,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Forest
430,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,NULL
431,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
432,NULL,NULL,Shrubland,Water,Non_Wetland,Water,NULL,Wetland
433,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Water,Water
434,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
435,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
436,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
437,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
438,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
439,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
440,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
441,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Bareland,NULL
442,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Bareland,Forest
443,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
444,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
445,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
446,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
447,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
448,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
449,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Bareland,NULL
450,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Bareland,Forest
451,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
452,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
453,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
454,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
455,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
456,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
457,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
458,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
459,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Wetland
460,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
461,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,NULL
462,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
463,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
464,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
465,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Forest
466,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Shrubland,Forest
467,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
468,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
469,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Forest,Forest
470,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
471,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
472,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
473,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
474,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
475,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
476,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
477,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
478,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
479,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
480,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
481,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
482,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
483,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
484,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
485,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
486,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
487,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
488,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
489,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Wetland
490,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
491,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
492,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
493,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
494,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
495,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,NULL
496,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
497,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
498,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
499,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,NULL
500,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
501,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
502,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
503,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
504,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
505,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
506,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Built-up
507,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
508,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
509,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
510,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
511,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
512,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
513,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
514,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
515,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
516,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
517,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Forest
518,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,NULL
519,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
520,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Forest
521,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,NULL
522,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
523,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Cropland
524,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
525,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
526,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
527,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
528,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Wetland
529,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
530,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
531,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Water
532,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
533,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
534,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
535,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
536,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
537,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
538,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
539,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
540,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
541,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
542,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
543,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
544,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
545,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
546,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,NULL
547,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
548,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
549,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
550,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
551,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
552,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Wetland
553,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
554,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
555,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
556,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
557,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
558,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
559,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
560,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Cropland
561,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Bareland
562,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Built-up
563,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Water
564,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
565,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
566,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
567,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Wetland
568,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Bareland
569,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
570,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
571,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
572,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
573,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
574,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,NULL
575,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
576,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
577,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Forest
578,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,NULL
579,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
580,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
581,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Wetland
582,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Bareland
583,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
584,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Wetland,Grassland
585,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
586,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
587,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Forest
588,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,NULL
589,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
590,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Wetland
591,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Built-up
592,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Water
593,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
594,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,NULL
595,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
596,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Bareland
597,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Forest
598,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,NULL
599,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
600,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Cropland
601,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
602,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,NULL
603,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
604,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Cropland
605,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Wetland
606,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Bareland,NULL
607,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Bareland,Grassland
608,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Bareland,Wetland
609,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Bareland,Bareland
610,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Bareland,Water
611,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Water,NULL
612,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Water,Grassland
613,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,NULL
614,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
615,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Bareland
616,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
617,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
618,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
619,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Wetland
620,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
621,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
622,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Water
623,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
624,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
625,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
626,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
627,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
628,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
629,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
630,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
631,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
632,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
633,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
634,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
635,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Water
636,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
637,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,NULL
638,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
639,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Bareland
640,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
641,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
642,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
643,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
644,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
645,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
646,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,NULL
647,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
648,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
649,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,NULL
650,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
651,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Cropland
652,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Wetland
653,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
654,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
655,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,NULL
