Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21LZJ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LZJ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LZJ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LZJ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LZJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LZJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LZJ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21LZJ_M_R
5050,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Cropland
5051,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
5052,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
5053,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
5054,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5055,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
5056,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
5057,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
5058,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Forest
5059,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
5060,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Cropland
5061,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
5062,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
5063,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
5064,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
5065,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Grassland
5066,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
5067,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
5068,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
5069,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
5070,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
5071,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
5072,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
5073,Forest,NULL,Cropland,Water,Non_Wetland,Grassland,NULL,Grassland
5074,Forest,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
5075,Forest,NULL,Wetland,NULL,Wetland,NULL,Shrubland,Forest
5076,Forest,NULL,Wetland,NULL,Wetland,NULL,Grassland,Forest
5077,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,NULL
5078,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
5079,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
5080,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
5081,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,NULL
5082,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
5083,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
5084,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
5085,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
5086,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
5087,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
5088,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
5089,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
5090,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,Forest
5091,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
5092,Forest,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
5093,Forest,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Forest
5094,Forest,NULL,Wetland,NULL,Wetland,Bareland,Wetland,NULL
5095,Forest,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Forest
5096,Forest,NULL,Wetland,NULL,Wetland,Bareland,Forest,Forest
5097,Forest,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
5098,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,NULL
5099,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Water
5100,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
5101,Forest,NULL,Wetland,NULL,Wetland,Water,Forest,Wetland
5102,Forest,NULL,Wetland,NULL,Wetland,Water,Forest,Forest
5103,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
5104,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
5105,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
5106,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
5107,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,NULL
5108,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
5109,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
5110,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
5111,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
5112,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,NULL
5113,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
5114,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
5115,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Water
5116,Forest,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
5117,Forest,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Wetland
5118,Forest,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
5119,Forest,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
5120,Forest,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Forest
5121,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
5122,Forest,NULL,Wetland,Water,Wetland,Wetland,Grassland,Grassland
5123,Forest,NULL,Wetland,Water,Wetland,Wetland,Water,Forest
5124,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland,NULL
5125,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
5126,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5127,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
5128,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
5129,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
5130,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
5131,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
5132,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5133,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Grassland,Forest
5134,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
5135,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
5136,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
5137,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
5138,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
5139,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
5140,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
5141,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
5142,Forest,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
5143,Forest,NULL,Water,NULL,Water,Grassland,Grassland,Wetland
5144,Forest,NULL,Water,NULL,Water,Grassland,Grassland,Bareland
5145,Forest,NULL,Water,NULL,Water,Grassland,Grassland,Forest
5146,Forest,NULL,Water,NULL,Water,Grassland,Wetland,Grassland
5147,Forest,NULL,Water,NULL,Water,Grassland,Wetland,Water
5148,Forest,NULL,Water,NULL,Water,Grassland,Forest,Grassland
5149,Forest,NULL,Water,NULL,Water,Grassland,Forest,Forest
5150,Forest,NULL,Water,NULL,Water,Wetland,Grassland,Grassland
5151,Forest,NULL,Water,NULL,Water,Wetland,Grassland,Forest
5152,Forest,NULL,Water,NULL,Water,Wetland,Wetland,Grassland
5153,Forest,NULL,Water,NULL,Water,Wetland,Wetland,Forest
5154,Forest,NULL,Water,NULL,Water,Wetland,Forest,Forest
5155,Forest,NULL,Water,NULL,Water,Bareland,Grassland,Grassland
5156,Forest,NULL,Water,NULL,Water,Bareland,Grassland,Wetland
5157,Forest,NULL,Water,NULL,Water,Bareland,Grassland,Forest
5158,Forest,NULL,Water,NULL,Water,Water,Grassland,Wetland
5159,Forest,NULL,Water,NULL,Water,Water,Grassland,Forest
5160,Forest,NULL,Water,NULL,Water,Water,Wetland,Water
5161,Forest,NULL,Water,NULL,Water,Water,Forest,Forest
5162,Forest,NULL,Water,NULL,Water,Forest,Grassland,Forest
5163,Forest,NULL,Water,Non_Water,Water,Grassland,Wetland,Water
5164,Forest,NULL,Water,Non_Water,Water,Wetland,Grassland,Forest
5165,Forest,NULL,Water,Non_Water,Water,Water,Wetland,Water
5166,Forest,NULL,Water,Non_Water,Water,Water,Wetland,Forest
5167,Forest,NULL,Water,Water,Water,Grassland,Grassland,Forest
5168,Forest,NULL,Water,Water,Water,Wetland,Wetland,Water
5169,Forest,NULL,Water,Water,Water,Bareland,Grassland,Forest
5170,Forest,NULL,Water,Water,Water,Water,Wetland,Water
5171,Forest,NULL,Water,Water,Water,Water,Water,Water
5172,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
5173,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
5174,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
5175,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
5176,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
5177,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
5178,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
5179,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
5180,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
5181,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
5182,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,NULL
5183,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
5184,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
5185,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
5186,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
5187,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
5188,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
5189,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
5190,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
5191,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
5192,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Wetland
5193,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
5194,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,NULL
5195,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
5196,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
5197,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,NULL
5198,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,Grassland
5199,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
5200,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
5201,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
5202,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
5203,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
5204,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
5205,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
5206,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
5207,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
5208,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5209,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
5210,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
5211,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
5212,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
5213,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
5214,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
5215,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
5216,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
5217,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
5218,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
5219,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,NULL
5220,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
5221,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
5222,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
5223,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
5224,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
5225,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Bareland
5226,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
5227,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
5228,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
5229,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
5230,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,NULL
5231,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
5232,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Cropland
5233,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
5234,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Wetland,Grassland
5235,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Wetland,Cropland
5236,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Wetland,Forest
5237,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Grassland
5238,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Cropland
5239,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
5240,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
5241,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
5242,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,NULL
5243,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
5244,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
5245,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
5246,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
5247,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Cropland
5248,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
5249,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
5250,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
5251,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
5252,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
5253,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
5254,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,NULL
5255,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
5256,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
5257,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Forest
5258,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
5259,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
5260,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
5261,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
5262,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
5263,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
5264,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
5265,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
5266,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
5267,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
5268,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
5269,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
5270,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,NULL
5271,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
5272,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
5273,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,NULL
5274,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
5275,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
5276,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
5277,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
5278,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
5279,Forest,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,Forest
5280,Forest,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
5281,Forest,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Water
5282,Forest,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
5283,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
5284,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
5285,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Forest
5286,Forest,NULL,Forest,NULL,Non_Wetland,Water,Bareland,NULL
5287,Forest,NULL,Forest,NULL,Non_Wetland,Water,Bareland,Forest
5288,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,Grassland
5289,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
5290,Forest,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
5291,Forest,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
5292,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
5293,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
5294,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
5295,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
5296,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
5297,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
5298,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,NULL
5299,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
5300,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,NULL
5301,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Grassland
5302,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
5303,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,NULL
5304,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
5305,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
5306,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,Forest
5307,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,NULL
5308,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
5309,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,NULL
5310,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
5311,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
5312,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Water,Grassland
5313,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
5314,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Forest,Forest
5315,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
5316,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Forest
5317,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
5318,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
5319,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
5320,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
5321,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland,Grassland,Wetland
5322,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Forest
5323,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Grassland,Grassland
5324,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
5325,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Wetland
5326,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
5327,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
5328,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Forest
5329,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
5330,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Grassland,Grassland
5331,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Grassland,Forest
5332,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
5333,Forest,NULL,Forest,Water,Non_Wetland,Bareland,Grassland,Grassland
5334,Forest,NULL,Forest,Water,Non_Wetland,Water,Wetland,Grassland
5335,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
5336,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
5337,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
5338,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Forest
5339,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
5340,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
5341,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
5342,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Bareland
5343,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
5344,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
5345,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5346,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
5347,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
5348,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
5349,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
5350,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
5351,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
5352,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
5353,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Cropland
5354,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
5355,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
5356,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
5357,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
5358,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
5359,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
5360,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
5361,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
5362,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
5363,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
5364,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
5365,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
5366,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
5367,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
5368,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,Wetland,Grassland
5369,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,Wetland,Cropland
5370,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,Wetland,Forest
5371,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,Forest,Grassland
5372,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,Forest,Cropland
5373,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,Forest,Forest
5374,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
5375,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Shrubland,Grassland
5376,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
5377,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
5378,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Water
5379,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
5380,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
5381,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
5382,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
5383,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
5384,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
5385,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
5386,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
