Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21NVG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21NVG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21NVG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NVG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NVG_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21NVG_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21NVG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21NVG_M_R
1028,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1029,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1030,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1031,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
1032,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1033,Cropland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1034,Cropland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1035,Cropland,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1036,Cropland,Water,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1037,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1038,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1039,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1040,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1041,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1042,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1043,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1044,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1045,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
1046,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1047,Cropland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1048,Cropland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
1049,Cropland,Forest,Wetland,NULL,Wetland,NULL,NULL,Cropland
1050,Cropland,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
1051,Cropland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
1052,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1053,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1054,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1055,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1056,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1057,Cropland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1058,Cropland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
1059,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1060,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
1061,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1062,Wetland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Wetland
1063,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1064,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1065,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1066,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1067,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1068,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1069,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1070,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1071,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1072,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1073,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
1074,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1075,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1076,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1077,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1078,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1079,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1080,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1081,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1082,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1083,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
1084,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1085,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1086,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1087,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1088,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1089,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1090,Wetland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1091,Wetland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
1092,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
1093,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
1094,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
1095,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
1096,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
1097,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
1098,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1099,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1100,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
1101,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1102,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
1103,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
1104,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
1105,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
1106,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
1107,Wetland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1108,Wetland,NULL,Water,NULL,Water,NULL,NULL,Grassland
1109,Wetland,NULL,Water,NULL,Water,NULL,NULL,Wetland
1110,Wetland,NULL,Water,NULL,Water,NULL,NULL,Bareland
1111,Wetland,NULL,Water,NULL,Water,NULL,NULL,Water
1112,Wetland,NULL,Water,NULL,Water,NULL,NULL,Forest
1113,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
1114,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
1115,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Water
1116,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Forest
1117,Wetland,NULL,Water,Water,NULL,NULL,NULL,Water
1118,Wetland,NULL,Water,Water,Water,NULL,NULL,Grassland
1119,Wetland,NULL,Water,Water,Water,NULL,NULL,Cropland
1120,Wetland,NULL,Water,Water,Water,NULL,NULL,Wetland
1121,Wetland,NULL,Water,Water,Water,NULL,NULL,Bareland
1122,Wetland,NULL,Water,Water,Water,NULL,NULL,Water
1123,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1124,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1125,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1126,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1127,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1128,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1129,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
1130,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1131,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1132,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1133,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1134,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1135,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1136,Wetland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1137,Wetland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1138,Wetland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
1139,Wetland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1140,Wetland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1141,Wetland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1142,Wetland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1143,Wetland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1144,Wetland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1145,Wetland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1146,Wetland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1147,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1148,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1149,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1150,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1151,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1152,Wetland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1153,Wetland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
1154,Wetland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1155,Wetland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1156,Wetland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1157,Wetland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1158,Wetland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1159,Wetland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1160,Wetland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1161,Wetland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1162,Wetland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1163,Wetland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1164,Wetland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
1165,Wetland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1166,Wetland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1167,Wetland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1168,Wetland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1169,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1170,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1171,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1172,Wetland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1173,Wetland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
1174,Wetland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
1175,Wetland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1176,Wetland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Cropland
1177,Wetland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Wetland
1178,Wetland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Bareland
1179,Wetland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Water
1180,Wetland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
1181,Wetland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1182,Wetland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1183,Wetland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1184,Wetland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1185,Wetland,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
1186,Wetland,Cropland,Wetland,Water,Wetland,NULL,NULL,Cropland
1187,Wetland,Cropland,Wetland,Water,Wetland,NULL,NULL,Wetland
1188,Wetland,Cropland,Wetland,Water,Wetland,NULL,NULL,Bareland
1189,Wetland,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
1190,Wetland,Cropland,Wetland,Water,Wetland,NULL,NULL,Forest
1191,Wetland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1192,Wetland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Wetland
1193,Wetland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1194,Wetland,Cropland,Water,NULL,Water,NULL,NULL,Grassland
1195,Wetland,Cropland,Water,NULL,Water,NULL,NULL,Wetland
1196,Wetland,Cropland,Water,NULL,Water,NULL,NULL,Water
1197,Wetland,Cropland,Water,NULL,Water,NULL,NULL,Forest
1198,Wetland,Cropland,Water,Non_Water,Water,NULL,NULL,Grassland
1199,Wetland,Cropland,Water,Non_Water,Water,NULL,NULL,Wetland
1200,Wetland,Cropland,Water,Non_Water,Water,NULL,NULL,Water
1201,Wetland,Cropland,Water,Non_Water,Water,NULL,NULL,Forest
1202,Wetland,Cropland,Water,Water,Water,NULL,NULL,Grassland
1203,Wetland,Cropland,Water,Water,Water,NULL,NULL,Wetland
1204,Wetland,Cropland,Water,Water,Water,NULL,NULL,Water
1205,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1206,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1207,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1208,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1209,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1210,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Water
1211,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1212,Wetland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1213,Wetland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1214,Wetland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
1215,Wetland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1216,Wetland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1217,Wetland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1218,Wetland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1219,Wetland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Cropland
1220,Wetland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1221,Wetland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Water
1222,Wetland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1223,Wetland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
1224,Wetland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
1225,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1226,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1227,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1228,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1229,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1230,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1231,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1232,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1233,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1234,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1235,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1236,Wetland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1237,Wetland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1238,Wetland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1239,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1240,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1241,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1242,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1243,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1244,Wetland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1245,Wetland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1246,Wetland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
1247,Wetland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1248,Wetland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1249,Wetland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1250,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1251,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1252,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1253,Wetland,Wetland,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
1254,Wetland,Wetland,Cropland,Water,Non_Wetland,NULL,NULL,Water
1255,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,NULL
1256,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1257,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
1258,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Bareland
1259,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
1260,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
1261,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1262,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1263,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1264,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1265,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1266,Wetland,Wetland,Wetland,Water,NULL,NULL,NULL,Water
1267,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
1268,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
1269,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Bareland
1270,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
1271,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
1272,Wetland,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1273,Wetland,Wetland,Water,NULL,Water,NULL,NULL,Grassland
1274,Wetland,Wetland,Water,NULL,Water,NULL,NULL,Wetland
1275,Wetland,Wetland,Water,NULL,Water,NULL,NULL,Bareland
1276,Wetland,Wetland,Water,NULL,Water,NULL,NULL,Water
1277,Wetland,Wetland,Water,NULL,Water,NULL,NULL,Forest
1278,Wetland,Wetland,Water,Non_Water,Water,NULL,NULL,Grassland
1279,Wetland,Wetland,Water,Non_Water,Water,NULL,NULL,Wetland
1280,Wetland,Wetland,Water,Non_Water,Water,NULL,NULL,Bareland
1281,Wetland,Wetland,Water,Non_Water,Water,NULL,NULL,Water
1282,Wetland,Wetland,Water,Non_Water,Water,NULL,NULL,Forest
1283,Wetland,Wetland,Water,Water,NULL,NULL,NULL,Water
1284,Wetland,Wetland,Water,Water,Water,NULL,NULL,Grassland
1285,Wetland,Wetland,Water,Water,Water,NULL,NULL,Wetland
1286,Wetland,Wetland,Water,Water,Water,NULL,NULL,Bareland
1287,Wetland,Wetland,Water,Water,Water,NULL,NULL,Water
1288,Wetland,Wetland,Water,Water,Water,NULL,NULL,Forest
1289,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1290,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1291,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1292,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1293,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1294,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Water
1295,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1296,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1297,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1298,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1299,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1300,Wetland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1301,Wetland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1302,Wetland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Water
1303,Wetland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1304,Wetland,Bareland,Wetland,Water,Wetland,NULL,NULL,Wetland
1305,Wetland,Bareland,Water,Water,Water,NULL,NULL,Bareland
1306,Wetland,Bareland,Water,Water,Water,NULL,NULL,Water
1307,Wetland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1308,Wetland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1309,Wetland,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1310,Wetland,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1311,Wetland,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1312,Wetland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1313,Wetland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
1314,Wetland,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1315,Wetland,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1316,Wetland,Built-up,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
1317,Wetland,Built-up,Wetland,NULL,Wetland,NULL,NULL,Grassland
1318,Wetland,Built-up,Wetland,NULL,Wetland,NULL,NULL,Wetland
1319,Wetland,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
1320,Wetland,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1321,Wetland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1322,Wetland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Wetland
1323,Wetland,Built-up,Water,Non_Water,Water,NULL,NULL,Wetland
1324,Wetland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1325,Wetland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1326,Wetland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1327,Wetland,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1328,Wetland,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1329,Wetland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
1330,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1331,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1332,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1333,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1334,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1335,Wetland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1336,Wetland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1337,Wetland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1338,Wetland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1339,Wetland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1340,Wetland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
1341,Wetland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1342,Wetland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1343,Wetland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1344,Wetland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1345,Wetland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1346,Wetland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
1347,Wetland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1348,Wetland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1349,Wetland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1350,Wetland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1351,Wetland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1352,Wetland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
1353,Wetland,Water,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
1354,Wetland,Water,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
1355,Wetland,Water,Cropland,Water,Non_Wetland,NULL,NULL,Water
1356,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
1357,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
1358,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
1359,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
1360,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
1361,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1362,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
