Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21LUE_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LUE_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LUE_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LUE_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LUE_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LUE_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LUE_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21LUE_M_R
321,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
322,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,NULL
323,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
324,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Wetland
325,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
326,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
327,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
328,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
329,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Cropland
330,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Bareland
331,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
332,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
333,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
334,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Cropland
335,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Bareland
336,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
337,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,NULL
338,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
339,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
340,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Cropland
341,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Wetland
342,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Bareland
343,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
344,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
345,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
346,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Forest
347,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
348,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
349,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
350,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
351,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
352,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
353,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
354,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,NULL
355,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,NULL
356,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,NULL
357,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
358,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
359,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
360,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
361,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
362,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
363,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,NULL
364,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
365,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Cropland
366,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Water
367,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,NULL
368,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
369,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,NULL
370,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,NULL
371,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,NULL
372,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
373,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,NULL
374,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
375,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
376,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Cropland
377,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,NULL
378,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
379,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
380,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Grassland
381,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
382,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Wetland
383,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,NULL
384,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
385,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Wetland,Grassland
386,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,NULL
387,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
388,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Wetland
389,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
390,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
391,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Bareland,Grassland
392,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
393,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
394,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
395,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
396,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
397,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Shrubland,NULL
398,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Shrubland,Grassland
399,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Shrubland,Water
400,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Grassland
401,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
402,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Water,Grassland
403,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
404,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
405,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
406,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
407,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
408,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
409,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
410,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
411,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Cropland
412,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
413,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
414,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Cropland
415,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
416,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Cropland
417,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
418,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
419,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
420,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
421,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
422,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
423,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
424,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
425,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Bareland
426,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
427,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
428,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
429,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
430,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
431,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
432,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,NULL
433,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
434,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
435,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
436,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
437,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,NULL
438,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
439,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
440,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Built-up
441,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,NULL
442,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
443,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
444,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
445,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
446,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
447,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
448,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
449,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
450,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
451,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
452,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,NULL
453,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
454,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,NULL
455,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
456,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
457,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
458,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
459,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
460,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
461,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
462,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
463,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
464,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
465,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
466,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
467,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
468,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
469,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
470,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
471,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
472,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
473,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
474,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,NULL
475,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
476,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
477,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
478,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
479,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
480,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
481,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
482,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,NULL
483,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
484,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
485,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Bareland
486,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
487,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
488,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
489,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
490,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Bareland
491,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
492,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
493,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
494,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
495,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
496,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
497,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Bareland
498,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
499,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
500,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Bareland
501,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Built-up,Grassland
502,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Built-up,Cropland
503,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
504,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Bareland,Grassland
505,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
506,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
507,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
508,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
509,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
510,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
511,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
512,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
513,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
514,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
515,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
516,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
517,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
518,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
519,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
520,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
521,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
522,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
523,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,NULL
524,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
525,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
526,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
527,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
528,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
529,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
530,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
531,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,NULL
532,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
533,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Cropland
534,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
535,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,NULL
536,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
537,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Cropland
538,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
539,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
540,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
541,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
542,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
543,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
544,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
545,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
546,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Bareland,Cropland
547,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
548,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,NULL
549,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Grassland
550,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Cropland
551,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Bareland
552,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
553,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,NULL
554,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
555,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
556,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Bareland
557,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,NULL
558,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
559,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Cropland
560,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Bareland
561,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
562,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
563,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Forest
564,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
565,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
566,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
567,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
568,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Cropland
569,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
570,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
571,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
572,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Cropland
573,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
574,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Built-up,Grassland
575,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Forest,Grassland
576,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,NULL
577,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Grassland
578,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
579,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,NULL
580,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Water,NULL
581,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Water,Grassland
582,NULL,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,Grassland
583,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
584,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
585,NULL,NULL,Wetland,NULL,Wetland,Grassland,Water,Water
586,NULL,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,NULL
587,NULL,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,Grassland
588,NULL,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,Forest
589,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
590,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
591,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
592,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Water
593,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
594,NULL,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
595,NULL,NULL,Wetland,NULL,Wetland,Wetland,Water,Bareland
596,NULL,NULL,Wetland,NULL,Wetland,Wetland,Water,Water
597,NULL,NULL,Wetland,NULL,Wetland,Wetland,Water,Forest
598,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,NULL
599,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,Wetland
600,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
601,NULL,NULL,Wetland,NULL,Wetland,Bareland,Shrubland,Grassland
602,NULL,NULL,Wetland,NULL,Wetland,Water,Shrubland,Grassland
603,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,NULL
604,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
605,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
606,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
607,NULL,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
608,NULL,NULL,Wetland,NULL,Wetland,Water,Water,Bareland
609,NULL,NULL,Wetland,NULL,Wetland,Water,Water,Forest
610,NULL,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
611,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Grassland
612,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Water,Grassland
613,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Shrubland,NULL
614,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Water
615,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
616,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,NULL
617,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
618,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
619,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Water,NULL
620,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
621,NULL,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
622,NULL,NULL,Wetland,Water,Wetland,Shrubland,Shrubland,Grassland
623,NULL,NULL,Wetland,Water,Wetland,Shrubland,Water,Wetland
624,NULL,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
625,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
626,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,Water
627,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,NULL
628,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
629,NULL,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
630,NULL,NULL,Wetland,Water,Wetland,Water,Shrubland,Grassland
631,NULL,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
632,NULL,NULL,Wetland,Water,Wetland,Water,Water,Grassland
633,NULL,NULL,Wetland,Water,Wetland,Water,Water,Water
634,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
635,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,Grassland,Grassland
636,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,NULL,NULL
637,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,NULL,Grassland
638,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,NULL,Cropland
639,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,NULL,Bareland
640,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,NULL,Built-up
641,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,NULL
642,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
643,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Cropland
644,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Bareland
645,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Wetland,Grassland
646,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Bareland,Grassland
647,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Bareland,Cropland
648,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Bareland,Bareland
649,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Grassland,Cropland
