Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20NPH_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NPH_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NPH_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NPH_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NPH_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20NPH_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20NPH_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20NPH_M_R
322,NULL,NULL,Grassland,Water,Non_Wetland,NULL,Wetland,Forest
323,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
324,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Forest
325,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Wetland,NULL
326,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Wetland,Grassland
327,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Wetland,Wetland
328,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Wetland,Forest
329,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Water,Grassland
330,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Forest,Grassland
331,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Grassland,Grassland
332,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Grassland,Forest
333,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
334,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Wetland
335,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Forest
336,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Water,Grassland
337,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Water,Wetland
338,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Forest,Grassland
339,NULL,NULL,Grassland,Water,Non_Wetland,Water,Grassland,Grassland
340,NULL,NULL,Grassland,Water,Non_Wetland,Water,Wetland,Grassland
341,NULL,NULL,Grassland,Water,Non_Wetland,Water,Wetland,Wetland
342,NULL,NULL,Grassland,Water,Non_Wetland,Water,Wetland,Water
343,NULL,NULL,Grassland,Water,Non_Wetland,Water,Wetland,Forest
344,NULL,NULL,Grassland,Water,Non_Wetland,Water,Water,Grassland
345,NULL,NULL,Grassland,Water,Non_Wetland,Water,Water,Wetland
346,NULL,NULL,Grassland,Water,Non_Wetland,Water,Water,Water
347,NULL,NULL,Grassland,Water,Non_Wetland,Water,Forest,Grassland
348,NULL,NULL,Grassland,Water,Non_Wetland,Forest,Wetland,Grassland
349,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
350,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
351,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
352,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
353,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
354,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
355,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
356,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
357,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
358,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
359,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
360,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
361,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
362,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
363,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
364,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
365,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
366,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
367,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
368,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
369,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
370,NULL,NULL,Wetland,NULL,Wetland,NULL,Grassland,Forest
371,NULL,NULL,Wetland,NULL,Wetland,NULL,Wetland,NULL
372,NULL,NULL,Wetland,NULL,Wetland,NULL,Wetland,Grassland
373,NULL,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
374,NULL,NULL,Wetland,NULL,Wetland,NULL,Water,Forest
375,NULL,NULL,Wetland,NULL,Wetland,NULL,Forest,Grassland
376,NULL,NULL,Wetland,NULL,Wetland,NULL,Forest,Wetland
377,NULL,NULL,Wetland,NULL,Wetland,NULL,Forest,Forest
378,NULL,NULL,Wetland,NULL,Wetland,Grassland,NULL,NULL
379,NULL,NULL,Wetland,NULL,Wetland,Grassland,NULL,Grassland
380,NULL,NULL,Wetland,NULL,Wetland,Grassland,NULL,Forest
381,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,NULL
382,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
383,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
384,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Water
385,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
386,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,NULL
387,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
388,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
389,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
390,NULL,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
391,NULL,NULL,Wetland,NULL,Wetland,Grassland,Water,Forest
392,NULL,NULL,Wetland,NULL,Wetland,Grassland,Forest,NULL
393,NULL,NULL,Wetland,NULL,Wetland,Grassland,Forest,Grassland
394,NULL,NULL,Wetland,NULL,Wetland,Grassland,Forest,Wetland
395,NULL,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
396,NULL,NULL,Wetland,NULL,Wetland,Wetland,NULL,NULL
397,NULL,NULL,Wetland,NULL,Wetland,Wetland,NULL,Grassland
398,NULL,NULL,Wetland,NULL,Wetland,Wetland,NULL,Forest
399,NULL,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,Grassland
400,NULL,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,Wetland
401,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,NULL
402,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
403,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
404,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Built-up
405,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
406,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
407,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
408,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
409,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Built-up
410,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Water
411,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
412,NULL,NULL,Wetland,NULL,Wetland,Wetland,Water,NULL
413,NULL,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
414,NULL,NULL,Wetland,NULL,Wetland,Wetland,Water,Wetland
415,NULL,NULL,Wetland,NULL,Wetland,Wetland,Water,Water
416,NULL,NULL,Wetland,NULL,Wetland,Wetland,Water,Forest
417,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,NULL
418,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,Grassland
419,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,Wetland
420,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
421,NULL,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
422,NULL,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Forest
423,NULL,NULL,Wetland,NULL,Wetland,Bareland,Forest,Grassland
424,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,NULL
425,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
426,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,Wetland
427,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,Water
428,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,Forest
429,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,NULL
430,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
431,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
432,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Water
433,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
434,NULL,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
435,NULL,NULL,Wetland,NULL,Wetland,Water,Water,Wetland
436,NULL,NULL,Wetland,NULL,Wetland,Water,Water,Water
437,NULL,NULL,Wetland,NULL,Wetland,Water,Water,Forest
438,NULL,NULL,Wetland,NULL,Wetland,Water,Forest,Grassland
439,NULL,NULL,Wetland,NULL,Wetland,Water,Forest,Wetland
440,NULL,NULL,Wetland,NULL,Wetland,Water,Forest,Water
441,NULL,NULL,Wetland,NULL,Wetland,Water,Forest,Forest
442,NULL,NULL,Wetland,NULL,Wetland,Forest,NULL,Forest
443,NULL,NULL,Wetland,NULL,Wetland,Forest,Grassland,Grassland
444,NULL,NULL,Wetland,NULL,Wetland,Forest,Grassland,Forest
445,NULL,NULL,Wetland,NULL,Wetland,Forest,Wetland,Grassland
446,NULL,NULL,Wetland,NULL,Wetland,Forest,Wetland,Forest
447,NULL,NULL,Wetland,NULL,Wetland,Forest,Forest,Grassland
448,NULL,NULL,Wetland,NULL,Wetland,Forest,Forest,Wetland
449,NULL,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
450,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
451,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Wetland
452,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
453,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
454,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
455,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
456,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
457,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
458,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,NULL
459,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
460,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
461,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
462,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
463,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
464,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Forest,Grassland
465,NULL,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
466,NULL,NULL,Wetland,Non_Water,Wetland,Water,Bareland,Grassland
467,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
468,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
469,NULL,NULL,Wetland,Non_Water,Wetland,Water,Forest,Wetland
470,NULL,NULL,Wetland,Water,Wetland,NULL,Wetland,Grassland
471,NULL,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
472,NULL,NULL,Wetland,Water,Wetland,Grassland,Wetland,Wetland
473,NULL,NULL,Wetland,Water,Wetland,Grassland,Wetland,Forest
474,NULL,NULL,Wetland,Water,Wetland,Grassland,Forest,Grassland
475,NULL,NULL,Wetland,Water,Wetland,Wetland,Grassland,Grassland
476,NULL,NULL,Wetland,Water,Wetland,Wetland,Grassland,Water
477,NULL,NULL,Wetland,Water,Wetland,Wetland,Grassland,Forest
478,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
479,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
480,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Water
481,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Forest
482,NULL,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
483,NULL,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
484,NULL,NULL,Wetland,Water,Wetland,Wetland,Water,Water
485,NULL,NULL,Wetland,Water,Wetland,Wetland,Water,Forest
486,NULL,NULL,Wetland,Water,Wetland,Bareland,Wetland,Grassland
487,NULL,NULL,Wetland,Water,Wetland,Water,Grassland,Wetland
488,NULL,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
489,NULL,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
490,NULL,NULL,Wetland,Water,Wetland,Water,Wetland,Water
491,NULL,NULL,Wetland,Water,Wetland,Water,Wetland,Forest
492,NULL,NULL,Wetland,Water,Wetland,Water,Bareland,Grassland
493,NULL,NULL,Wetland,Water,Wetland,Water,Water,Grassland
494,NULL,NULL,Wetland,Water,Wetland,Water,Water,Wetland
495,NULL,NULL,Wetland,Water,Wetland,Water,Water,Bareland
496,NULL,NULL,Wetland,Water,Wetland,Water,Water,Water
497,NULL,NULL,Wetland,Water,Wetland,Water,Water,Forest
498,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
499,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
500,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
501,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
502,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Built-up
503,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
504,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
505,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
506,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
507,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
508,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Water,Grassland
509,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
510,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,NULL
511,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
512,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Built-up
513,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
514,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Bareland,Grassland
515,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
516,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
517,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
518,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
519,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
520,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
521,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
522,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Wetland,Grassland
523,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Wetland,Built-up
524,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
525,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
526,NULL,NULL,Built-up,NULL,Non_Wetland,Water,Wetland,Grassland
527,NULL,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
528,NULL,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
529,NULL,NULL,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
530,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
531,NULL,NULL,Built-up,Non_Water,Non_Wetland,Built-up,Wetland,Grassland
532,NULL,NULL,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
533,NULL,NULL,Built-up,Non_Water,Non_Wetland,Water,Wetland,Grassland
534,NULL,NULL,Built-up,Water,Non_Wetland,Grassland,Grassland,Grassland
535,NULL,NULL,Built-up,Water,Non_Wetland,Grassland,Wetland,Grassland
536,NULL,NULL,Built-up,Water,Non_Wetland,Grassland,Bareland,Grassland
537,NULL,NULL,Built-up,Water,Non_Wetland,Grassland,Water,Water
538,NULL,NULL,Built-up,Water,Non_Wetland,Wetland,Wetland,Grassland
539,NULL,NULL,Built-up,Water,Non_Wetland,Built-up,Wetland,Grassland
540,NULL,NULL,Built-up,Water,Non_Wetland,Built-up,Built-up,Grassland
541,NULL,NULL,Water,NULL,Water,NULL,Grassland,Forest
542,NULL,NULL,Water,NULL,Water,NULL,Wetland,Grassland
543,NULL,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
544,NULL,NULL,Water,NULL,Water,Grassland,Grassland,Water
545,NULL,NULL,Water,NULL,Water,Grassland,Grassland,Forest
546,NULL,NULL,Water,NULL,Water,Grassland,Wetland,Grassland
547,NULL,NULL,Water,NULL,Water,Grassland,Wetland,Water
548,NULL,NULL,Water,NULL,Water,Grassland,Wetland,Forest
549,NULL,NULL,Water,NULL,Water,Grassland,Bareland,Grassland
550,NULL,NULL,Water,NULL,Water,Grassland,Water,Grassland
551,NULL,NULL,Water,NULL,Water,Grassland,Water,Forest
552,NULL,NULL,Water,NULL,Water,Grassland,Forest,Grassland
553,NULL,NULL,Water,NULL,Water,Wetland,Grassland,Grassland
554,NULL,NULL,Water,NULL,Water,Wetland,Grassland,Water
555,NULL,NULL,Water,NULL,Water,Wetland,Grassland,Forest
556,NULL,NULL,Water,NULL,Water,Wetland,Wetland,Grassland
557,NULL,NULL,Water,NULL,Water,Wetland,Wetland,Wetland
558,NULL,NULL,Water,NULL,Water,Wetland,Wetland,Water
559,NULL,NULL,Water,NULL,Water,Wetland,Wetland,Forest
560,NULL,NULL,Water,NULL,Water,Wetland,Water,Grassland
561,NULL,NULL,Water,NULL,Water,Wetland,Water,Wetland
562,NULL,NULL,Water,NULL,Water,Wetland,Forest,Wetland
563,NULL,NULL,Water,NULL,Water,Wetland,Forest,Forest
564,NULL,NULL,Water,NULL,Water,Bareland,Grassland,Grassland
565,NULL,NULL,Water,NULL,Water,Water,Grassland,Wetland
566,NULL,NULL,Water,NULL,Water,Water,Grassland,Forest
567,NULL,NULL,Water,NULL,Water,Water,Wetland,Grassland
568,NULL,NULL,Water,NULL,Water,Water,Wetland,Wetland
569,NULL,NULL,Water,NULL,Water,Water,Wetland,Bareland
570,NULL,NULL,Water,NULL,Water,Water,Wetland,Water
571,NULL,NULL,Water,NULL,Water,Water,Wetland,Forest
572,NULL,NULL,Water,NULL,Water,Water,Water,Grassland
573,NULL,NULL,Water,NULL,Water,Water,Water,Wetland
574,NULL,NULL,Water,NULL,Water,Water,Water,Water
575,NULL,NULL,Water,NULL,Water,Water,Water,Forest
576,NULL,NULL,Water,NULL,Water,Water,Forest,Grassland
577,NULL,NULL,Water,NULL,Water,Water,Forest,Wetland
578,NULL,NULL,Water,NULL,Water,Water,Forest,Forest
579,NULL,NULL,Water,Non_Water,Water,Grassland,Wetland,Forest
580,NULL,NULL,Water,Non_Water,Water,Grassland,Forest,Grassland
581,NULL,NULL,Water,Non_Water,Water,Wetland,Wetland,Grassland
582,NULL,NULL,Water,Non_Water,Water,Wetland,Wetland,Wetland
583,NULL,NULL,Water,Non_Water,Water,Wetland,Water,Wetland
584,NULL,NULL,Water,Non_Water,Water,Water,Water,Wetland
585,NULL,NULL,Water,Water,Water,Grassland,Grassland,Grassland
586,NULL,NULL,Water,Water,Water,Grassland,Grassland,Forest
587,NULL,NULL,Water,Water,Water,Grassland,Wetland,Grassland
588,NULL,NULL,Water,Water,Water,Grassland,Wetland,Forest
589,NULL,NULL,Water,Water,Water,Grassland,Water,Grassland
590,NULL,NULL,Water,Water,Water,Grassland,Water,Water
591,NULL,NULL,Water,Water,Water,Grassland,Water,Forest
592,NULL,NULL,Water,Water,Water,Wetland,Wetland,Grassland
593,NULL,NULL,Water,Water,Water,Wetland,Wetland,Wetland
594,NULL,NULL,Water,Water,Water,Wetland,Wetland,Water
595,NULL,NULL,Water,Water,Water,Wetland,Wetland,Forest
596,NULL,NULL,Water,Water,Water,Wetland,Water,Grassland
597,NULL,NULL,Water,Water,Water,Wetland,Water,Wetland
598,NULL,NULL,Water,Water,Water,Wetland,Water,Water
599,NULL,NULL,Water,Water,Water,Wetland,Water,Forest
600,NULL,NULL,Water,Water,Water,Water,Grassland,Grassland
601,NULL,NULL,Water,Water,Water,Water,Grassland,Wetland
602,NULL,NULL,Water,Water,Water,Water,Wetland,Grassland
603,NULL,NULL,Water,Water,Water,Water,Wetland,Wetland
604,NULL,NULL,Water,Water,Water,Water,Wetland,Water
605,NULL,NULL,Water,Water,Water,Water,Wetland,Forest
606,NULL,NULL,Water,Water,Water,Water,Water,Grassland
607,NULL,NULL,Water,Water,Water,Water,Water,Wetland
608,NULL,NULL,Water,Water,Water,Water,Water,Water
609,NULL,NULL,Water,Water,Water,Water,Water,Forest
610,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
611,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
612,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
613,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
614,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Water
615,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
616,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
617,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
618,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Wetland
619,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
620,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Water,Forest
621,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,NULL
622,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
623,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
624,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
625,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
626,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
627,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
628,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
629,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
630,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
631,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
632,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
633,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
634,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
635,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
636,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
637,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
638,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Water
639,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
640,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
641,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
642,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
643,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
644,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,NULL
645,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
646,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
647,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
648,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
649,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Forest
650,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
651,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
652,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Wetland
653,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
654,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
655,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
656,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
657,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
658,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
659,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
660,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
661,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
662,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
663,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
664,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
665,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Built-up
666,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
667,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
668,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
669,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
670,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
671,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
672,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
673,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
674,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Forest
675,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
676,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
677,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Wetland
678,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
679,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
680,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
681,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
682,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
