Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21LWD_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LWD_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LWD_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LWD_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LWD_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LWD_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LWD_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21LWD_M_R
325,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
326,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
327,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
328,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
329,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
330,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Water
331,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
332,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
333,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
334,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
335,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
336,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
337,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
338,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
339,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
340,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
341,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
342,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Cropland
343,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
344,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Bareland
345,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
346,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
347,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
348,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Cropland
349,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
350,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
351,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
352,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
353,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
354,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Bareland
355,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
356,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
357,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,NULL
358,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
359,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Bareland
360,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
361,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
362,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
363,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
364,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Bareland
365,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
366,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
367,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
368,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
369,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
370,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,NULL
371,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
372,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
373,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
374,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
375,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
376,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
377,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Grassland
378,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Forest
379,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,NULL
380,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
381,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Cropland
382,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Forest
383,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
384,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
385,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
386,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Water
387,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
388,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
389,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
390,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Cropland
391,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
392,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
393,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
394,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
395,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
396,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
397,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
398,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
399,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
400,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
401,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Grassland
402,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
403,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Built-up
404,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
405,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
406,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
407,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
408,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
409,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
410,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
411,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
412,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Water
413,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
414,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
415,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
416,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
417,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Wetland
418,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
419,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
420,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Water
421,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
422,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
423,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
424,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
425,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Wetland
426,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
427,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
428,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
429,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
430,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
431,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
432,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Wetland
433,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
434,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Built-up
435,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
436,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
437,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
438,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
439,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
440,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
441,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
442,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,NULL
443,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
444,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Cropland
445,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
446,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
447,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
448,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
449,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
450,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
451,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Built-up
452,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
453,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
454,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
455,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
456,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Cropland
457,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
458,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
459,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Forest
460,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,NULL
461,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
462,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
463,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Forest
464,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,NULL
465,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
466,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Cropland
467,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Bareland
468,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
469,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
470,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
471,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Built-up
472,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
473,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
474,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
475,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
476,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
477,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
478,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,NULL
479,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
480,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Water
481,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Forest
482,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
483,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Cropland
484,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
485,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
486,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
487,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
488,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
489,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Water
490,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
491,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
492,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
493,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
494,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
495,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
496,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
497,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
498,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
499,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Bareland
500,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
501,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,NULL
502,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
503,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
504,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
505,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
506,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
507,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
508,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
509,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,NULL
510,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
511,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Forest
512,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,NULL
513,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
514,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
515,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Wetland
516,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Water
517,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Forest
518,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,NULL
519,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
520,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Cropland
521,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
522,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
523,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Water
524,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Wetland
525,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Forest
526,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
527,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
528,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
529,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
530,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
531,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
532,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Bareland
533,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Water
534,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
535,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
536,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
537,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
538,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Bareland
539,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Water
540,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
541,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,NULL
542,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
543,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Wetland
544,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Forest
545,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Bareland,Grassland
546,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Built-up,Grassland
547,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Built-up,Water
548,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Built-up,Forest
549,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
550,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Water
551,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,Grassland
552,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,Cropland
553,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,Forest
554,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,NULL
555,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
556,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Forest
557,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
558,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
559,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Cropland
560,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Water
561,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Forest
562,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
563,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
564,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
565,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
566,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Bareland
567,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Water
568,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
569,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,NULL
570,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
571,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
572,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
573,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,NULL
574,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Built-up,Grassland
575,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,NULL
576,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
577,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Forest
578,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
579,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Cropland
580,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Forest
581,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,Grassland,Grassland
582,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,NULL
583,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Grassland
584,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Water
585,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,NULL
586,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
587,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,NULL
588,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
589,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
590,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
591,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
592,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Wetland
593,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
594,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Bareland
595,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,NULL
596,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
597,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Water
598,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Forest
599,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,NULL
600,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
601,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Cropland
602,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
603,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Built-up
604,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Water
605,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Forest
606,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,NULL
607,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
608,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,NULL
609,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
610,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
611,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Built-up,NULL
612,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Built-up,Grassland
613,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Built-up,Forest
614,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
615,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Bareland
616,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Water
617,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Forest
618,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Built-up,Shrubland,Forest
619,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Built-up,Grassland,NULL
620,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
621,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Grassland
622,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Water
623,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
624,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Cropland
625,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
626,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Forest,NULL
627,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Forest,Grassland
628,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Shrubland,Forest
629,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Shrubland,Grassland
630,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Grassland
631,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Grassland
632,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,NULL,Grassland
633,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,NULL,Water
634,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
635,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Water
636,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Forest
637,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Grassland
638,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Water
639,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Forest
640,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Water,Grassland
641,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Water,Wetland
642,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Water,Water
643,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Shrubland,Grassland
