Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22MDT_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MDT_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MDT_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MDT_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MDT_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MDT_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MDT_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22MDT_M_R
9801,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
9802,Forest,Forest,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
9803,Forest,Forest,NULL,NULL,Non_Wetland,Water,Grassland,Forest
9804,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Water
9805,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Forest
9806,Forest,Forest,NULL,NULL,Non_Wetland,Water,Bareland,Bareland
9807,Forest,Forest,NULL,NULL,Non_Wetland,Water,Bareland,Water
9808,Forest,Forest,NULL,NULL,Non_Wetland,Water,Bareland,Forest
9809,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Forest
9810,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Forest
9811,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
9812,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Forest
9813,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
9814,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
9815,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,NULL
9816,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
9817,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
9818,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
9819,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Bareland,Grassland
9820,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
9821,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Built-up,Forest
9822,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Water,Forest
9823,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,NULL
9824,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
9825,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
9826,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Grassland,Forest
9827,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
9828,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Bareland,Forest
9829,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Bareland,Forest
9830,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
9831,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
9832,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
9833,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
9834,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
9835,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Bareland,Water
9836,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Bareland,Forest
9837,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Forest,NULL
9838,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Forest
9839,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Forest
9840,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
9841,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
9842,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Forest
9843,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Water,Forest
9844,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Forest,Forest
9845,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
9846,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Bareland,Forest
9847,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Water,Water
9848,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Grassland,Forest
9849,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Bareland,Forest
9850,Forest,Forest,NULL,Water,Non_Wetland,NULL,Wetland,Forest
9851,Forest,Forest,NULL,Water,Non_Wetland,NULL,Bareland,Forest
9852,Forest,Forest,NULL,Water,Non_Wetland,NULL,Water,Forest
9853,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
9854,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Wetland,Forest
9855,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Bareland,Forest
9856,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Water,Water
9857,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Water,Forest
9858,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Grassland,Forest
9859,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Grassland,Forest
9860,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Wetland,Forest
9861,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Bareland,Grassland
9862,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Bareland,Bareland
9863,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Bareland,Water
9864,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Bareland,Forest
9865,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Water,Grassland
9866,Forest,Forest,NULL,Water,Non_Wetland,Water,Water,Water
9867,Forest,Forest,NULL,Water,Non_Wetland,Water,Water,Forest
9868,Forest,Forest,NULL,Water,Non_Wetland,Forest,Wetland,Forest
9869,Forest,Forest,NULL,Water,Non_Wetland,Forest,Bareland,Forest
9870,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
9871,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
9872,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
9873,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
9874,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
9875,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
9876,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
9877,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
9878,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
9879,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
9880,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
9881,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
9882,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
9883,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
9884,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
9885,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
9886,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
9887,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
9888,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
9889,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
9890,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
9891,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
9892,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
9893,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
9894,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
9895,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
9896,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
9897,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Forest
9898,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
9899,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
9900,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
9901,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
9902,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
9903,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
9904,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
9905,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
9906,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
9907,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
9908,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
9909,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
9910,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
9911,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
9912,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Water
9913,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
9914,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
9915,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
9916,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
9917,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
9918,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
9919,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
9920,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
9921,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Water,Bareland
9922,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
9923,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
9924,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
9925,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
9926,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
9927,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
9928,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
9929,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
9930,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
9931,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
9932,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
9933,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
9934,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
9935,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
9936,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
9937,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Forest
9938,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
9939,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
9940,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
9941,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
9942,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
9943,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
9944,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
9945,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
9946,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
9947,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
9948,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
9949,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
9950,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
9951,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
9952,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
9953,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
9954,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
9955,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
9956,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
9957,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
9958,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
9959,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
9960,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
9961,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
9962,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
9963,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
9964,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
9965,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
9966,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
9967,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
9968,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
9969,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Built-up
9970,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Forest
9971,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
9972,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
9973,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
9974,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
9975,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Forest,Built-up
9976,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Forest,Forest
9977,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Shrubland,Forest
9978,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
9979,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
9980,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Bareland
9981,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
9982,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Bareland,Bareland
9983,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Bareland,Forest
9984,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Water,Forest
9985,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
9986,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
9987,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
9988,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
9989,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
9990,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
9991,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
9992,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Grassland
9993,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
9994,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Bareland,NULL
9995,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Bareland,Grassland
9996,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Bareland,Bareland
9997,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
9998,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Built-up,Forest
9999,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
10000,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
10001,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
10002,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
10003,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
10004,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Forest
10005,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Bareland,Grassland
10006,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
10007,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
10008,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
10009,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
10010,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Forest
10011,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
10012,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Forest
10013,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Bareland,Forest
10014,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Grassland
10015,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
10016,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Forest
10017,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
10018,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
10019,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
10020,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
10021,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
10022,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Forest
10023,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Grassland,Forest
10024,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Bareland,Forest
10025,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Forest
10026,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Wetland,Forest
10027,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Bareland,Forest
10028,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
10029,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Grassland,Forest
10030,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
10031,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Wetland,Forest
10032,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Bareland,Forest
10033,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Water,Forest
10034,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
10035,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland,Bareland,Bareland
10036,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland,Bareland,Water
10037,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland,Bareland,Forest
10038,Forest,Forest,Shrubland,Water,Non_Wetland,Water,Bareland,Water
10039,Forest,Forest,Shrubland,Water,Non_Wetland,Forest,Wetland,Forest
10040,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Shrubland,NULL
10041,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
10042,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
10043,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
10044,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
10045,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
10046,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,NULL
10047,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
10048,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
10049,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Bareland,NULL
10050,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Bareland,Grassland
10051,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Bareland,Forest
10052,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Built-up,Grassland
10053,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Built-up,Forest
10054,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Water,Water
10055,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Water,Forest
10056,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,NULL
10057,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
10058,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
10059,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
10060,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
10061,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
10062,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
10063,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
10064,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
10065,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Wetland,NULL
10066,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
10067,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Wetland,Forest
10068,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Bareland,NULL
10069,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
10070,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Bareland,Built-up
10071,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Bareland,Forest
10072,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Built-up,Forest
10073,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Forest,NULL
10074,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
10075,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
10076,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
10077,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
10078,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
10079,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
10080,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
10081,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
10082,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
10083,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
10084,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
10085,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
10086,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
10087,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
10088,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Water
10089,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
10090,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,NULL
10091,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
10092,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Bareland
10093,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Built-up
10094,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
10095,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
10096,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
10097,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
10098,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
10099,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
10100,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
10101,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Bareland
10102,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
10103,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Shrubland,NULL
10104,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
10105,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Forest
10106,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,NULL
10107,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
10108,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
10109,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
10110,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
10111,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
10112,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Bareland,NULL
10113,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Bareland,Grassland
10114,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Bareland,Forest
10115,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
10116,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
10117,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
10118,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Shrubland,NULL
10119,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
10120,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Forest
10121,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,NULL
10122,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
10123,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
