Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24KTB_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24KTB_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24KTB_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24KTB_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24KTB_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24KTB_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24KTB_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24KTB_M_R
10077,Forest,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Wetland
10078,Forest,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Water
10079,Forest,NULL,Wetland,NULL,Wetland,Bareland,Water,Grassland
10080,Forest,NULL,Wetland,NULL,Wetland,Bareland,Water,Wetland
10081,Forest,NULL,Wetland,NULL,Wetland,Bareland,Water,Bareland
10082,Forest,NULL,Wetland,NULL,Wetland,Bareland,Water,Water
10083,Forest,NULL,Wetland,NULL,Wetland,Bareland,Water,Forest
10084,Forest,NULL,Wetland,NULL,Wetland,Built-up,Built-up,Grassland
10085,Forest,NULL,Wetland,NULL,Wetland,Built-up,Water,Grassland
10086,Forest,NULL,Wetland,NULL,Wetland,Water,NULL,Water
10087,Forest,NULL,Wetland,NULL,Wetland,Water,NULL,Forest
10088,Forest,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
10089,Forest,NULL,Wetland,NULL,Wetland,Water,Grassland,Water
10090,Forest,NULL,Wetland,NULL,Wetland,Water,Grassland,Forest
10091,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
10092,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Water
10093,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
10094,Forest,NULL,Wetland,NULL,Wetland,Water,Built-up,Water
10095,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Wetland
10096,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Water
10097,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Forest
10098,Forest,NULL,Wetland,NULL,Wetland,Water,Forest,Water
10099,Forest,NULL,Wetland,NULL,Wetland,Water,Forest,Forest
10100,Forest,NULL,Wetland,NULL,Wetland,Forest,NULL,Grassland
10101,Forest,NULL,Wetland,NULL,Wetland,Forest,NULL,Wetland
10102,Forest,NULL,Wetland,NULL,Wetland,Forest,NULL,Forest
10103,Forest,NULL,Wetland,NULL,Wetland,Forest,Grassland,Grassland
10104,Forest,NULL,Wetland,NULL,Wetland,Forest,Grassland,Forest
10105,Forest,NULL,Wetland,NULL,Wetland,Forest,Wetland,Wetland
10106,Forest,NULL,Wetland,NULL,Wetland,Forest,Wetland,Forest
10107,Forest,NULL,Wetland,NULL,Wetland,Forest,Water,Forest
10108,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,Wetland
10109,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
10110,Forest,NULL,Wetland,Non_Water,NULL,NULL,NULL,Wetland
10111,Forest,NULL,Wetland,Non_Water,NULL,NULL,Wetland,Wetland
10112,Forest,NULL,Wetland,Non_Water,NULL,NULL,Water,Wetland
10113,Forest,NULL,Wetland,Non_Water,NULL,NULL,Water,Water
10114,Forest,NULL,Wetland,Non_Water,NULL,Wetland,NULL,Wetland
10115,Forest,NULL,Wetland,Non_Water,NULL,Wetland,Wetland,Wetland
10116,Forest,NULL,Wetland,Non_Water,NULL,Wetland,Water,Wetland
10117,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
10118,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
10119,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
10120,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
10121,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
10122,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
10123,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Grassland
10124,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Cropland
10125,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Wetland
10126,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Forest
10127,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
10128,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Cropland
10129,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Wetland
10130,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Water
10131,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
10132,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Bareland,Grassland
10133,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Bareland,Wetland
10134,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Bareland,Forest
10135,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Built-up,Grassland
10136,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Built-up,Cropland
10137,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Built-up,Wetland
10138,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Built-up,Forest
10139,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Water,Grassland
10140,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Water,Cropland
10141,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Water,Wetland
10142,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Water,Bareland
10143,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Water,Water
10144,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Water,Forest
10145,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Forest,Forest
10146,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
10147,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Cropland
10148,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Wetland
10149,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Forest
10150,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
10151,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Wetland
10152,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
10153,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
10154,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Cropland
10155,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
10156,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
10157,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
10158,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Forest
10159,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Grassland
10160,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Wetland
10161,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Bareland
10162,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Water
10163,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Forest
10164,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
10165,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
10166,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
10167,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
10168,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Built-up,Wetland
10169,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Built-up,Forest
10170,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
10171,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
10172,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Water
10173,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Forest
10174,Forest,NULL,Wetland,Non_Water,Wetland,Bareland,NULL,Grassland
10175,Forest,NULL,Wetland,Non_Water,Wetland,Bareland,NULL,Cropland
10176,Forest,NULL,Wetland,Non_Water,Wetland,Bareland,NULL,Water
10177,Forest,NULL,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
10178,Forest,NULL,Wetland,Non_Water,Wetland,Bareland,Wetland,Bareland
10179,Forest,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Wetland
10180,Forest,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
10181,Forest,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Water
10182,Forest,NULL,Wetland,Non_Water,Wetland,Built-up,Built-up,Grassland
10183,Forest,NULL,Wetland,Non_Water,Wetland,Built-up,Water,Bareland
10184,Forest,NULL,Wetland,Non_Water,Wetland,Water,NULL,Water
10185,Forest,NULL,Wetland,Non_Water,Wetland,Water,NULL,Forest
10186,Forest,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
10187,Forest,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
10188,Forest,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Water
10189,Forest,NULL,Wetland,Non_Water,Wetland,Water,Built-up,Wetland
10190,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
10191,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Cropland
10192,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
10193,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
10194,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Forest
10195,Forest,NULL,Wetland,Non_Water,Wetland,Water,Forest,Forest
10196,Forest,NULL,Wetland,Non_Water,Wetland,Forest,NULL,Forest
10197,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Wetland,Wetland
10198,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
10199,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Water,Water
10200,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Water,Forest
10201,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Forest,Forest
10202,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
10203,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
10204,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
10205,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
10206,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Water
10207,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
10208,Forest,NULL,Wetland,Water,Wetland,NULL,Grassland,Grassland
10209,Forest,NULL,Wetland,Water,Wetland,NULL,Grassland,Cropland
10210,Forest,NULL,Wetland,Water,Wetland,NULL,Grassland,Wetland
10211,Forest,NULL,Wetland,Water,Wetland,NULL,Grassland,Forest
10212,Forest,NULL,Wetland,Water,Wetland,NULL,Wetland,Grassland
10213,Forest,NULL,Wetland,Water,Wetland,NULL,Wetland,Cropland
10214,Forest,NULL,Wetland,Water,Wetland,NULL,Wetland,Wetland
10215,Forest,NULL,Wetland,Water,Wetland,NULL,Wetland,Water
10216,Forest,NULL,Wetland,Water,Wetland,NULL,Wetland,Forest
10217,Forest,NULL,Wetland,Water,Wetland,NULL,Bareland,Grassland
10218,Forest,NULL,Wetland,Water,Wetland,NULL,Built-up,Grassland
10219,Forest,NULL,Wetland,Water,Wetland,NULL,Built-up,Cropland
10220,Forest,NULL,Wetland,Water,Wetland,NULL,Built-up,Wetland
10221,Forest,NULL,Wetland,Water,Wetland,NULL,Built-up,Water
10222,Forest,NULL,Wetland,Water,Wetland,NULL,Built-up,Forest
10223,Forest,NULL,Wetland,Water,Wetland,NULL,Water,Grassland
10224,Forest,NULL,Wetland,Water,Wetland,NULL,Water,Cropland
10225,Forest,NULL,Wetland,Water,Wetland,NULL,Water,Wetland
10226,Forest,NULL,Wetland,Water,Wetland,NULL,Water,Water
10227,Forest,NULL,Wetland,Water,Wetland,NULL,Water,Forest
10228,Forest,NULL,Wetland,Water,Wetland,Grassland,NULL,Grassland
10229,Forest,NULL,Wetland,Water,Wetland,Grassland,NULL,Wetland
10230,Forest,NULL,Wetland,Water,Wetland,Grassland,NULL,Forest
10231,Forest,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
10232,Forest,NULL,Wetland,Water,Wetland,Grassland,Grassland,Cropland
10233,Forest,NULL,Wetland,Water,Wetland,Grassland,Grassland,Wetland
10234,Forest,NULL,Wetland,Water,Wetland,Grassland,Grassland,Forest
10235,Forest,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
10236,Forest,NULL,Wetland,Water,Wetland,Grassland,Wetland,Wetland
10237,Forest,NULL,Wetland,Water,Wetland,Grassland,Wetland,Water
10238,Forest,NULL,Wetland,Water,Wetland,Grassland,Wetland,Forest
10239,Forest,NULL,Wetland,Water,Wetland,Grassland,Built-up,Cropland
10240,Forest,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
10241,Forest,NULL,Wetland,Water,Wetland,Grassland,Water,Cropland
10242,Forest,NULL,Wetland,Water,Wetland,Grassland,Water,Forest
10243,Forest,NULL,Wetland,Water,Wetland,Wetland,NULL,Wetland
10244,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
10245,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Water
10246,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Forest
10247,Forest,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
10248,Forest,NULL,Wetland,Water,Wetland,Wetland,Water,Water
10249,Forest,NULL,Wetland,Water,Wetland,Wetland,Water,Forest
10250,Forest,NULL,Wetland,Water,Wetland,Bareland,Water,Grassland
10251,Forest,NULL,Wetland,Water,Wetland,Bareland,Water,Cropland
10252,Forest,NULL,Wetland,Water,Wetland,Bareland,Water,Bareland
10253,Forest,NULL,Wetland,Water,Wetland,Bareland,Water,Water
10254,Forest,NULL,Wetland,Water,Wetland,Bareland,Water,Forest
10255,Forest,NULL,Wetland,Water,Wetland,Built-up,Built-up,Cropland
10256,Forest,NULL,Wetland,Water,Wetland,Built-up,Built-up,Forest
10257,Forest,NULL,Wetland,Water,Wetland,Built-up,Water,Water
10258,Forest,NULL,Wetland,Water,Wetland,Water,NULL,Water
10259,Forest,NULL,Wetland,Water,Wetland,Water,NULL,Forest
10260,Forest,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
10261,Forest,NULL,Wetland,Water,Wetland,Water,Wetland,Water
10262,Forest,NULL,Wetland,Water,Wetland,Water,Water,Grassland
10263,Forest,NULL,Wetland,Water,Wetland,Water,Water,Wetland
10264,Forest,NULL,Wetland,Water,Wetland,Water,Water,Bareland
10265,Forest,NULL,Wetland,Water,Wetland,Water,Water,Water
10266,Forest,NULL,Wetland,Water,Wetland,Water,Water,Forest
10267,Forest,NULL,Wetland,Water,Wetland,Forest,NULL,Forest
10268,Forest,NULL,Wetland,Water,Wetland,Forest,Wetland,Wetland
10269,Forest,NULL,Wetland,Water,Wetland,Forest,Wetland,Forest
10270,Forest,NULL,Wetland,Water,Wetland,Forest,Water,Water
10271,Forest,NULL,Wetland,Water,Wetland,Forest,Water,Forest
10272,Forest,NULL,Wetland,Water,Wetland,Forest,Forest,Forest
10273,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
10274,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
10275,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
10276,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
10277,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
10278,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Grassland
10279,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Wetland
10280,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Forest
10281,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland,Grassland
10282,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland,Wetland
10283,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
10284,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Built-up,Forest
10285,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Water,Grassland
10286,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Water,Cropland
10287,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Water,Wetland
10288,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Water,Bareland
10289,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Water,Water
10290,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Water,Forest
10291,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,Grassland
10292,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,Wetland
10293,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,Water
10294,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,Forest
10295,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
10296,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Bareland
10297,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
10298,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
10299,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Wetland
10300,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
10301,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Water,Grassland
10302,Forest,NULL,Bareland,NULL,Non_Wetland,Cropland,NULL,Cropland
10303,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,NULL,Forest
10304,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
10305,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
10306,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
10307,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Built-up,Wetland
10308,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Built-up,Forest
10309,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,Wetland
10310,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
10311,Forest,NULL,Bareland,NULL,Non_Wetland,Water,NULL,Bareland
10312,Forest,NULL,Bareland,NULL,Non_Wetland,Water,NULL,Water
10313,Forest,NULL,Bareland,NULL,Non_Wetland,Water,NULL,Forest
10314,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Grassland
10315,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Water,Water
10316,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Water,Forest
10317,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,NULL,Grassland
10318,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,NULL,Forest
10319,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
10320,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Water,Forest
10321,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
10322,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
10323,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
10324,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
10325,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
10326,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Wetland
10327,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Water
10328,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Forest
10329,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,Water,Grassland
10330,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,Water,Wetland
10331,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,Water,Water
10332,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,Water,Forest
10333,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,Forest,Water
10334,Forest,NULL,Bareland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
10335,Forest,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
10336,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
10337,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
10338,Forest,NULL,Bareland,Non_Water,Non_Wetland,Bareland,NULL,Bareland
10339,Forest,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
10340,Forest,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Water,Bareland
10341,Forest,NULL,Bareland,Non_Water,Non_Wetland,Water,NULL,Wetland
10342,Forest,NULL,Bareland,Non_Water,Non_Wetland,Water,NULL,Water
10343,Forest,NULL,Bareland,Non_Water,Non_Wetland,Water,NULL,Forest
10344,Forest,NULL,Bareland,Non_Water,Non_Wetland,Water,Water,Water
10345,Forest,NULL,Bareland,Non_Water,Non_Wetland,Forest,NULL,Forest
10346,Forest,NULL,Bareland,Non_Water,Non_Wetland,Forest,Wetland,Forest
10347,Forest,NULL,Bareland,Non_Water,Non_Wetland,Forest,Water,Water
10348,Forest,NULL,Bareland,Non_Water,Non_Wetland,Forest,Water,Forest
10349,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
10350,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
10351,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Forest
10352,Forest,NULL,Bareland,Water,Non_Wetland,NULL,Grassland,Forest
10353,Forest,NULL,Bareland,Water,Non_Wetland,NULL,Wetland,Cropland
10354,Forest,NULL,Bareland,Water,Non_Wetland,NULL,Wetland,Wetland
10355,Forest,NULL,Bareland,Water,Non_Wetland,NULL,Wetland,Water
10356,Forest,NULL,Bareland,Water,Non_Wetland,NULL,Wetland,Forest
10357,Forest,NULL,Bareland,Water,Non_Wetland,NULL,Bareland,Wetland
10358,Forest,NULL,Bareland,Water,Non_Wetland,NULL,Water,Grassland
10359,Forest,NULL,Bareland,Water,Non_Wetland,NULL,Water,Bareland
10360,Forest,NULL,Bareland,Water,Non_Wetland,NULL,Water,Water
10361,Forest,NULL,Bareland,Water,Non_Wetland,NULL,Water,Forest
10362,Forest,NULL,Bareland,Water,Non_Wetland,Grassland,NULL,Water
10363,Forest,NULL,Bareland,Water,Non_Wetland,Grassland,Water,Grassland
10364,Forest,NULL,Bareland,Water,Non_Wetland,Grassland,Water,Forest
10365,Forest,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Wetland
10366,Forest,NULL,Bareland,Water,Non_Wetland,Wetland,Forest,Water
10367,Forest,NULL,Bareland,Water,Non_Wetland,Built-up,Grassland,Forest
10368,Forest,NULL,Bareland,Water,Non_Wetland,Water,Water,Water
10369,Forest,NULL,Bareland,Water,Non_Wetland,Water,Water,Forest
10370,Forest,NULL,Bareland,Water,Non_Wetland,Forest,Water,Forest
10371,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
10372,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
10373,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Wetland
10374,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
10375,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
10376,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Water
10377,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
10378,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
10379,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Cropland
10380,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Wetland
10381,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Bareland
10382,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Built-up
10383,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Water
10384,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
10385,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Wetland,Grassland
10386,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Wetland,Cropland
10387,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Wetland,Wetland
10388,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Wetland,Built-up
10389,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Wetland,Water
10390,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Wetland,Forest
10391,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
10392,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Wetland
10393,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Bareland
10394,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Built-up
10395,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Forest
10396,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
10397,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Cropland
10398,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Wetland
10399,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Bareland
10400,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Built-up
10401,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Water
10402,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Forest
10403,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Water,Grassland
10404,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Water,Cropland
10405,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Water,Wetland
10406,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Water,Built-up
10407,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Water,Water
10408,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Water,Forest
10409,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Forest,Grassland
10410,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Forest,Built-up
10411,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Forest,Forest
10412,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
10413,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
10414,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Wetland
10415,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Bareland
10416,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
10417,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
10418,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
10419,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
10420,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Wetland
10421,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
10422,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
