Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20NQF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NQF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NQF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NQF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NQF_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20NQF_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20NQF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20NQF_M_R
3871,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
3872,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
3873,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,Grassland
3874,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,Wetland
3875,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,Forest
3876,Forest,Wetland,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
3877,Forest,Wetland,Wetland,NULL,Wetland,Bareland,Wetland,Forest
3878,Forest,Wetland,Wetland,NULL,Wetland,Water,NULL,Wetland
3879,Forest,Wetland,Wetland,NULL,Wetland,Water,NULL,Forest
3880,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,NULL
3881,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Grassland
3882,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Wetland
3883,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Water
3884,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Forest
3885,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Grassland
3886,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Wetland
3887,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Water
3888,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Forest
3889,Forest,Wetland,Wetland,NULL,Wetland,Forest,Wetland,Forest
3890,Forest,Wetland,Wetland,NULL,Wetland,Forest,Water,Forest
3891,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
3892,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
3893,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
3894,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
3895,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
3896,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
3897,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Forest
3898,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
3899,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
3900,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Forest
3901,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Grassland
3902,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Wetland
3903,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Water
3904,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Forest
3905,Forest,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Grassland
3906,Forest,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
3907,Forest,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
3908,Forest,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Forest
3909,Forest,Wetland,Wetland,Water,Wetland,Wetland,Water,Wetland
3910,Forest,Wetland,Wetland,Water,Wetland,Wetland,Water,Forest
3911,Forest,Wetland,Wetland,Water,Wetland,Water,Wetland,Grassland
3912,Forest,Wetland,Wetland,Water,Wetland,Water,Wetland,Wetland
3913,Forest,Wetland,Wetland,Water,Wetland,Water,Wetland,Water
3914,Forest,Wetland,Wetland,Water,Wetland,Water,Wetland,Forest
3915,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Grassland
3916,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
3917,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Water
3918,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Forest
3919,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
3920,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
3921,Forest,Wetland,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
3922,Forest,Wetland,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
3923,Forest,Wetland,Built-up,NULL,Non_Wetland,Water,Wetland,Forest
3924,Forest,Wetland,Water,NULL,Water,Wetland,Wetland,Grassland
3925,Forest,Wetland,Water,NULL,Water,Wetland,Wetland,Wetland
3926,Forest,Wetland,Water,NULL,Water,Wetland,Wetland,Forest
3927,Forest,Wetland,Water,NULL,Water,Wetland,Water,Wetland
3928,Forest,Wetland,Water,NULL,Water,Water,Wetland,Grassland
3929,Forest,Wetland,Water,NULL,Water,Water,Wetland,Wetland
3930,Forest,Wetland,Water,NULL,Water,Water,Wetland,Forest
3931,Forest,Wetland,Water,NULL,Water,Water,Water,Grassland
3932,Forest,Wetland,Water,NULL,Water,Water,Water,Wetland
3933,Forest,Wetland,Water,NULL,Water,Water,Water,Forest
3934,Forest,Wetland,Water,Non_Water,Water,Wetland,Wetland,Wetland
3935,Forest,Wetland,Water,Non_Water,Water,Water,Wetland,Wetland
3936,Forest,Wetland,Water,Non_Water,Water,Water,Water,Grassland
3937,Forest,Wetland,Water,Non_Water,Water,Water,Water,Wetland
3938,Forest,Wetland,Water,Water,Water,Wetland,Wetland,Grassland
3939,Forest,Wetland,Water,Water,Water,Wetland,Wetland,Wetland
3940,Forest,Wetland,Water,Water,Water,Wetland,Wetland,Forest
3941,Forest,Wetland,Water,Water,Water,Wetland,Water,Wetland
3942,Forest,Wetland,Water,Water,Water,Wetland,Water,Forest
3943,Forest,Wetland,Water,Water,Water,Water,Wetland,Grassland
3944,Forest,Wetland,Water,Water,Water,Water,Wetland,Wetland
3945,Forest,Wetland,Water,Water,Water,Water,Wetland,Forest
3946,Forest,Wetland,Water,Water,Water,Water,Water,Grassland
3947,Forest,Wetland,Water,Water,Water,Water,Water,Wetland
3948,Forest,Wetland,Water,Water,Water,Water,Water,Water
3949,Forest,Wetland,Water,Water,Water,Water,Water,Forest
3950,Forest,Wetland,Water,Water,Water,Forest,Wetland,Forest
3951,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
3952,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Water,Forest
3953,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
3954,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
3955,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
3956,Forest,Wetland,Forest,NULL,Non_Wetland,Cropland,Wetland,Forest
3957,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
3958,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
3959,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
3960,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
3961,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
3962,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Forest
3963,Forest,Wetland,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
3964,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
3965,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Forest
3966,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Water,Forest
3967,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
3968,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Water,Forest
3969,Forest,Wetland,Forest,Non_Water,Non_Wetland,Cropland,Wetland,Forest
3970,Forest,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
3971,Forest,Wetland,Forest,Water,Non_Wetland,Water,Wetland,Forest
3972,Forest,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
3973,Forest,Bareland,Water,Water,Water,Bareland,Wetland,Water
3974,Forest,Bareland,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
3975,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
3976,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
3977,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
3978,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
3979,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
3980,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
3981,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
3982,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
3983,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
3984,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
3985,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
3986,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
3987,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
3988,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
3989,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
3990,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
3991,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
3992,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
3993,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
3994,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
3995,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
3996,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3997,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
3998,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
3999,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
4000,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
4001,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
4002,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
4003,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
4004,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
4005,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
4006,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
4007,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
4008,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
4009,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Built-up
4010,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
4011,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
4012,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Built-up
4013,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
4014,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
4015,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
4016,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
4017,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
4018,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Built-up
4019,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
4020,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
4021,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
4022,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
4023,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4024,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
4025,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
4026,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
4027,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Built-up
4028,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
4029,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
4030,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
4031,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
4032,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
4033,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
4034,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
4035,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
4036,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
4037,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
4038,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
4039,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
4040,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Forest
4041,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
4042,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
4043,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
4044,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
4045,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
4046,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
4047,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
4048,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
4049,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4050,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
4051,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
4052,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
4053,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
4054,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
4055,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
4056,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
4057,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
4058,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
4059,Forest,Built-up,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
4060,Forest,Built-up,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
4061,Forest,Built-up,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
4062,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
4063,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4064,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
4065,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
4066,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
4067,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
4068,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
4069,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Bareland,Forest
4070,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
4071,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Forest,Forest
4072,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
4073,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,Bareland,Forest
4074,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
4075,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
4076,Forest,Built-up,Wetland,NULL,Wetland,NULL,Grassland,Forest
4077,Forest,Built-up,Wetland,NULL,Wetland,NULL,Wetland,Forest
4078,Forest,Built-up,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
4079,Forest,Built-up,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
4080,Forest,Built-up,Wetland,NULL,Wetland,Grassland,Wetland,Forest
4081,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
4082,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
4083,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Grassland,Forest
4084,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Wetland,NULL
4085,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
4086,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
4087,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Wetland,Forest
4088,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Bareland,Grassland
4089,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Forest,Built-up
4090,Forest,Built-up,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
4091,Forest,Built-up,Wetland,NULL,Wetland,Bareland,Wetland,NULL
4092,Forest,Built-up,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
4093,Forest,Built-up,Wetland,NULL,Wetland,Bareland,Wetland,Forest
4094,Forest,Built-up,Wetland,NULL,Wetland,Water,Grassland,Forest
4095,Forest,Built-up,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
4096,Forest,Built-up,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4097,Forest,Built-up,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
4098,Forest,Built-up,Bareland,NULL,Non_Wetland,Bareland,Wetland,Forest
4099,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
4100,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
4101,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
4102,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
4103,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
4104,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
4105,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
4106,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
4107,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
4108,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
4109,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
4110,Forest,Built-up,Built-up,NULL,Non_Wetland,Wetland,Bareland,Forest
4111,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
4112,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
4113,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
4114,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
4115,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Wetland,Forest
4116,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
4117,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
4118,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
4119,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,Bareland,Forest
4120,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
4121,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
4122,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
4123,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
4124,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
4125,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
4126,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
4127,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
4128,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
4129,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Built-up
4130,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
4131,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
4132,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Forest
4133,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
4134,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Built-up
4135,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
4136,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
4137,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
4138,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Grassland,Built-up
4139,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
4140,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
4141,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
4142,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
4143,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
4144,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
4145,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
4146,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
4147,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
4148,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
4149,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
4150,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
4151,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
4152,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Grassland
4153,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Forest
4154,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
4155,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Built-up
4156,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
4157,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Forest
4158,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
4159,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Forest
4160,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
4161,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
4162,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Forest
4163,Forest,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Water
4164,Forest,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
4165,Forest,Water,NULL,NULL,Non_Wetland,NULL,Forest,Forest
4166,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
4167,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Water,Forest
4168,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
4169,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Water,Forest
4170,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
4171,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
4172,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Wetland
4173,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
4174,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
4175,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Wetland
4176,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Water
4177,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
4178,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Water
4179,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
4180,Forest,Water,NULL,NULL,Non_Wetland,Forest,Wetland,Water
4181,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
4182,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
4183,Forest,Water,NULL,Water,Non_Wetland,Wetland,Water,Water
4184,Forest,Water,NULL,Water,Non_Wetland,Water,Wetland,Water
4185,Forest,Water,NULL,Water,Non_Wetland,Water,Wetland,Forest
4186,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Forest
4187,Forest,Water,NULL,Water,Non_Wetland,Water,Forest,Forest
4188,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Water
4189,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
4190,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
4191,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
4192,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Water
4193,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
4194,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
4195,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
4196,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
4197,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
4198,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
4199,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
4200,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
4201,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
4202,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
4203,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
4204,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
