Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18MZA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18MZA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18MZA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18MZA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18MZA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_18MZA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_18MZA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18MZA_M_R
1415,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
1416,Water,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
1417,Water,Forest,Wetland,NULL,Wetland,Water,Water,Water
1418,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1419,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
1420,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1421,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Water
1422,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
1423,Water,Forest,Wetland,Water,Wetland,Water,NULL,Water
1424,Water,Forest,Wetland,Water,Wetland,Water,NULL,Forest
1425,Water,Forest,Wetland,Water,Wetland,Water,Water,Water
1426,Water,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1427,Water,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1428,Water,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Water
1429,Water,Forest,Water,NULL,Water,NULL,NULL,Forest
1430,Water,Forest,Water,NULL,Water,Water,NULL,Water
1431,Water,Forest,Water,NULL,Water,Water,Water,Water
1432,Water,Forest,Water,Non_Water,Water,NULL,NULL,Grassland
1433,Water,Forest,Water,Non_Water,Water,NULL,NULL,Water
1434,Water,Forest,Water,Non_Water,Water,NULL,NULL,Forest
1435,Water,Forest,Water,Water,Water,NULL,NULL,Grassland
1436,Water,Forest,Water,Water,Water,NULL,NULL,Water
1437,Water,Forest,Water,Water,Water,Water,NULL,Water
1438,Water,Forest,Water,Water,Water,Water,Water,Water
1439,Water,Forest,Water,Water,Water,Water,Water,Forest
1440,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
1441,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1442,Water,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
1443,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1444,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
1445,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1446,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
1447,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
1448,Forest,NULL,NULL,NULL,Non_Wetland,Water,NULL,Forest
1449,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1450,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1451,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1452,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
1453,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1454,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1455,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1456,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1457,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
1458,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1459,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
1460,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
1461,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
1462,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
1463,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
1464,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Forest
1465,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1466,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
1467,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
1468,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
1469,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
1470,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
1471,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1472,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1473,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1474,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
1475,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Forest
1476,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1477,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1478,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1479,Forest,NULL,Shrubland,Water,Non_Wetland,Bareland,Forest,Forest
1480,Forest,NULL,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
1481,Forest,NULL,Shrubland,Water,Non_Wetland,Water,Water,Grassland
1482,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1483,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1484,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
