Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24MUA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24MUA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24MUA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24MUA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24MUA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24MUA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24MUA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24MUA_M_R
329,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Grassland,NULL
330,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Grassland,Grassland
331,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Grassland,Cropland
332,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Grassland,Water
333,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Bareland,Grassland
334,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Bareland,Cropland
335,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Water,NULL
336,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Water,Grassland
337,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Water,Forest
338,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Forest,Grassland
339,NULL,NULL,NULL,Water,Non_Wetland,Grassland,NULL,NULL
340,NULL,NULL,NULL,Water,Non_Wetland,Grassland,NULL,Grassland
341,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Shrubland,NULL
342,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Shrubland,Grassland
343,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Shrubland,Cropland
344,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
345,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Water
346,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Bareland,Grassland
347,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Built-up,Grassland
348,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Water,Grassland
349,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Grassland,Grassland
350,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Grassland,Bareland
351,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Grassland,Water
352,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Grassland
353,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Built-up,Grassland
354,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Forest,Grassland
355,NULL,NULL,NULL,Water,Non_Wetland,Built-up,NULL,Grassland
356,NULL,NULL,NULL,Water,Non_Wetland,Water,Shrubland,NULL
357,NULL,NULL,NULL,Water,Non_Wetland,Water,Shrubland,Grassland
358,NULL,NULL,NULL,Water,Non_Wetland,Water,Shrubland,Water
359,NULL,NULL,NULL,Water,Non_Wetland,Water,Grassland,Grassland
360,NULL,NULL,NULL,Water,Non_Wetland,Water,Bareland,Grassland
361,NULL,NULL,NULL,Water,Non_Wetland,Water,Bareland,Water
362,NULL,NULL,NULL,Water,Non_Wetland,Water,Water,NULL
363,NULL,NULL,NULL,Water,Non_Wetland,Water,Water,Grassland
364,NULL,NULL,NULL,Water,Non_Wetland,Forest,Shrubland,Grassland
365,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
366,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
367,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
368,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
369,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
370,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
371,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
372,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
373,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
374,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Bareland
375,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Built-up
376,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
377,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
378,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
379,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
380,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Wetland
381,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
382,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
383,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Water
384,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
385,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
386,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
387,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Cropland
388,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
389,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Built-up
390,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
391,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,NULL
392,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
393,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Built-up
394,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Forest
395,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,NULL
396,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
397,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Water
398,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
399,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
400,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
401,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Bareland
402,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Built-up
403,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
404,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
405,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
406,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Bareland
407,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Built-up
408,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
409,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
410,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
411,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
412,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
413,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
414,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
415,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
416,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
417,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
418,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
419,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
420,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
421,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
422,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Water
423,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
424,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
425,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
426,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Cropland
427,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Bareland
428,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Built-up
429,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
430,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,NULL
431,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
432,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Cropland
433,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Built-up
434,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Forest
435,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,NULL
436,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
437,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Built-up
438,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
439,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
440,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
441,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Built-up
442,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
443,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
444,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
445,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
446,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
447,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
448,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
449,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
450,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
451,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
452,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
453,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
454,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
455,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
456,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
457,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
458,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
459,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
460,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
461,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
462,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
463,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
464,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
465,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Cropland
466,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
467,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
468,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
469,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
470,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
471,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
472,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
473,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
474,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,NULL
475,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
476,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Built-up
477,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
478,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
479,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
480,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Built-up
481,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
482,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
483,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
484,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
485,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,NULL
486,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Forest
487,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
488,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
489,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
490,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Built-up,NULL
491,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Built-up,Grassland
492,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Built-up,Forest
493,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
494,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
495,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
496,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
497,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
498,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
499,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
500,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
501,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
502,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
503,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
504,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
505,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
506,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
507,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
508,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
509,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
510,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
511,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
512,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
513,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
514,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
515,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
516,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
517,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,NULL
518,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
519,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Cropland
520,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
521,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
522,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
523,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
524,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
525,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
526,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
527,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
528,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
529,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
530,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
531,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,NULL
532,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
533,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Forest
534,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,NULL
535,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
536,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
537,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Forest
538,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,NULL
539,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
540,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Cropland
541,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
542,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
543,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
544,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Cropland
545,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Bareland
546,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Built-up
547,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
548,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
549,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
550,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
551,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
552,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
553,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Water,Grassland
554,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Forest,Forest
555,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,NULL
556,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
557,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,NULL
558,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
559,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Water
560,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Forest
561,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,NULL
562,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
563,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Cropland
564,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
565,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
566,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
567,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Grassland
568,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Water
569,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Built-up,Grassland
570,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,NULL
571,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
572,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Forest
573,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
574,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
575,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
576,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
577,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
578,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
579,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Bareland
580,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
581,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
582,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
583,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
584,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,NULL
585,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Built-up,NULL
586,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Built-up,Grassland
587,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
588,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
589,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
590,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
591,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,NULL
592,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
593,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,NULL
594,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
595,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
596,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Bareland
597,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Forest
598,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,NULL
599,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
600,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Cropland
601,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Built-up
602,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Forest
603,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Built-up,Grassland
604,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
605,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest,NULL
606,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Grassland
607,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Forest
608,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
609,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
610,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
611,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
612,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
613,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Cropland
614,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
615,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
616,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
617,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
618,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
619,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Bareland,NULL
620,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Bareland,Grassland
621,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Bareland,Cropland
622,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Bareland,Forest
623,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Built-up,Grassland
624,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
625,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,NULL
626,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,Grassland
627,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,Forest
628,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,NULL
629,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
630,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
631,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
632,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Cropland
633,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
634,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
635,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
636,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Built-up
637,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
638,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,NULL
639,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
640,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Built-up,Grassland
641,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
642,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
643,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,NULL
644,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
645,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Bareland
646,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Built-up
647,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Forest
648,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
649,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Forest
650,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,NULL
651,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
652,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Cropland
