Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KGF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KGF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KGF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KGF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KGF_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KGF_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KGF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KGF_M_R
328,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
329,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
330,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
331,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
332,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
333,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
334,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
335,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
336,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
337,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
338,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
339,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
340,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
341,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
342,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
343,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
344,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
345,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
346,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
347,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Built-up
348,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
349,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
350,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
351,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
352,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Bareland
353,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
354,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,NULL
355,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
356,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
357,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Bareland
358,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Built-up
359,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Forest
360,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
361,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
362,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
363,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Bareland
364,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Built-up
365,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
366,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Grassland
367,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Grassland
368,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Bareland
369,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,NULL
370,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
371,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Cropland
372,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Forest
373,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
374,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
375,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Water
376,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
377,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
378,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
379,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Built-up
380,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
381,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
382,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
383,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
384,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
385,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
386,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
387,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
388,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
389,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
390,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
391,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
392,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
393,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
394,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Water
395,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
396,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
397,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
398,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
399,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
400,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
401,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
402,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
403,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
404,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
405,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
406,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
407,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
408,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
409,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
410,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
411,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
412,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
413,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
414,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
415,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
416,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
417,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
418,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
419,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
420,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
421,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
422,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
423,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
424,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Water
425,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
426,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,NULL
427,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
428,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Cropland
429,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
430,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Forest
431,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,NULL
432,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
433,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Cropland
434,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
435,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Forest
436,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,NULL
437,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
438,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Cropland
439,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
440,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
441,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
442,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
443,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
444,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
445,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
446,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
447,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Forest,Grassland
448,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Forest,Cropland
449,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Forest,Built-up
450,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Forest,Forest
451,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
452,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Wetland
453,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Water
454,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
455,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
456,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Water
457,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Forest
458,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
459,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
460,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
461,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Water
462,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
463,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
464,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
465,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Cropland
466,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Bareland
467,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Built-up
468,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
469,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
470,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
471,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Built-up
472,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
473,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
474,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
475,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
476,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
477,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Water,Grassland
478,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
479,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
480,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
481,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Cropland
482,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Water
483,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
484,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
485,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
486,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
487,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
488,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
489,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,NULL
490,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
491,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
492,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
493,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Forest
494,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
495,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
496,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
497,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Cropland
498,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest,NULL
499,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Grassland
500,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Forest
501,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
502,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
503,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
504,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
505,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
506,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
507,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Forest
508,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Bareland,Grassland
509,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,Grassland
510,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,NULL
511,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
512,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
513,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Forest
514,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
515,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
516,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
517,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
518,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
519,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Built-up
520,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
521,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,Grassland,Grassland
522,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
523,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
524,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
525,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Built-up
526,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
527,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Forest,Forest
528,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
529,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Grassland
530,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Forest
531,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Grassland
532,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Forest
533,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
534,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
535,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Grassland
536,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Forest
537,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Shrubland,Forest
538,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Grassland
539,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Forest
540,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
541,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
542,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
543,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Grassland
544,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Water
545,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Forest
546,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Grassland
547,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Forest
548,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Forest,Grassland
549,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Forest,Forest
550,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,NULL,Grassland
551,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Forest
552,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
553,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
554,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
555,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,NULL,Grassland
556,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
557,NULL,NULL,Shrubland,Water,Non_Wetland,Built-up,Built-up,Grassland
558,NULL,NULL,Shrubland,Water,Non_Wetland,Water,NULL,Grassland
559,NULL,NULL,Shrubland,Water,Non_Wetland,Water,NULL,Wetland
560,NULL,NULL,Shrubland,Water,Non_Wetland,Water,NULL,Forest
561,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Shrubland,Grassland
562,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Shrubland,Forest
563,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Water,Grassland
564,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Water,Water
565,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Water,Forest
566,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Forest,Grassland
567,NULL,NULL,Shrubland,Water,Non_Wetland,Forest,Water,Forest
568,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
569,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
570,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
571,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
572,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
573,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
574,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
575,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
576,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
577,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
578,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
579,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
580,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
581,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
582,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
583,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
584,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
585,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
586,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
587,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
588,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Bareland
589,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Built-up
590,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
591,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
592,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
593,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
594,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Wetland
595,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
596,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
597,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
598,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
599,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,NULL
600,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
601,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
602,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,NULL
603,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
604,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
605,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
606,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Built-up
607,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
608,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,NULL
609,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
610,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
611,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Bareland
612,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Built-up
613,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
614,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
615,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Cropland
616,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Wetland
617,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Bareland
618,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Built-up
619,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Water
620,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Forest
621,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,NULL
622,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
623,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
624,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Bareland
625,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Built-up
626,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Water
627,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
628,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
629,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
630,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
631,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Bareland
632,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Built-up
633,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Water
634,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
635,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
636,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
637,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
638,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
639,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
640,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
641,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
642,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
643,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
644,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
645,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,NULL
646,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
647,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
648,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Built-up,NULL
649,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
650,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Forest
651,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Water,Grassland
652,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Water,Forest
653,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,NULL
654,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
655,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Water
