Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18MVT_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18MVT_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18MVT_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18MVT_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18MVT_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18MVT_M_R
1330,Water,Built-up,Wetland,NULL,Wetland,Forest
1331,Water,Built-up,Wetland,Non_Water,Wetland,Grassland
1332,Water,Built-up,Wetland,Non_Water,Wetland,Water
1333,Water,Built-up,Wetland,Water,Wetland,Grassland
1334,Water,Built-up,Wetland,Water,Wetland,Water
1335,Water,Built-up,Wetland,Water,Wetland,Forest
1336,Water,Built-up,Bareland,NULL,Non_Wetland,Water
1337,Water,Built-up,Bareland,Water,Non_Wetland,Water
1338,Water,Built-up,Water,Water,Water,Forest
1339,Water,Built-up,Forest,NULL,Non_Wetland,Grassland
1340,Water,Built-up,Forest,NULL,Non_Wetland,Built-up
1341,Water,Built-up,Forest,NULL,Non_Wetland,Water
1342,Water,Built-up,Forest,NULL,Non_Wetland,Forest
1343,Water,Built-up,Forest,Non_Water,Non_Wetland,Grassland
1344,Water,Built-up,Forest,Water,Non_Wetland,Grassland
1345,Water,Built-up,Forest,Water,Non_Wetland,Forest
1346,Water,Water,NULL,NULL,Non_Wetland,Grassland
1347,Water,Water,NULL,NULL,Non_Wetland,Water
1348,Water,Water,NULL,NULL,Non_Wetland,Forest
1349,Water,Water,NULL,Non_Water,Non_Wetland,Grassland
1350,Water,Water,NULL,Non_Water,Non_Wetland,Bareland
1351,Water,Water,NULL,Non_Water,Non_Wetland,Water
1352,Water,Water,NULL,Non_Water,Non_Wetland,Forest
1353,Water,Water,NULL,Water,Non_Wetland,Grassland
1354,Water,Water,NULL,Water,Non_Wetland,Bareland
1355,Water,Water,NULL,Water,Non_Wetland,Water
1356,Water,Water,NULL,Water,Non_Wetland,Forest
1357,Water,Water,Shrubland,NULL,Non_Wetland,Grassland
1358,Water,Water,Shrubland,NULL,Non_Wetland,Bareland
1359,Water,Water,Shrubland,NULL,Non_Wetland,Built-up
1360,Water,Water,Shrubland,NULL,Non_Wetland,Water
1361,Water,Water,Shrubland,NULL,Non_Wetland,Forest
1362,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland
1363,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland
1364,Water,Water,Shrubland,Non_Water,Non_Wetland,Water
1365,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest
1366,Water,Water,Shrubland,Water,Non_Wetland,Grassland
1367,Water,Water,Shrubland,Water,Non_Wetland,Wetland
1368,Water,Water,Shrubland,Water,Non_Wetland,Bareland
1369,Water,Water,Shrubland,Water,Non_Wetland,Water
1370,Water,Water,Shrubland,Water,Non_Wetland,Forest
1371,Water,Water,Grassland,NULL,Non_Wetland,Grassland
1372,Water,Water,Grassland,NULL,Non_Wetland,Bareland
1373,Water,Water,Grassland,NULL,Non_Wetland,Built-up
1374,Water,Water,Grassland,NULL,Non_Wetland,Water
1375,Water,Water,Grassland,NULL,Non_Wetland,Forest
1376,Water,Water,Grassland,Non_Water,Non_Wetland,Grassland
1377,Water,Water,Grassland,Non_Water,Non_Wetland,Bareland
1378,Water,Water,Grassland,Non_Water,Non_Wetland,Water
1379,Water,Water,Grassland,Non_Water,Non_Wetland,Forest
1380,Water,Water,Grassland,Water,Non_Wetland,Grassland
1381,Water,Water,Grassland,Water,Non_Wetland,Bareland
1382,Water,Water,Grassland,Water,Non_Wetland,Water
1383,Water,Water,Cropland,NULL,Non_Wetland,Grassland
1384,Water,Water,Cropland,NULL,Non_Wetland,Bareland
1385,Water,Water,Cropland,NULL,Non_Wetland,Built-up
1386,Water,Water,Cropland,NULL,Non_Wetland,Water
1387,Water,Water,Cropland,NULL,Non_Wetland,Forest
1388,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland
1389,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland
1390,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland
1391,Water,Water,Cropland,Non_Water,Non_Wetland,Water
1392,Water,Water,Cropland,Non_Water,Non_Wetland,Forest
1393,Water,Water,Cropland,Water,Non_Wetland,Grassland
1394,Water,Water,Cropland,Water,Non_Wetland,Bareland
1395,Water,Water,Cropland,Water,Non_Wetland,Built-up
1396,Water,Water,Cropland,Water,Non_Wetland,Water
1397,Water,Water,Cropland,Water,Non_Wetland,Forest
1398,Water,Water,Wetland,NULL,Wetland,NULL
1399,Water,Water,Wetland,NULL,Wetland,Grassland
1400,Water,Water,Wetland,NULL,Wetland,Cropland
1401,Water,Water,Wetland,NULL,Wetland,Wetland
1402,Water,Water,Wetland,NULL,Wetland,Bareland
1403,Water,Water,Wetland,NULL,Wetland,Built-up
1404,Water,Water,Wetland,NULL,Wetland,Water
1405,Water,Water,Wetland,NULL,Wetland,Forest
1406,Water,Water,Wetland,Non_Water,Wetland,NULL
1407,Water,Water,Wetland,Non_Water,Wetland,Grassland
1408,Water,Water,Wetland,Non_Water,Wetland,Cropland
1409,Water,Water,Wetland,Non_Water,Wetland,Wetland
1410,Water,Water,Wetland,Non_Water,Wetland,Bareland
1411,Water,Water,Wetland,Non_Water,Wetland,Built-up
1412,Water,Water,Wetland,Non_Water,Wetland,Water
1413,Water,Water,Wetland,Non_Water,Wetland,Forest
1414,Water,Water,Wetland,Water,Wetland,Grassland
1415,Water,Water,Wetland,Water,Wetland,Cropland
1416,Water,Water,Wetland,Water,Wetland,Wetland
1417,Water,Water,Wetland,Water,Wetland,Bareland
1418,Water,Water,Wetland,Water,Wetland,Built-up
1419,Water,Water,Wetland,Water,Wetland,Water
1420,Water,Water,Wetland,Water,Wetland,Forest
1421,Water,Water,Bareland,NULL,Non_Wetland,Grassland
1422,Water,Water,Bareland,NULL,Non_Wetland,Bareland
1423,Water,Water,Bareland,NULL,Non_Wetland,Built-up
1424,Water,Water,Bareland,NULL,Non_Wetland,Water
1425,Water,Water,Bareland,NULL,Non_Wetland,Forest
1426,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland
1427,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland
1428,Water,Water,Bareland,Non_Water,Non_Wetland,Water
1429,Water,Water,Bareland,Non_Water,Non_Wetland,Forest
1430,Water,Water,Bareland,Water,Non_Wetland,Grassland
1431,Water,Water,Bareland,Water,Non_Wetland,Wetland
1432,Water,Water,Bareland,Water,Non_Wetland,Bareland
1433,Water,Water,Bareland,Water,Non_Wetland,Water
1434,Water,Water,Bareland,Water,Non_Wetland,Forest
1435,Water,Water,Built-up,NULL,Non_Wetland,Grassland
1436,Water,Water,Built-up,NULL,Non_Wetland,Built-up
1437,Water,Water,Built-up,NULL,Non_Wetland,Forest
1438,Water,Water,Built-up,Non_Water,Non_Wetland,Grassland
1439,Water,Water,Built-up,Non_Water,Non_Wetland,Bareland
1440,Water,Water,Built-up,Non_Water,Non_Wetland,Water
1441,Water,Water,Built-up,Water,Non_Wetland,Water
1442,Water,Water,Water,NULL,Water,Grassland
1443,Water,Water,Water,NULL,Water,Wetland
1444,Water,Water,Water,NULL,Water,Bareland
1445,Water,Water,Water,NULL,Water,Built-up
1446,Water,Water,Water,NULL,Water,Water
1447,Water,Water,Water,NULL,Water,Forest
1448,Water,Water,Water,Non_Water,Water,Grassland
1449,Water,Water,Water,Non_Water,Water,Wetland
1450,Water,Water,Water,Non_Water,Water,Bareland
1451,Water,Water,Water,Non_Water,Water,Water
1452,Water,Water,Water,Non_Water,Water,Forest
1453,Water,Water,Water,Water,Water,Grassland
1454,Water,Water,Water,Water,Water,Cropland
1455,Water,Water,Water,Water,Water,Wetland
1456,Water,Water,Water,Water,Water,Bareland
1457,Water,Water,Water,Water,Water,Water
1458,Water,Water,Water,Water,Water,Forest
1459,Water,Water,Forest,NULL,Non_Wetland,Grassland
1460,Water,Water,Forest,NULL,Non_Wetland,Wetland
1461,Water,Water,Forest,NULL,Non_Wetland,Bareland
1462,Water,Water,Forest,NULL,Non_Wetland,Water
1463,Water,Water,Forest,NULL,Non_Wetland,Forest
1464,Water,Water,Forest,Non_Water,Non_Wetland,Grassland
1465,Water,Water,Forest,Non_Water,Non_Wetland,Cropland
1466,Water,Water,Forest,Non_Water,Non_Wetland,Wetland
1467,Water,Water,Forest,Non_Water,Non_Wetland,Bareland
1468,Water,Water,Forest,Non_Water,Non_Wetland,Built-up
1469,Water,Water,Forest,Non_Water,Non_Wetland,Water
1470,Water,Water,Forest,Non_Water,Non_Wetland,Forest
1471,Water,Water,Forest,Water,Non_Wetland,Grassland
1472,Water,Water,Forest,Water,Non_Wetland,Wetland
1473,Water,Water,Forest,Water,Non_Wetland,Bareland
1474,Water,Water,Forest,Water,Non_Wetland,Water
1475,Water,Water,Forest,Water,Non_Wetland,Forest
1476,Water,Forest,Shrubland,NULL,Non_Wetland,Forest
1477,Water,Forest,Shrubland,Non_Water,Non_Wetland,Forest
1478,Water,Forest,Shrubland,Water,Non_Wetland,Wetland
1479,Water,Forest,Grassland,NULL,Non_Wetland,Bareland
1480,Water,Forest,Cropland,NULL,Non_Wetland,Grassland
1481,Water,Forest,Cropland,NULL,Non_Wetland,Bareland
1482,Water,Forest,Cropland,NULL,Non_Wetland,Water
1483,Water,Forest,Cropland,NULL,Non_Wetland,Forest
1484,Water,Forest,Cropland,Water,Non_Wetland,Water
1485,Water,Forest,Wetland,NULL,Wetland,Grassland
1486,Water,Forest,Wetland,NULL,Wetland,Wetland
1487,Water,Forest,Wetland,NULL,Wetland,Water
1488,Water,Forest,Wetland,NULL,Wetland,Forest
1489,Water,Forest,Wetland,Non_Water,Wetland,Grassland
1490,Water,Forest,Wetland,Non_Water,Wetland,Wetland
1491,Water,Forest,Wetland,Non_Water,Wetland,Bareland
1492,Water,Forest,Wetland,Non_Water,Wetland,Water
1493,Water,Forest,Wetland,Non_Water,Wetland,Forest
1494,Water,Forest,Wetland,Water,Wetland,Grassland
1495,Water,Forest,Wetland,Water,Wetland,Wetland
1496,Water,Forest,Wetland,Water,Wetland,Water
1497,Water,Forest,Wetland,Water,Wetland,Forest
1498,Water,Forest,Bareland,Non_Water,Non_Wetland,Water
1499,Water,Forest,Bareland,Water,Non_Wetland,Wetland
1500,Water,Forest,Bareland,Water,Non_Wetland,Water
1501,Water,Forest,Water,Non_Water,Water,Grassland
1502,Water,Forest,Water,Non_Water,Water,Wetland
1503,Water,Forest,Water,Non_Water,Water,Water
1504,Water,Forest,Water,Non_Water,Water,Forest
1505,Water,Forest,Water,Water,Water,Grassland
1506,Water,Forest,Water,Water,Water,Wetland
1507,Water,Forest,Water,Water,Water,Water
1508,Water,Forest,Water,Water,Water,Forest
1509,Water,Forest,Forest,NULL,Non_Wetland,Grassland
1510,Water,Forest,Forest,NULL,Non_Wetland,Bareland
1511,Water,Forest,Forest,NULL,Non_Wetland,Water
1512,Water,Forest,Forest,NULL,Non_Wetland,Forest
1513,Water,Forest,Forest,Non_Water,Non_Wetland,Grassland
1514,Water,Forest,Forest,Non_Water,Non_Wetland,Water
1515,Water,Forest,Forest,Non_Water,Non_Wetland,Forest
1516,Water,Forest,Forest,Water,Non_Wetland,Grassland
1517,Water,Forest,Forest,Water,Non_Wetland,Water
1518,Water,Forest,Forest,Water,Non_Wetland,Forest
1519,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Forest
1520,Forest,NULL,NULL,NULL,Non_Wetland,Grassland
1521,Forest,NULL,NULL,NULL,Non_Wetland,Forest
1522,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland
1523,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL
1524,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland
1525,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest
1526,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1527,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
1528,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water
1529,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest
1530,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland
1531,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland
1532,Forest,NULL,Shrubland,Water,Non_Wetland,Water
1533,Forest,NULL,Shrubland,Water,Non_Wetland,Forest
1534,Forest,NULL,Grassland,NULL,Non_Wetland,NULL
1535,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland
1536,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland
1537,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland
1538,Forest,NULL,Grassland,NULL,Non_Wetland,Forest
1539,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland
1540,Forest,NULL,Grassland,Non_Water,Non_Wetland,Bareland
1541,Forest,NULL,Grassland,Non_Water,Non_Wetland,Water
1542,Forest,NULL,Grassland,Non_Water,Non_Wetland,Forest
1543,Forest,NULL,Grassland,Water,Non_Wetland,Grassland
1544,Forest,NULL,Grassland,Water,Non_Wetland,Bareland
1545,Forest,NULL,Grassland,Water,Non_Wetland,Water
1546,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland
1547,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland
1548,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland
1549,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up
1550,Forest,NULL,Cropland,NULL,Non_Wetland,Water
1551,Forest,NULL,Cropland,NULL,Non_Wetland,Forest
1552,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland
1553,Forest,NULL,Cropland,Non_Water,Non_Wetland,Bareland
1554,Forest,NULL,Cropland,Non_Water,Non_Wetland,Water
1555,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest
1556,Forest,NULL,Cropland,Water,Non_Wetland,Grassland
1557,Forest,NULL,Cropland,Water,Non_Wetland,Wetland
1558,Forest,NULL,Cropland,Water,Non_Wetland,Bareland
1559,Forest,NULL,Cropland,Water,Non_Wetland,Water
1560,Forest,NULL,Cropland,Water,Non_Wetland,Forest
1561,Forest,NULL,Wetland,NULL,Wetland,NULL
1562,Forest,NULL,Wetland,NULL,Wetland,Grassland
1563,Forest,NULL,Wetland,NULL,Wetland,Wetland
1564,Forest,NULL,Wetland,NULL,Wetland,Water
1565,Forest,NULL,Wetland,NULL,Wetland,Forest
1566,Forest,NULL,Wetland,Non_Water,Wetland,NULL
1567,Forest,NULL,Wetland,Non_Water,Wetland,Grassland
1568,Forest,NULL,Wetland,Non_Water,Wetland,Wetland
1569,Forest,NULL,Wetland,Non_Water,Wetland,Bareland
1570,Forest,NULL,Wetland,Non_Water,Wetland,Water
1571,Forest,NULL,Wetland,Non_Water,Wetland,Forest
1572,Forest,NULL,Wetland,Water,Wetland,Grassland
1573,Forest,NULL,Wetland,Water,Wetland,Cropland
1574,Forest,NULL,Wetland,Water,Wetland,Wetland
1575,Forest,NULL,Wetland,Water,Wetland,Bareland
1576,Forest,NULL,Wetland,Water,Wetland,Water
1577,Forest,NULL,Wetland,Water,Wetland,Forest
1578,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland
1579,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland
1580,Forest,NULL,Bareland,NULL,Non_Wetland,Water
1581,Forest,NULL,Bareland,NULL,Non_Wetland,Forest
1582,Forest,NULL,Bareland,Non_Water,Non_Wetland,Grassland
1583,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland
1584,Forest,NULL,Bareland,Non_Water,Non_Wetland,Bareland
1585,Forest,NULL,Bareland,Non_Water,Non_Wetland,Water
1586,Forest,NULL,Bareland,Non_Water,Non_Wetland,Forest
1587,Forest,NULL,Bareland,Water,Non_Wetland,Grassland
1588,Forest,NULL,Bareland,Water,Non_Wetland,Bareland
1589,Forest,NULL,Bareland,Water,Non_Wetland,Water
1590,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland
1591,Forest,NULL,Built-up,NULL,Non_Wetland,Forest
1592,Forest,NULL,Built-up,Non_Water,Non_Wetland,Grassland
1593,Forest,NULL,Built-up,Non_Water,Non_Wetland,Bareland
1594,Forest,NULL,Built-up,Non_Water,Non_Wetland,Water
1595,Forest,NULL,Water,NULL,Water,Grassland
1596,Forest,NULL,Water,NULL,Water,Water
1597,Forest,NULL,Water,NULL,Water,Forest
1598,Forest,NULL,Water,Non_Water,Water,Grassland
1599,Forest,NULL,Water,Non_Water,Water,Wetland
1600,Forest,NULL,Water,Non_Water,Water,Bareland
1601,Forest,NULL,Water,Non_Water,Water,Water
1602,Forest,NULL,Water,Non_Water,Water,Forest
1603,Forest,NULL,Water,Water,Water,Grassland
1604,Forest,NULL,Water,Water,Water,Wetland
1605,Forest,NULL,Water,Water,Water,Bareland
1606,Forest,NULL,Water,Water,Water,Water
1607,Forest,NULL,Water,Water,Water,Forest
1608,Forest,NULL,Forest,NULL,Non_Wetland,NULL
1609,Forest,NULL,Forest,NULL,Non_Wetland,Grassland
1610,Forest,NULL,Forest,NULL,Non_Wetland,Cropland
1611,Forest,NULL,Forest,NULL,Non_Wetland,Wetland
1612,Forest,NULL,Forest,NULL,Non_Wetland,Bareland
1613,Forest,NULL,Forest,NULL,Non_Wetland,Built-up
1614,Forest,NULL,Forest,NULL,Non_Wetland,Water
1615,Forest,NULL,Forest,NULL,Non_Wetland,Forest
1616,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland
1617,Forest,NULL,Forest,Non_Water,Non_Wetland,Cropland
1618,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland
1619,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland
1620,Forest,NULL,Forest,Non_Water,Non_Wetland,Water
1621,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest
1622,Forest,NULL,Forest,Water,Non_Wetland,Grassland
1623,Forest,NULL,Forest,Water,Non_Wetland,Cropland
1624,Forest,NULL,Forest,Water,Non_Wetland,Wetland
1625,Forest,NULL,Forest,Water,Non_Wetland,Water
1626,Forest,NULL,Forest,Water,Non_Wetland,Forest
1627,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1628,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland
1629,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest
1630,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
1631,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Water
1632,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Forest
1633,Forest,Cropland,Shrubland,Water,Non_Wetland,Grassland
1634,Forest,Cropland,Shrubland,Water,Non_Wetland,Wetland
1635,Forest,Cropland,Shrubland,Water,Non_Wetland,Water
1636,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland
1637,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland
1638,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest
1639,Forest,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
1640,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland
1641,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland
1642,Forest,Cropland,Cropland,NULL,Non_Wetland,Water
1643,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest
1644,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
1645,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Water
1646,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Forest
1647,Forest,Cropland,Cropland,Water,Non_Wetland,Grassland
1648,Forest,Cropland,Cropland,Water,Non_Wetland,Water
1649,Forest,Cropland,Wetland,NULL,Wetland,Grassland
1650,Forest,Cropland,Wetland,NULL,Wetland,Forest
1651,Forest,Cropland,Wetland,Non_Water,Wetland,Grassland
1652,Forest,Cropland,Wetland,Non_Water,Wetland,Water
1653,Forest,Cropland,Wetland,Non_Water,Wetland,Forest
1654,Forest,Cropland,Wetland,Water,Wetland,Grassland
1655,Forest,Cropland,Wetland,Water,Wetland,Wetland
1656,Forest,Cropland,Wetland,Water,Wetland,Water
1657,Forest,Cropland,Wetland,Water,Wetland,Forest
1658,Forest,Cropland,Bareland,NULL,Non_Wetland,Grassland
1659,Forest,Cropland,Bareland,NULL,Non_Wetland,Water
1660,Forest,Cropland,Bareland,Water,Non_Wetland,Water
1661,Forest,Cropland,Water,Non_Water,Water,Grassland
1662,Forest,Cropland,Water,Water,Water,Water
1663,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland
1664,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland
1665,Forest,Cropland,Forest,NULL,Non_Wetland,Water
1666,Forest,Cropland,Forest,NULL,Non_Wetland,Forest
1667,Forest,Cropland,Forest,Non_Water,Non_Wetland,Grassland
1668,Forest,Cropland,Forest,Non_Water,Non_Wetland,Water
1669,Forest,Cropland,Forest,Non_Water,Non_Wetland,Forest
1670,Forest,Cropland,Forest,Water,Non_Wetland,Grassland
1671,Forest,Cropland,Forest,Water,Non_Wetland,Wetland
1672,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland
1673,Forest,Wetland,NULL,NULL,Non_Wetland,Forest
1674,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland
1675,Forest,Wetland,Shrubland,NULL,Non_Wetland,Forest
1676,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
1677,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Cropland
1678,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Water
1679,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
1680,Forest,Wetland,Shrubland,Water,Non_Wetland,Grassland
1681,Forest,Wetland,Shrubland,Water,Non_Wetland,Water
1682,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland
1683,Forest,Wetland,Cropland,NULL,Non_Wetland,Grassland
1684,Forest,Wetland,Cropland,NULL,Non_Wetland,Water
1685,Forest,Wetland,Cropland,NULL,Non_Wetland,Forest
1686,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Grassland
1687,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Cropland
1688,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Bareland
1689,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Water
1690,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Forest
1691,Forest,Wetland,Cropland,Water,Non_Wetland,Grassland
1692,Forest,Wetland,Cropland,Water,Non_Wetland,Cropland
1693,Forest,Wetland,Cropland,Water,Non_Wetland,Water
1694,Forest,Wetland,Wetland,NULL,Wetland,NULL
1695,Forest,Wetland,Wetland,NULL,Wetland,Grassland
1696,Forest,Wetland,Wetland,NULL,Wetland,Wetland
1697,Forest,Wetland,Wetland,NULL,Wetland,Water
1698,Forest,Wetland,Wetland,NULL,Wetland,Forest
1699,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland
1700,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland
1701,Forest,Wetland,Wetland,Non_Water,Wetland,Bareland
1702,Forest,Wetland,Wetland,Non_Water,Wetland,Water
1703,Forest,Wetland,Wetland,Non_Water,Wetland,Forest
1704,Forest,Wetland,Wetland,Water,Wetland,Grassland
1705,Forest,Wetland,Wetland,Water,Wetland,Cropland
1706,Forest,Wetland,Wetland,Water,Wetland,Wetland
1707,Forest,Wetland,Wetland,Water,Wetland,Water
1708,Forest,Wetland,Wetland,Water,Wetland,Forest
1709,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Grassland
1710,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Bareland
1711,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Water
1712,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Forest
1713,Forest,Wetland,Bareland,Water,Non_Wetland,Grassland
1714,Forest,Wetland,Bareland,Water,Non_Wetland,Water
1715,Forest,Wetland,Water,NULL,Water,Grassland
1716,Forest,Wetland,Water,NULL,Water,Water
1717,Forest,Wetland,Water,NULL,Water,Forest
1718,Forest,Wetland,Water,Non_Water,Water,Grassland
1719,Forest,Wetland,Water,Non_Water,Water,Wetland
1720,Forest,Wetland,Water,Non_Water,Water,Bareland
1721,Forest,Wetland,Water,Non_Water,Water,Water
1722,Forest,Wetland,Water,Non_Water,Water,Forest
1723,Forest,Wetland,Water,Water,Water,Grassland
1724,Forest,Wetland,Water,Water,Water,Wetland
1725,Forest,Wetland,Water,Water,Water,Water
1726,Forest,Wetland,Water,Water,Water,Forest
1727,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland
1728,Forest,Wetland,Forest,NULL,Non_Wetland,Water
1729,Forest,Wetland,Forest,NULL,Non_Wetland,Forest
1730,Forest,Wetland,Forest,Non_Water,Non_Wetland,Grassland
1731,Forest,Wetland,Forest,Non_Water,Non_Wetland,Cropland
1732,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland
1733,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water
1734,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest
1735,Forest,Wetland,Forest,Water,Non_Wetland,Grassland
1736,Forest,Wetland,Forest,Water,Non_Wetland,Cropland
1737,Forest,Wetland,Forest,Water,Non_Wetland,Water
1738,Forest,Wetland,Forest,Water,Non_Wetland,Forest
1739,Forest,Bareland,Shrubland,Non_Water,Non_Wetland,Water
1740,Forest,Bareland,Shrubland,Water,Non_Wetland,Water
1741,Forest,Bareland,Grassland,NULL,Non_Wetland,Grassland
1742,Forest,Bareland,Grassland,Non_Water,Non_Wetland,Bareland
1743,Forest,Bareland,Grassland,Water,Non_Wetland,Grassland
1744,Forest,Bareland,Cropland,Non_Water,Non_Wetland,Bareland
1745,Forest,Bareland,Cropland,Non_Water,Non_Wetland,Water
1746,Forest,Bareland,Cropland,Water,Non_Wetland,Water
1747,Forest,Bareland,Wetland,NULL,Wetland,Forest
1748,Forest,Bareland,Wetland,Non_Water,Wetland,Bareland
1749,Forest,Bareland,Wetland,Non_Water,Wetland,Water
1750,Forest,Bareland,Wetland,Water,Wetland,Grassland
1751,Forest,Bareland,Wetland,Water,Wetland,Bareland
1752,Forest,Bareland,Wetland,Water,Wetland,Water
1753,Forest,Bareland,Wetland,Water,Wetland,Forest
1754,Forest,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
1755,Forest,Bareland,Bareland,Non_Water,Non_Wetland,Water
1756,Forest,Bareland,Bareland,Non_Water,Non_Wetland,Forest
1757,Forest,Bareland,Bareland,Water,Non_Wetland,Bareland
1758,Forest,Bareland,Bareland,Water,Non_Wetland,Water
1759,Forest,Bareland,Built-up,Non_Water,Non_Wetland,Bareland
1760,Forest,Bareland,Built-up,Non_Water,Non_Wetland,Water
1761,Forest,Bareland,Water,Water,Water,Water
1762,Forest,Bareland,Forest,NULL,Non_Wetland,Forest
1763,Forest,Bareland,Forest,Non_Water,Non_Wetland,Grassland
1764,Forest,Bareland,Forest,Non_Water,Non_Wetland,Water
1765,Forest,Bareland,Forest,Water,Non_Wetland,Grassland
1766,Forest,Bareland,Forest,Water,Non_Wetland,Bareland
1767,Forest,Bareland,Forest,Water,Non_Wetland,Water
1768,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland
1769,Forest,Built-up,NULL,NULL,Non_Wetland,Forest
1770,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1771,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest
1772,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland
1773,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Forest
1774,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland
1775,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up
