Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23MQR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MQR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MQR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MQR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MQR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MQR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MQR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23MQR_M_R
329,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Forest,Water
330,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,NULL,NULL
331,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Shrubland,NULL
332,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Shrubland,Grassland
333,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Shrubland,Forest
334,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Grassland,NULL
335,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Grassland,Grassland
336,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Wetland,NULL
337,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Wetland,Grassland
338,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Wetland,Cropland
339,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Wetland,Forest
340,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Water,Water
341,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Forest,NULL
342,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Forest,Grassland
343,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Forest,Wetland
344,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
345,NULL,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
346,NULL,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
347,NULL,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Grassland
348,NULL,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Wetland
349,NULL,NULL,NULL,Water,Non_Wetland,NULL,Wetland,Grassland
350,NULL,NULL,NULL,Water,Non_Wetland,NULL,Water,Water
351,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,NULL,Forest
352,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,NULL
353,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,Grassland
354,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,Forest
355,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Grassland,Grassland
356,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Grassland,Forest
357,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Wetland,Grassland
358,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Water,Grassland
359,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Water,Forest
360,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Forest,Grassland
361,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Forest,Forest
362,NULL,NULL,NULL,Water,Non_Wetland,Grassland,NULL,Grassland
363,NULL,NULL,NULL,Water,Non_Wetland,Grassland,NULL,Cropland
364,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Shrubland,Grassland
365,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
366,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Cropland
367,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Wetland
368,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Forest
369,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Wetland,Grassland
370,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Wetland,Cropland
371,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Wetland,Wetland
372,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Wetland,Forest
373,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Water,Grassland
374,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Water,Cropland
375,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Water,Water
376,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Forest,Grassland
377,NULL,NULL,NULL,Water,Non_Wetland,Wetland,NULL,Grassland
378,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Shrubland,Grassland
379,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Grassland,Grassland
380,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Grassland,Bareland
381,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
382,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
383,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Forest,Grassland
384,NULL,NULL,NULL,Water,Non_Wetland,Bareland,NULL,Grassland
385,NULL,NULL,NULL,Water,Non_Wetland,Bareland,NULL,Bareland
386,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Grassland,Grassland
387,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Grassland,Bareland
388,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Wetland,Grassland
389,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Wetland,Cropland
390,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Wetland,Wetland
391,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Grassland
392,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Water,Grassland
393,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Water,Cropland
394,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Water,Bareland
395,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Water,Water
396,NULL,NULL,NULL,Water,Non_Wetland,Water,NULL,Grassland
397,NULL,NULL,NULL,Water,Non_Wetland,Water,Water,Grassland
398,NULL,NULL,NULL,Water,Non_Wetland,Water,Forest,Wetland
399,NULL,NULL,NULL,Water,Non_Wetland,Forest,Shrubland,Grassland
400,NULL,NULL,NULL,Water,Non_Wetland,Forest,Shrubland,Built-up
401,NULL,NULL,NULL,Water,Non_Wetland,Forest,Shrubland,Forest
402,NULL,NULL,NULL,Water,Non_Wetland,Forest,Grassland,Grassland
403,NULL,NULL,NULL,Water,Non_Wetland,Forest,Wetland,Grassland
404,NULL,NULL,NULL,Water,Non_Wetland,Forest,Water,NULL
405,NULL,NULL,NULL,Water,Non_Wetland,Forest,Water,Grassland
406,NULL,NULL,NULL,Water,Non_Wetland,Forest,Forest,Grassland
407,NULL,NULL,NULL,Water,Non_Wetland,Forest,Forest,Water
408,NULL,NULL,NULL,Water,Non_Wetland,Forest,Forest,Forest
409,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
410,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
411,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
412,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
413,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
414,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
415,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
416,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
417,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
418,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Bareland
419,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Built-up
420,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
421,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
422,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
423,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
424,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
425,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
426,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Water
427,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
428,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
429,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
430,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Wetland
431,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Bareland
432,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
433,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
434,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
435,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
436,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Built-up
437,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Forest
438,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
439,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Water
440,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
441,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
442,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Cropland
443,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Built-up
444,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
445,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
446,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
447,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
448,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Bareland
449,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Built-up
450,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
451,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
452,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
453,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
454,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
455,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
456,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
457,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
458,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
459,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
460,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
461,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
462,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
463,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
464,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
465,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
466,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
467,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
468,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
469,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
470,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,NULL
471,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
472,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Built-up
473,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Forest
474,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,NULL
475,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
476,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Water
477,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
478,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
479,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
480,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Cropland
481,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Bareland
482,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Built-up
483,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
484,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
485,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
486,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
487,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
488,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
489,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Water
490,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
491,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
492,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
493,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
494,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
495,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
496,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
497,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Water
498,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
499,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
500,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
501,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
502,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
503,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
504,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
505,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
506,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
507,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
508,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
509,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Cropland
510,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
511,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Bareland
512,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
513,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
514,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
515,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Cropland
516,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Wetland
517,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
518,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
519,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
520,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
521,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Bareland
522,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
523,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
524,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,NULL
525,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
526,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Cropland
527,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Wetland
528,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Water
529,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
530,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
531,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
532,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
533,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Bareland
534,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Built-up
535,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
536,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
537,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
538,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
539,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
540,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,NULL
541,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
542,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
543,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Forest
544,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
545,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
546,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Cropland
547,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
548,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Cropland
549,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
550,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
551,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
552,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
553,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
554,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
555,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Cropland
556,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
557,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Bareland
558,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Built-up
559,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Water
560,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
561,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
562,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
563,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Cropland
564,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
565,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Bareland
566,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Built-up
567,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Water
568,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
569,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
570,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
571,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Cropland
572,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
573,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Bareland
574,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
575,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
576,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
577,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Cropland
578,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Wetland
579,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Grassland
580,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
581,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Cropland
582,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
583,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Built-up
584,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
585,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
586,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Wetland
587,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Bareland
588,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Water
589,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
590,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
591,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
592,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
593,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
594,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Water
595,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
596,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
597,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
598,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
599,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
600,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
601,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Water
602,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
603,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
604,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
605,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
606,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
607,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
608,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
609,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
610,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
611,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
612,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
613,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
614,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
615,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
616,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,NULL
617,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
618,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
619,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
620,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
621,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Wetland
622,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
623,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
624,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
625,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
626,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Cropland
627,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
628,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
629,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
630,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
631,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
632,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,NULL
633,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
634,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Cropland
635,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Bareland
636,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
637,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Forest
638,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,NULL
639,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
640,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Cropland
641,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Bareland
642,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
643,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
644,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Wetland,NULL
645,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Grassland
646,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
647,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
648,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
649,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
650,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
651,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
652,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Forest,NULL
653,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Forest,Grassland
654,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Forest,Bareland
655,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Forest,Built-up
656,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
657,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Forest
