Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21LXK_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LXK_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LXK_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LXK_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LXK_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LXK_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LXK_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21LXK_M_R
11405,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Forest,NULL
11406,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Forest,Grassland
11407,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Forest,Forest
11408,Forest,Forest,Wetland,NULL,Wetland,Grassland,NULL,Forest
11409,Forest,Forest,Wetland,NULL,Wetland,Grassland,Shrubland,Forest
11410,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
11411,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
11412,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Forest
11413,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,NULL
11414,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
11415,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
11416,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Water
11417,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
11418,Forest,Forest,Wetland,NULL,Wetland,Grassland,Bareland,Grassland
11419,Forest,Forest,Wetland,NULL,Wetland,Grassland,Bareland,Forest
11420,Forest,Forest,Wetland,NULL,Wetland,Grassland,Water,Forest
11421,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Grassland
11422,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Forest
11423,Forest,Forest,Wetland,NULL,Wetland,Cropland,Grassland,Grassland
11424,Forest,Forest,Wetland,NULL,Wetland,Wetland,NULL,Forest
11425,Forest,Forest,Wetland,NULL,Wetland,Wetland,Shrubland,NULL
11426,Forest,Forest,Wetland,NULL,Wetland,Wetland,Shrubland,Forest
11427,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,NULL
11428,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
11429,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
11430,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Forest
11431,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,NULL
11432,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
11433,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
11434,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Water
11435,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
11436,Forest,Forest,Wetland,NULL,Wetland,Wetland,Bareland,Grassland
11437,Forest,Forest,Wetland,NULL,Wetland,Wetland,Bareland,Water
11438,Forest,Forest,Wetland,NULL,Wetland,Wetland,Bareland,Forest
11439,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Water
11440,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Forest
11441,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,NULL
11442,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Water
11443,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Forest
11444,Forest,Forest,Wetland,NULL,Wetland,Bareland,NULL,Forest
11445,Forest,Forest,Wetland,NULL,Wetland,Bareland,Shrubland,Grassland
11446,Forest,Forest,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
11447,Forest,Forest,Wetland,NULL,Wetland,Bareland,Grassland,Water
11448,Forest,Forest,Wetland,NULL,Wetland,Bareland,Grassland,Forest
11449,Forest,Forest,Wetland,NULL,Wetland,Bareland,Wetland,NULL
11450,Forest,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
11451,Forest,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Wetland
11452,Forest,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Water
11453,Forest,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Forest
11454,Forest,Forest,Wetland,NULL,Wetland,Bareland,Bareland,NULL
11455,Forest,Forest,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
11456,Forest,Forest,Wetland,NULL,Wetland,Bareland,Bareland,Water
11457,Forest,Forest,Wetland,NULL,Wetland,Bareland,Bareland,Forest
11458,Forest,Forest,Wetland,NULL,Wetland,Bareland,Water,Grassland
11459,Forest,Forest,Wetland,NULL,Wetland,Bareland,Water,Water
11460,Forest,Forest,Wetland,NULL,Wetland,Bareland,Water,Forest
11461,Forest,Forest,Wetland,NULL,Wetland,Bareland,Forest,Grassland
11462,Forest,Forest,Wetland,NULL,Wetland,Bareland,Forest,Forest
11463,Forest,Forest,Wetland,NULL,Wetland,Built-up,Grassland,Forest
11464,Forest,Forest,Wetland,NULL,Wetland,Water,Grassland,Grassland
11465,Forest,Forest,Wetland,NULL,Wetland,Water,Grassland,Wetland
11466,Forest,Forest,Wetland,NULL,Wetland,Water,Grassland,Water
11467,Forest,Forest,Wetland,NULL,Wetland,Water,Grassland,Forest
11468,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Grassland
11469,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Wetland
11470,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Water
11471,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
11472,Forest,Forest,Wetland,NULL,Wetland,Water,Bareland,Water
11473,Forest,Forest,Wetland,NULL,Wetland,Water,Bareland,Forest
11474,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Forest
11475,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Forest
11476,Forest,Forest,Wetland,NULL,Wetland,Forest,Shrubland,Forest
11477,Forest,Forest,Wetland,NULL,Wetland,Forest,Grassland,Forest
11478,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Water
11479,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Forest
11480,Forest,Forest,Wetland,NULL,Wetland,Forest,Bareland,Forest
11481,Forest,Forest,Wetland,NULL,Wetland,Forest,Water,Water
11482,Forest,Forest,Wetland,NULL,Wetland,Forest,Water,Forest
11483,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Water
11484,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Forest
11485,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Grassland,Forest
11486,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Water
11487,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
11488,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Bareland,Forest
11489,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Water
11490,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Forest
11491,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Forest,Forest
11492,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,Grassland,Forest
11493,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,Wetland,NULL
11494,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,Wetland,Forest
11495,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,Water,Forest
11496,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Grassland,Water
11497,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
11498,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,NULL
11499,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
11500,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
11501,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Bareland,Forest
11502,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Forest
11503,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
11504,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
11505,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
11506,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
11507,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Bareland,Forest
11508,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Forest
11509,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
11510,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Grassland,Forest
11511,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Wetland,Forest
11512,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Bareland,Grassland
11513,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Bareland,Water
11514,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Bareland,Forest
11515,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Water,Forest
11516,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Forest,Forest
11517,Forest,Forest,Wetland,Non_Water,Wetland,Water,Grassland,Forest
11518,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
11519,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Forest
11520,Forest,Forest,Wetland,Non_Water,Wetland,Water,Bareland,Grassland
11521,Forest,Forest,Wetland,Non_Water,Wetland,Water,Bareland,Water
11522,Forest,Forest,Wetland,Non_Water,Wetland,Water,Bareland,Forest
11523,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Forest
11524,Forest,Forest,Wetland,Non_Water,Wetland,Water,Forest,Water
11525,Forest,Forest,Wetland,Non_Water,Wetland,Water,Forest,Forest
11526,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Grassland,Forest
11527,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
11528,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Bareland,Forest
11529,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Water,Forest
11530,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Forest,Forest
11531,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Water
11532,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Forest
11533,Forest,Forest,Wetland,Water,Wetland,NULL,Bareland,Forest
11534,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Forest
11535,Forest,Forest,Wetland,Water,Wetland,NULL,Forest,Forest
11536,Forest,Forest,Wetland,Water,Wetland,Grassland,Grassland,Water
11537,Forest,Forest,Wetland,Water,Wetland,Grassland,Grassland,Forest
11538,Forest,Forest,Wetland,Water,Wetland,Grassland,Wetland,Grassland
11539,Forest,Forest,Wetland,Water,Wetland,Grassland,Wetland,Water
11540,Forest,Forest,Wetland,Water,Wetland,Grassland,Wetland,Forest
11541,Forest,Forest,Wetland,Water,Wetland,Wetland,Grassland,Forest
11542,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Grassland
11543,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Water
11544,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Forest
11545,Forest,Forest,Wetland,Water,Wetland,Wetland,Bareland,Forest
11546,Forest,Forest,Wetland,Water,Wetland,Wetland,Water,Forest
11547,Forest,Forest,Wetland,Water,Wetland,Bareland,Grassland,Water
11548,Forest,Forest,Wetland,Water,Wetland,Bareland,Grassland,Forest
11549,Forest,Forest,Wetland,Water,Wetland,Bareland,Wetland,Forest
11550,Forest,Forest,Wetland,Water,Wetland,Bareland,Bareland,Grassland
11551,Forest,Forest,Wetland,Water,Wetland,Bareland,Bareland,Forest
11552,Forest,Forest,Wetland,Water,Wetland,Bareland,Water,Forest
11553,Forest,Forest,Wetland,Water,Wetland,Water,Grassland,Water
11554,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Forest
11555,Forest,Forest,Wetland,Water,Wetland,Water,Water,Water
11556,Forest,Forest,Wetland,Water,Wetland,Water,Water,Forest
11557,Forest,Forest,Wetland,Water,Wetland,Water,Forest,Water
11558,Forest,Forest,Wetland,Water,Wetland,Water,Forest,Forest
11559,Forest,Forest,Wetland,Water,Wetland,Forest,Bareland,Forest
11560,Forest,Forest,Wetland,Water,Wetland,Forest,Water,Forest
11561,Forest,Forest,Wetland,Water,Wetland,Forest,Forest,Forest
11562,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,NULL,Grassland
11563,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,NULL,Forest
11564,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Shrubland,Forest
11565,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
11566,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Cropland
11567,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Forest
11568,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Wetland,Forest
11569,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Bareland,Grassland
11570,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Bareland,Forest
11571,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Forest,Grassland
11572,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Forest,Forest
11573,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,NULL,Grassland
11574,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,NULL,Forest
11575,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Grassland,Grassland
11576,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Grassland,Forest
11577,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Wetland,Grassland
11578,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Bareland,Grassland
11579,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Bareland,Forest
11580,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest,Grassland,Forest
11581,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest,Forest,Forest
11582,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
11583,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Shrubland,Forest
11584,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Grassland,Grassland
11585,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Grassland,Forest
11586,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Wetland,Water
11587,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
11588,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Bareland,Forest
11589,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Water,Forest
11590,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Forest,Water
11591,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
11592,Forest,Forest,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
11593,Forest,Forest,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
11594,Forest,Forest,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
11595,Forest,Forest,Bareland,NULL,Non_Wetland,Shrubland,Grassland,NULL
11596,Forest,Forest,Bareland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
11597,Forest,Forest,Bareland,NULL,Non_Wetland,Shrubland,Grassland,Water
11598,Forest,Forest,Bareland,NULL,Non_Wetland,Shrubland,Grassland,Forest
11599,Forest,Forest,Bareland,NULL,Non_Wetland,Shrubland,Wetland,NULL
11600,Forest,Forest,Bareland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
11601,Forest,Forest,Bareland,NULL,Non_Wetland,Shrubland,Wetland,Forest
11602,Forest,Forest,Bareland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
11603,Forest,Forest,Bareland,NULL,Non_Wetland,Shrubland,Bareland,Forest
11604,Forest,Forest,Bareland,NULL,Non_Wetland,Shrubland,Forest,NULL
11605,Forest,Forest,Bareland,NULL,Non_Wetland,Shrubland,Forest,Grassland
11606,Forest,Forest,Bareland,NULL,Non_Wetland,Shrubland,Forest,Water
11607,Forest,Forest,Bareland,NULL,Non_Wetland,Shrubland,Forest,Forest
11608,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,NULL,Forest
11609,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
11610,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Shrubland,Forest
11611,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Grassland,NULL
11612,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
11613,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Grassland,Wetland
11614,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Grassland,Water
11615,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
11616,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Wetland,NULL
11617,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
11618,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
11619,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Bareland,Grassland
11620,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Bareland,Forest
11621,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Water,Forest
11622,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
11623,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
11624,Forest,Forest,Bareland,NULL,Non_Wetland,Cropland,Grassland,Grassland
11625,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Shrubland,NULL
11626,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
11627,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Shrubland,Forest
11628,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Grassland,NULL
11629,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
11630,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Grassland,Wetland
11631,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Grassland,Water
11632,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
11633,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
11634,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
11635,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Water
11636,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
11637,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Bareland,NULL
11638,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Bareland,Grassland
11639,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Bareland,Forest
11640,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Water,Wetland
11641,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Water,Water
11642,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
11643,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Forest,NULL
11644,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Forest,Grassland
11645,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Forest,Water
11646,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
11647,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Grassland,NULL
11648,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
11649,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Grassland,Wetland
11650,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Grassland,Bareland
11651,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Grassland,Built-up
11652,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Grassland,Water
11653,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
11654,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Wetland,Grassland
11655,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Wetland,Bareland
11656,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Wetland,Water
11657,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Wetland,Forest
11658,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
11659,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
11660,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Bareland,Water
11661,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
11662,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Water,Forest
11663,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Forest,Grassland
11664,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Forest,Forest
11665,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Shrubland,Forest
11666,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Grassland,Grassland
11667,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Grassland,Wetland
11668,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Grassland,Forest
11669,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Wetland,Wetland
11670,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Wetland,Water
11671,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
11672,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Bareland,Forest
11673,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Water,Wetland
11674,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Water,Water
11675,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Water,Forest
11676,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Forest,Wetland
11677,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Forest,Water
11678,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Forest,Forest
11679,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,NULL,Forest
11680,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Shrubland,Forest
11681,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Grassland,Grassland
11682,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Grassland,Forest
11683,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
11684,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Bareland,Forest
11685,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Water,Water
11686,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Water,Forest
11687,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Forest,Grassland
11688,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Forest,Water
11689,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
11690,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Grassland,Forest
11691,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Forest
11692,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Bareland,Forest
11693,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Water,Forest
11694,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Forest,Forest
11695,Forest,Forest,Bareland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
11696,Forest,Forest,Bareland,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
11697,Forest,Forest,Bareland,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
11698,Forest,Forest,Bareland,Non_Water,Non_Wetland,Shrubland,Wetland,Wetland
11699,Forest,Forest,Bareland,Non_Water,Non_Wetland,Shrubland,Wetland,Forest
11700,Forest,Forest,Bareland,Non_Water,Non_Wetland,Shrubland,Bareland,Forest
11701,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
11702,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
11703,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
11704,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland,Bareland,Forest
11705,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland,Water,Forest
11706,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland,Forest,Forest
11707,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
11708,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
11709,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
11710,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Water
11711,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
11712,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Bareland,Water
11713,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Bareland,Forest
11714,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
11715,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Forest,Grassland
11716,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Forest,Forest
11717,Forest,Forest,Bareland,Non_Water,Non_Wetland,Bareland,Grassland,Forest
11718,Forest,Forest,Bareland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
11719,Forest,Forest,Bareland,Non_Water,Non_Wetland,Bareland,Wetland,Water
11720,Forest,Forest,Bareland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
11721,Forest,Forest,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
11722,Forest,Forest,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Water
11723,Forest,Forest,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
11724,Forest,Forest,Bareland,Non_Water,Non_Wetland,Bareland,Water,Forest
11725,Forest,Forest,Bareland,Non_Water,Non_Wetland,Bareland,Forest,Forest
11726,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Grassland,Forest
11727,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Wetland,Wetland
11728,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
11729,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Bareland,Forest
11730,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
11731,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Forest,Forest
11732,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest,Grassland,Forest
11733,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest,Wetland,Forest
11734,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest,Bareland,Forest
11735,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest,Water,Forest
11736,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest,Forest,Forest
11737,Forest,Forest,Bareland,Water,Non_Wetland,NULL,Wetland,Forest
11738,Forest,Forest,Bareland,Water,Non_Wetland,NULL,Bareland,Forest
11739,Forest,Forest,Bareland,Water,Non_Wetland,NULL,Forest,Forest
