Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_25MBQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_25MBQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_25MBQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_25MBQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_25MBQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_25MBQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_25MBQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_25MBQ_M_R
323,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
324,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
325,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
326,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
327,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,NULL
328,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
329,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
330,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
331,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Cropland
332,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
333,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
334,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Wetland
335,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
336,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Bareland,Grassland
337,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Built-up,Grassland
338,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,NULL
339,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Wetland
340,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
341,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,NULL
342,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
343,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Cropland
344,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Wetland
345,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
346,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
347,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
348,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
349,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
350,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
351,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
352,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,NULL
353,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
354,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Wetland
355,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
356,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
357,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Bareland
358,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
359,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
360,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
361,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,NULL
362,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
363,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
364,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Forest
365,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
366,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
367,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,NULL,NULL
368,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,NULL,Grassland
369,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,NULL,Built-up
370,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,NULL,Forest
371,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,NULL
372,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
373,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
374,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
375,NULL,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
376,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
377,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
378,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
379,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
380,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
381,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
382,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
383,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
384,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
385,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
386,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
387,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
388,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
389,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Wetland
390,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
391,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
392,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
393,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,NULL
394,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
395,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Wetland
396,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,NULL
397,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
398,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Wetland
399,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
400,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Built-up
401,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,NULL
402,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
403,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
404,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Bareland
405,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Built-up
406,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
407,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,NULL
408,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
409,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Wetland
410,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Bareland
411,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Water
412,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,NULL
413,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
414,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Bareland
415,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
416,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
417,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
418,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
419,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Wetland
420,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Bareland
421,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Built-up
422,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
423,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
424,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
425,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
426,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
427,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
428,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
429,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
430,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
431,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
432,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
433,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
434,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
435,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Built-up,NULL
436,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
437,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Bareland
438,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Built-up
439,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Forest
440,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Water,Grassland
441,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Water,Built-up
442,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,NULL
443,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
444,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Wetland
445,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
446,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
447,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
448,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
449,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Wetland
450,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
451,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
452,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Water
453,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
454,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
455,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
456,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
457,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
458,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
459,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
460,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
461,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
462,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
463,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
464,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
465,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
466,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
467,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
468,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,NULL
469,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
470,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
471,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Bareland
472,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
473,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
474,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
475,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
476,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
477,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Wetland
478,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
479,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Built-up
480,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
481,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,NULL
482,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Bareland
483,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,NULL
484,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
485,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Built-up
486,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
487,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,NULL
488,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
489,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Bareland
490,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Built-up,NULL
491,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Built-up,Grassland
492,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Built-up,Cropland
493,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Built-up,Built-up
494,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Built-up,Forest
495,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,NULL
496,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
497,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
498,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
499,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Wetland
500,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
501,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
502,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Water
503,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
504,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
505,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
506,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
507,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
508,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
509,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
510,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
511,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
512,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
513,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Wetland
514,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
515,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
516,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Water
517,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,NULL
518,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
519,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Wetland
520,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
521,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Built-up
522,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Forest
523,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
524,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
525,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Built-up
526,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Water
527,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,NULL
528,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
529,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
530,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Bareland
531,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Built-up
532,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Forest
533,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Shrubland,NULL
534,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,NULL
535,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
536,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
537,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Bareland
538,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
539,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
540,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
541,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,NULL
542,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
543,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
544,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
545,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
546,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
547,NULL,NULL,Cropland,NULL,Non_Wetland,Water,NULL,NULL
548,NULL,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
549,NULL,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Wetland
550,NULL,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Bareland
551,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Bareland,Grassland
552,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Water,Grassland
553,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Water,Bareland
554,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,NULL
555,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
556,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
557,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
558,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
559,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
560,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
561,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
562,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Built-up
563,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
564,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
565,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
566,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Wetland,NULL
567,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
568,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Wetland
569,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Bareland,NULL
570,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
571,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Bareland
572,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Built-up,NULL
573,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Built-up,Grassland
574,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Built-up,Bareland
575,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Built-up,Built-up
576,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
577,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Bareland
578,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
579,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
580,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
581,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Bareland
582,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
583,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
584,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
585,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,NULL
586,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
587,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
588,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Bareland
589,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
590,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Bareland
591,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
592,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Built-up,Grassland
593,NULL,NULL,Cropland,Non_Water,Non_Wetland,Cropland,NULL,NULL
594,NULL,NULL,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Grassland
595,NULL,NULL,Cropland,Non_Water,Non_Wetland,Cropland,Bareland,Grassland
596,NULL,NULL,Cropland,Non_Water,Non_Wetland,Cropland,Built-up,NULL
597,NULL,NULL,Cropland,Non_Water,Non_Wetland,Cropland,Built-up,Grassland
598,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,NULL
599,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
600,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Bareland
601,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Built-up
602,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,NULL
603,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
604,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Wetland
605,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
606,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Built-up
607,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Built-up,NULL
608,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Built-up,Grassland
609,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Built-up,Bareland
610,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Built-up,Built-up
611,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Forest,Grassland
612,NULL,NULL,Cropland,Non_Water,Non_Wetland,Built-up,Grassland,Grassland
613,NULL,NULL,Cropland,Non_Water,Non_Wetland,Built-up,Built-up,NULL
614,NULL,NULL,Cropland,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
615,NULL,NULL,Cropland,Non_Water,Non_Wetland,Built-up,Built-up,Bareland
616,NULL,NULL,Cropland,Non_Water,Non_Wetland,Built-up,Built-up,Built-up
617,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Grassland
618,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Wetland
619,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Grassland
620,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Wetland
621,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,NULL
622,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
623,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
624,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
625,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
626,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Grassland
627,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Bareland,NULL
628,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Bareland,Grassland
629,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Built-up,Grassland
630,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Water,Grassland
631,NULL,NULL,Cropland,Water,Non_Wetland,Shrubland,NULL,NULL
632,NULL,NULL,Cropland,Water,Non_Wetland,Shrubland,NULL,Grassland
633,NULL,NULL,Cropland,Water,Non_Wetland,Shrubland,NULL,Bareland
634,NULL,NULL,Cropland,Water,Non_Wetland,Shrubland,Water,Grassland
635,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,NULL,Grassland
636,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,NULL,Bareland
637,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
638,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Bareland,Grassland
639,NULL,NULL,Cropland,Water,Non_Wetland,Cropland,NULL,Grassland
640,NULL,NULL,Cropland,Water,Non_Wetland,Cropland,Built-up,Forest
641,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,NULL,NULL
642,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,NULL,Grassland
643,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,NULL,Bareland
644,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Bareland,Grassland
645,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Bareland,Bareland
646,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Built-up,Grassland
647,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Water,Grassland
648,NULL,NULL,Cropland,Water,Non_Wetland,Built-up,Built-up,Grassland
649,NULL,NULL,Cropland,Water,Non_Wetland,Built-up,Built-up,Built-up
650,NULL,NULL,Cropland,Water,Non_Wetland,Water,NULL,Grassland
651,NULL,NULL,Cropland,Water,Non_Wetland,Water,Built-up,Grassland
652,NULL,NULL,Cropland,Water,Non_Wetland,Water,Water,Grassland
653,NULL,NULL,Cropland,Water,Non_Wetland,Water,Water,Wetland
