Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20NKN_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NKN_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NKN_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NKN_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NKN_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20NKN_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20NKN_M_R
1165,Permanent_ice_and_snow,Wetland,Bareland,Non_Water,Non_Wetland,NULL,Grassland
1166,Permanent_ice_and_snow,Wetland,Bareland,Non_Water,Non_Wetland,NULL,Wetland
1167,Permanent_ice_and_snow,Wetland,Bareland,Water,Non_Wetland,NULL,Grassland
1168,Permanent_ice_and_snow,Wetland,Bareland,Water,Non_Wetland,NULL,Wetland
1169,Permanent_ice_and_snow,Wetland,Built-up,NULL,Non_Wetland,NULL,Grassland
1170,Permanent_ice_and_snow,Wetland,Water,NULL,Water,NULL,Wetland
1171,Permanent_ice_and_snow,Wetland,Water,NULL,Water,NULL,Forest
1172,Permanent_ice_and_snow,Wetland,Water,Non_Water,Water,NULL,Grassland
1173,Permanent_ice_and_snow,Wetland,Water,Non_Water,Water,NULL,Wetland
1174,Permanent_ice_and_snow,Wetland,Water,Non_Water,Water,NULL,Forest
1175,Permanent_ice_and_snow,Wetland,Water,Water,Water,NULL,Grassland
1176,Permanent_ice_and_snow,Wetland,Water,Water,Water,NULL,Wetland
1177,Permanent_ice_and_snow,Wetland,Water,Water,Water,NULL,Water
1178,Permanent_ice_and_snow,Wetland,Water,Water,Water,NULL,Forest
1179,Permanent_ice_and_snow,Wetland,Forest,NULL,Non_Wetland,NULL,NULL
1180,Permanent_ice_and_snow,Wetland,Forest,NULL,Non_Wetland,NULL,Grassland
1181,Permanent_ice_and_snow,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland
1182,Permanent_ice_and_snow,Wetland,Forest,NULL,Non_Wetland,NULL,Water
1183,Permanent_ice_and_snow,Wetland,Forest,NULL,Non_Wetland,NULL,Forest
1184,Permanent_ice_and_snow,Wetland,Forest,Non_Water,Non_Wetland,NULL,Grassland
1185,Permanent_ice_and_snow,Wetland,Forest,Non_Water,Non_Wetland,NULL,Water
1186,Permanent_ice_and_snow,Wetland,Forest,Non_Water,Non_Wetland,NULL,Forest
1187,Permanent_ice_and_snow,Wetland,Forest,Water,Non_Wetland,NULL,Grassland
1188,Permanent_ice_and_snow,Wetland,Forest,Water,Non_Wetland,NULL,Wetland
1189,Permanent_ice_and_snow,Wetland,Forest,Water,Non_Wetland,NULL,Water
1190,Permanent_ice_and_snow,Wetland,Forest,Water,Non_Wetland,NULL,Forest
1191,Permanent_ice_and_snow,Bareland,Shrubland,NULL,Non_Wetland,NULL,Water
1192,Permanent_ice_and_snow,Bareland,Shrubland,Water,Non_Wetland,NULL,Water
1193,Permanent_ice_and_snow,Bareland,Wetland,Water,Wetland,NULL,Water
1194,Permanent_ice_and_snow,Bareland,Water,Non_Water,Water,NULL,Water
1195,Permanent_ice_and_snow,Bareland,Water,Water,Water,NULL,Water
1196,Permanent_ice_and_snow,Bareland,Forest,NULL,Non_Wetland,NULL,Water
1197,Permanent_ice_and_snow,Built-up,Cropland,NULL,Non_Wetland,NULL,Forest
1198,Permanent_ice_and_snow,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland
1199,Permanent_ice_and_snow,Built-up,Forest,NULL,Non_Wetland,NULL,Forest
1200,Permanent_ice_and_snow,Water,NULL,NULL,Non_Wetland,NULL,Water
1201,Permanent_ice_and_snow,Water,NULL,Water,Non_Wetland,NULL,Forest
1202,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,NULL,NULL
1203,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland
1204,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,NULL,Water
1205,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,NULL,Forest
1206,Permanent_ice_and_snow,Water,Shrubland,Non_Water,Non_Wetland,NULL,Water
1207,Permanent_ice_and_snow,Water,Shrubland,Non_Water,Non_Wetland,NULL,Forest
1208,Permanent_ice_and_snow,Water,Shrubland,Water,Non_Wetland,NULL,Water
1209,Permanent_ice_and_snow,Water,Shrubland,Water,Non_Wetland,NULL,Forest
1210,Permanent_ice_and_snow,Water,Grassland,NULL,Non_Wetland,NULL,NULL
1211,Permanent_ice_and_snow,Water,Grassland,NULL,Non_Wetland,NULL,Grassland
1212,Permanent_ice_and_snow,Water,Grassland,NULL,Non_Wetland,NULL,Water
1213,Permanent_ice_and_snow,Water,Grassland,NULL,Non_Wetland,NULL,Forest
1214,Permanent_ice_and_snow,Water,Grassland,Water,Non_Wetland,NULL,Water
1215,Permanent_ice_and_snow,Water,Cropland,NULL,Non_Wetland,NULL,Water
1216,Permanent_ice_and_snow,Water,Cropland,NULL,Non_Wetland,NULL,Forest
1217,Permanent_ice_and_snow,Water,Cropland,Non_Water,Non_Wetland,NULL,Water
1218,Permanent_ice_and_snow,Water,Cropland,Water,Non_Wetland,NULL,Water
1219,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,NULL,Grassland
1220,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,NULL,Wetland
1221,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,NULL,Water
1222,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,NULL,Forest
1223,Permanent_ice_and_snow,Water,Wetland,Non_Water,Wetland,NULL,Wetland
1224,Permanent_ice_and_snow,Water,Wetland,Non_Water,Wetland,NULL,Water
1225,Permanent_ice_and_snow,Water,Wetland,Non_Water,Wetland,NULL,Forest
1226,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,NULL,Water
1227,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,NULL,Forest
1228,Permanent_ice_and_snow,Water,Bareland,NULL,Non_Wetland,NULL,Water
1229,Permanent_ice_and_snow,Water,Bareland,Non_Water,Non_Wetland,NULL,Forest
1230,Permanent_ice_and_snow,Water,Bareland,Water,Non_Wetland,NULL,Water
1231,Permanent_ice_and_snow,Water,Bareland,Water,Non_Wetland,NULL,Forest
1232,Permanent_ice_and_snow,Water,Built-up,NULL,Non_Wetland,NULL,Forest
1233,Permanent_ice_and_snow,Water,Built-up,Non_Water,Non_Wetland,NULL,Forest
1234,Permanent_ice_and_snow,Water,Built-up,Water,Non_Wetland,NULL,Water
1235,Permanent_ice_and_snow,Water,Water,NULL,Water,NULL,Water
1236,Permanent_ice_and_snow,Water,Water,NULL,Water,NULL,Forest
1237,Permanent_ice_and_snow,Water,Water,Non_Water,Water,NULL,Bareland
1238,Permanent_ice_and_snow,Water,Water,Non_Water,Water,NULL,Water
1239,Permanent_ice_and_snow,Water,Water,Non_Water,Water,NULL,Forest
1240,Permanent_ice_and_snow,Water,Water,Water,Water,NULL,Grassland
1241,Permanent_ice_and_snow,Water,Water,Water,Water,NULL,Wetland
1242,Permanent_ice_and_snow,Water,Water,Water,Water,NULL,Water
1243,Permanent_ice_and_snow,Water,Water,Water,Water,NULL,Forest
1244,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,NULL,NULL
1245,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,NULL,Grassland
1246,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,NULL,Wetland
1247,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,NULL,Bareland
1248,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,NULL,Water
1249,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,NULL,Forest
1250,Permanent_ice_and_snow,Water,Forest,Non_Water,Non_Wetland,NULL,Water
1251,Permanent_ice_and_snow,Water,Forest,Non_Water,Non_Wetland,NULL,Forest
1252,Permanent_ice_and_snow,Water,Forest,Water,Non_Wetland,NULL,Grassland
1253,Permanent_ice_and_snow,Water,Forest,Water,Non_Wetland,NULL,Bareland
1254,Permanent_ice_and_snow,Water,Forest,Water,Non_Wetland,NULL,Water
1255,Permanent_ice_and_snow,Water,Forest,Water,Non_Wetland,NULL,Forest
1256,Permanent_ice_and_snow,Forest,NULL,NULL,Non_Wetland,NULL,Grassland
1257,Permanent_ice_and_snow,Forest,NULL,NULL,Non_Wetland,NULL,Wetland
1258,Permanent_ice_and_snow,Forest,NULL,NULL,Non_Wetland,NULL,Forest
1259,Permanent_ice_and_snow,Forest,NULL,Non_Water,Non_Wetland,NULL,Forest
1260,Permanent_ice_and_snow,Forest,NULL,Water,Non_Wetland,NULL,Forest
1261,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL
1262,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland
1263,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland
1264,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,NULL,Bareland
1265,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest
1266,Permanent_ice_and_snow,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
1267,Permanent_ice_and_snow,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Wetland
1268,Permanent_ice_and_snow,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Forest
1269,Permanent_ice_and_snow,Forest,Shrubland,Water,Non_Wetland,NULL,Grassland
1270,Permanent_ice_and_snow,Forest,Shrubland,Water,Non_Wetland,NULL,Forest
1271,Permanent_ice_and_snow,Forest,Grassland,NULL,Non_Wetland,NULL,NULL
1272,Permanent_ice_and_snow,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland
1273,Permanent_ice_and_snow,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland
1274,Permanent_ice_and_snow,Forest,Grassland,NULL,Non_Wetland,NULL,Water
1275,Permanent_ice_and_snow,Forest,Grassland,NULL,Non_Wetland,NULL,Forest
1276,Permanent_ice_and_snow,Forest,Grassland,Non_Water,Non_Wetland,NULL,Grassland
1277,Permanent_ice_and_snow,Forest,Grassland,Non_Water,Non_Wetland,NULL,Forest
1278,Permanent_ice_and_snow,Forest,Grassland,Water,Non_Wetland,NULL,Grassland
1279,Permanent_ice_and_snow,Forest,Grassland,Water,Non_Wetland,NULL,Water
1280,Permanent_ice_and_snow,Forest,Grassland,Water,Non_Wetland,NULL,Forest
1281,Permanent_ice_and_snow,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland
1282,Permanent_ice_and_snow,Forest,Cropland,NULL,Non_Wetland,NULL,Forest
1283,Permanent_ice_and_snow,Forest,Cropland,Non_Water,Non_Wetland,NULL,Grassland
1284,Permanent_ice_and_snow,Forest,Cropland,Non_Water,Non_Wetland,NULL,Forest
1285,Permanent_ice_and_snow,Forest,Cropland,Water,Non_Wetland,NULL,Forest
1286,Permanent_ice_and_snow,Forest,Wetland,NULL,Wetland,NULL,NULL
1287,Permanent_ice_and_snow,Forest,Wetland,NULL,Wetland,NULL,Grassland
1288,Permanent_ice_and_snow,Forest,Wetland,NULL,Wetland,NULL,Wetland
1289,Permanent_ice_and_snow,Forest,Wetland,NULL,Wetland,NULL,Water
1290,Permanent_ice_and_snow,Forest,Wetland,NULL,Wetland,NULL,Forest
1291,Permanent_ice_and_snow,Forest,Wetland,Non_Water,Wetland,NULL,Grassland
1292,Permanent_ice_and_snow,Forest,Wetland,Non_Water,Wetland,NULL,Wetland
1293,Permanent_ice_and_snow,Forest,Wetland,Non_Water,Wetland,NULL,Forest
1294,Permanent_ice_and_snow,Forest,Wetland,Water,Wetland,NULL,Grassland
1295,Permanent_ice_and_snow,Forest,Wetland,Water,Wetland,NULL,Water
1296,Permanent_ice_and_snow,Forest,Wetland,Water,Wetland,NULL,Forest
1297,Permanent_ice_and_snow,Forest,Bareland,NULL,Non_Wetland,NULL,Grassland
1298,Permanent_ice_and_snow,Forest,Bareland,NULL,Non_Wetland,NULL,Wetland
1299,Permanent_ice_and_snow,Forest,Bareland,NULL,Non_Wetland,NULL,Forest
1300,Permanent_ice_and_snow,Forest,Bareland,Non_Water,Non_Wetland,NULL,Grassland
1301,Permanent_ice_and_snow,Forest,Bareland,Water,Non_Wetland,NULL,Wetland
1302,Permanent_ice_and_snow,Forest,Bareland,Water,Non_Wetland,NULL,Forest
1303,Permanent_ice_and_snow,Forest,Built-up,NULL,Non_Wetland,NULL,Grassland
1304,Permanent_ice_and_snow,Forest,Built-up,NULL,Non_Wetland,NULL,Wetland
1305,Permanent_ice_and_snow,Forest,Built-up,NULL,Non_Wetland,NULL,Forest
1306,Permanent_ice_and_snow,Forest,Built-up,Non_Water,Non_Wetland,NULL,Grassland
1307,Permanent_ice_and_snow,Forest,Built-up,Non_Water,Non_Wetland,NULL,Forest
1308,Permanent_ice_and_snow,Forest,Water,NULL,Water,NULL,Forest
1309,Permanent_ice_and_snow,Forest,Water,Non_Water,Water,NULL,Forest
1310,Permanent_ice_and_snow,Forest,Water,Water,Water,NULL,Grassland
1311,Permanent_ice_and_snow,Forest,Water,Water,Water,NULL,Wetland
1312,Permanent_ice_and_snow,Forest,Water,Water,Water,NULL,Forest
1313,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,NULL
1314,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,Grassland
1315,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,Wetland
1316,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,Water
1317,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,Forest
1318,Permanent_ice_and_snow,Forest,Forest,Non_Water,Non_Wetland,NULL,Grassland
1319,Permanent_ice_and_snow,Forest,Forest,Non_Water,Non_Wetland,NULL,Water
1320,Permanent_ice_and_snow,Forest,Forest,Non_Water,Non_Wetland,NULL,Forest
1321,Permanent_ice_and_snow,Forest,Forest,Water,Non_Wetland,NULL,Wetland
1322,Permanent_ice_and_snow,Forest,Forest,Water,Non_Wetland,NULL,Water
1323,Permanent_ice_and_snow,Forest,Forest,Water,Non_Wetland,NULL,Forest
1324,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL
1325,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Grassland
1326,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Wetland
1327,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Bareland
1328,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Forest
1329,Forest,NULL,NULL,Water,Non_Wetland,NULL,Grassland
1330,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL
1331,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland
1332,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland
1333,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland
1334,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest
1335,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
1336,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest
1337,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland
1338,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,Wetland
1339,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL
1340,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland
1341,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland
1342,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Bareland
1343,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Water
1344,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Forest
1345,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL
1346,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,Grassland
1347,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,Wetland
1348,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,Forest
1349,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL
1350,Forest,NULL,Grassland,Water,Non_Wetland,NULL,Grassland
1351,Forest,NULL,Grassland,Water,Non_Wetland,NULL,Wetland
1352,Forest,NULL,Grassland,Water,Non_Wetland,NULL,Bareland
1353,Forest,NULL,Grassland,Water,Non_Wetland,NULL,Water
1354,Forest,NULL,Grassland,Water,Non_Wetland,NULL,Forest
1355,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL
1356,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland
1357,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland
1358,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Forest
1359,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland
1360,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Forest
1361,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL
1362,Forest,NULL,Wetland,NULL,Wetland,NULL,Grassland
1363,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland
1364,Forest,NULL,Wetland,NULL,Wetland,NULL,Bareland
1365,Forest,NULL,Wetland,NULL,Wetland,NULL,Water
1366,Forest,NULL,Wetland,NULL,Wetland,NULL,Forest
1367,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Grassland
1368,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Wetland
1369,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Forest
1370,Forest,NULL,Wetland,Water,Wetland,NULL,NULL
1371,Forest,NULL,Wetland,Water,Wetland,NULL,Grassland
1372,Forest,NULL,Wetland,Water,Wetland,NULL,Wetland
1373,Forest,NULL,Wetland,Water,Wetland,NULL,Bareland
1374,Forest,NULL,Wetland,Water,Wetland,NULL,Water
1375,Forest,NULL,Wetland,Water,Wetland,NULL,Forest
1376,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland
1377,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland
1378,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Bareland
1379,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Forest
1380,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,Wetland
1381,Forest,NULL,Bareland,Water,Non_Wetland,NULL,Grassland
1382,Forest,NULL,Bareland,Water,Non_Wetland,NULL,Wetland
1383,Forest,NULL,Bareland,Water,Non_Wetland,NULL,Forest
1384,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland
1385,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland
1386,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Forest
1387,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,Grassland
1388,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,Wetland
1389,Forest,NULL,Built-up,Water,Non_Wetland,NULL,Grassland
1390,Forest,NULL,Built-up,Water,Non_Wetland,NULL,Wetland
1391,Forest,NULL,Built-up,Water,Non_Wetland,NULL,Forest
1392,Forest,NULL,Water,NULL,Water,NULL,NULL
1393,Forest,NULL,Water,NULL,Water,NULL,Grassland
1394,Forest,NULL,Water,NULL,Water,NULL,Wetland
1395,Forest,NULL,Water,NULL,Water,NULL,Forest
1396,Forest,NULL,Water,Non_Water,Water,NULL,NULL
1397,Forest,NULL,Water,Non_Water,Water,NULL,Grassland
1398,Forest,NULL,Water,Non_Water,Water,NULL,Wetland
1399,Forest,NULL,Water,Non_Water,Water,NULL,Water
1400,Forest,NULL,Water,Non_Water,Water,NULL,Forest
1401,Forest,NULL,Water,Water,Water,NULL,NULL
1402,Forest,NULL,Water,Water,Water,NULL,Grassland
1403,Forest,NULL,Water,Water,Water,NULL,Wetland
1404,Forest,NULL,Water,Water,Water,NULL,Bareland
1405,Forest,NULL,Water,Water,Water,NULL,Water
1406,Forest,NULL,Water,Water,Water,NULL,Forest
1407,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL
1408,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland
1409,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland
1410,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Bareland
1411,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Water
1412,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest
1413,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL
1414,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland
1415,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland
1416,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Bareland
1417,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Water
1418,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Forest
1419,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL
1420,Forest,NULL,Forest,Water,Non_Wetland,NULL,Grassland
1421,Forest,NULL,Forest,Water,Non_Wetland,NULL,Wetland
1422,Forest,NULL,Forest,Water,Non_Wetland,NULL,Water
1423,Forest,NULL,Forest,Water,Non_Wetland,NULL,Forest
1424,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland
1425,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Grassland
1426,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Forest
1427,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,Grassland
1428,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,Grassland
1429,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,Wetland
1430,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,Water
1431,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,Forest
1432,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
1433,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Water
1434,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Forest
1435,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL,Grassland
1436,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL,Wetland
1437,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL,Water
1438,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL,Forest
1439,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL
1440,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,Grassland
1441,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,Wetland
1442,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,Forest
1443,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,Grassland
1444,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,Wetland
1445,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,Forest
1446,Forest,Wetland,Grassland,Water,Non_Wetland,NULL,Grassland
1447,Forest,Wetland,Grassland,Water,Non_Wetland,NULL,Wetland
1448,Forest,Wetland,Grassland,Water,Non_Wetland,NULL,Forest
1449,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL,Grassland
1450,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL,Forest
1451,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL
1452,Forest,Wetland,Wetland,NULL,Wetland,NULL,Grassland
1453,Forest,Wetland,Wetland,NULL,Wetland,NULL,Wetland
1454,Forest,Wetland,Wetland,NULL,Wetland,NULL,Bareland
1455,Forest,Wetland,Wetland,NULL,Wetland,NULL,Water
1456,Forest,Wetland,Wetland,NULL,Wetland,NULL,Forest
1457,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Grassland
1458,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland
1459,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Water
1460,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Forest
1461,Forest,Wetland,Wetland,Water,Wetland,NULL,Grassland
1462,Forest,Wetland,Wetland,Water,Wetland,NULL,Wetland
1463,Forest,Wetland,Wetland,Water,Wetland,NULL,Water
1464,Forest,Wetland,Wetland,Water,Wetland,NULL,Forest
1465,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,Grassland
1466,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,Wetland
1467,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,Forest
1468,Forest,Wetland,Bareland,Non_Water,Non_Wetland,NULL,Grassland
1469,Forest,Wetland,Bareland,Non_Water,Non_Wetland,NULL,Wetland
1470,Forest,Wetland,Bareland,Non_Water,Non_Wetland,NULL,Forest
1471,Forest,Wetland,Bareland,Water,Non_Wetland,NULL,Grassland
1472,Forest,Wetland,Bareland,Water,Non_Wetland,NULL,Wetland
1473,Forest,Wetland,Built-up,NULL,Non_Wetland,NULL,Grassland
1474,Forest,Wetland,Built-up,NULL,Non_Wetland,NULL,Wetland
1475,Forest,Wetland,Built-up,NULL,Non_Wetland,NULL,Forest
1476,Forest,Wetland,Built-up,Non_Water,Non_Wetland,NULL,Grassland
1477,Forest,Wetland,Built-up,Non_Water,Non_Wetland,NULL,Forest
1478,Forest,Wetland,Built-up,Water,Non_Wetland,NULL,Grassland
1479,Forest,Wetland,Built-up,Water,Non_Wetland,NULL,Wetland
1480,Forest,Wetland,Built-up,Water,Non_Wetland,NULL,Forest
1481,Forest,Wetland,Water,NULL,Water,NULL,Grassland
1482,Forest,Wetland,Water,NULL,Water,NULL,Wetland
1483,Forest,Wetland,Water,NULL,Water,NULL,Water
1484,Forest,Wetland,Water,NULL,Water,NULL,Forest
1485,Forest,Wetland,Water,Non_Water,Water,NULL,Grassland
1486,Forest,Wetland,Water,Non_Water,Water,NULL,Wetland
1487,Forest,Wetland,Water,Non_Water,Water,NULL,Water
1488,Forest,Wetland,Water,Non_Water,Water,NULL,Forest
1489,Forest,Wetland,Water,Water,Water,NULL,Grassland
1490,Forest,Wetland,Water,Water,Water,NULL,Wetland
1491,Forest,Wetland,Water,Water,Water,NULL,Bareland
1492,Forest,Wetland,Water,Water,Water,NULL,Water
1493,Forest,Wetland,Water,Water,Water,NULL,Forest
1494,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL
1495,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Grassland
1496,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland
1497,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Water
1498,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Forest
1499,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,Grassland
1500,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,Wetland
1501,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,Water
1502,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,Forest
1503,Forest,Wetland,Forest,Water,Non_Wetland,NULL,Grassland
1504,Forest,Wetland,Forest,Water,Non_Wetland,NULL,Wetland
1505,Forest,Wetland,Forest,Water,Non_Wetland,NULL,Water
1506,Forest,Wetland,Forest,Water,Non_Wetland,NULL,Forest
1507,Forest,Bareland,Shrubland,NULL,Non_Wetland,NULL,Forest
1508,Forest,Bareland,Grassland,NULL,Non_Wetland,NULL,Forest
1509,Forest,Bareland,Forest,NULL,Non_Wetland,NULL,Forest
1510,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland
1511,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Forest
1512,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Grassland
1513,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Bareland
1514,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Forest
