Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MKV_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MKV_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MKV_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MKV_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MKV_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MKV_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MKV_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MKV_M_R
1051,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Forest
1052,Forest,Water,Bareland,Water,Non_Wetland,Water,Forest,Water
1053,Forest,Water,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
1054,Forest,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Forest
1055,Forest,Water,Built-up,NULL,Non_Wetland,Water,Water,Forest
1056,Forest,Water,Built-up,NULL,Non_Wetland,Water,Forest,Forest
1057,Forest,Water,Built-up,Non_Water,Non_Wetland,Bareland,Wetland,Water
1058,Forest,Water,Built-up,Non_Water,Non_Wetland,Bareland,Water,Water
1059,Forest,Water,Built-up,Non_Water,Non_Wetland,Water,Wetland,Forest
1060,Forest,Water,Built-up,Water,Non_Wetland,Bareland,Wetland,Water
1061,Forest,Water,Built-up,Water,Non_Wetland,Water,Wetland,Water
1062,Forest,Water,Built-up,Water,Non_Wetland,Water,Water,Water
1063,Forest,Water,Water,NULL,Water,NULL,Wetland,Grassland
1064,Forest,Water,Water,NULL,Water,NULL,Wetland,Water
1065,Forest,Water,Water,NULL,Water,NULL,Wetland,Forest
1066,Forest,Water,Water,NULL,Water,NULL,Water,Water
1067,Forest,Water,Water,NULL,Water,NULL,Water,Forest
1068,Forest,Water,Water,NULL,Water,NULL,Forest,Forest
1069,Forest,Water,Water,NULL,Water,Grassland,Wetland,Forest
1070,Forest,Water,Water,NULL,Water,Grassland,Water,Water
1071,Forest,Water,Water,NULL,Water,Wetland,Wetland,Water
1072,Forest,Water,Water,NULL,Water,Wetland,Wetland,Forest
1073,Forest,Water,Water,NULL,Water,Wetland,Water,Water
1074,Forest,Water,Water,NULL,Water,Wetland,Water,Forest
1075,Forest,Water,Water,NULL,Water,Wetland,Forest,Forest
1076,Forest,Water,Water,NULL,Water,Bareland,Wetland,Water
1077,Forest,Water,Water,NULL,Water,Bareland,Water,Forest
1078,Forest,Water,Water,NULL,Water,Water,Wetland,Water
1079,Forest,Water,Water,NULL,Water,Water,Wetland,Forest
1080,Forest,Water,Water,NULL,Water,Water,Water,Water
1081,Forest,Water,Water,NULL,Water,Water,Water,Forest
1082,Forest,Water,Water,NULL,Water,Water,Forest,Water
1083,Forest,Water,Water,NULL,Water,Water,Forest,Forest
1084,Forest,Water,Water,NULL,Water,Forest,Wetland,Water
1085,Forest,Water,Water,NULL,Water,Forest,Wetland,Forest
1086,Forest,Water,Water,NULL,Water,Forest,Water,Water
1087,Forest,Water,Water,NULL,Water,Forest,Water,Forest
1088,Forest,Water,Water,Non_Water,Water,NULL,Wetland,Water
1089,Forest,Water,Water,Non_Water,Water,NULL,Wetland,Forest
1090,Forest,Water,Water,Non_Water,Water,NULL,Water,Grassland
1091,Forest,Water,Water,Non_Water,Water,NULL,Water,Water
1092,Forest,Water,Water,Non_Water,Water,NULL,Water,Forest
1093,Forest,Water,Water,Non_Water,Water,Grassland,Wetland,Forest
1094,Forest,Water,Water,Non_Water,Water,Grassland,Water,Forest
1095,Forest,Water,Water,Non_Water,Water,Wetland,Wetland,Water
1096,Forest,Water,Water,Non_Water,Water,Wetland,Wetland,Forest
1097,Forest,Water,Water,Non_Water,Water,Wetland,Water,Water
1098,Forest,Water,Water,Non_Water,Water,Wetland,Water,Forest
1099,Forest,Water,Water,Non_Water,Water,Bareland,Wetland,Grassland
1100,Forest,Water,Water,Non_Water,Water,Bareland,Wetland,Water
1101,Forest,Water,Water,Non_Water,Water,Bareland,Wetland,Forest
1102,Forest,Water,Water,Non_Water,Water,Bareland,Water,Water
1103,Forest,Water,Water,Non_Water,Water,Bareland,Water,Forest
1104,Forest,Water,Water,Non_Water,Water,Water,Wetland,Water
1105,Forest,Water,Water,Non_Water,Water,Water,Wetland,Forest
1106,Forest,Water,Water,Non_Water,Water,Water,Water,Water
1107,Forest,Water,Water,Non_Water,Water,Water,Water,Forest
1108,Forest,Water,Water,Non_Water,Water,Forest,Wetland,Forest
1109,Forest,Water,Water,Water,Water,NULL,Wetland,Water
1110,Forest,Water,Water,Water,Water,NULL,Wetland,Forest
1111,Forest,Water,Water,Water,Water,NULL,Water,Water
1112,Forest,Water,Water,Water,Water,NULL,Water,Forest
1113,Forest,Water,Water,Water,Water,Grassland,Wetland,Water
1114,Forest,Water,Water,Water,Water,Grassland,Wetland,Forest
1115,Forest,Water,Water,Water,Water,Grassland,Water,Water
1116,Forest,Water,Water,Water,Water,Grassland,Water,Forest
1117,Forest,Water,Water,Water,Water,Wetland,Wetland,Water
1118,Forest,Water,Water,Water,Water,Wetland,Wetland,Forest
1119,Forest,Water,Water,Water,Water,Wetland,Water,Water
1120,Forest,Water,Water,Water,Water,Wetland,Water,Forest
1121,Forest,Water,Water,Water,Water,Bareland,Wetland,Water
1122,Forest,Water,Water,Water,Water,Bareland,Wetland,Forest
1123,Forest,Water,Water,Water,Water,Bareland,Water,Grassland
1124,Forest,Water,Water,Water,Water,Bareland,Water,Water
1125,Forest,Water,Water,Water,Water,Bareland,Water,Forest
1126,Forest,Water,Water,Water,Water,Water,Wetland,Grassland
1127,Forest,Water,Water,Water,Water,Water,Wetland,Water
1128,Forest,Water,Water,Water,Water,Water,Wetland,Forest
1129,Forest,Water,Water,Water,Water,Water,Water,Grassland
1130,Forest,Water,Water,Water,Water,Water,Water,Water
1131,Forest,Water,Water,Water,Water,Water,Water,Forest
1132,Forest,Water,Water,Water,Water,Water,Forest,Water
1133,Forest,Water,Water,Water,Water,Water,Forest,Forest
1134,Forest,Water,Water,Water,Water,Forest,Wetland,Water
1135,Forest,Water,Water,Water,Water,Forest,Wetland,Forest
1136,Forest,Water,Water,Water,Water,Forest,Water,Water
1137,Forest,Water,Water,Water,Water,Forest,Water,Forest
1138,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
1139,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1140,Forest,Water,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
1141,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Water
1142,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
1143,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Water
1144,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1145,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Water
1146,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1147,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Water,Forest
1148,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1149,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
1150,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1151,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Water
1152,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
1153,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Water
1154,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1155,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Water
1156,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
1157,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Water,Forest
1158,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1159,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
1160,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
1161,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1162,Forest,Water,Forest,NULL,Non_Wetland,Water,Bareland,Forest
1163,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Water
1164,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
1165,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
1166,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
1167,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Water
1168,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1169,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Water
1170,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
1171,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Water
1172,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1173,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Water
1174,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
1175,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Water
1176,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
1177,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Forest,Water
1178,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Water
1179,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1180,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1181,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
1182,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1183,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Water
1184,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
1185,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Forest,Water
1186,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
1187,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Water
1188,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Forest
1189,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,Water,Water
1190,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
1191,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
1192,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
1193,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
1194,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Water
1195,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
1196,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Water
1197,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
1198,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
1199,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Water
1200,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Forest
1201,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Water
1202,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Forest
1203,Forest,Water,Forest,Water,Non_Wetland,Grassland,Wetland,Forest
1204,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
1205,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Water
1206,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
1207,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Water
1208,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Forest
1209,Forest,Water,Forest,Water,Non_Wetland,Bareland,Wetland,Grassland
1210,Forest,Water,Forest,Water,Non_Wetland,Bareland,Wetland,Water
1211,Forest,Water,Forest,Water,Non_Wetland,Bareland,Water,Water
1212,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
1213,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
1214,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Water
1215,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Forest
1216,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Water
1217,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
1218,Forest,Water,Forest,Water,Non_Wetland,Forest,Wetland,Water
1219,Forest,Water,Forest,Water,Non_Wetland,Forest,Wetland,Forest
1220,Forest,Water,Forest,Water,Non_Wetland,Forest,Water,Forest
1221,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
1222,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Water
1223,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
1224,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Water,Forest
1225,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Water
1226,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
1227,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1228,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
1229,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
1230,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Water,Forest
1231,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
1232,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Built-up
1233,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1234,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
1235,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
1236,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
1237,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Water,Forest
1238,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
1239,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
1240,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
1241,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Water
1242,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
1243,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
1244,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
1245,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Water,Forest
1246,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
1247,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Built-up
1248,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
1249,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,Bareland,Forest
1250,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
1251,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,Forest,Forest
1252,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Water
1253,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Forest
1254,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Forest
1255,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Grassland
1256,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Water
1257,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Forest
1258,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
1259,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
1260,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
1261,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
1262,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
1263,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Wetland,Water
1264,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
1265,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
1266,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1267,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1268,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Bareland,Forest
1269,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Forest,Forest
1270,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1271,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Forest,Forest
1272,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
1273,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Water
1274,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Forest
1275,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Wetland,Grassland
1276,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
1277,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Water,Forest
1278,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
1279,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Wetland,Forest
1280,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Water,Forest
1281,Forest,Forest,NULL,Water,Non_Wetland,NULL,Wetland,Forest
1282,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Wetland,Forest
1283,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Water,Grassland
1284,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
1285,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Wetland,Grassland
1286,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Wetland,Forest
1287,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Forest,Forest
1288,Forest,Forest,NULL,Water,Non_Wetland,Water,Wetland,Forest
1289,Forest,Forest,NULL,Water,Non_Wetland,Water,Forest,Forest
1290,Forest,Forest,NULL,Water,Non_Wetland,Forest,Wetland,Forest
1291,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
1292,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
1293,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
1294,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1295,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1296,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1297,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
1298,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1299,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
1300,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
1301,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
1302,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1303,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1304,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1305,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
1306,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
1307,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
1308,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
1309,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1310,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
1311,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1312,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Built-up
1313,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
1314,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1315,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
1316,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
1317,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
1318,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
1319,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
1320,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
1321,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Forest
1322,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Built-up
1323,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Forest
1324,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1325,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
1326,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Forest,Grassland
1327,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Forest,Built-up
1328,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Forest,Forest
1329,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
1330,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
1331,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
1332,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
1333,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
1334,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
1335,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
1336,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
1337,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
1338,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1339,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1340,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Forest
1341,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
1342,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Forest
1343,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1344,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
1345,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
1346,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Water
1347,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
1348,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1349,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Water
1350,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Forest
1351,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
1352,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Wetland,Forest
1353,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Forest,Forest
1354,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland,Wetland,Grassland
1355,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland,Wetland,Forest
1356,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
1357,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland,Forest,Water
1358,Forest,Forest,Shrubland,Water,Non_Wetland,Water,Wetland,Forest
1359,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Water
1360,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
1361,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Water,Forest
1362,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
1363,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
1364,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
1365,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1366,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1367,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1368,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1369,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Built-up
1370,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
1371,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1372,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Built-up
1373,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
1374,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
1375,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
1376,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
1377,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1378,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Built-up
1379,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1380,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1381,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
1382,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1383,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Water
1384,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
1385,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
1386,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
1387,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
1388,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
1389,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
1390,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1391,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1392,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
1393,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1394,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,Built-up
1395,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
1396,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1397,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Built-up
1398,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
1399,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
1400,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Built-up,Forest
1401,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Water,Forest
1402,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
1403,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Bareland
