Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MRD_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MRD_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MRD_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MRD_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MRD_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MRD_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MRD_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MRD_M_R
328,NULL,NULL,Grassland,Non_Water,Non_Wetland,Cropland,Wetland,Grassland
329,NULL,NULL,Grassland,Non_Water,Non_Wetland,Cropland,Wetland,Wetland
330,NULL,NULL,Grassland,Non_Water,Non_Wetland,Cropland,Wetland,Forest
331,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,NULL,Forest
332,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,NULL
333,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
334,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
335,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
336,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
337,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
338,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
339,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Water,Grassland
340,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Water,Wetland
341,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Water,Forest
342,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Forest,Grassland
343,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Forest,Wetland
344,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Forest,Forest
345,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
346,NULL,NULL,Grassland,Non_Water,Non_Wetland,Water,Grassland,Grassland
347,NULL,NULL,Grassland,Non_Water,Non_Wetland,Water,Grassland,Wetland
348,NULL,NULL,Grassland,Non_Water,Non_Wetland,Water,Grassland,Forest
349,NULL,NULL,Grassland,Non_Water,Non_Wetland,Water,Wetland,Grassland
350,NULL,NULL,Grassland,Non_Water,Non_Wetland,Water,Wetland,Wetland
351,NULL,NULL,Grassland,Non_Water,Non_Wetland,Water,Bareland,Wetland
352,NULL,NULL,Grassland,Non_Water,Non_Wetland,Water,Water,Grassland
353,NULL,NULL,Grassland,Non_Water,Non_Wetland,Water,Water,Wetland
354,NULL,NULL,Grassland,Non_Water,Non_Wetland,Water,Water,Forest
355,NULL,NULL,Grassland,Non_Water,Non_Wetland,Water,Forest,Grassland
356,NULL,NULL,Grassland,Non_Water,Non_Wetland,Water,Forest,Wetland
357,NULL,NULL,Grassland,Non_Water,Non_Wetland,Water,Forest,Forest
358,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
359,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Wetland,Grassland
360,NULL,NULL,Grassland,Water,Non_Wetland,Cropland,Wetland,Grassland
361,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Grassland,Grassland
362,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
363,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Forest
364,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Water,Grassland
365,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Water,Forest
366,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Forest,Grassland
367,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Forest,Forest
368,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Water,Grassland
369,NULL,NULL,Grassland,Water,Non_Wetland,Water,Grassland,Grassland
370,NULL,NULL,Grassland,Water,Non_Wetland,Water,Wetland,Grassland
371,NULL,NULL,Grassland,Water,Non_Wetland,Water,Wetland,Wetland
372,NULL,NULL,Grassland,Water,Non_Wetland,Water,Wetland,Forest
373,NULL,NULL,Grassland,Water,Non_Wetland,Water,Bareland,Grassland
374,NULL,NULL,Grassland,Water,Non_Wetland,Water,Water,Grassland
375,NULL,NULL,Grassland,Water,Non_Wetland,Water,Water,Wetland
376,NULL,NULL,Grassland,Water,Non_Wetland,Water,Forest,Grassland
377,NULL,NULL,Grassland,Water,Non_Wetland,Water,Forest,Forest
378,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
379,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
380,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
381,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
382,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
383,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Forest
384,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
385,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
386,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
387,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
388,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Wetland
389,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
390,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Water,Grassland
391,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
392,NULL,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
393,NULL,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
394,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,Wetland,Grassland
395,NULL,NULL,Wetland,NULL,Wetland,NULL,Grassland,Forest
396,NULL,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
397,NULL,NULL,Wetland,NULL,Wetland,NULL,Water,Forest
398,NULL,NULL,Wetland,NULL,Wetland,NULL,Forest,Forest
399,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
400,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
401,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
402,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,NULL
403,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
404,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
405,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
406,NULL,NULL,Wetland,NULL,Wetland,Grassland,Bareland,Grassland
407,NULL,NULL,Wetland,NULL,Wetland,Grassland,Bareland,Forest
408,NULL,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
409,NULL,NULL,Wetland,NULL,Wetland,Grassland,Water,Forest
410,NULL,NULL,Wetland,NULL,Wetland,Grassland,Forest,Grassland
411,NULL,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
412,NULL,NULL,Wetland,NULL,Wetland,Cropland,Grassland,Forest
413,NULL,NULL,Wetland,NULL,Wetland,Cropland,Wetland,Grassland
414,NULL,NULL,Wetland,NULL,Wetland,Cropland,Wetland,Forest
415,NULL,NULL,Wetland,NULL,Wetland,Cropland,Water,Grassland
416,NULL,NULL,Wetland,NULL,Wetland,Cropland,Water,Forest
417,NULL,NULL,Wetland,NULL,Wetland,Cropland,Forest,Grassland
418,NULL,NULL,Wetland,NULL,Wetland,Cropland,Forest,Forest
419,NULL,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,Grassland
420,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,NULL
421,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
422,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
423,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
424,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
425,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
426,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
427,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
428,NULL,NULL,Wetland,NULL,Wetland,Wetland,Bareland,Grassland
429,NULL,NULL,Wetland,NULL,Wetland,Wetland,Bareland,Wetland
430,NULL,NULL,Wetland,NULL,Wetland,Wetland,Bareland,Forest
431,NULL,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
432,NULL,NULL,Wetland,NULL,Wetland,Wetland,Water,Wetland
433,NULL,NULL,Wetland,NULL,Wetland,Wetland,Water,Water
434,NULL,NULL,Wetland,NULL,Wetland,Wetland,Water,Forest
435,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,Grassland
436,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,Wetland
437,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
438,NULL,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
439,NULL,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Forest
440,NULL,NULL,Wetland,NULL,Wetland,Bareland,Water,Grassland
441,NULL,NULL,Wetland,NULL,Wetland,Bareland,Water,Forest
442,NULL,NULL,Wetland,NULL,Wetland,Bareland,Forest,Forest
443,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
444,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,Wetland
445,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,Forest
446,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
447,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
448,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Bareland
449,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Water
450,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
451,NULL,NULL,Wetland,NULL,Wetland,Water,Bareland,Grassland
452,NULL,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
453,NULL,NULL,Wetland,NULL,Wetland,Water,Water,Wetland
454,NULL,NULL,Wetland,NULL,Wetland,Water,Water,Water
455,NULL,NULL,Wetland,NULL,Wetland,Water,Water,Forest
456,NULL,NULL,Wetland,NULL,Wetland,Water,Forest,Grassland
457,NULL,NULL,Wetland,NULL,Wetland,Water,Forest,Wetland
458,NULL,NULL,Wetland,NULL,Wetland,Water,Forest,Water
459,NULL,NULL,Wetland,NULL,Wetland,Water,Forest,Forest
460,NULL,NULL,Wetland,NULL,Wetland,Forest,Grassland,Forest
461,NULL,NULL,Wetland,NULL,Wetland,Forest,Water,Forest
462,NULL,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
463,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Forest
464,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
465,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Water,Grassland
466,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Water,Forest
467,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
468,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Wetland
469,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
470,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
471,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
472,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
473,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
474,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Forest
475,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Forest,Grassland
476,NULL,NULL,Wetland,Non_Water,Wetland,Cropland,Wetland,Grassland
477,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,NULL
478,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
479,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
480,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
481,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,NULL
482,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
483,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
484,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
485,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
486,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Bareland,Grassland
487,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
488,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
489,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Forest
490,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Forest,NULL
491,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Forest,Grassland
492,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Forest,Wetland
493,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
494,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
495,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
496,NULL,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
497,NULL,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Wetland
498,NULL,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Forest
499,NULL,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
500,NULL,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
501,NULL,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Water
502,NULL,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Forest
503,NULL,NULL,Wetland,Non_Water,Wetland,Water,Bareland,Grassland
504,NULL,NULL,Wetland,Non_Water,Wetland,Water,Bareland,Wetland
505,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,NULL
506,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
507,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
508,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
509,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,Forest
510,NULL,NULL,Wetland,Non_Water,Wetland,Water,Forest,Grassland
511,NULL,NULL,Wetland,Non_Water,Wetland,Water,Forest,Wetland
512,NULL,NULL,Wetland,Non_Water,Wetland,Water,Forest,Forest
513,NULL,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
514,NULL,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
515,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
516,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,Forest
517,NULL,NULL,Wetland,Water,Wetland,Wetland,Grassland,Grassland
518,NULL,NULL,Wetland,Water,Wetland,Wetland,Grassland,Wetland
519,NULL,NULL,Wetland,Water,Wetland,Wetland,Grassland,Forest
520,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
521,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
522,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Forest
523,NULL,NULL,Wetland,Water,Wetland,Wetland,Bareland,Grassland
524,NULL,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
525,NULL,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
526,NULL,NULL,Wetland,Water,Wetland,Wetland,Water,Forest
527,NULL,NULL,Wetland,Water,Wetland,Wetland,Forest,Grassland
528,NULL,NULL,Wetland,Water,Wetland,Wetland,Forest,Wetland
529,NULL,NULL,Wetland,Water,Wetland,Wetland,Forest,Forest
530,NULL,NULL,Wetland,Water,Wetland,Bareland,Wetland,Grassland
531,NULL,NULL,Wetland,Water,Wetland,Bareland,Water,Grassland
532,NULL,NULL,Wetland,Water,Wetland,Bareland,Water,Wetland
533,NULL,NULL,Wetland,Water,Wetland,Water,Grassland,Grassland
534,NULL,NULL,Wetland,Water,Wetland,Water,Grassland,Wetland
535,NULL,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
536,NULL,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
537,NULL,NULL,Wetland,Water,Wetland,Water,Wetland,Bareland
538,NULL,NULL,Wetland,Water,Wetland,Water,Wetland,Water
539,NULL,NULL,Wetland,Water,Wetland,Water,Wetland,Forest
540,NULL,NULL,Wetland,Water,Wetland,Water,Bareland,Grassland
541,NULL,NULL,Wetland,Water,Wetland,Water,Water,Grassland
542,NULL,NULL,Wetland,Water,Wetland,Water,Water,Wetland
543,NULL,NULL,Wetland,Water,Wetland,Water,Water,Water
544,NULL,NULL,Wetland,Water,Wetland,Water,Water,Forest
545,NULL,NULL,Wetland,Water,Wetland,Water,Forest,Grassland
546,NULL,NULL,Wetland,Water,Wetland,Water,Forest,Wetland
547,NULL,NULL,Wetland,Water,Wetland,Water,Forest,Forest
548,NULL,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
549,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
550,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
551,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
552,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
553,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Wetland
554,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
555,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Bareland,Grassland
556,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Water,Grassland
557,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Water,Built-up
558,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Water,Forest
559,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,NULL
560,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
561,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
562,NULL,NULL,Bareland,NULL,Non_Wetland,Cropland,Grassland,Grassland
563,NULL,NULL,Bareland,NULL,Non_Wetland,Cropland,Wetland,Grassland
564,NULL,NULL,Bareland,NULL,Non_Wetland,Cropland,Wetland,Forest
565,NULL,NULL,Bareland,NULL,Non_Wetland,Cropland,Water,Grassland
566,NULL,NULL,Bareland,NULL,Non_Wetland,Cropland,Forest,Grassland
567,NULL,NULL,Bareland,NULL,Non_Wetland,Cropland,Forest,Forest
568,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,NULL,Grassland
569,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,NULL
570,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
571,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Wetland
572,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
573,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
574,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
575,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
576,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Bareland,Grassland
577,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Bareland,Forest
578,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Built-up,Grassland
579,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,Grassland
580,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,Wetland
581,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
582,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Grassland
583,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Wetland
584,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
585,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
586,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
587,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Wetland,Grassland
588,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
589,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Water,Grassland
590,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Water,Bareland
591,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Forest,Forest
592,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Grassland
593,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Wetland
594,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Forest
595,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
596,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Wetland
597,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
598,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Water,Grassland
599,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Water,Wetland
600,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Water,Water
601,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Water,Forest
602,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Forest,Grassland
603,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Forest,Wetland
604,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Forest,Forest
605,NULL,NULL,Bareland,NULL,Non_Wetland,Forest,Grassland,Forest
606,NULL,NULL,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
607,NULL,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
608,NULL,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
609,NULL,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
610,NULL,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
611,NULL,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Water,Forest
612,NULL,NULL,Bareland,Non_Water,Non_Wetland,Cropland,Wetland,Grassland
613,NULL,NULL,Bareland,Non_Water,Non_Wetland,Cropland,Forest,Grassland
614,NULL,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Grassland,NULL
615,NULL,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
616,NULL,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
617,NULL,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
618,NULL,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
619,NULL,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
620,NULL,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
621,NULL,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Water,Grassland
622,NULL,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Water,Wetland
623,NULL,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
624,NULL,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Forest,Grassland
625,NULL,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Forest,Forest
626,NULL,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
627,NULL,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
628,NULL,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
629,NULL,NULL,Bareland,Non_Water,Non_Wetland,Water,Grassland,Grassland
630,NULL,NULL,Bareland,Non_Water,Non_Wetland,Water,Grassland,Wetland
631,NULL,NULL,Bareland,Non_Water,Non_Wetland,Water,Grassland,Forest
632,NULL,NULL,Bareland,Non_Water,Non_Wetland,Water,Wetland,Grassland
633,NULL,NULL,Bareland,Non_Water,Non_Wetland,Water,Wetland,Wetland
634,NULL,NULL,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
635,NULL,NULL,Bareland,Non_Water,Non_Wetland,Water,Bareland,Grassland
636,NULL,NULL,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
637,NULL,NULL,Bareland,Non_Water,Non_Wetland,Water,Water,Wetland
638,NULL,NULL,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
639,NULL,NULL,Bareland,Non_Water,Non_Wetland,Water,Forest,Grassland
640,NULL,NULL,Bareland,Non_Water,Non_Wetland,Water,Forest,Wetland
641,NULL,NULL,Bareland,Non_Water,Non_Wetland,Water,Forest,Forest
642,NULL,NULL,Bareland,Water,Non_Wetland,Grassland,Wetland,Grassland
643,NULL,NULL,Bareland,Water,Non_Wetland,Grassland,Water,Forest
644,NULL,NULL,Bareland,Water,Non_Wetland,Cropland,Wetland,Grassland
645,NULL,NULL,Bareland,Water,Non_Wetland,Cropland,Water,Grassland
646,NULL,NULL,Bareland,Water,Non_Wetland,Wetland,Grassland,Grassland
647,NULL,NULL,Bareland,Water,Non_Wetland,Wetland,Grassland,Forest
648,NULL,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
649,NULL,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Wetland
650,NULL,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Forest
651,NULL,NULL,Bareland,Water,Non_Wetland,Wetland,Bareland,Grassland
652,NULL,NULL,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
653,NULL,NULL,Bareland,Water,Non_Wetland,Wetland,Water,Forest
654,NULL,NULL,Bareland,Water,Non_Wetland,Wetland,Forest,Grassland
655,NULL,NULL,Bareland,Water,Non_Wetland,Bareland,Wetland,Grassland
656,NULL,NULL,Bareland,Water,Non_Wetland,Bareland,Water,Grassland
657,NULL,NULL,Bareland,Water,Non_Wetland,Water,Grassland,Grassland
658,NULL,NULL,Bareland,Water,Non_Wetland,Water,Grassland,Forest
659,NULL,NULL,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
660,NULL,NULL,Bareland,Water,Non_Wetland,Water,Wetland,Wetland
661,NULL,NULL,Bareland,Water,Non_Wetland,Water,Wetland,Forest
662,NULL,NULL,Bareland,Water,Non_Wetland,Water,Bareland,Grassland
663,NULL,NULL,Bareland,Water,Non_Wetland,Water,Water,Grassland
664,NULL,NULL,Bareland,Water,Non_Wetland,Water,Water,Wetland
665,NULL,NULL,Bareland,Water,Non_Wetland,Water,Forest,Grassland
666,NULL,NULL,Bareland,Water,Non_Wetland,Water,Forest,Forest
667,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
668,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
669,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
670,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
671,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
672,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
673,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
674,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
