Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MLV_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MLV_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MLV_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MLV_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MLV_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MLV_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MLV_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MLV_M_R
1105,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Water
1106,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
1107,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Forest,Forest
1108,Forest,Water,Bareland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
1109,Forest,Water,Bareland,Non_Water,Non_Wetland,Bareland,Wetland,Water
1110,Forest,Water,Bareland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
1111,Forest,Water,Bareland,Non_Water,Non_Wetland,Bareland,Water,Grassland
1112,Forest,Water,Bareland,Non_Water,Non_Wetland,Bareland,Water,Water
1113,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
1114,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
1115,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Water
1116,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
1117,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Forest,Forest
1118,Forest,Water,Bareland,Non_Water,Non_Wetland,Forest,Wetland,Water
1119,Forest,Water,Bareland,Non_Water,Non_Wetland,Forest,Wetland,Forest
1120,Forest,Water,Bareland,Non_Water,Non_Wetland,Forest,Water,Forest
1121,Forest,Water,Bareland,Water,Non_Wetland,NULL,Wetland,Water
1122,Forest,Water,Bareland,Water,Non_Wetland,NULL,Wetland,Forest
1123,Forest,Water,Bareland,Water,Non_Wetland,NULL,Water,Water
1124,Forest,Water,Bareland,Water,Non_Wetland,NULL,Water,Forest
1125,Forest,Water,Bareland,Water,Non_Wetland,Grassland,Wetland,Forest
1126,Forest,Water,Bareland,Water,Non_Wetland,Grassland,Water,Forest
1127,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Wetland,Water
1128,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Wetland,Forest
1129,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
1130,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Water,Water
1131,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Water,Forest
1132,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Forest,Forest
1133,Forest,Water,Bareland,Water,Non_Wetland,Bareland,Wetland,Water
1134,Forest,Water,Bareland,Water,Non_Wetland,Bareland,Wetland,Forest
1135,Forest,Water,Bareland,Water,Non_Wetland,Bareland,Water,Water
1136,Forest,Water,Bareland,Water,Non_Wetland,Water,Wetland,Water
1137,Forest,Water,Bareland,Water,Non_Wetland,Water,Wetland,Forest
1138,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Water
1139,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Forest
1140,Forest,Water,Bareland,Water,Non_Wetland,Water,Forest,Water
1141,Forest,Water,Bareland,Water,Non_Wetland,Water,Forest,Forest
1142,Forest,Water,Bareland,Water,Non_Wetland,Forest,Water,Forest
1143,Forest,Water,Built-up,NULL,Non_Wetland,NULL,Wetland,Forest
1144,Forest,Water,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
1145,Forest,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Water
1146,Forest,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Forest
1147,Forest,Water,Built-up,NULL,Non_Wetland,Water,Water,Water
1148,Forest,Water,Built-up,NULL,Non_Wetland,Water,Water,Forest
1149,Forest,Water,Built-up,Non_Water,Non_Wetland,NULL,Wetland,Forest
1150,Forest,Water,Built-up,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1151,Forest,Water,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Water
1152,Forest,Water,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1153,Forest,Water,Built-up,Non_Water,Non_Wetland,Wetland,Water,Forest
1154,Forest,Water,Built-up,Non_Water,Non_Wetland,Bareland,Wetland,Water
1155,Forest,Water,Built-up,Non_Water,Non_Wetland,Bareland,Wetland,Forest
1156,Forest,Water,Built-up,Non_Water,Non_Wetland,Water,Wetland,Water
1157,Forest,Water,Built-up,Non_Water,Non_Wetland,Water,Water,Water
1158,Forest,Water,Built-up,Non_Water,Non_Wetland,Water,Water,Forest
1159,Forest,Water,Built-up,Water,Non_Wetland,Bareland,Wetland,Water
1160,Forest,Water,Built-up,Water,Non_Wetland,Bareland,Water,Water
1161,Forest,Water,Built-up,Water,Non_Wetland,Water,Wetland,Water
1162,Forest,Water,Built-up,Water,Non_Wetland,Water,Water,Forest
1163,Forest,Water,Water,NULL,Water,NULL,Wetland,Water
1164,Forest,Water,Water,NULL,Water,NULL,Wetland,Forest
1165,Forest,Water,Water,NULL,Water,NULL,Water,Water
1166,Forest,Water,Water,NULL,Water,NULL,Water,Forest
1167,Forest,Water,Water,NULL,Water,NULL,Forest,Forest
1168,Forest,Water,Water,NULL,Water,Grassland,Wetland,Water
1169,Forest,Water,Water,NULL,Water,Grassland,Forest,Water
1170,Forest,Water,Water,NULL,Water,Wetland,Wetland,Water
1171,Forest,Water,Water,NULL,Water,Wetland,Wetland,Forest
1172,Forest,Water,Water,NULL,Water,Wetland,Water,Water
1173,Forest,Water,Water,NULL,Water,Wetland,Water,Forest
1174,Forest,Water,Water,NULL,Water,Wetland,Forest,Forest
1175,Forest,Water,Water,NULL,Water,Bareland,Wetland,Forest
1176,Forest,Water,Water,NULL,Water,Bareland,Water,Water
1177,Forest,Water,Water,NULL,Water,Water,Wetland,Water
1178,Forest,Water,Water,NULL,Water,Water,Wetland,Forest
1179,Forest,Water,Water,NULL,Water,Water,Water,Wetland
1180,Forest,Water,Water,NULL,Water,Water,Water,Water
1181,Forest,Water,Water,NULL,Water,Water,Water,Forest
1182,Forest,Water,Water,NULL,Water,Water,Forest,Water
1183,Forest,Water,Water,NULL,Water,Water,Forest,Forest
1184,Forest,Water,Water,NULL,Water,Forest,Wetland,Water
1185,Forest,Water,Water,NULL,Water,Forest,Wetland,Forest
1186,Forest,Water,Water,NULL,Water,Forest,Water,Water
1187,Forest,Water,Water,NULL,Water,Forest,Water,Forest
1188,Forest,Water,Water,NULL,Water,Forest,Forest,Forest
1189,Forest,Water,Water,Non_Water,Water,NULL,Wetland,Water
1190,Forest,Water,Water,Non_Water,Water,NULL,Wetland,Forest
1191,Forest,Water,Water,Non_Water,Water,NULL,Water,Water
1192,Forest,Water,Water,Non_Water,Water,NULL,Water,Forest
1193,Forest,Water,Water,Non_Water,Water,Grassland,Water,Water
1194,Forest,Water,Water,Non_Water,Water,Grassland,Water,Forest
1195,Forest,Water,Water,Non_Water,Water,Wetland,Wetland,Grassland
1196,Forest,Water,Water,Non_Water,Water,Wetland,Wetland,Water
1197,Forest,Water,Water,Non_Water,Water,Wetland,Wetland,Forest
1198,Forest,Water,Water,Non_Water,Water,Wetland,Water,Grassland
1199,Forest,Water,Water,Non_Water,Water,Wetland,Water,Water
1200,Forest,Water,Water,Non_Water,Water,Wetland,Water,Forest
1201,Forest,Water,Water,Non_Water,Water,Wetland,Forest,Water
1202,Forest,Water,Water,Non_Water,Water,Bareland,Water,Water
1203,Forest,Water,Water,Non_Water,Water,Bareland,Water,Forest
1204,Forest,Water,Water,Non_Water,Water,Water,Wetland,Grassland
1205,Forest,Water,Water,Non_Water,Water,Water,Wetland,Water
1206,Forest,Water,Water,Non_Water,Water,Water,Wetland,Forest
1207,Forest,Water,Water,Non_Water,Water,Water,Water,Water
1208,Forest,Water,Water,Non_Water,Water,Water,Water,Forest
1209,Forest,Water,Water,Non_Water,Water,Water,Forest,Water
1210,Forest,Water,Water,Non_Water,Water,Water,Forest,Forest
1211,Forest,Water,Water,Non_Water,Water,Forest,Wetland,Forest
1212,Forest,Water,Water,Non_Water,Water,Forest,Water,Water
1213,Forest,Water,Water,Non_Water,Water,Forest,Water,Forest
1214,Forest,Water,Water,Water,Water,NULL,Wetland,Water
1215,Forest,Water,Water,Water,Water,NULL,Wetland,Forest
1216,Forest,Water,Water,Water,Water,NULL,Water,Water
1217,Forest,Water,Water,Water,Water,NULL,Water,Forest
1218,Forest,Water,Water,Water,Water,Grassland,Water,Grassland
1219,Forest,Water,Water,Water,Water,Grassland,Water,Water
1220,Forest,Water,Water,Water,Water,Grassland,Water,Forest
1221,Forest,Water,Water,Water,Water,Wetland,Wetland,Grassland
1222,Forest,Water,Water,Water,Water,Wetland,Wetland,Wetland
1223,Forest,Water,Water,Water,Water,Wetland,Wetland,Water
1224,Forest,Water,Water,Water,Water,Wetland,Wetland,Forest
1225,Forest,Water,Water,Water,Water,Wetland,Water,Grassland
1226,Forest,Water,Water,Water,Water,Wetland,Water,Water
1227,Forest,Water,Water,Water,Water,Wetland,Water,Forest
1228,Forest,Water,Water,Water,Water,Wetland,Forest,Water
1229,Forest,Water,Water,Water,Water,Wetland,Forest,Forest
1230,Forest,Water,Water,Water,Water,Bareland,Wetland,Forest
1231,Forest,Water,Water,Water,Water,Bareland,Water,Grassland
1232,Forest,Water,Water,Water,Water,Bareland,Water,Water
1233,Forest,Water,Water,Water,Water,Bareland,Water,Forest
1234,Forest,Water,Water,Water,Water,Water,Wetland,Water
1235,Forest,Water,Water,Water,Water,Water,Wetland,Forest
1236,Forest,Water,Water,Water,Water,Water,Water,Grassland
1237,Forest,Water,Water,Water,Water,Water,Water,Water
1238,Forest,Water,Water,Water,Water,Water,Water,Forest
1239,Forest,Water,Water,Water,Water,Water,Forest,Water
1240,Forest,Water,Water,Water,Water,Water,Forest,Forest
1241,Forest,Water,Water,Water,Water,Forest,Wetland,Water
1242,Forest,Water,Water,Water,Water,Forest,Wetland,Forest
1243,Forest,Water,Water,Water,Water,Forest,Water,Water
1244,Forest,Water,Water,Water,Water,Forest,Water,Forest
1245,Forest,Water,Water,Water,Water,Forest,Forest,Water
1246,Forest,Water,Water,Water,Water,Forest,Forest,Forest
1247,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
1248,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1249,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Wetland
1250,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Water
1251,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
1252,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Water
1253,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1254,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Water
1255,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1256,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Water,Water
1257,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Water,Forest
1258,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1259,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
1260,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
1261,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1262,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Water
1263,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
1264,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Water
1265,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1266,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Water
1267,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
1268,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Water,Water
1269,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Water,Forest
1270,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
1271,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
1272,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1273,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Water
1274,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
1275,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
1276,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
1277,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Water
1278,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1279,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Water
1280,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
1281,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Water
1282,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1283,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Water
1284,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
1285,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Water
1286,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
1287,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Forest,Water
1288,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
1289,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1290,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Water
1291,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1292,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Wetland
1293,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1294,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
1295,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1296,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Water
1297,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
1298,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Forest,Forest
1299,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Water
1300,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Forest
1301,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
1302,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
1303,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
1304,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
1305,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Water
1306,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
1307,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Water
1308,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
1309,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
1310,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
1311,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Water
1312,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Forest
1313,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Water
1314,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Forest
1315,Forest,Water,Forest,Water,Non_Wetland,NULL,Forest,Water
1316,Forest,Water,Forest,Water,Non_Wetland,NULL,Forest,Forest
1317,Forest,Water,Forest,Water,Non_Wetland,Grassland,Wetland,Forest
1318,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
1319,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Water
1320,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
1321,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Water
1322,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Forest
1323,Forest,Water,Forest,Water,Non_Wetland,Wetland,Forest,Water
1324,Forest,Water,Forest,Water,Non_Wetland,Wetland,Forest,Forest
1325,Forest,Water,Forest,Water,Non_Wetland,Bareland,Wetland,Grassland
1326,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
1327,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
1328,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Water
1329,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Forest
1330,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Water
1331,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
1332,Forest,Water,Forest,Water,Non_Wetland,Forest,Wetland,Water
1333,Forest,Water,Forest,Water,Non_Wetland,Forest,Wetland,Forest
1334,Forest,Water,Forest,Water,Non_Wetland,Forest,Water,Water
1335,Forest,Water,Forest,Water,Non_Wetland,Forest,Water,Forest
1336,Forest,Water,Forest,Water,Non_Wetland,Forest,Forest,Water
1337,Forest,Water,Forest,Water,Non_Wetland,Forest,Forest,Forest
1338,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1339,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
1340,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
1341,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Water
1342,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
1343,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Water,Water
1344,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Water,Forest
1345,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
1346,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
1347,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
1348,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1349,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1350,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
1351,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
1352,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Water,Forest
1353,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
1354,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1355,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
1356,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
1357,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
1358,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
1359,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
1360,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Water,Forest
1361,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
1362,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
1363,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
1364,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
1365,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
1366,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Water
1367,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Forest
1368,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Forest
1369,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Water
1370,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Forest
1371,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Forest
1372,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
1373,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Grassland
1374,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Water
1375,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
1376,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Water,Forest
1377,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
1378,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
1379,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Wetland,Water
1380,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
1381,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
1382,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Forest,Forest
1383,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1384,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1385,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Water,Forest
1386,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Forest,Forest
1387,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1388,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Water
1389,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1390,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Water,Water
1391,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
1392,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Forest,Grassland
1393,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Forest,Forest
1394,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Water
1395,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Forest
1396,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
1397,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Water,Forest
1398,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
1399,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Wetland,Forest
1400,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Water,Forest
1401,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
1402,Forest,Forest,NULL,Water,Non_Wetland,NULL,Wetland,Water
1403,Forest,Forest,NULL,Water,Non_Wetland,NULL,Wetland,Forest
1404,Forest,Forest,NULL,Water,Non_Wetland,NULL,Water,Water
1405,Forest,Forest,NULL,Water,Non_Wetland,NULL,Water,Forest
1406,Forest,Forest,NULL,Water,Non_Wetland,NULL,Forest,Forest
1407,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Wetland,Forest
1408,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
1409,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Wetland,Water
1410,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
1411,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Water,Forest
1412,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Forest,Forest
1413,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Wetland,Forest
1414,Forest,Forest,NULL,Water,Non_Wetland,Water,Wetland,Grassland
1415,Forest,Forest,NULL,Water,Non_Wetland,Water,Wetland,Water
1416,Forest,Forest,NULL,Water,Non_Wetland,Water,Wetland,Forest
1417,Forest,Forest,NULL,Water,Non_Wetland,Water,Water,Forest
1418,Forest,Forest,NULL,Water,Non_Wetland,Water,Forest,Forest
1419,Forest,Forest,NULL,Water,Non_Wetland,Forest,Forest,Forest
1420,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Water
1421,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
1422,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
1423,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
1424,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1425,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1426,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
1427,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1428,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1429,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
1430,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1431,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
1432,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
1433,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
1434,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
1435,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
1436,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1437,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Water
1438,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
1439,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
1440,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
1441,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
1442,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
1443,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
1444,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
1445,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
1446,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
1447,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
1448,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
1449,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
1450,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Water,Forest
1451,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1452,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1453,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Forest
1454,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1455,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
1456,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
1457,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
1458,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Forest
1459,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Forest
1460,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Wetland,Water
1461,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Wetland,Forest
1462,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
1463,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Wetland,Forest
1464,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Water,Forest
1465,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
