Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LKC_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LKC_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LKC_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LKC_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LKC_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LKC_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LKC_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LKC_M_R
331,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Shrubland,NULL
332,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Shrubland,Wetland
333,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Shrubland,Bareland
334,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Shrubland,Water
335,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Grassland,Grassland
336,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Grassland,Bareland
337,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Wetland,Grassland
338,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Wetland,Wetland
339,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Wetland,Water
340,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Grassland
341,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Water,Grassland
342,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Water,Wetland
343,NULL,NULL,NULL,Water,Non_Wetland,Water,Shrubland,Water
344,NULL,NULL,NULL,Water,Non_Wetland,Water,Shrubland,Forest
345,NULL,NULL,NULL,Water,Non_Wetland,Water,Water,Bareland
346,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
347,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
348,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
349,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
350,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
351,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
352,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
353,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
354,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
355,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
356,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Wetland
357,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Bareland
358,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Built-up
359,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Water
360,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
361,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
362,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
363,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
364,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Wetland
365,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
366,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
367,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
368,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
369,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
370,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
371,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
372,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
373,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
374,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Built-up
375,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
376,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,NULL
377,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
378,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Forest
379,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,NULL
380,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
381,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Bareland
382,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Water
383,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
384,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
385,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
386,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Cropland
387,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
388,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
389,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
390,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
391,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Wetland
392,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Bareland
393,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Built-up
394,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Water
395,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
396,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
397,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
398,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
399,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
400,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
401,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
402,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Water
403,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
404,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
405,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
406,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
407,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
408,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
409,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
410,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Water
411,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
412,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
413,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
414,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Wetland
415,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Bareland
416,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Water
417,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
418,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
419,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
420,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Bareland
421,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Built-up
422,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Water
423,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
424,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,NULL
425,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
426,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Cropland
427,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Built-up
428,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Forest
429,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,NULL
430,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
431,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Wetland
432,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Water
433,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
434,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
435,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
436,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Water
437,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
438,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
439,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
440,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
441,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
442,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
443,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Water
444,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
445,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
446,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
447,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
448,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
449,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
450,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
451,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Water
452,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
453,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
454,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
455,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
456,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
457,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
458,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
459,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
460,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
461,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
462,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
463,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Cropland
464,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
465,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Bareland
466,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
467,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
468,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
469,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Cropland
470,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
471,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
472,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Water
473,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
474,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
475,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
476,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
477,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Bareland
478,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
479,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
480,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,NULL
481,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
482,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Wetland
483,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Bareland
484,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Built-up
485,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Water
486,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
487,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
488,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
489,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
490,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Bareland
491,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Built-up
492,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
493,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
494,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
495,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
496,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Bareland
497,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
498,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,NULL
499,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
500,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
501,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Forest
502,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
503,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
504,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
505,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Bareland
506,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
507,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Grassland
508,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Bareland
509,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Built-up,Grassland
510,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
511,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Cropland
512,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Forest
513,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
514,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
515,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
516,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
517,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
518,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
519,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Water
520,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
521,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
522,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
523,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
524,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
525,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
526,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
527,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
528,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,NULL
529,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
530,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Bareland
531,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Built-up,NULL
532,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
533,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
534,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
535,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
536,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
537,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Wetland
538,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
539,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
540,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
541,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
542,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Wetland
543,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
544,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
545,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Water
546,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
547,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
548,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
549,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
550,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Wetland
551,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
552,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
553,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Water
554,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
555,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
556,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
557,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
558,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
559,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
560,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
561,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
562,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
563,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
564,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Cropland
565,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Wetland
566,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
567,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Built-up
568,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Water
569,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
570,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
571,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
572,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
573,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Wetland
574,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
575,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
576,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
577,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
578,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,NULL
579,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
580,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Cropland
581,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
582,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
583,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
584,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
585,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
586,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Wetland
587,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
588,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Built-up
589,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
590,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
591,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
592,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
593,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Cropland
594,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Wetland
595,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
596,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
597,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
598,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,NULL
599,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
600,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Cropland
601,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Bareland
602,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
603,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Forest
604,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,NULL
605,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
606,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Cropland
607,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Bareland
608,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
609,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Forest
610,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,NULL
611,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
612,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Cropland
613,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Bareland
614,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
615,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
616,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,NULL
617,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
618,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Cropland
619,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Bareland
620,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Built-up
621,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
622,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
623,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
624,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
625,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
626,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Water
627,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
628,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Forest,NULL
629,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Forest,Grassland
630,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Forest,Cropland
631,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
632,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
633,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,NULL
634,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
635,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Wetland
636,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Bareland
637,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Water
638,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
639,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
640,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
641,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
642,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,NULL
643,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
644,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Wetland
645,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
646,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
647,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,NULL
648,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
649,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
650,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Water
651,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Forest
652,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,NULL
653,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
654,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
655,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Cropland
656,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
