Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18LYQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18LYQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18LYQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18LYQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18LYQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_18LYQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_18LYQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18LYQ_M_R
3384,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
3385,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
3386,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Water,Forest
3387,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
3388,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
3389,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
3390,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
3391,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
3392,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Water
3393,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
3394,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
3395,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
3396,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
3397,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
3398,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
3399,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Built-up,Forest
3400,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Water,Water
3401,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Water,Forest
3402,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
3403,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Bareland
3404,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Water
3405,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
3406,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
3407,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
3408,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
3409,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
3410,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,Grassland,Forest
3411,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,Bareland,Grassland
3412,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,Bareland,Forest
3413,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,Water,Forest
3414,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,Forest,Grassland
3415,Forest,Forest,NULL,NULL,Non_Wetland,Water,NULL,Bareland
3416,Forest,Forest,NULL,NULL,Non_Wetland,Water,NULL,Water
3417,Forest,Forest,NULL,NULL,Non_Wetland,Water,NULL,Forest
3418,Forest,Forest,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
3419,Forest,Forest,NULL,NULL,Non_Wetland,Water,Grassland,Water
3420,Forest,Forest,NULL,NULL,Non_Wetland,Water,Grassland,Forest
3421,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Bareland
3422,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Forest
3423,Forest,Forest,NULL,NULL,Non_Wetland,Water,Bareland,Bareland
3424,Forest,Forest,NULL,NULL,Non_Wetland,Water,Bareland,Forest
3425,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Forest
3426,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Grassland
3427,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Water
3428,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Forest
3429,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Bareland
3430,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Forest
3431,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
3432,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
3433,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
3434,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Bareland,Grassland
3435,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
3436,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Water,Water
3437,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Water,Forest
3438,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
3439,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Water
3440,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
3441,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
3442,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
3443,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
3444,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
3445,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Grassland,Grassland
3446,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Grassland,Water
3447,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Grassland,Forest
3448,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Wetland,Water
3449,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
3450,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Water,Grassland
3451,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
3452,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Forest,Forest
3453,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,NULL,Forest
3454,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3455,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Water
3456,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
3457,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
3458,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Water
3459,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
3460,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
3461,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Bareland,Forest
3462,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Water,Grassland
3463,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Water,Water
3464,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Water,Forest
3465,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Forest,Grassland
3466,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Forest,Water
3467,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Forest,Forest
3468,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,NULL,Forest
3469,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Grassland,Water
3470,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
3471,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
3472,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Water,Bareland
3473,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Water,Water
3474,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Water,Forest
3475,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Forest,Grassland
3476,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Forest,Bareland
3477,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Forest,Water
3478,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
3479,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,NULL,Forest
3480,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Grassland,Forest
3481,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Wetland,Forest
3482,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Water,Forest
3483,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Forest,Water
3484,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
3485,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Grassland
3486,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Bareland
3487,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Water
3488,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Forest
3489,Forest,Forest,NULL,Water,Non_Wetland,NULL,Forest,Forest
3490,Forest,Forest,NULL,Water,Non_Wetland,Grassland,NULL,Water
3491,Forest,Forest,NULL,Water,Non_Wetland,Grassland,NULL,Forest
3492,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Grassland,Forest
3493,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Wetland,Water
3494,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Wetland,Forest
3495,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Water,Grassland
3496,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Water,Forest
3497,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Forest,Water
3498,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Forest,Forest
3499,Forest,Forest,NULL,Water,Non_Wetland,Water,Wetland,Water
3500,Forest,Forest,NULL,Water,Non_Wetland,Water,Wetland,Forest
3501,Forest,Forest,NULL,Water,Non_Wetland,Water,Water,Water
3502,Forest,Forest,NULL,Water,Non_Wetland,Water,Water,Forest
3503,Forest,Forest,NULL,Water,Non_Wetland,Water,Forest,Bareland
3504,Forest,Forest,NULL,Water,Non_Wetland,Water,Forest,Water
3505,Forest,Forest,NULL,Water,Non_Wetland,Water,Forest,Forest
3506,Forest,Forest,NULL,Water,Non_Wetland,Forest,Forest,Forest
3507,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
3508,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
3509,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
3510,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
3511,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
3512,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
3513,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
3514,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
3515,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
3516,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3517,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
3518,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
3519,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
3520,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
3521,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
3522,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
3523,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Water
3524,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
3525,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,NULL,Water
3526,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
3527,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
3528,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
3529,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
3530,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
3531,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Bareland,Forest
3532,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Water,Water
3533,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Water,Forest
3534,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Water
3535,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
3536,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
3537,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
3538,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
3539,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
3540,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
3541,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
3542,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
3543,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
3544,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
3545,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
3546,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Water,Water
3547,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
3548,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Water
3549,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Forest
3550,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3551,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Water
3552,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
3553,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
3554,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Water
3555,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
3556,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Forest
3557,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
3558,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Forest
3559,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
3560,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Water
3561,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Forest
3562,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
3563,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Water
3564,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
3565,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
3566,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
3567,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Forest,Grassland
3568,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Grassland,Forest
3569,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Water
3570,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Forest
3571,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
3572,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
3573,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Water
3574,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
3575,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,NULL,Water
3576,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
3577,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Grassland,Forest
3578,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
3579,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Wetland,Forest
3580,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
3581,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Water,Forest
3582,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Forest,Grassland
3583,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Forest,Water
3584,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Forest,Forest
3585,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland,Water,Water
3586,Forest,Forest,Shrubland,Water,Non_Wetland,Water,Grassland,Forest
3587,Forest,Forest,Shrubland,Water,Non_Wetland,Water,Water,Forest
3588,Forest,Forest,Shrubland,Water,Non_Wetland,Water,Forest,Grassland
3589,Forest,Forest,Shrubland,Water,Non_Wetland,Water,Forest,Water
3590,Forest,Forest,Shrubland,Water,Non_Wetland,Water,Forest,Forest
3591,Forest,Forest,Shrubland,Water,Non_Wetland,Forest,Forest,Forest
3592,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
3593,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
3594,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Water
3595,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
3596,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
3597,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
3598,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Bareland,Forest
3599,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Water,Forest
3600,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
3601,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
3602,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
3603,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Water
3604,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
3605,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3606,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Water
3607,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
3608,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3609,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
3610,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
3611,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
3612,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
3613,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
3614,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
3615,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Water,Water
3616,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
3617,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
3618,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Water
3619,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
3620,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
3621,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
3622,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
3623,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up,Bareland,Grassland
3624,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up,Bareland,Forest
3625,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up,Forest,Forest
3626,Forest,Forest,Grassland,NULL,Non_Wetland,Water,NULL,Forest
3627,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
3628,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
3629,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Bareland,Grassland
3630,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Bareland,Forest
3631,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Built-up,Forest
3632,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Water,Forest
3633,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Forest,Grassland
3634,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Forest,Bareland
3635,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Forest,Water
3636,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Forest,Forest
3637,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
3638,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
3639,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
3640,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
3641,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Bareland,Water
3642,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Bareland,Forest
3643,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Water,Forest
3644,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
3645,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
3646,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
3647,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
3648,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
3649,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
3650,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
3651,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Grassland,Forest
3652,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Water
3653,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Forest
3654,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Water,Forest
3655,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Forest,Grassland
3656,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Forest,Forest
3657,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
3658,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Water
3659,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Forest
3660,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3661,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Bareland
3662,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Water
3663,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
3664,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
3665,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Bareland
3666,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Water
3667,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
3668,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
3669,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Bareland,Forest
3670,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Water,Grassland
3671,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Water,Water
3672,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Water,Forest
3673,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
3674,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Forest,Bareland
3675,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Forest,Water
3676,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Forest,Forest
3677,Forest,Forest,Grassland,Non_Water,Non_Wetland,Built-up,Bareland,Grassland
3678,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,NULL,Water
3679,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,NULL,Forest
3680,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Grassland,Grassland
3681,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Grassland,Bareland
3682,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Grassland,Water
3683,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Grassland,Forest
3684,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Wetland,Grassland
3685,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Wetland,Bareland
3686,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Wetland,Water
3687,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Wetland,Forest
3688,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Water,Grassland
3689,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Water,Bareland
3690,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Water,Water
3691,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Water,Forest
3692,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Forest,Grassland
3693,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Forest,Bareland
3694,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Forest,Water
3695,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Forest,Forest
3696,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,NULL,Grassland
3697,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,NULL,Forest
3698,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,Grassland,Grassland
3699,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,Grassland,Water
3700,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,Grassland,Forest
3701,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,Wetland,Forest
3702,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,Bareland,Forest
3703,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,Water,Forest
3704,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,Forest,Grassland
3705,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,Forest,Forest
3706,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
3707,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
3708,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Water
3709,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Forest
3710,Forest,Forest,Grassland,Water,Non_Wetland,NULL,Grassland,Water
3711,Forest,Forest,Grassland,Water,Non_Wetland,NULL,Water,Forest
3712,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,NULL,Grassland
3713,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,NULL,Water
3714,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,NULL,Forest
3715,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
3716,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Grassland,Water
