Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LDM_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LDM_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LDM_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LDM_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LDM_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LDM_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LDM_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LDM_M_R
324,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Built-up
325,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
326,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Cropland
327,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Forest
328,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
329,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
330,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Cropland
331,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
332,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Built-up
333,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
334,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
335,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
336,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Cropland
337,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
338,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Bareland
339,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Built-up
340,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
341,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
342,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
343,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Cropland
344,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
345,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Bareland
346,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Built-up
347,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
348,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
349,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
350,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Cropland
351,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
352,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Bareland
353,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Built-up
354,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
355,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
356,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
357,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Built-up
358,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
359,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
360,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
361,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Cropland
362,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Built-up
363,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
364,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
365,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
366,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
367,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
368,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
369,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
370,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
371,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
372,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
373,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
374,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
375,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
376,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
377,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
378,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
379,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Wetland
380,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
381,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
382,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
383,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
384,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
385,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
386,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Wetland
387,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
388,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Built-up
389,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Water
390,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
391,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
392,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
393,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
394,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
395,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
396,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
397,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
398,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
399,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
400,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
401,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
402,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
403,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
404,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Cropland
405,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
406,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Cropland
407,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
408,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Cropland
409,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
410,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
411,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
412,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
413,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Wetland
414,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
415,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
416,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
417,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
418,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
419,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,NULL
420,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Grassland
421,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
422,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
423,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
424,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
425,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
426,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
427,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
428,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,NULL
429,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
430,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Bareland
431,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,NULL
432,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
433,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
434,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
435,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Water
436,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
437,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
438,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
439,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
440,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
441,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
442,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
443,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
444,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,NULL
445,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
446,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Wetland
447,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Forest
448,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
449,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Wetland
450,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Water
451,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Forest
452,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,Grassland
453,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,Forest
454,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,NULL
455,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
456,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Forest
457,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
458,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
459,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Forest
460,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
461,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
462,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
463,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,NULL
464,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
465,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
466,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
467,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Forest
468,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,NULL
469,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
470,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Forest
471,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
472,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
473,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Grassland
474,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Wetland
475,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Forest
476,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
477,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,NULL
478,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
479,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
480,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
481,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Bareland,Grassland
482,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
483,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
484,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
485,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
486,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
487,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
488,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Forest,Grassland
489,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
490,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
491,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Shrubland,Grassland
492,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Grassland
493,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Wetland,Grassland
494,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
495,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Forest
496,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Grassland,NULL
497,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Grassland
498,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Bareland
499,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Forest
500,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Wetland,Grassland
501,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Wetland,Wetland
502,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Water,Grassland
503,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Water,Forest
504,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
505,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Forest
506,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Shrubland,Grassland
507,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Shrubland,Forest
508,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
509,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
510,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Wetland
511,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
512,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Forest
513,NULL,NULL,Shrubland,Water,Non_Wetland,Cropland,Grassland,Grassland
514,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Shrubland,Grassland
515,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Shrubland,Wetland
516,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
517,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Bareland
518,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Water
519,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,NULL
520,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
521,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
522,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Forest,Grassland
523,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
524,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Bareland
525,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Wetland,Grassland
526,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Wetland,Wetland
527,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Wetland,Bareland
528,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
529,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Forest
530,NULL,NULL,Shrubland,Water,Non_Wetland,Water,NULL,Water
531,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Shrubland,Wetland
532,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Grassland
533,NULL,NULL,Shrubland,Water,Non_Wetland,Forest,Water,Forest
534,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
535,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
536,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
537,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,NULL
538,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
539,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
540,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
541,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
542,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
543,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
544,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,NULL
545,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
546,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
547,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
548,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
549,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
550,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
551,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
552,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
553,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
554,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
555,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
556,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
557,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
558,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
559,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
560,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
561,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
562,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
563,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
564,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
565,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
566,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
567,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
568,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
569,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
570,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
571,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
572,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
573,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
574,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
575,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,NULL
576,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
577,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Cropland
578,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
579,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Forest,Grassland
580,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
581,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
582,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
583,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
584,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
585,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Forest
586,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
587,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
588,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
589,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
590,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
591,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
592,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
593,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Grassland
594,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
595,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
596,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
597,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
598,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
599,NULL,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
600,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
601,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Shrubland,Forest
602,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
603,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
604,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
605,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
606,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
607,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
608,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
609,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
610,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
611,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
612,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
613,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Bareland
614,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Built-up
615,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
616,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
617,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
618,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
619,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
620,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
621,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
622,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,NULL
623,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
624,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
625,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
626,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
627,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
628,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
629,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
630,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
631,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
632,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
633,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
634,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
635,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
636,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
637,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
638,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
639,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,NULL
640,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
641,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Forest
642,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
643,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Water,Grassland
644,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Water,Forest
645,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,NULL
646,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
