Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18NVJ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18NVJ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18NVJ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18NVJ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18NVJ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18NVJ_M_R
1288,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
1289,Wetland,Wetland,Shrubland,Water,Non_Wetland,Forest
1290,Wetland,Wetland,Grassland,NULL,Non_Wetland,Grassland
1291,Wetland,Wetland,Grassland,NULL,Non_Wetland,Cropland
1292,Wetland,Wetland,Grassland,NULL,Non_Wetland,Forest
1293,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Forest
1294,Wetland,Wetland,Grassland,Water,Non_Wetland,Grassland
1295,Wetland,Wetland,Grassland,Water,Non_Wetland,Forest
1296,Wetland,Wetland,Cropland,NULL,Non_Wetland,Cropland
1297,Wetland,Wetland,Cropland,NULL,Non_Wetland,Forest
1298,Wetland,Wetland,Wetland,NULL,Wetland,Grassland
1299,Wetland,Wetland,Wetland,NULL,Wetland,Forest
1300,Wetland,Wetland,Wetland,Non_Water,Wetland,Grassland
1301,Wetland,Wetland,Wetland,Water,Wetland,Water
1302,Wetland,Wetland,Wetland,Water,Wetland,Forest
1303,Wetland,Wetland,Bareland,NULL,Non_Wetland,Grassland
1304,Wetland,Wetland,Bareland,NULL,Non_Wetland,Forest
1305,Wetland,Wetland,Water,Water,Water,Forest
1306,Wetland,Wetland,Forest,NULL,Non_Wetland,Grassland
1307,Wetland,Wetland,Forest,NULL,Non_Wetland,Cropland
1308,Wetland,Wetland,Forest,NULL,Non_Wetland,Forest
1309,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Grassland
1310,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Forest
1311,Wetland,Wetland,Forest,Water,Non_Wetland,Forest
1312,Wetland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
1313,Wetland,Bareland,Grassland,NULL,Non_Wetland,Water
1314,Wetland,Bareland,Wetland,Water,Wetland,Water
1315,Wetland,Bareland,Water,Water,Water,Grassland
1316,Wetland,Bareland,Forest,NULL,Non_Wetland,Grassland
1317,Wetland,Bareland,Forest,NULL,Non_Wetland,Water
1318,Wetland,Bareland,Forest,Water,Non_Wetland,Grassland
1319,Wetland,Built-up,NULL,NULL,Non_Wetland,Bareland
1320,Wetland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1321,Wetland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
1322,Wetland,Built-up,Shrubland,NULL,Non_Wetland,Forest
1323,Wetland,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland
1324,Wetland,Built-up,Shrubland,Non_Water,Non_Wetland,Forest
1325,Wetland,Built-up,Grassland,NULL,Non_Wetland,Grassland
1326,Wetland,Built-up,Grassland,Water,Non_Wetland,Forest
1327,Wetland,Built-up,Wetland,Non_Water,Wetland,Water
1328,Wetland,Built-up,Bareland,NULL,Non_Wetland,Grassland
1329,Wetland,Built-up,Forest,NULL,Non_Wetland,Grassland
1330,Wetland,Water,NULL,NULL,Non_Wetland,Grassland
1331,Wetland,Water,NULL,NULL,Non_Wetland,Bareland
1332,Wetland,Water,NULL,Water,Non_Wetland,Water
1333,Wetland,Water,NULL,Water,Non_Wetland,Forest
1334,Wetland,Water,Shrubland,NULL,Non_Wetland,Grassland
1335,Wetland,Water,Shrubland,NULL,Non_Wetland,Cropland
1336,Wetland,Water,Shrubland,NULL,Non_Wetland,Bareland
1337,Wetland,Water,Shrubland,NULL,Non_Wetland,Water
1338,Wetland,Water,Shrubland,NULL,Non_Wetland,Forest
1339,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Grassland
1340,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Water
1341,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Forest
1342,Wetland,Water,Shrubland,Water,Non_Wetland,Grassland
1343,Wetland,Water,Shrubland,Water,Non_Wetland,Water
1344,Wetland,Water,Shrubland,Water,Non_Wetland,Forest
1345,Wetland,Water,Grassland,NULL,Non_Wetland,Grassland
1346,Wetland,Water,Grassland,NULL,Non_Wetland,Cropland
1347,Wetland,Water,Grassland,NULL,Non_Wetland,Wetland
1348,Wetland,Water,Grassland,NULL,Non_Wetland,Bareland
1349,Wetland,Water,Grassland,NULL,Non_Wetland,Water
1350,Wetland,Water,Grassland,NULL,Non_Wetland,Forest
1351,Wetland,Water,Grassland,Non_Water,Non_Wetland,Grassland
1352,Wetland,Water,Grassland,Non_Water,Non_Wetland,Bareland
1353,Wetland,Water,Grassland,Non_Water,Non_Wetland,Water
1354,Wetland,Water,Grassland,Non_Water,Non_Wetland,Forest
1355,Wetland,Water,Grassland,Water,Non_Wetland,Grassland
1356,Wetland,Water,Grassland,Water,Non_Wetland,Water
1357,Wetland,Water,Grassland,Water,Non_Wetland,Forest
1358,Wetland,Water,Cropland,NULL,Non_Wetland,Grassland
1359,Wetland,Water,Cropland,NULL,Non_Wetland,Cropland
1360,Wetland,Water,Cropland,NULL,Non_Wetland,Forest
1361,Wetland,Water,Cropland,Non_Water,Non_Wetland,Forest
1362,Wetland,Water,Cropland,Water,Non_Wetland,Grassland
1363,Wetland,Water,Cropland,Water,Non_Wetland,Bareland
1364,Wetland,Water,Wetland,NULL,Wetland,Grassland
1365,Wetland,Water,Wetland,NULL,Wetland,Wetland
1366,Wetland,Water,Wetland,NULL,Wetland,Water
1367,Wetland,Water,Wetland,NULL,Wetland,Forest
1368,Wetland,Water,Wetland,Non_Water,Wetland,Wetland
1369,Wetland,Water,Wetland,Non_Water,Wetland,Water
1370,Wetland,Water,Wetland,Non_Water,Wetland,Forest
1371,Wetland,Water,Wetland,Water,Wetland,Grassland
1372,Wetland,Water,Wetland,Water,Wetland,Bareland
1373,Wetland,Water,Wetland,Water,Wetland,Water
1374,Wetland,Water,Wetland,Water,Wetland,Forest
1375,Wetland,Water,Bareland,NULL,Non_Wetland,Grassland
1376,Wetland,Water,Bareland,NULL,Non_Wetland,Cropland
1377,Wetland,Water,Water,NULL,Water,Grassland
1378,Wetland,Water,Water,NULL,Water,Water
1379,Wetland,Water,Water,NULL,Water,Forest
1380,Wetland,Water,Water,Non_Water,Water,Grassland
1381,Wetland,Water,Water,Non_Water,Water,Bareland
1382,Wetland,Water,Water,Non_Water,Water,Water
1383,Wetland,Water,Water,Water,Water,Grassland
1384,Wetland,Water,Water,Water,Water,Water
1385,Wetland,Water,Water,Water,Water,Forest
1386,Wetland,Water,Forest,NULL,Non_Wetland,Grassland
1387,Wetland,Water,Forest,NULL,Non_Wetland,Water
1388,Wetland,Water,Forest,NULL,Non_Wetland,Forest
1389,Wetland,Water,Forest,Non_Water,Non_Wetland,Grassland
1390,Wetland,Water,Forest,Non_Water,Non_Wetland,Cropland
1391,Wetland,Water,Forest,Non_Water,Non_Wetland,Water
1392,Wetland,Water,Forest,Non_Water,Non_Wetland,Forest
1393,Wetland,Water,Forest,Water,Non_Wetland,Grassland
1394,Wetland,Water,Forest,Water,Non_Wetland,Cropland
1395,Wetland,Water,Forest,Water,Non_Wetland,Water
1396,Wetland,Water,Forest,Water,Non_Wetland,Forest
1397,Wetland,Forest,Shrubland,NULL,Non_Wetland,Cropland
1398,Wetland,Forest,Shrubland,NULL,Non_Wetland,Forest
1399,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
1400,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,Forest
1401,Wetland,Forest,Grassland,NULL,Non_Wetland,Grassland
1402,Wetland,Forest,Grassland,NULL,Non_Wetland,Forest
1403,Wetland,Forest,Grassland,Non_Water,Non_Wetland,Forest
1404,Wetland,Forest,Grassland,Water,Non_Wetland,Water
1405,Wetland,Forest,Cropland,Water,Non_Wetland,Forest
1406,Wetland,Forest,Wetland,Non_Water,Wetland,Grassland
1407,Wetland,Forest,Wetland,Non_Water,Wetland,Forest
1408,Wetland,Forest,Wetland,Water,Wetland,Water
1409,Wetland,Forest,Wetland,Water,Wetland,Forest
1410,Wetland,Forest,Water,NULL,Water,Forest
1411,Wetland,Forest,Water,Non_Water,Water,Grassland
1412,Wetland,Forest,Water,Water,Water,Water
1413,Wetland,Forest,Water,Water,Water,Forest
1414,Wetland,Forest,Forest,NULL,Non_Wetland,Water
1415,Wetland,Forest,Forest,NULL,Non_Wetland,Forest
1416,Wetland,Forest,Forest,Non_Water,Non_Wetland,Grassland
1417,Wetland,Forest,Forest,Non_Water,Non_Wetland,Water
1418,Wetland,Forest,Forest,Non_Water,Non_Wetland,Forest
1419,Wetland,Forest,Forest,Water,Non_Wetland,Grassland
1420,Wetland,Forest,Forest,Water,Non_Wetland,Forest
1421,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland
1422,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland
1423,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland
1424,Bareland,NULL,NULL,NULL,Non_Wetland,Forest
1425,Bareland,NULL,NULL,Non_Water,Non_Wetland,Water
1426,Bareland,NULL,NULL,Water,Non_Wetland,Cropland
1427,Bareland,NULL,NULL,Water,Non_Wetland,Bareland
1428,Bareland,NULL,NULL,Water,Non_Wetland,Water
1429,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL
1430,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland
1431,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland
1432,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland
1433,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up
1434,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest
1435,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1436,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
1437,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Water
1438,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Forest
1439,Bareland,NULL,Shrubland,Water,Non_Wetland,Grassland
1440,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland
1441,Bareland,NULL,Shrubland,Water,Non_Wetland,Water
1442,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland
1443,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland
1444,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland
1445,Bareland,NULL,Grassland,NULL,Non_Wetland,Water
1446,Bareland,NULL,Grassland,NULL,Non_Wetland,Forest
1447,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
1448,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Bareland
1449,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Forest
1450,Bareland,NULL,Grassland,Water,Non_Wetland,Grassland
1451,Bareland,NULL,Grassland,Water,Non_Wetland,Bareland
1452,Bareland,NULL,Grassland,Water,Non_Wetland,Water
1453,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland
1454,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland
1455,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland
1456,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest
1457,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
1458,Bareland,NULL,Cropland,Water,Non_Wetland,Water
1459,Bareland,NULL,Wetland,NULL,Wetland,Grassland
1460,Bareland,NULL,Wetland,NULL,Wetland,Water
1461,Bareland,NULL,Wetland,Non_Water,Wetland,Grassland
1462,Bareland,NULL,Wetland,Non_Water,Wetland,Water
1463,Bareland,NULL,Wetland,Water,Wetland,Bareland
1464,Bareland,NULL,Wetland,Water,Wetland,Water
1465,Bareland,NULL,Wetland,Water,Wetland,Forest
1466,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL
1467,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland
1468,Bareland,NULL,Bareland,NULL,Non_Wetland,Cropland
1469,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland
1470,Bareland,NULL,Bareland,NULL,Non_Wetland,Built-up
1471,Bareland,NULL,Bareland,NULL,Non_Wetland,Water
1472,Bareland,NULL,Bareland,NULL,Non_Wetland,Forest
1473,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
1474,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
1475,Bareland,NULL,Bareland,Water,Non_Wetland,Grassland
1476,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland
1477,Bareland,NULL,Bareland,Water,Non_Wetland,Forest
1478,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL
1479,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland
1480,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland
1481,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up
1482,Bareland,NULL,Built-up,NULL,Non_Wetland,Forest
1483,Bareland,NULL,Water,NULL,Water,Grassland
1484,Bareland,NULL,Water,NULL,Water,Cropland
1485,Bareland,NULL,Water,NULL,Water,Bareland
1486,Bareland,NULL,Water,NULL,Water,Water
1487,Bareland,NULL,Water,NULL,Water,Forest
1488,Bareland,NULL,Water,Non_Water,Water,Grassland
1489,Bareland,NULL,Water,Non_Water,Water,Cropland
1490,Bareland,NULL,Water,Non_Water,Water,Bareland
1491,Bareland,NULL,Water,Non_Water,Water,Water
1492,Bareland,NULL,Water,Non_Water,Water,Forest
1493,Bareland,NULL,Water,Water,Water,Grassland
1494,Bareland,NULL,Water,Water,Water,Cropland
1495,Bareland,NULL,Water,Water,Water,Bareland
1496,Bareland,NULL,Water,Water,Water,Water
1497,Bareland,NULL,Water,Water,Water,Forest
1498,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland
1499,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland
1500,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland
1501,Bareland,NULL,Forest,NULL,Non_Wetland,Built-up
1502,Bareland,NULL,Forest,NULL,Non_Wetland,Water
1503,Bareland,NULL,Forest,NULL,Non_Wetland,Forest
1504,Bareland,NULL,Forest,Non_Water,Non_Wetland,Grassland
1505,Bareland,NULL,Forest,Non_Water,Non_Wetland,Bareland
1506,Bareland,NULL,Forest,Non_Water,Non_Wetland,Water
1507,Bareland,NULL,Forest,Non_Water,Non_Wetland,Forest
1508,Bareland,NULL,Forest,Water,Non_Wetland,Grassland
1509,Bareland,NULL,Forest,Water,Non_Wetland,Cropland
1510,Bareland,NULL,Forest,Water,Non_Wetland,Bareland
1511,Bareland,NULL,Forest,Water,Non_Wetland,Water
1512,Bareland,NULL,Forest,Water,Non_Wetland,Forest
1513,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland
1514,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland
1515,Bareland,Cropland,NULL,NULL,Non_Wetland,Water
1516,Bareland,Cropland,NULL,NULL,Non_Wetland,Forest
1517,Bareland,Cropland,NULL,Non_Water,Non_Wetland,Grassland
1518,Bareland,Cropland,NULL,Non_Water,Non_Wetland,Bareland
1519,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1520,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
1521,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
1522,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Water
1523,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Forest
1524,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
1525,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
1526,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland
1527,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,Forest
1528,Bareland,Cropland,Shrubland,Water,Non_Wetland,Grassland
1529,Bareland,Cropland,Shrubland,Water,Non_Wetland,Cropland
1530,Bareland,Cropland,Shrubland,Water,Non_Wetland,Bareland
1531,Bareland,Cropland,Shrubland,Water,Non_Wetland,Forest
1532,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland
1533,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland
1534,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland
1535,Bareland,Cropland,Grassland,NULL,Non_Wetland,Water
1536,Bareland,Cropland,Grassland,NULL,Non_Wetland,Forest
1537,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
1538,Bareland,Cropland,Grassland,Water,Non_Wetland,Grassland
1539,Bareland,Cropland,Grassland,Water,Non_Wetland,Water
1540,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland
1541,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland
1542,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland
1543,Bareland,Cropland,Cropland,NULL,Non_Wetland,Forest
1544,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
1545,Bareland,Cropland,Cropland,Water,Non_Wetland,Grassland
1546,Bareland,Cropland,Cropland,Water,Non_Wetland,Cropland
1547,Bareland,Cropland,Wetland,NULL,Wetland,Cropland
1548,Bareland,Cropland,Wetland,NULL,Wetland,Forest
1549,Bareland,Cropland,Wetland,Non_Water,Wetland,Grassland
1550,Bareland,Cropland,Wetland,Water,Wetland,Grassland
1551,Bareland,Cropland,Wetland,Water,Wetland,Bareland
1552,Bareland,Cropland,Wetland,Water,Wetland,Water
1553,Bareland,Cropland,Bareland,NULL,Non_Wetland,Grassland
1554,Bareland,Cropland,Bareland,NULL,Non_Wetland,Bareland
1555,Bareland,Cropland,Bareland,NULL,Non_Wetland,Water
1556,Bareland,Cropland,Bareland,NULL,Non_Wetland,Forest
1557,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,Grassland
1558,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,Bareland
1559,Bareland,Cropland,Bareland,Water,Non_Wetland,Grassland
1560,Bareland,Cropland,Bareland,Water,Non_Wetland,Bareland
1561,Bareland,Cropland,Bareland,Water,Non_Wetland,Water
1562,Bareland,Cropland,Bareland,Water,Non_Wetland,Forest
1563,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland
1564,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland
1565,Bareland,Cropland,Water,NULL,Water,Grassland
1566,Bareland,Cropland,Water,NULL,Water,Bareland
1567,Bareland,Cropland,Water,NULL,Water,Water
1568,Bareland,Cropland,Water,NULL,Water,Forest
1569,Bareland,Cropland,Water,Non_Water,Water,Grassland
1570,Bareland,Cropland,Water,Non_Water,Water,Cropland
1571,Bareland,Cropland,Water,Non_Water,Water,Bareland
1572,Bareland,Cropland,Water,Non_Water,Water,Forest
1573,Bareland,Cropland,Water,Water,Water,Grassland
1574,Bareland,Cropland,Water,Water,Water,Cropland
1575,Bareland,Cropland,Water,Water,Water,Water
1576,Bareland,Cropland,Water,Water,Water,Forest
1577,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland
1578,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland
1579,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland
1580,Bareland,Cropland,Forest,NULL,Non_Wetland,Water
1581,Bareland,Cropland,Forest,NULL,Non_Wetland,Forest
1582,Bareland,Cropland,Forest,Non_Water,Non_Wetland,Grassland
1583,Bareland,Cropland,Forest,Non_Water,Non_Wetland,Bareland
1584,Bareland,Cropland,Forest,Non_Water,Non_Wetland,Forest
1585,Bareland,Cropland,Forest,Water,Non_Wetland,Grassland
1586,Bareland,Cropland,Forest,Water,Non_Wetland,Cropland
1587,Bareland,Cropland,Forest,Water,Non_Wetland,Bareland
1588,Bareland,Cropland,Forest,Water,Non_Wetland,Water
1589,Bareland,Cropland,Forest,Water,Non_Wetland,Forest
1590,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL
1591,Bareland,Bareland,NULL,NULL,Non_Wetland,Grassland
1592,Bareland,Bareland,NULL,NULL,Non_Wetland,Cropland
1593,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland
1594,Bareland,Bareland,NULL,NULL,Non_Wetland,Water
1595,Bareland,Bareland,NULL,NULL,Non_Wetland,Forest
1596,Bareland,Bareland,NULL,Non_Water,Non_Wetland,Grassland
1597,Bareland,Bareland,NULL,Non_Water,Non_Wetland,Cropland
1598,Bareland,Bareland,NULL,Non_Water,Non_Wetland,Bareland
1599,Bareland,Bareland,NULL,Non_Water,Non_Wetland,Water
1600,Bareland,Bareland,NULL,Non_Water,Non_Wetland,Forest
1601,Bareland,Bareland,NULL,Water,Non_Wetland,Grassland
1602,Bareland,Bareland,NULL,Water,Non_Wetland,Cropland
1603,Bareland,Bareland,NULL,Water,Non_Wetland,Bareland
1604,Bareland,Bareland,NULL,Water,Non_Wetland,Water
1605,Bareland,Bareland,NULL,Water,Non_Wetland,Forest
1606,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
1607,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Cropland
1608,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland
1609,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Water
1610,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Forest
1611,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Grassland
1612,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Cropland
1613,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland
1614,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Water
1615,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Forest
1616,Bareland,Bareland,Shrubland,Water,Non_Wetland,Grassland
1617,Bareland,Bareland,Shrubland,Water,Non_Wetland,Cropland
1618,Bareland,Bareland,Shrubland,Water,Non_Wetland,Bareland
1619,Bareland,Bareland,Shrubland,Water,Non_Wetland,Water
1620,Bareland,Bareland,Shrubland,Water,Non_Wetland,Forest
1621,Bareland,Bareland,Grassland,NULL,Non_Wetland,Grassland
1622,Bareland,Bareland,Grassland,NULL,Non_Wetland,Cropland
1623,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland
1624,Bareland,Bareland,Grassland,NULL,Non_Wetland,Water
1625,Bareland,Bareland,Grassland,NULL,Non_Wetland,Forest
1626,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Grassland
1627,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Cropland
1628,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Bareland
1629,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Water
1630,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Forest
1631,Bareland,Bareland,Grassland,Water,Non_Wetland,Grassland
1632,Bareland,Bareland,Grassland,Water,Non_Wetland,Cropland
1633,Bareland,Bareland,Grassland,Water,Non_Wetland,Bareland
1634,Bareland,Bareland,Grassland,Water,Non_Wetland,Water
1635,Bareland,Bareland,Grassland,Water,Non_Wetland,Forest
1636,Bareland,Bareland,Cropland,NULL,Non_Wetland,Grassland
1637,Bareland,Bareland,Cropland,NULL,Non_Wetland,Cropland
1638,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland
1639,Bareland,Bareland,Cropland,NULL,Non_Wetland,Water
1640,Bareland,Bareland,Cropland,NULL,Non_Wetland,Forest
1641,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Grassland
1642,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Forest
1643,Bareland,Bareland,Cropland,Water,Non_Wetland,Bareland
1644,Bareland,Bareland,Cropland,Water,Non_Wetland,Water
1645,Bareland,Bareland,Cropland,Water,Non_Wetland,Forest
1646,Bareland,Bareland,Wetland,NULL,Wetland,Grassland
1647,Bareland,Bareland,Wetland,NULL,Wetland,Cropland
1648,Bareland,Bareland,Wetland,NULL,Wetland,Bareland
1649,Bareland,Bareland,Wetland,NULL,Wetland,Water
1650,Bareland,Bareland,Wetland,NULL,Wetland,Forest
1651,Bareland,Bareland,Wetland,Non_Water,Wetland,Grassland
1652,Bareland,Bareland,Wetland,Non_Water,Wetland,Bareland
1653,Bareland,Bareland,Wetland,Non_Water,Wetland,Water
1654,Bareland,Bareland,Wetland,Non_Water,Wetland,Forest
1655,Bareland,Bareland,Wetland,Water,Wetland,Grassland
1656,Bareland,Bareland,Wetland,Water,Wetland,Cropland
1657,Bareland,Bareland,Wetland,Water,Wetland,Bareland
1658,Bareland,Bareland,Wetland,Water,Wetland,Water
1659,Bareland,Bareland,Wetland,Water,Wetland,Forest
1660,Bareland,Bareland,Bareland,NULL,Non_Wetland,Grassland
1661,Bareland,Bareland,Bareland,NULL,Non_Wetland,Cropland
1662,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland
1663,Bareland,Bareland,Bareland,NULL,Non_Wetland,Built-up
1664,Bareland,Bareland,Bareland,NULL,Non_Wetland,Water
1665,Bareland,Bareland,Bareland,NULL,Non_Wetland,Forest
1666,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Grassland
1667,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
1668,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Water
1669,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Forest
1670,Bareland,Bareland,Bareland,Water,Non_Wetland,Grassland
1671,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland
1672,Bareland,Bareland,Bareland,Water,Non_Wetland,Water
1673,Bareland,Bareland,Bareland,Water,Non_Wetland,Forest
1674,Bareland,Bareland,Built-up,NULL,Non_Wetland,Grassland
1675,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland
1676,Bareland,Bareland,Built-up,NULL,Non_Wetland,Built-up
1677,Bareland,Bareland,Built-up,NULL,Non_Wetland,Forest
1678,Bareland,Bareland,Built-up,Water,Non_Wetland,Forest
1679,Bareland,Bareland,Water,NULL,Water,Grassland
1680,Bareland,Bareland,Water,NULL,Water,Bareland
1681,Bareland,Bareland,Water,NULL,Water,Water
1682,Bareland,Bareland,Water,NULL,Water,Forest
1683,Bareland,Bareland,Water,Non_Water,Water,Grassland
1684,Bareland,Bareland,Water,Non_Water,Water,Cropland
1685,Bareland,Bareland,Water,Non_Water,Water,Bareland
1686,Bareland,Bareland,Water,Non_Water,Water,Water
1687,Bareland,Bareland,Water,Non_Water,Water,Forest
1688,Bareland,Bareland,Water,Water,Water,Grassland
1689,Bareland,Bareland,Water,Water,Water,Cropland
1690,Bareland,Bareland,Water,Water,Water,Bareland
1691,Bareland,Bareland,Water,Water,Water,Water
1692,Bareland,Bareland,Water,Water,Water,Forest
1693,Bareland,Bareland,Forest,NULL,Non_Wetland,Grassland
1694,Bareland,Bareland,Forest,NULL,Non_Wetland,Cropland
1695,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland
1696,Bareland,Bareland,Forest,NULL,Non_Wetland,Water
1697,Bareland,Bareland,Forest,NULL,Non_Wetland,Forest
1698,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL
1699,Bareland,Bareland,Forest,Non_Water,Non_Wetland,Grassland
1700,Bareland,Bareland,Forest,Non_Water,Non_Wetland,Cropland
1701,Bareland,Bareland,Forest,Non_Water,Non_Wetland,Bareland
1702,Bareland,Bareland,Forest,Non_Water,Non_Wetland,Water
1703,Bareland,Bareland,Forest,Non_Water,Non_Wetland,Forest
1704,Bareland,Bareland,Forest,Water,Non_Wetland,Grassland
1705,Bareland,Bareland,Forest,Water,Non_Wetland,Cropland
1706,Bareland,Bareland,Forest,Water,Non_Wetland,Bareland
1707,Bareland,Bareland,Forest,Water,Non_Wetland,Water
1708,Bareland,Bareland,Forest,Water,Non_Wetland,Forest
