Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LLJ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LLJ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LLJ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LLJ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LLJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LLJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LLJ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LLJ_M_R
6146,Forest,Wetland,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
6147,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,NULL
6148,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
6149,Forest,Wetland,Shrubland,Water,Non_Wetland,Wetland,Wetland,NULL
6150,Forest,Wetland,Shrubland,Water,Non_Wetland,Wetland,Water,Wetland
6151,Forest,Wetland,Wetland,NULL,Wetland,Shrubland,Shrubland,NULL
6152,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,NULL
6153,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
6154,Forest,Wetland,Wetland,NULL,Wetland,Forest,Wetland,Forest
6155,Forest,Wetland,Wetland,NULL,Wetland,Forest,Water,Forest
6156,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Water
6157,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
6158,Forest,Wetland,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Forest
6159,Forest,Wetland,Water,NULL,Water,Shrubland,Wetland,NULL
6160,Forest,Wetland,Water,NULL,Water,Wetland,Shrubland,Forest
6161,Forest,Wetland,Water,NULL,Water,Wetland,Wetland,NULL
6162,Forest,Wetland,Water,NULL,Water,Wetland,Wetland,Grassland
6163,Forest,Wetland,Water,NULL,Water,Wetland,Wetland,Bareland
6164,Forest,Wetland,Water,NULL,Water,Wetland,Wetland,Water
6165,Forest,Wetland,Water,NULL,Water,Wetland,Wetland,Forest
6166,Forest,Wetland,Water,NULL,Water,Wetland,Water,NULL
6167,Forest,Wetland,Water,NULL,Water,Wetland,Water,Water
6168,Forest,Wetland,Water,NULL,Water,Wetland,Forest,Water
6169,Forest,Wetland,Water,NULL,Water,Forest,Wetland,Forest
6170,Forest,Wetland,Water,NULL,Water,Forest,Water,Forest
6171,Forest,Wetland,Water,NULL,Water,Forest,Forest,Forest
6172,Forest,Wetland,Water,Non_Water,Water,Wetland,Wetland,NULL
6173,Forest,Wetland,Water,Water,Water,Wetland,Shrubland,NULL
6174,Forest,Wetland,Water,Water,Water,Wetland,Wetland,Water
6175,Forest,Wetland,Water,Water,Water,Wetland,Wetland,Forest
6176,Forest,Wetland,Water,Water,Water,Wetland,Forest,Water
6177,Forest,Wetland,Water,Water,Water,Forest,Wetland,Forest
6178,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
6179,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
6180,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Wetland,NULL
6181,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
6182,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
6183,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
6184,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
6185,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Shrubland,NULL
6186,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Shrubland,Wetland
6187,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
6188,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
6189,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
6190,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
6191,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Bareland
6192,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
6193,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
6194,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,NULL
6195,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Water
6196,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Forest
6197,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
6198,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
6199,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Forest,Wetland
6200,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
6201,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
6202,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Water
6203,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Forest
6204,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
6205,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
6206,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Wetland,NULL
6207,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Wetland,Grassland
6208,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Wetland,Water
6209,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
6210,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Water,Forest
6211,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,NULL
6212,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,Water
6213,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
6214,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,NULL
6215,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
6216,Forest,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
6217,Forest,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
6218,Forest,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Water
6219,Forest,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
6220,Forest,Wetland,Forest,Water,Non_Wetland,Wetland,Water,Water
6221,Forest,Wetland,Forest,Water,Non_Wetland,Wetland,Forest,Grassland
6222,Forest,Wetland,Forest,Water,Non_Wetland,Wetland,Forest,Forest
6223,Forest,Wetland,Forest,Water,Non_Wetland,Forest,Wetland,Forest
6224,Forest,Wetland,Forest,Water,Non_Wetland,Forest,Water,Water
6225,Forest,Wetland,Forest,Water,Non_Wetland,Forest,Forest,Forest
6226,Forest,Bareland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
6227,Forest,Bareland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
6228,Forest,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
6229,Forest,Bareland,Water,NULL,Water,Forest,Bareland,Forest
6230,Forest,Bareland,Forest,NULL,Non_Wetland,Water,Water,Water
6231,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
6232,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
6233,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
6234,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
6235,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
6236,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
6237,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
6238,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
6239,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
6240,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
6241,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Wetland,Grassland
6242,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Built-up,NULL
6243,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Built-up,Grassland
6244,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Built-up,Forest
6245,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
6246,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
6247,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Built-up
6248,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
6249,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Forest,Forest
6250,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
6251,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
6252,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
6253,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
6254,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
6255,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
6256,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
6257,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
6258,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
6259,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
6260,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
6261,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
6262,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
6263,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
6264,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
6265,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
6266,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
6267,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
6268,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
6269,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
6270,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
6271,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
6272,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
6273,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,NULL
6274,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
6275,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Cropland
6276,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Built-up
6277,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Forest
6278,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
6279,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
6280,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
6281,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6282,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
6283,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6284,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
6285,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
6286,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
6287,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,NULL,Cropland
6288,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
6289,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
6290,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
6291,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
6292,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
6293,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
6294,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
6295,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
6296,Forest,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
6297,Forest,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
6298,Forest,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Built-up,Cropland
6299,Forest,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Built-up,Forest
6300,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
6301,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
6302,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
6303,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
6304,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
6305,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
6306,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
6307,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
6308,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
6309,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
6310,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Built-up
6311,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
6312,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
6313,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
6314,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
6315,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
6316,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
6317,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
6318,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
6319,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
6320,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Built-up
6321,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Forest
6322,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
6323,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
6324,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6325,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
6326,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,NULL
6327,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
6328,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
6329,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
6330,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
6331,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Built-up,Forest
6332,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
6333,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Shrubland,Grassland
6334,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
6335,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Forest,Grassland
6336,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Forest,Forest
6337,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,NULL
6338,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
6339,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Forest
6340,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Grassland,NULL
6341,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Grassland
6342,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Wetland,NULL
6343,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Wetland,Forest
6344,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Built-up
6345,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Built-up,NULL
6346,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Grassland
6347,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Built-up
6348,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Forest
6349,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6350,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,NULL
6351,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Shrubland,NULL
6352,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Built-up
6353,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,NULL
6354,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
6355,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
6356,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
6357,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,Shrubland,Forest
6358,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,Wetland,Forest
6359,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,Built-up,Forest
6360,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
6361,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
6362,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
6363,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
6364,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
6365,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
6366,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
6367,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
6368,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
6369,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
6370,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
6371,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Wetland,NULL
6372,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
6373,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Built-up,Forest
6374,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
6375,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
6376,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
6377,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
6378,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
6379,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
6380,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Forest
6381,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
6382,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
6383,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
6384,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,Wetland,NULL
6385,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,Water,Bareland
6386,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Shrubland,NULL
6387,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Shrubland,Water
6388,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Water
6389,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
6390,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
6391,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
6392,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
6393,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Water,Water
6394,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
6395,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
6396,Forest,Water,NULL,NULL,Non_Wetland,Water,Shrubland,NULL
6397,Forest,Water,NULL,NULL,Non_Wetland,Water,Shrubland,Water
6398,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,NULL
6399,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
6400,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
6401,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Water
6402,Forest,Water,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
6403,Forest,Water,NULL,NULL,Non_Wetland,Forest,Water,Water
6404,Forest,Water,NULL,NULL,Non_Wetland,Forest,Water,Forest
6405,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,NULL
6406,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Water
6407,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
6408,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,NULL
6409,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Water
6410,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Wetland,Forest
6411,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Water,Water
6412,Forest,Water,NULL,Water,Non_Wetland,Wetland,Wetland,NULL
6413,Forest,Water,NULL,Water,Non_Wetland,Wetland,Wetland,Water
6414,Forest,Water,NULL,Water,Non_Wetland,Wetland,Water,NULL
6415,Forest,Water,NULL,Water,Non_Wetland,Water,Wetland,Water
6416,Forest,Water,NULL,Water,Non_Wetland,Forest,Water,Forest
6417,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
6418,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
6419,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
6420,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
6421,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Water
6422,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
6423,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Water,NULL
6424,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
6425,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
6426,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Water
6427,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
6428,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
6429,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
6430,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
6431,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
6432,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
6433,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
6434,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Bareland
6435,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
6436,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
6437,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Water
6438,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
6439,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
6440,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
6441,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
6442,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Water
6443,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Shrubland,NULL
6444,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,NULL
6445,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Bareland
6446,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
6447,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
6448,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,NULL
6449,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
6450,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
6451,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Wetland,Water
6452,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
6453,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
6454,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
6455,Forest,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,NULL
6456,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Forest
6457,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,NULL
6458,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
6459,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,NULL
6460,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Water
6461,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
6462,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Bareland
6463,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Forest
6464,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Forest,Water
6465,Forest,Water,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,NULL
6466,Forest,Water,Shrubland,Water,Non_Wetland,Shrubland,Wetland,NULL
6467,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,Shrubland,Forest
6468,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,NULL
6469,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
6470,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
6471,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,Water,NULL
