Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24LVM_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LVM_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LVM_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LVM_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LVM_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LVM_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LVM_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24LVM_M_R
330,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
331,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
332,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
333,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
334,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
335,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
336,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
337,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
338,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
339,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
340,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
341,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
342,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
343,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
344,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
345,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,NULL
346,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
347,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Cropland
348,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Wetland
349,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Forest
350,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,NULL
351,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
352,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Wetland
353,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
354,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
355,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
356,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
357,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
358,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
359,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
360,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
361,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
362,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
363,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
364,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
365,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
366,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
367,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
368,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
369,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
370,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
371,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
372,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
373,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
374,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
375,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
376,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
377,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
378,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
379,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
380,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
381,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Cropland
382,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
383,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
384,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
385,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
386,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
387,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
388,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Bareland
389,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
390,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Water
391,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
392,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,NULL
393,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
394,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Cropland
395,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Bareland
396,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
397,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
398,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
399,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
400,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
401,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
402,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
403,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
404,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
405,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
406,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
407,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
408,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
409,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
410,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
411,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
412,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
413,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
414,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
415,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
416,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
417,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
418,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
419,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
420,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
421,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,NULL
422,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
423,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Cropland
424,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
425,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
426,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
427,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
428,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
429,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Built-up
430,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
431,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
432,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
433,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,NULL
434,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
435,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Cropland
436,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Bareland
437,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
438,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Forest
439,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,NULL
440,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
441,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Cropland
442,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
443,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Forest
444,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,NULL
445,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
446,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Cropland
447,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
448,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
449,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
450,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
451,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
452,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
453,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
454,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
455,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
456,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
457,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
458,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
459,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
460,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
461,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
462,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
463,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Built-up,Grassland
464,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
465,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
466,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
467,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
468,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,NULL
469,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
470,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Wetland
471,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Bareland
472,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Built-up
473,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Water
474,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Forest
475,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,NULL
476,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
477,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
478,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Bareland
479,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Water
480,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Forest
481,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
482,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Cropland
483,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,NULL
484,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
485,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Water
486,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Forest
487,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Grassland
488,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
489,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
490,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
491,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
492,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
493,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
494,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
495,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
496,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
497,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Built-up,Forest
498,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,NULL
499,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
500,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
501,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
502,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
503,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Cropland
504,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
505,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
506,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
507,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
508,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Built-up,Grassland
509,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,NULL
510,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
511,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
512,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
513,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Bareland
514,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,NULL
515,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
516,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
517,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
518,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
519,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Cropland
520,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Forest,Grassland
521,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Built-up,Grassland,Grassland
522,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Grassland
523,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
524,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Forest
525,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
526,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
527,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
528,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
529,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
530,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Shrubland,NULL
531,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Shrubland,Grassland
532,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Shrubland,Wetland
533,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Shrubland,Water
534,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Shrubland,Forest
535,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Grassland
536,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Bareland
537,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Water
538,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Bareland,Grassland
539,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Bareland,Water
540,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Built-up,Wetland
541,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Built-up,Water
542,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Grassland
543,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Cropland
544,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Bareland
545,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Water
546,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Forest
547,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Forest,Grassland
548,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,NULL,Wetland
549,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,NULL
550,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Grassland
551,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
552,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Cropland
553,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Shrubland,Grassland
554,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
555,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Cropland
556,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Water
557,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Bareland,Grassland
558,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Bareland,Cropland
559,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Bareland,Water
560,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
561,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Cropland
562,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,NULL,Grassland
563,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,NULL,Bareland
564,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,NULL,Forest
565,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Shrubland,Grassland
566,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
567,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
568,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Bareland
569,NULL,NULL,Shrubland,Water,Non_Wetland,Built-up,Built-up,Built-up
570,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Grassland
571,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Water,Grassland
572,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Water,Water
573,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
574,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
575,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
576,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
577,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
578,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
579,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,NULL
580,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
581,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Built-up
582,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
583,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
584,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
585,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Cropland
586,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Wetland
587,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Built-up
588,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Water
589,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
590,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Bareland,NULL
591,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Bareland,Grassland
592,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Bareland,Forest
593,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Built-up,Grassland
594,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Built-up,Built-up
595,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Built-up,Forest
596,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Water,Bareland
597,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
598,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
599,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,NULL
600,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
601,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Cropland
602,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
603,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
604,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
605,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
606,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
607,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
608,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
609,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
610,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
611,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Bareland,NULL
612,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Built-up,NULL
613,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
614,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Built-up,Forest
615,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Water,NULL
616,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Water,Forest
617,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,NULL
618,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
619,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
620,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
621,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
622,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
623,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Built-up
624,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
625,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
626,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
627,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
628,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
629,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
630,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
631,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
632,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
633,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Wetland
634,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
635,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
636,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
637,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,NULL
638,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
639,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
640,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,NULL
641,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
642,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Cropland
643,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Built-up
644,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
645,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,NULL
646,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
647,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Cropland
648,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
649,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
650,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,NULL
651,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
652,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Bareland
653,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
