Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MKC_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MKC_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MKC_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MKC_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MKC_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MKC_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MKC_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MKC_M_R
5514,Forest,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
5515,Forest,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland,Wetland,Forest
5516,Forest,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland,Water,Grassland
5517,Forest,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Water,Wetland,Forest
5518,Forest,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Wetland,Wetland,Grassland
5519,Forest,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Wetland,Wetland,Forest
5520,Forest,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Wetland,Water,Grassland
5521,Forest,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Water,Water,Grassland
5522,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
5523,Forest,Wetland,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
5524,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
5525,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
5526,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Water
5527,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
5528,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Water,Grassland
5529,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
5530,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Forest,Grassland
5531,Forest,Wetland,Bareland,NULL,Non_Wetland,Bareland,Wetland,Forest
5532,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
5533,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Wetland,Wetland
5534,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Wetland,Water
5535,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
5536,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Water,Grassland
5537,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Water,Forest
5538,Forest,Wetland,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
5539,Forest,Wetland,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Forest
5540,Forest,Wetland,Bareland,Non_Water,Non_Wetland,NULL,Water,Grassland
5541,Forest,Wetland,Bareland,Non_Water,Non_Wetland,NULL,Water,Forest
5542,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
5543,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Grassland,Water,Grassland
5544,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Grassland,Water,Forest
5545,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
5546,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
5547,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Water
5548,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
5549,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Water,Grassland
5550,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Water,Wetland
5551,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Water,Water
5552,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
5553,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
5554,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Water,Wetland,Grassland
5555,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Water,Wetland,Wetland
5556,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
5557,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
5558,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
5559,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Water,Water,Wetland
5560,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Water,Water,Water
5561,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
5562,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Forest,Wetland,Forest
5563,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Forest,Water,Forest
5564,Forest,Wetland,Bareland,Water,Non_Wetland,NULL,Wetland,Grassland
5565,Forest,Wetland,Bareland,Water,Non_Wetland,NULL,Wetland,Forest
5566,Forest,Wetland,Bareland,Water,Non_Wetland,NULL,Water,Forest
5567,Forest,Wetland,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
5568,Forest,Wetland,Bareland,Water,Non_Wetland,Wetland,Wetland,Wetland
5569,Forest,Wetland,Bareland,Water,Non_Wetland,Wetland,Wetland,Water
5570,Forest,Wetland,Bareland,Water,Non_Wetland,Wetland,Wetland,Forest
5571,Forest,Wetland,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
5572,Forest,Wetland,Bareland,Water,Non_Wetland,Wetland,Water,Wetland
5573,Forest,Wetland,Bareland,Water,Non_Wetland,Wetland,Water,Water
5574,Forest,Wetland,Bareland,Water,Non_Wetland,Wetland,Water,Forest
5575,Forest,Wetland,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
5576,Forest,Wetland,Bareland,Water,Non_Wetland,Water,Wetland,Wetland
5577,Forest,Wetland,Bareland,Water,Non_Wetland,Water,Wetland,Water
5578,Forest,Wetland,Bareland,Water,Non_Wetland,Water,Wetland,Forest
5579,Forest,Wetland,Bareland,Water,Non_Wetland,Water,Water,Grassland
5580,Forest,Wetland,Bareland,Water,Non_Wetland,Water,Water,Wetland
5581,Forest,Wetland,Bareland,Water,Non_Wetland,Water,Water,Water
5582,Forest,Wetland,Bareland,Water,Non_Wetland,Water,Water,Forest
5583,Forest,Wetland,Bareland,Water,Non_Wetland,Forest,Water,Water
5584,Forest,Wetland,Built-up,NULL,Non_Wetland,NULL,Wetland,Forest
5585,Forest,Wetland,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
5586,Forest,Wetland,Built-up,NULL,Non_Wetland,Wetland,Wetland,Wetland
5587,Forest,Wetland,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
5588,Forest,Wetland,Built-up,NULL,Non_Wetland,Wetland,Water,Grassland
5589,Forest,Wetland,Built-up,Non_Water,Non_Wetland,NULL,Wetland,Forest
5590,Forest,Wetland,Built-up,Non_Water,Non_Wetland,NULL,Water,Grassland
5591,Forest,Wetland,Built-up,Non_Water,Non_Wetland,NULL,Water,Forest
5592,Forest,Wetland,Built-up,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
5593,Forest,Wetland,Built-up,Non_Water,Non_Wetland,Grassland,Water,Grassland
5594,Forest,Wetland,Built-up,Non_Water,Non_Wetland,Grassland,Water,Forest
5595,Forest,Wetland,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
5596,Forest,Wetland,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Forest
5597,Forest,Wetland,Built-up,Non_Water,Non_Wetland,Wetland,Water,Grassland
5598,Forest,Wetland,Built-up,Non_Water,Non_Wetland,Wetland,Water,Wetland
5599,Forest,Wetland,Built-up,Non_Water,Non_Wetland,Wetland,Water,Water
5600,Forest,Wetland,Built-up,Non_Water,Non_Wetland,Wetland,Water,Forest
5601,Forest,Wetland,Built-up,Non_Water,Non_Wetland,Bareland,Water,Water
5602,Forest,Wetland,Built-up,Non_Water,Non_Wetland,Water,Water,Grassland
5603,Forest,Wetland,Built-up,Non_Water,Non_Wetland,Water,Water,Wetland
5604,Forest,Wetland,Built-up,Non_Water,Non_Wetland,Water,Water,Water
5605,Forest,Wetland,Built-up,Water,Non_Wetland,Wetland,Wetland,Grassland
5606,Forest,Wetland,Built-up,Water,Non_Wetland,Wetland,Wetland,Wetland
5607,Forest,Wetland,Built-up,Water,Non_Wetland,Wetland,Wetland,Water
5608,Forest,Wetland,Built-up,Water,Non_Wetland,Wetland,Wetland,Forest
5609,Forest,Wetland,Built-up,Water,Non_Wetland,Wetland,Water,Grassland
5610,Forest,Wetland,Built-up,Water,Non_Wetland,Wetland,Water,Forest
5611,Forest,Wetland,Built-up,Water,Non_Wetland,Water,Water,Grassland
5612,Forest,Wetland,Built-up,Water,Non_Wetland,Water,Water,Water
5613,Forest,Wetland,Water,NULL,Water,NULL,Wetland,Grassland
5614,Forest,Wetland,Water,NULL,Water,NULL,Wetland,Forest
5615,Forest,Wetland,Water,NULL,Water,Wetland,Wetland,Grassland
5616,Forest,Wetland,Water,NULL,Water,Wetland,Wetland,Wetland
5617,Forest,Wetland,Water,NULL,Water,Wetland,Wetland,Water
5618,Forest,Wetland,Water,NULL,Water,Wetland,Wetland,Forest
5619,Forest,Wetland,Water,NULL,Water,Wetland,Water,Grassland
5620,Forest,Wetland,Water,NULL,Water,Wetland,Water,Wetland
5621,Forest,Wetland,Water,NULL,Water,Wetland,Water,Water
5622,Forest,Wetland,Water,NULL,Water,Wetland,Water,Forest
5623,Forest,Wetland,Water,NULL,Water,Water,Wetland,Grassland
5624,Forest,Wetland,Water,NULL,Water,Water,Wetland,Wetland
5625,Forest,Wetland,Water,NULL,Water,Water,Wetland,Water
5626,Forest,Wetland,Water,NULL,Water,Water,Wetland,Forest
5627,Forest,Wetland,Water,NULL,Water,Water,Water,Grassland
5628,Forest,Wetland,Water,NULL,Water,Water,Water,Wetland
5629,Forest,Wetland,Water,NULL,Water,Water,Water,Water
5630,Forest,Wetland,Water,NULL,Water,Water,Water,Forest
5631,Forest,Wetland,Water,NULL,Water,Forest,Wetland,Forest
5632,Forest,Wetland,Water,Non_Water,Water,NULL,Wetland,Grassland
5633,Forest,Wetland,Water,Non_Water,Water,NULL,Wetland,Forest
5634,Forest,Wetland,Water,Non_Water,Water,NULL,Water,Grassland
5635,Forest,Wetland,Water,Non_Water,Water,NULL,Water,Forest
5636,Forest,Wetland,Water,Non_Water,Water,Grassland,Wetland,Grassland
5637,Forest,Wetland,Water,Non_Water,Water,Grassland,Wetland,Forest
5638,Forest,Wetland,Water,Non_Water,Water,Grassland,Water,Grassland
5639,Forest,Wetland,Water,Non_Water,Water,Grassland,Water,Water
5640,Forest,Wetland,Water,Non_Water,Water,Grassland,Water,Forest
5641,Forest,Wetland,Water,Non_Water,Water,Wetland,Wetland,Grassland
5642,Forest,Wetland,Water,Non_Water,Water,Wetland,Wetland,Wetland
5643,Forest,Wetland,Water,Non_Water,Water,Wetland,Wetland,Water
5644,Forest,Wetland,Water,Non_Water,Water,Wetland,Wetland,Forest
5645,Forest,Wetland,Water,Non_Water,Water,Wetland,Water,Grassland
5646,Forest,Wetland,Water,Non_Water,Water,Wetland,Water,Wetland
5647,Forest,Wetland,Water,Non_Water,Water,Wetland,Water,Water
5648,Forest,Wetland,Water,Non_Water,Water,Wetland,Water,Forest
5649,Forest,Wetland,Water,Non_Water,Water,Bareland,Water,Water
5650,Forest,Wetland,Water,Non_Water,Water,Water,Wetland,Grassland
5651,Forest,Wetland,Water,Non_Water,Water,Water,Wetland,Wetland
5652,Forest,Wetland,Water,Non_Water,Water,Water,Wetland,Water
5653,Forest,Wetland,Water,Non_Water,Water,Water,Wetland,Forest
5654,Forest,Wetland,Water,Non_Water,Water,Water,Water,Grassland
5655,Forest,Wetland,Water,Non_Water,Water,Water,Water,Wetland
5656,Forest,Wetland,Water,Non_Water,Water,Water,Water,Water
5657,Forest,Wetland,Water,Non_Water,Water,Water,Water,Forest
5658,Forest,Wetland,Water,Non_Water,Water,Forest,Wetland,Forest
5659,Forest,Wetland,Water,Non_Water,Water,Forest,Water,Forest
5660,Forest,Wetland,Water,Water,Water,NULL,Wetland,Grassland
5661,Forest,Wetland,Water,Water,Water,NULL,Wetland,Wetland
5662,Forest,Wetland,Water,Water,Water,NULL,Wetland,Forest
5663,Forest,Wetland,Water,Water,Water,NULL,Water,Grassland
5664,Forest,Wetland,Water,Water,Water,NULL,Water,Wetland
5665,Forest,Wetland,Water,Water,Water,NULL,Water,Water
5666,Forest,Wetland,Water,Water,Water,NULL,Water,Forest
5667,Forest,Wetland,Water,Water,Water,Grassland,Wetland,Water
5668,Forest,Wetland,Water,Water,Water,Grassland,Water,Water
5669,Forest,Wetland,Water,Water,Water,Wetland,Wetland,Grassland
5670,Forest,Wetland,Water,Water,Water,Wetland,Wetland,Wetland
5671,Forest,Wetland,Water,Water,Water,Wetland,Wetland,Water
5672,Forest,Wetland,Water,Water,Water,Wetland,Wetland,Forest
5673,Forest,Wetland,Water,Water,Water,Wetland,Water,Grassland
5674,Forest,Wetland,Water,Water,Water,Wetland,Water,Wetland
5675,Forest,Wetland,Water,Water,Water,Wetland,Water,Water
5676,Forest,Wetland,Water,Water,Water,Wetland,Water,Forest
5677,Forest,Wetland,Water,Water,Water,Bareland,Wetland,Forest
5678,Forest,Wetland,Water,Water,Water,Bareland,Water,Water
5679,Forest,Wetland,Water,Water,Water,Water,Wetland,Grassland
5680,Forest,Wetland,Water,Water,Water,Water,Wetland,Wetland
5681,Forest,Wetland,Water,Water,Water,Water,Wetland,Water
5682,Forest,Wetland,Water,Water,Water,Water,Wetland,Forest
5683,Forest,Wetland,Water,Water,Water,Water,Water,Grassland
5684,Forest,Wetland,Water,Water,Water,Water,Water,Wetland
5685,Forest,Wetland,Water,Water,Water,Water,Water,Water
5686,Forest,Wetland,Water,Water,Water,Water,Water,Forest
5687,Forest,Wetland,Water,Water,Water,Forest,Wetland,Grassland
5688,Forest,Wetland,Water,Water,Water,Forest,Wetland,Forest
5689,Forest,Wetland,Water,Water,Water,Forest,Water,Forest
5690,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
5691,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
5692,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
5693,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Water,Forest
5694,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
5695,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
5696,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
5697,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
5698,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
5699,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
5700,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
5701,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
5702,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
5703,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Forest
5704,Forest,Wetland,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
5705,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
5706,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
5707,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Water
5708,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Forest
5709,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Water,Grassland
5710,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Water,Water
5711,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Water,Forest
5712,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
5713,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
5714,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
5715,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
5716,Forest,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
5717,Forest,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Water,Grassland
5718,Forest,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
5719,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
5720,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
5721,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
5722,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
5723,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
5724,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
5725,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Water
5726,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
5727,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
5728,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Wetland
5729,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
5730,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
5731,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
5732,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
5733,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Water
5734,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Forest
5735,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
5736,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
5737,Forest,Wetland,Forest,Water,Non_Wetland,NULL,Wetland,Forest
5738,Forest,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
5739,Forest,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
5740,Forest,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Water
5741,Forest,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
5742,Forest,Wetland,Forest,Water,Non_Wetland,Wetland,Water,Grassland
5743,Forest,Wetland,Forest,Water,Non_Wetland,Wetland,Water,Wetland
5744,Forest,Wetland,Forest,Water,Non_Wetland,Wetland,Water,Water
5745,Forest,Wetland,Forest,Water,Non_Wetland,Wetland,Water,Forest
5746,Forest,Wetland,Forest,Water,Non_Wetland,Water,Wetland,Grassland
5747,Forest,Wetland,Forest,Water,Non_Wetland,Water,Wetland,Wetland
5748,Forest,Wetland,Forest,Water,Non_Wetland,Water,Wetland,Water
5749,Forest,Wetland,Forest,Water,Non_Wetland,Water,Wetland,Forest
5750,Forest,Wetland,Forest,Water,Non_Wetland,Water,Water,Grassland
5751,Forest,Wetland,Forest,Water,Non_Wetland,Water,Water,Wetland
5752,Forest,Wetland,Forest,Water,Non_Wetland,Water,Water,Water
5753,Forest,Bareland,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
5754,Forest,Bareland,Wetland,NULL,Wetland,Wetland,Water,Forest
5755,Forest,Bareland,Wetland,NULL,Wetland,Water,Wetland,Forest
5756,Forest,Bareland,Wetland,Non_Water,Wetland,Wetland,Water,Forest
5757,Forest,Bareland,Wetland,Non_Water,Wetland,Bareland,Water,Water
5758,Forest,Bareland,Wetland,Non_Water,Wetland,Water,Wetland,Water
5759,Forest,Bareland,Wetland,Non_Water,Wetland,Water,Water,Water
5760,Forest,Bareland,Wetland,Water,Wetland,Water,Wetland,Water
5761,Forest,Bareland,Wetland,Water,Wetland,Water,Water,Water
5762,Forest,Bareland,Water,Non_Water,Water,Water,Water,Water
5763,Forest,Bareland,Water,Water,Water,Water,Water,Water
5764,Forest,Bareland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
5765,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
5766,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
5767,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
5768,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
5769,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
5770,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
5771,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
5772,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
5773,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
5774,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Built-up,Forest
5775,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Water,Forest
5776,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
5777,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
5778,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
5779,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
5780,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Forest
5781,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Wetland,Forest
5782,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Bareland,Forest
5783,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
5784,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
5785,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
5786,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Built-up,Forest
5787,Forest,Built-up,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
5788,Forest,Built-up,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
5789,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
5790,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
5791,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Built-up
5792,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
5793,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
5794,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
5795,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
5796,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
5797,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
5798,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
5799,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Forest
5800,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
5801,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
5802,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
5803,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
5804,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
5805,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Forest
5806,Forest,Built-up,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
5807,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
5808,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
5809,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
5810,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Forest
5811,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
5812,Forest,Built-up,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
5813,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
5814,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Bareland,Forest
5815,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
5816,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
5817,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
5818,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
5819,Forest,Built-up,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
5820,Forest,Built-up,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
5821,Forest,Built-up,Grassland,NULL,Non_Wetland,Wetland,Bareland,Forest
5822,Forest,Built-up,Grassland,NULL,Non_Wetland,Wetland,Built-up,Forest
5823,Forest,Built-up,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
5824,Forest,Built-up,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
5825,Forest,Built-up,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
5826,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
5827,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
5828,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Wetland,Forest
5829,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Bareland,Grassland
5830,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Bareland,Forest
5831,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Forest
5832,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Forest,Grassland
5833,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Forest,Forest
5834,Forest,Built-up,Grassland,Non_Water,Non_Wetland,Wetland,Water,Grassland
5835,Forest,Built-up,Grassland,Non_Water,Non_Wetland,Wetland,Water,Forest
5836,Forest,Built-up,Grassland,Water,Non_Wetland,Wetland,Water,Grassland
5837,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,Water,Forest
5838,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Wetland,Forest
5839,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
5840,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Forest
5841,Forest,Built-up,Wetland,NULL,Wetland,NULL,Wetland,Forest
5842,Forest,Built-up,Wetland,NULL,Wetland,NULL,Bareland,Forest
5843,Forest,Built-up,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
5844,Forest,Built-up,Wetland,NULL,Wetland,Grassland,Wetland,Forest
5845,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
5846,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Wetland,Forest
5847,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Bareland,Forest
5848,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Built-up,Forest
5849,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Water,Forest
5850,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Forest,Forest
5851,Forest,Built-up,Wetland,NULL,Wetland,Water,Wetland,Forest
5852,Forest,Built-up,Wetland,NULL,Wetland,Forest,Wetland,Forest
