Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24MWA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24MWA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24MWA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24MWA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24MWA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24MWA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24MWA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24MWA_M_R
329,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Shrubland,Grassland
330,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Shrubland,Cropland
331,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Shrubland,Water
332,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Shrubland,Forest
333,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Grassland,NULL
334,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Grassland,Grassland
335,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Grassland,Forest
336,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Bareland,NULL
337,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Bareland,Grassland
338,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Water,Grassland
339,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Forest,NULL
340,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Forest,Grassland
341,NULL,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
342,NULL,NULL,NULL,Water,Non_Wetland,NULL,NULL,Cropland
343,NULL,NULL,NULL,Water,Non_Wetland,NULL,Shrubland,Grassland
344,NULL,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Grassland
345,NULL,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Cropland
346,NULL,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Water
347,NULL,NULL,NULL,Water,Non_Wetland,NULL,Bareland,Grassland
348,NULL,NULL,NULL,Water,Non_Wetland,NULL,Bareland,Cropland
349,NULL,NULL,NULL,Water,Non_Wetland,NULL,Bareland,Bareland
350,NULL,NULL,NULL,Water,Non_Wetland,NULL,Bareland,Water
351,NULL,NULL,NULL,Water,Non_Wetland,NULL,Water,Grassland
352,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,NULL,Grassland
353,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,NULL
354,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,Grassland
355,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,Wetland
356,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Grassland,Grassland
357,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Grassland,Wetland
358,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Grassland,Water
359,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Bareland,Grassland
360,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Bareland,Bareland
361,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Water,Grassland
362,NULL,NULL,NULL,Water,Non_Wetland,Grassland,NULL,Grassland
363,NULL,NULL,NULL,Water,Non_Wetland,Grassland,NULL,Cropland
364,NULL,NULL,NULL,Water,Non_Wetland,Grassland,NULL,Bareland
365,NULL,NULL,NULL,Water,Non_Wetland,Grassland,NULL,Water
366,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Shrubland,Grassland
367,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
368,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Bareland,Grassland
369,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Bareland,Wetland
370,NULL,NULL,NULL,Water,Non_Wetland,Cropland,NULL,Grassland
371,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Grassland
372,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Wetland
373,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Built-up,Forest
374,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Water,Grassland
375,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Water,Bareland
376,NULL,NULL,NULL,Water,Non_Wetland,Built-up,NULL,Grassland
377,NULL,NULL,NULL,Water,Non_Wetland,Water,Grassland,Grassland
378,NULL,NULL,NULL,Water,Non_Wetland,Water,Bareland,Grassland
379,NULL,NULL,NULL,Water,Non_Wetland,Water,Water,Grassland
380,NULL,NULL,NULL,Water,Non_Wetland,Water,Water,Cropland
381,NULL,NULL,NULL,Water,Non_Wetland,Water,Water,Wetland
382,NULL,NULL,NULL,Water,Non_Wetland,Water,Water,Bareland
383,NULL,NULL,NULL,Water,Non_Wetland,Forest,NULL,Grassland
384,NULL,NULL,NULL,Water,Non_Wetland,Forest,Shrubland,Grassland
385,NULL,NULL,NULL,Water,Non_Wetland,Forest,Grassland,Grassland
386,NULL,NULL,NULL,Water,Non_Wetland,Forest,Bareland,Grassland
387,NULL,NULL,NULL,Water,Non_Wetland,Forest,Built-up,Forest
388,NULL,NULL,NULL,Water,Non_Wetland,Forest,Forest,Grassland
389,NULL,NULL,NULL,Water,Non_Wetland,Forest,Forest,Forest
390,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
391,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
392,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
393,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
394,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
395,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
396,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
397,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
398,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
399,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
400,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Bareland
401,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Built-up
402,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Water
403,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
404,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
405,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
406,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
407,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
408,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
409,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
410,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
411,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Cropland
412,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Wetland
413,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
414,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Built-up
415,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Water
416,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
417,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,NULL
418,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
419,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Cropland
420,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Bareland
421,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Built-up
422,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Forest
423,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
424,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Built-up
425,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Water
426,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
427,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
428,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Cropland
429,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Built-up
430,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
431,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
432,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
433,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
434,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Wetland
435,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Bareland
436,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Built-up
437,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
438,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
439,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
440,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
441,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
442,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
443,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
444,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Water
445,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
446,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
447,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
448,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
449,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
450,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
451,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
452,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
453,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Cropland
454,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Wetland
455,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Bareland
456,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Built-up
457,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
458,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,NULL
459,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
460,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Built-up
461,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Forest
462,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,NULL
463,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
464,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Bareland
465,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Built-up
466,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
467,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
468,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Cropland
469,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Built-up
470,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
471,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
472,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
473,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
474,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
475,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
476,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
477,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
478,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
479,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
480,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
481,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
482,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Water
483,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
484,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
485,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
486,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
487,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
488,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
489,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Cropland
490,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Wetland
491,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
492,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
493,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
494,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
495,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
496,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
497,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Bareland
498,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
499,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
500,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,NULL
501,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
502,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Built-up
503,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
504,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
505,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
506,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
507,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
508,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Built-up
509,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Water
510,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
511,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
512,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Built-up,NULL
513,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Built-up,Grassland
514,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Built-up,Built-up
515,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Built-up,Forest
516,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
517,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
518,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
519,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
520,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
521,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
522,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
523,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
524,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
525,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
526,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
527,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
528,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
529,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
530,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
531,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
532,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
533,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
534,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
535,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
536,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
537,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
538,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
539,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
540,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
541,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
542,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
543,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
544,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,NULL
545,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
546,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
547,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Forest
548,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,NULL
549,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
550,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Cropland
551,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Wetland
552,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
553,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Forest
554,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
555,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
556,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,NULL
557,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
558,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Cropland
559,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Bareland
560,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Built-up
561,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Forest
562,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
563,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
564,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
565,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
566,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
567,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Water
568,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
569,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Water,Grassland
570,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Water,Built-up
571,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Forest,Grassland
572,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Forest,Built-up
573,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Forest,Forest
574,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
575,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
576,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
577,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Built-up
578,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,NULL
579,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
580,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
581,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Cropland
582,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Built-up
583,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
584,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
585,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
586,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Cropland
587,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Built-up
588,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Water
589,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
590,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
591,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
592,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,NULL
593,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Grassland
594,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Cropland
595,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Bareland
596,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Built-up
597,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
598,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Built-up,NULL
599,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Built-up,Grassland
600,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Built-up,Built-up
601,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Built-up,Forest
602,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Water,Built-up
603,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
604,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
605,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Cropland
606,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Built-up
607,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
608,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
609,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
610,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
611,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,NULL
612,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
613,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Bareland
614,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,NULL
615,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
616,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,NULL
617,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
618,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Cropland
619,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Water
620,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
621,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Bareland
622,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
623,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
624,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
625,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
626,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Cropland
627,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
628,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
629,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
630,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Bareland,Grassland
631,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Bareland,Wetland
632,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Bareland,Built-up
633,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,NULL
634,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
635,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Wetland
636,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,Grassland
637,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,Cropland
638,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
639,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
640,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Bareland
641,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
642,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Bareland
643,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Built-up
644,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Water
645,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
646,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,NULL
647,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
648,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Cropland
649,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Wetland
650,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Bareland
651,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Water
652,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
653,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Bareland
654,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,NULL,Grassland
