Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LNC_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LNC_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LNC_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LNC_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LNC_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LNC_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LNC_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LNC_M_R
331,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
332,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Bareland,NULL
333,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
334,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Bareland,Cropland
335,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Built-up,Grassland
336,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Water,NULL
337,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Water,Grassland
338,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Forest,NULL
339,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Forest,Grassland
340,NULL,NULL,NULL,Non_Water,Non_Wetland,Cropland,NULL,NULL
341,NULL,NULL,NULL,Non_Water,Non_Wetland,Cropland,NULL,Grassland
342,NULL,NULL,NULL,Non_Water,Non_Wetland,Cropland,NULL,Cropland
343,NULL,NULL,NULL,Non_Water,Non_Wetland,Cropland,NULL,Forest
344,NULL,NULL,NULL,Non_Water,Non_Wetland,Cropland,Shrubland,NULL
345,NULL,NULL,NULL,Non_Water,Non_Wetland,Cropland,Shrubland,Grassland
346,NULL,NULL,NULL,Non_Water,Non_Wetland,Cropland,Shrubland,Forest
347,NULL,NULL,NULL,Non_Water,Non_Wetland,Cropland,Grassland,NULL
348,NULL,NULL,NULL,Non_Water,Non_Wetland,Cropland,Grassland,Grassland
349,NULL,NULL,NULL,Non_Water,Non_Wetland,Cropland,Grassland,Cropland
350,NULL,NULL,NULL,Non_Water,Non_Wetland,Cropland,Bareland,Grassland
351,NULL,NULL,NULL,Non_Water,Non_Wetland,Cropland,Water,Grassland
352,NULL,NULL,NULL,Non_Water,Non_Wetland,Cropland,Forest,NULL
353,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Cropland
354,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
355,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Grassland,NULL
356,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
357,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Cropland
358,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
359,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Water
360,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
361,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Cropland
362,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
363,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Water
364,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Forest
365,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Water,NULL
366,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,NULL,NULL
367,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,NULL,Grassland
368,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,NULL,Wetland
369,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,NULL,Water
370,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,NULL,Forest
371,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Shrubland,NULL
372,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Shrubland,Wetland
373,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Shrubland,Forest
374,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Grassland,Grassland
375,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Water,NULL
376,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
377,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Wetland
378,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Forest
379,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Forest,NULL
380,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Forest,Grassland
381,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
382,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,NULL,NULL
383,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,NULL,Grassland
384,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,NULL,Wetland
385,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,NULL,Forest
386,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Shrubland,NULL
387,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Shrubland,Grassland
388,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Shrubland,Water
389,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Shrubland,Forest
390,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Grassland,Forest
391,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Wetland,NULL
392,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Water,NULL
393,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Forest,NULL
394,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Forest,Grassland
395,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Forest,Wetland
396,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
397,NULL,NULL,NULL,Water,Non_Wetland,NULL,Shrubland,NULL
398,NULL,NULL,NULL,Water,Non_Wetland,NULL,Shrubland,Grassland
399,NULL,NULL,NULL,Water,Non_Wetland,NULL,Shrubland,Water
400,NULL,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Grassland
401,NULL,NULL,NULL,Water,Non_Wetland,NULL,Water,Bareland
402,NULL,NULL,NULL,Water,Non_Wetland,NULL,Water,Water
403,NULL,NULL,NULL,Water,Non_Wetland,NULL,Forest,Grassland
404,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,NULL,Grassland
405,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,NULL
406,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,Grassland
407,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,Wetland
408,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,Forest
409,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Grassland,Grassland
410,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Bareland,Water
411,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Water,NULL
412,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Water,Grassland
413,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Water,Water
414,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Water,Forest
415,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Forest,Grassland
416,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Forest,Forest
417,NULL,NULL,NULL,Water,Non_Wetland,Grassland,NULL,Grassland
418,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Shrubland,Grassland
419,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Shrubland,Wetland
420,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Shrubland,Bareland
421,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,NULL
422,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
423,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Cropland
424,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Wetland
425,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Bareland
426,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Water
427,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Forest
428,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Bareland,Bareland
429,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Water,NULL
430,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Water,Grassland
431,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Water,Bareland
432,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Water,Water
433,NULL,NULL,NULL,Water,Non_Wetland,Cropland,NULL,Wetland
434,NULL,NULL,NULL,Water,Non_Wetland,Cropland,NULL,Forest
435,NULL,NULL,NULL,Water,Non_Wetland,Cropland,Shrubland,NULL
436,NULL,NULL,NULL,Water,Non_Wetland,Cropland,Shrubland,Grassland
437,NULL,NULL,NULL,Water,Non_Wetland,Cropland,Grassland,Grassland
438,NULL,NULL,NULL,Water,Non_Wetland,Cropland,Water,Grassland
439,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Grassland
440,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Forest,Bareland
441,NULL,NULL,NULL,Water,Non_Wetland,Water,NULL,Forest
442,NULL,NULL,NULL,Water,Non_Wetland,Water,Shrubland,Wetland
443,NULL,NULL,NULL,Water,Non_Wetland,Water,Shrubland,Water
444,NULL,NULL,NULL,Water,Non_Wetland,Water,Grassland,Bareland
445,NULL,NULL,NULL,Water,Non_Wetland,Water,Forest,Water
446,NULL,NULL,NULL,Water,Non_Wetland,Water,Forest,Forest
447,NULL,NULL,NULL,Water,Non_Wetland,Forest,Forest,Wetland
448,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
449,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
450,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
451,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
452,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
453,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
454,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
455,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
456,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
457,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
458,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
459,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Wetland
460,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Bareland
461,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Built-up
462,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Water
463,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
464,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
465,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
466,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
467,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
468,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
469,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Water
470,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
471,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
472,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Cropland
473,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Wetland
474,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
475,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
476,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
477,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
478,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Built-up
479,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
480,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,NULL
481,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
482,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Built-up
483,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Forest
484,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,NULL
485,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
486,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Bareland
487,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Built-up
488,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Water
489,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
490,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
491,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
492,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Wetland
493,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Bareland
494,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Water
495,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
496,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
497,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
498,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
499,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Wetland
500,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Bareland
501,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Built-up
502,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Water
503,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
504,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
505,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
506,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
507,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
508,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
509,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
510,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Water
511,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
512,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
513,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
514,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
515,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
516,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
517,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Water
518,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
519,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
520,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
521,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Cropland
522,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Wetland
523,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
524,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
525,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
526,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Cropland
527,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Bareland
528,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Built-up
529,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Water
530,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
531,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,NULL
532,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
533,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Built-up
534,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Forest
535,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,NULL
536,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
537,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Bareland
538,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Water
539,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
540,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
541,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
542,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Cropland
543,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Wetland
544,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Bareland
545,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Built-up
546,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Water
547,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
548,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
549,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
550,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
551,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
552,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
553,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
554,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Water
555,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
556,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
557,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
558,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
559,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
560,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
561,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
562,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Water
563,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
564,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
565,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
566,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
567,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
568,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
569,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
570,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
571,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
572,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
573,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
574,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Cropland
575,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
576,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
577,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
578,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
579,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
580,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Water
581,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
582,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
583,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
584,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
585,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Bareland
586,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
587,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
588,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,NULL
589,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
590,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Cropland
591,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Bareland
592,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Water
593,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
594,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
595,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
596,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
597,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Bareland
598,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Built-up
599,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Water
600,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
601,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
602,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
603,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
604,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
605,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,NULL
606,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
607,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Bareland
608,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
609,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
610,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
611,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
612,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Grassland
613,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,NULL
614,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
615,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Forest
616,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
617,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
618,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
619,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
620,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
621,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
622,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
623,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
624,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
625,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
626,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
627,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
628,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
629,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
630,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
631,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Water
632,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
633,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
634,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
635,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
636,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
637,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
638,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Water
639,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
640,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
641,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
642,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
643,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
644,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
645,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
646,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
647,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
648,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
649,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Wetland
650,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Built-up
651,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
652,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
653,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
654,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
655,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Wetland
656,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
657,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
658,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
659,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
