Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20LRN_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LRN_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LRN_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LRN_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LRN_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LRN_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LRN_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20LRN_M_R
1018,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Water
1019,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Forest
1020,Forest,Water,Bareland,Water,Non_Wetland,Water,Forest,Water
1021,Forest,Water,Bareland,Water,Non_Wetland,Water,Forest,Forest
1022,Forest,Water,Built-up,Water,Non_Wetland,Water,Water,Water
1023,Forest,Water,Water,NULL,Water,NULL,Wetland,Water
1024,Forest,Water,Water,NULL,Water,NULL,Wetland,Forest
1025,Forest,Water,Water,NULL,Water,NULL,Water,Water
1026,Forest,Water,Water,NULL,Water,NULL,Water,Forest
1027,Forest,Water,Water,NULL,Water,NULL,Forest,Water
1028,Forest,Water,Water,NULL,Water,NULL,Forest,Forest
1029,Forest,Water,Water,NULL,Water,Water,Wetland,Water
1030,Forest,Water,Water,NULL,Water,Water,Wetland,Forest
1031,Forest,Water,Water,NULL,Water,Water,Water,Wetland
1032,Forest,Water,Water,NULL,Water,Water,Water,Bareland
1033,Forest,Water,Water,NULL,Water,Water,Water,Water
1034,Forest,Water,Water,NULL,Water,Water,Water,Forest
1035,Forest,Water,Water,NULL,Water,Water,Forest,Water
1036,Forest,Water,Water,NULL,Water,Water,Forest,Forest
1037,Forest,Water,Water,NULL,Water,Forest,Wetland,Water
1038,Forest,Water,Water,NULL,Water,Forest,Wetland,Forest
1039,Forest,Water,Water,NULL,Water,Forest,Water,Water
1040,Forest,Water,Water,NULL,Water,Forest,Water,Forest
1041,Forest,Water,Water,NULL,Water,Forest,Forest,Water
1042,Forest,Water,Water,NULL,Water,Forest,Forest,Forest
1043,Forest,Water,Water,Non_Water,Water,NULL,Wetland,Forest
1044,Forest,Water,Water,Non_Water,Water,NULL,Water,Forest
1045,Forest,Water,Water,Non_Water,Water,NULL,Forest,Forest
1046,Forest,Water,Water,Non_Water,Water,Water,Wetland,Water
1047,Forest,Water,Water,Non_Water,Water,Water,Wetland,Forest
1048,Forest,Water,Water,Non_Water,Water,Water,Water,Water
1049,Forest,Water,Water,Non_Water,Water,Water,Water,Forest
1050,Forest,Water,Water,Non_Water,Water,Water,Forest,Water
1051,Forest,Water,Water,Non_Water,Water,Water,Forest,Forest
1052,Forest,Water,Water,Non_Water,Water,Forest,Forest,Forest
1053,Forest,Water,Water,Water,Water,NULL,Wetland,Water
1054,Forest,Water,Water,Water,Water,NULL,Wetland,Forest
1055,Forest,Water,Water,Water,Water,NULL,Water,Water
1056,Forest,Water,Water,Water,Water,NULL,Water,Forest
1057,Forest,Water,Water,Water,Water,NULL,Forest,Water
1058,Forest,Water,Water,Water,Water,NULL,Forest,Forest
1059,Forest,Water,Water,Water,Water,Bareland,Water,Forest
1060,Forest,Water,Water,Water,Water,Water,Wetland,Wetland
1061,Forest,Water,Water,Water,Water,Water,Wetland,Water
1062,Forest,Water,Water,Water,Water,Water,Wetland,Forest
1063,Forest,Water,Water,Water,Water,Water,Water,Grassland
1064,Forest,Water,Water,Water,Water,Water,Water,Wetland
1065,Forest,Water,Water,Water,Water,Water,Water,Bareland
1066,Forest,Water,Water,Water,Water,Water,Water,Water
1067,Forest,Water,Water,Water,Water,Water,Water,Forest
1068,Forest,Water,Water,Water,Water,Water,Forest,Water
1069,Forest,Water,Water,Water,Water,Water,Forest,Forest
1070,Forest,Water,Water,Water,Water,Forest,Water,Forest
1071,Forest,Water,Water,Water,Water,Forest,Forest,Water
1072,Forest,Water,Water,Water,Water,Forest,Forest,Forest
1073,Forest,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1074,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
1075,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1076,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Water
1077,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
1078,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Water
1079,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1080,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
1081,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Water,Bareland
1082,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Water,Forest
1083,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1084,Forest,Water,Forest,NULL,Non_Wetland,Water,Grassland,Forest
1085,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
1086,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Bareland
1087,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
1088,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1089,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Water
1090,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
1091,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Wetland
1092,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
1093,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
1094,Forest,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1095,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1096,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
1097,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Water
1098,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1099,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
1100,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Water
1101,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
1102,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Forest,Wetland
1103,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
1104,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Wetland
1105,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
1106,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
1107,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
1108,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Bareland
1109,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
1110,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
1111,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Water
1112,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
1113,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
1114,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
1115,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
1116,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Forest
1117,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Forest
1118,Forest,Water,Forest,Water,Non_Wetland,NULL,Forest,Water
1119,Forest,Water,Forest,Water,Non_Wetland,NULL,Forest,Forest
1120,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
1121,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
1122,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Wetland
1123,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Bareland
1124,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Water
1125,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Forest
1126,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Water
1127,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
1128,Forest,Water,Forest,Water,Non_Wetland,Forest,Forest,Water
1129,Forest,Water,Forest,Water,Non_Wetland,Forest,Forest,Forest
1130,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
1131,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
1132,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Water
1133,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
1134,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Water,Water
1135,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Water,Forest
1136,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Water
1137,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
1138,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
1139,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
1140,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1141,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1142,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
1143,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1144,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
1145,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Wetland,Grassland
1146,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Wetland,Forest
1147,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Bareland,Forest
1148,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
1149,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
1150,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
1151,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
1152,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
1153,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
1154,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1155,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1156,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
1157,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
1158,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
1159,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
1160,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
1161,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1162,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
1163,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
1164,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
1165,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
1166,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
1167,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1168,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
1169,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
1170,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
1171,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
1172,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
1173,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Water
1174,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Forest
1175,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Water
1176,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Forest
1177,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Water
1178,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Forest
1179,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Forest
1180,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
1181,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
1182,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
1183,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
1184,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
1185,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,NULL
1186,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
1187,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Water
1188,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
1189,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
1190,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Forest,Forest
1191,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Forest
1192,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Wetland,Water
1193,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
1194,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Water,Forest
1195,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
1196,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Wetland,Forest
1197,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
1198,Forest,Forest,NULL,Water,Non_Wetland,NULL,Wetland,Forest
1199,Forest,Forest,NULL,Water,Non_Wetland,Water,Wetland,Forest
1200,Forest,Forest,NULL,Water,Non_Wetland,Water,Water,Forest
1201,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
1202,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
1203,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
1204,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
1205,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
1206,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
1207,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1208,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1209,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
1210,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1211,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
1212,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
1213,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
1214,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
1215,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
1216,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
1217,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
1218,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
1219,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1220,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
1221,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
1222,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1223,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1224,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1225,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
1226,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1227,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
1228,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
1229,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1230,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1231,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
1232,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
1233,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
1234,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
1235,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
1236,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
1237,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1238,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
1239,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1240,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
1241,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
1242,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
1243,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
1244,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Cropland
1245,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
1246,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
1247,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
1248,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
1249,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
1250,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
1251,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
1252,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
1253,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
1254,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
1255,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
1256,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
1257,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
1258,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
1259,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Forest
1260,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Wetland,Forest
1261,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Forest
1262,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
1263,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
1264,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
1265,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
1266,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1267,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1268,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1269,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
1270,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Bareland,Forest
1271,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Forest,NULL
1272,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
1273,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
1274,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
1275,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1276,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
1277,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1278,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1279,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
1280,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
1281,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
1282,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1283,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1284,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Forest
1285,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1286,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
1287,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Forest,Water
1288,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Forest,Forest
1289,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
1290,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
1291,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
1292,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,NULL
1293,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
1294,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Forest
1295,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,Forest,Forest
1296,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
1297,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
1298,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
1299,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1300,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
1301,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
1302,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
1303,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
1304,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
1305,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1306,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1307,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1308,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1309,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1310,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
1311,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
1312,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
1313,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
1314,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
1315,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1316,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
1317,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1318,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
1319,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Wetland,Forest
1320,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,NULL
1321,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
1322,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
1323,Forest,Forest,Cropland,NULL,Non_Wetland,Water,NULL,Forest
1324,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
1325,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
1326,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
1327,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Wetland,Forest
1328,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
1329,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,NULL
1330,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Grassland
1331,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Water
1332,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
1333,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Water
1334,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Forest
1335,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Water
1336,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Forest
1337,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Wetland,Forest
1338,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Forest,NULL
1339,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Forest,Forest
1340,Forest,Forest,Wetland,NULL,Wetland,Grassland,NULL,Forest
1341,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Forest
1342,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1343,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Grassland
1344,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Forest
1345,Forest,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Forest
1346,Forest,Forest,Wetland,NULL,Wetland,Bareland,Water,Forest
1347,Forest,Forest,Wetland,NULL,Wetland,Bareland,Forest,Forest
1348,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Water
1349,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
1350,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Water
1351,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Forest
1352,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Water
1353,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Forest
1354,Forest,Forest,Wetland,NULL,Wetland,Forest,Grassland,Forest
1355,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Forest
1356,Forest,Forest,Wetland,NULL,Wetland,Forest,Water,Forest
1357,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Water
1358,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Forest
1359,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Water
1360,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
1361,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Forest
1362,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Forest,Forest
1363,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,Wetland,Forest
1364,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,Forest,Forest
1365,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Wetland,Forest
1366,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
1367,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Forest
