Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20NQJ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NQJ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NQJ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NQJ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NQJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20NQJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20NQJ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20NQJ_M_R
18068,Water,Cropland,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
18069,Water,Cropland,Grassland,Non_Water,Non_Wetland,Cropland,NULL,Grassland
18070,Water,Cropland,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
18071,Water,Cropland,Grassland,Non_Water,Non_Wetland,Water,Grassland,Grassland
18072,Water,Cropland,Grassland,Non_Water,Non_Wetland,Water,Grassland,Wetland
18073,Water,Cropland,Grassland,Non_Water,Non_Wetland,Water,Water,Wetland
18074,Water,Cropland,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
18075,Water,Cropland,Grassland,Water,Non_Wetland,Grassland,Grassland,Wetland
18076,Water,Cropland,Grassland,Water,Non_Wetland,Grassland,Wetland,Grassland
18077,Water,Cropland,Grassland,Water,Non_Wetland,Grassland,Water,Wetland
18078,Water,Cropland,Grassland,Water,Non_Wetland,Wetland,Grassland,Grassland
18079,Water,Cropland,Grassland,Water,Non_Wetland,Wetland,Grassland,Wetland
18080,Water,Cropland,Grassland,Water,Non_Wetland,Wetland,Grassland,Water
18081,Water,Cropland,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
18082,Water,Cropland,Grassland,Water,Non_Wetland,Wetland,Wetland,Wetland
18083,Water,Cropland,Grassland,Water,Non_Wetland,Wetland,Water,Grassland
18084,Water,Cropland,Grassland,Water,Non_Wetland,Wetland,Water,Wetland
18085,Water,Cropland,Grassland,Water,Non_Wetland,Water,Grassland,Grassland
18086,Water,Cropland,Grassland,Water,Non_Wetland,Water,Grassland,Water
18087,Water,Cropland,Grassland,Water,Non_Wetland,Water,Wetland,Grassland
18088,Water,Cropland,Grassland,Water,Non_Wetland,Water,Wetland,Wetland
18089,Water,Cropland,Grassland,Water,Non_Wetland,Water,Water,Grassland
18090,Water,Cropland,Grassland,Water,Non_Wetland,Water,Water,Wetland
18091,Water,Cropland,Grassland,Water,Non_Wetland,Water,Water,Water
18092,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
18093,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
18094,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Wetland
18095,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland,Forest,Wetland
18096,Water,Cropland,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
18097,Water,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Water,Wetland
18098,Water,Cropland,Cropland,Non_Water,Non_Wetland,Water,Forest,Wetland
18099,Water,Cropland,Cropland,Water,Non_Wetland,Cropland,Grassland,Grassland
18100,Water,Cropland,Cropland,Water,Non_Wetland,Water,Water,Grassland
18101,Water,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
18102,Water,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
18103,Water,Cropland,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
18104,Water,Cropland,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
18105,Water,Cropland,Wetland,NULL,Wetland,Grassland,Wetland,Forest
18106,Water,Cropland,Wetland,NULL,Wetland,Grassland,Water,Wetland
18107,Water,Cropland,Wetland,NULL,Wetland,Grassland,Water,Forest
18108,Water,Cropland,Wetland,NULL,Wetland,Grassland,Forest,Wetland
18109,Water,Cropland,Wetland,NULL,Wetland,Grassland,Forest,Forest
18110,Water,Cropland,Wetland,NULL,Wetland,Wetland,NULL,Grassland
18111,Water,Cropland,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
18112,Water,Cropland,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
18113,Water,Cropland,Wetland,NULL,Wetland,Wetland,Grassland,Forest
18114,Water,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,NULL
18115,Water,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
18116,Water,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
18117,Water,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
18118,Water,Cropland,Wetland,NULL,Wetland,Wetland,Water,Grassland
18119,Water,Cropland,Wetland,NULL,Wetland,Wetland,Water,Wetland
18120,Water,Cropland,Wetland,NULL,Wetland,Wetland,Forest,Grassland
18121,Water,Cropland,Wetland,NULL,Wetland,Wetland,Forest,Wetland
18122,Water,Cropland,Wetland,NULL,Wetland,Wetland,Forest,Water
18123,Water,Cropland,Wetland,NULL,Wetland,Water,Grassland,Grassland
18124,Water,Cropland,Wetland,NULL,Wetland,Water,Grassland,Wetland
18125,Water,Cropland,Wetland,NULL,Wetland,Water,Grassland,Water
18126,Water,Cropland,Wetland,NULL,Wetland,Water,Grassland,Forest
18127,Water,Cropland,Wetland,NULL,Wetland,Water,Wetland,Grassland
18128,Water,Cropland,Wetland,NULL,Wetland,Water,Wetland,Wetland
18129,Water,Cropland,Wetland,NULL,Wetland,Water,Wetland,Forest
18130,Water,Cropland,Wetland,NULL,Wetland,Water,Water,NULL
18131,Water,Cropland,Wetland,NULL,Wetland,Water,Water,Grassland
18132,Water,Cropland,Wetland,NULL,Wetland,Water,Water,Wetland
18133,Water,Cropland,Wetland,NULL,Wetland,Water,Water,Water
18134,Water,Cropland,Wetland,NULL,Wetland,Water,Water,Forest
18135,Water,Cropland,Wetland,NULL,Wetland,Water,Forest,Grassland
18136,Water,Cropland,Wetland,NULL,Wetland,Water,Forest,Wetland
18137,Water,Cropland,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
18138,Water,Cropland,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
18139,Water,Cropland,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
18140,Water,Cropland,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
18141,Water,Cropland,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
18142,Water,Cropland,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
18143,Water,Cropland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
18144,Water,Cropland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
18145,Water,Cropland,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
18146,Water,Cropland,Wetland,Non_Water,Wetland,Water,Grassland,Wetland
18147,Water,Cropland,Wetland,Non_Water,Wetland,Water,Grassland,Water
18148,Water,Cropland,Wetland,Non_Water,Wetland,Water,Grassland,Forest
18149,Water,Cropland,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
18150,Water,Cropland,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
18151,Water,Cropland,Wetland,Non_Water,Wetland,Water,Water,Grassland
18152,Water,Cropland,Wetland,Non_Water,Wetland,Water,Water,Wetland
18153,Water,Cropland,Wetland,Non_Water,Wetland,Water,Water,Water
18154,Water,Cropland,Wetland,Non_Water,Wetland,Water,Forest,Forest
18155,Water,Cropland,Wetland,Water,Wetland,NULL,Wetland,Wetland
18156,Water,Cropland,Wetland,Water,Wetland,Grassland,Grassland,Grassland
18157,Water,Cropland,Wetland,Water,Wetland,Grassland,Grassland,Wetland
18158,Water,Cropland,Wetland,Water,Wetland,Grassland,Grassland,Water
18159,Water,Cropland,Wetland,Water,Wetland,Grassland,Wetland,Grassland
18160,Water,Cropland,Wetland,Water,Wetland,Grassland,Wetland,Wetland
18161,Water,Cropland,Wetland,Water,Wetland,Grassland,Water,Grassland
18162,Water,Cropland,Wetland,Water,Wetland,Grassland,Water,Wetland
18163,Water,Cropland,Wetland,Water,Wetland,Wetland,NULL,Grassland
18164,Water,Cropland,Wetland,Water,Wetland,Wetland,NULL,Wetland
18165,Water,Cropland,Wetland,Water,Wetland,Wetland,Grassland,Grassland
18166,Water,Cropland,Wetland,Water,Wetland,Wetland,Grassland,Wetland
18167,Water,Cropland,Wetland,Water,Wetland,Wetland,Grassland,Water
18168,Water,Cropland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
18169,Water,Cropland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
18170,Water,Cropland,Wetland,Water,Wetland,Wetland,Water,Grassland
18171,Water,Cropland,Wetland,Water,Wetland,Wetland,Water,Wetland
18172,Water,Cropland,Wetland,Water,Wetland,Water,NULL,Grassland
18173,Water,Cropland,Wetland,Water,Wetland,Water,NULL,Wetland
18174,Water,Cropland,Wetland,Water,Wetland,Water,Grassland,Grassland
18175,Water,Cropland,Wetland,Water,Wetland,Water,Grassland,Wetland
18176,Water,Cropland,Wetland,Water,Wetland,Water,Grassland,Water
18177,Water,Cropland,Wetland,Water,Wetland,Water,Wetland,Grassland
18178,Water,Cropland,Wetland,Water,Wetland,Water,Wetland,Wetland
18179,Water,Cropland,Wetland,Water,Wetland,Water,Wetland,Bareland
18180,Water,Cropland,Wetland,Water,Wetland,Water,Wetland,Water
18181,Water,Cropland,Wetland,Water,Wetland,Water,Wetland,Forest
18182,Water,Cropland,Wetland,Water,Wetland,Water,Built-up,Grassland
18183,Water,Cropland,Wetland,Water,Wetland,Water,Water,Grassland
18184,Water,Cropland,Wetland,Water,Wetland,Water,Water,Wetland
18185,Water,Cropland,Wetland,Water,Wetland,Water,Water,Water
18186,Water,Cropland,Wetland,Water,Wetland,Water,Water,Forest
18187,Water,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
18188,Water,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
18189,Water,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Water
18190,Water,Cropland,Built-up,NULL,Non_Wetland,Grassland,Wetland,Water
18191,Water,Cropland,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
18192,Water,Cropland,Built-up,NULL,Non_Wetland,Wetland,Grassland,Wetland
18193,Water,Cropland,Built-up,NULL,Non_Wetland,Wetland,Water,Grassland
18194,Water,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
18195,Water,Cropland,Built-up,NULL,Non_Wetland,Water,Grassland,Grassland
18196,Water,Cropland,Built-up,NULL,Non_Wetland,Water,Water,Water
18197,Water,Cropland,Built-up,Water,Non_Wetland,Grassland,Grassland,Grassland
18198,Water,Cropland,Built-up,Water,Non_Wetland,Grassland,Wetland,Grassland
18199,Water,Cropland,Built-up,Water,Non_Wetland,Cropland,Grassland,Grassland
18200,Water,Cropland,Built-up,Water,Non_Wetland,Wetland,Grassland,Grassland
18201,Water,Cropland,Built-up,Water,Non_Wetland,Wetland,Wetland,Grassland
18202,Water,Cropland,Built-up,Water,Non_Wetland,Bareland,Grassland,Grassland
18203,Water,Cropland,Built-up,Water,Non_Wetland,Bareland,Wetland,Grassland
18204,Water,Cropland,Built-up,Water,Non_Wetland,Water,Grassland,Grassland
18205,Water,Cropland,Built-up,Water,Non_Wetland,Water,Wetland,Grassland
18206,Water,Cropland,Water,NULL,Water,Grassland,Grassland,Grassland
18207,Water,Cropland,Water,NULL,Water,Grassland,Water,Grassland
18208,Water,Cropland,Water,NULL,Water,Wetland,Grassland,Wetland
18209,Water,Cropland,Water,NULL,Water,Wetland,Grassland,Water
18210,Water,Cropland,Water,NULL,Water,Wetland,Wetland,Grassland
18211,Water,Cropland,Water,NULL,Water,Wetland,Wetland,Wetland
18212,Water,Cropland,Water,NULL,Water,Wetland,Built-up,Grassland
18213,Water,Cropland,Water,NULL,Water,Wetland,Water,Grassland
18214,Water,Cropland,Water,NULL,Water,Wetland,Forest,Water
18215,Water,Cropland,Water,NULL,Water,Water,Grassland,Grassland
18216,Water,Cropland,Water,NULL,Water,Water,Grassland,Wetland
18217,Water,Cropland,Water,NULL,Water,Water,Grassland,Water
18218,Water,Cropland,Water,NULL,Water,Water,Wetland,Grassland
18219,Water,Cropland,Water,NULL,Water,Water,Wetland,Wetland
18220,Water,Cropland,Water,NULL,Water,Water,Built-up,Grassland
18221,Water,Cropland,Water,NULL,Water,Water,Water,Grassland
18222,Water,Cropland,Water,NULL,Water,Water,Water,Wetland
18223,Water,Cropland,Water,NULL,Water,Water,Water,Water
18224,Water,Cropland,Water,NULL,Water,Water,Forest,Grassland
18225,Water,Cropland,Water,Non_Water,Water,Grassland,Forest,Grassland
18226,Water,Cropland,Water,Non_Water,Water,Wetland,Grassland,Grassland
18227,Water,Cropland,Water,Non_Water,Water,Wetland,Grassland,Wetland
18228,Water,Cropland,Water,Non_Water,Water,Wetland,Grassland,Forest
18229,Water,Cropland,Water,Non_Water,Water,Wetland,Wetland,Grassland
18230,Water,Cropland,Water,Non_Water,Water,Wetland,Wetland,Wetland
18231,Water,Cropland,Water,Non_Water,Water,Water,Grassland,Grassland
18232,Water,Cropland,Water,Non_Water,Water,Water,Grassland,Wetland
18233,Water,Cropland,Water,Non_Water,Water,Water,Water,Wetland
18234,Water,Cropland,Water,Non_Water,Water,Water,Water,Water
18235,Water,Cropland,Water,Water,Water,Grassland,Grassland,Grassland
18236,Water,Cropland,Water,Water,Water,Grassland,Grassland,Wetland
18237,Water,Cropland,Water,Water,Water,Grassland,Wetland,Grassland
18238,Water,Cropland,Water,Water,Water,Grassland,Wetland,Wetland
18239,Water,Cropland,Water,Water,Water,Grassland,Water,Grassland
18240,Water,Cropland,Water,Water,Water,Grassland,Water,Wetland
18241,Water,Cropland,Water,Water,Water,Grassland,Water,Water
18242,Water,Cropland,Water,Water,Water,Grassland,Forest,Grassland
18243,Water,Cropland,Water,Water,Water,Cropland,Forest,Wetland
18244,Water,Cropland,Water,Water,Water,Wetland,Grassland,Grassland
18245,Water,Cropland,Water,Water,Water,Wetland,Grassland,Wetland
18246,Water,Cropland,Water,Water,Water,Wetland,Water,Grassland
18247,Water,Cropland,Water,Water,Water,Wetland,Water,Wetland
18248,Water,Cropland,Water,Water,Water,Bareland,Grassland,Grassland
18249,Water,Cropland,Water,Water,Water,Bareland,Water,Wetland
18250,Water,Cropland,Water,Water,Water,Water,NULL,Wetland
18251,Water,Cropland,Water,Water,Water,Water,Grassland,Grassland
18252,Water,Cropland,Water,Water,Water,Water,Grassland,Wetland
18253,Water,Cropland,Water,Water,Water,Water,Grassland,Water
18254,Water,Cropland,Water,Water,Water,Water,Wetland,Grassland
18255,Water,Cropland,Water,Water,Water,Water,Wetland,Wetland
18256,Water,Cropland,Water,Water,Water,Water,Wetland,Bareland
18257,Water,Cropland,Water,Water,Water,Water,Wetland,Water
18258,Water,Cropland,Water,Water,Water,Water,Water,Grassland
18259,Water,Cropland,Water,Water,Water,Water,Water,Wetland
18260,Water,Cropland,Water,Water,Water,Water,Water,Bareland
18261,Water,Cropland,Water,Water,Water,Water,Water,Water
18262,Water,Cropland,Water,Water,Water,Water,Water,Forest
18263,Water,Cropland,Water,Water,Water,Water,Forest,Grassland
18264,Water,Cropland,Water,Water,Water,Water,Forest,Wetland
18265,Water,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
18266,Water,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
18267,Water,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
18268,Water,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
18269,Water,Cropland,Forest,NULL,Non_Wetland,Grassland,Water,Forest
18270,Water,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Wetland
18271,Water,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
18272,Water,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
18273,Water,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
18274,Water,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
18275,Water,Cropland,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
18276,Water,Cropland,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
18277,Water,Cropland,Forest,NULL,Non_Wetland,Wetland,Forest,Wetland
18278,Water,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
18279,Water,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
18280,Water,Cropland,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
18281,Water,Cropland,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
18282,Water,Cropland,Forest,NULL,Non_Wetland,Water,Grassland,Wetland
18283,Water,Cropland,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
18284,Water,Cropland,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
18285,Water,Cropland,Forest,NULL,Non_Wetland,Water,Wetland,Forest
18286,Water,Cropland,Forest,NULL,Non_Wetland,Water,Water,Wetland
18287,Water,Cropland,Forest,Water,Non_Wetland,Grassland,Forest,Grassland
18288,Water,Cropland,Forest,Water,Non_Wetland,Cropland,Wetland,Grassland
18289,Water,Cropland,Forest,Water,Non_Wetland,Wetland,Grassland,Grassland
18290,Water,Cropland,Forest,Water,Non_Wetland,Wetland,Forest,Grassland
18291,Water,Cropland,Forest,Water,Non_Wetland,Wetland,Forest,Wetland
18292,Water,Cropland,Forest,Water,Non_Wetland,Water,Grassland,Grassland
18293,Water,Cropland,Forest,Water,Non_Wetland,Water,Grassland,Water
18294,Water,Cropland,Forest,Water,Non_Wetland,Water,Water,Water
18295,Water,Cropland,Forest,Water,Non_Wetland,Water,Forest,Water
18296,Water,Wetland,NULL,NULL,Non_Wetland,NULL,Water,Forest
18297,Water,Wetland,NULL,NULL,Non_Wetland,Bareland,Water,Forest
18298,Water,Wetland,NULL,Water,Non_Wetland,Water,Water,Water
18299,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
18300,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,Water,Wetland
18301,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
18302,Water,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
18303,Water,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
18304,Water,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
18305,Water,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
18306,Water,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
18307,Water,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
18308,Water,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
18309,Water,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Water
18310,Water,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
18311,Water,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
18312,Water,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Water,Wetland
18313,Water,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Water,Bareland
18314,Water,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
18315,Water,Wetland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
18316,Water,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
18317,Water,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
18318,Water,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
18319,Water,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Water
18320,Water,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
18321,Water,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
18322,Water,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
18323,Water,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
18324,Water,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
18325,Water,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
18326,Water,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
18327,Water,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
18328,Water,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
18329,Water,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Water,Water
18330,Water,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
18331,Water,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
18332,Water,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
18333,Water,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
18334,Water,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
18335,Water,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
18336,Water,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Wetland
18337,Water,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
18338,Water,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
18339,Water,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
18340,Water,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
18341,Water,Wetland,Shrubland,NULL,Non_Wetland,Water,Grassland,NULL
18342,Water,Wetland,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
18343,Water,Wetland,Shrubland,NULL,Non_Wetland,Water,Grassland,Wetland
18344,Water,Wetland,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
18345,Water,Wetland,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
18346,Water,Wetland,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
18347,Water,Wetland,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
18348,Water,Wetland,Shrubland,NULL,Non_Wetland,Water,Wetland,Wetland
18349,Water,Wetland,Shrubland,NULL,Non_Wetland,Water,Wetland,Bareland
18350,Water,Wetland,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
18351,Water,Wetland,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
18352,Water,Wetland,Shrubland,NULL,Non_Wetland,Water,Bareland,Wetland
18353,Water,Wetland,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
18354,Water,Wetland,Shrubland,NULL,Non_Wetland,Water,Water,Wetland
18355,Water,Wetland,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
18356,Water,Wetland,Shrubland,NULL,Non_Wetland,Water,Water,Water
18357,Water,Wetland,Shrubland,NULL,Non_Wetland,Water,Water,Forest
18358,Water,Wetland,Shrubland,NULL,Non_Wetland,Water,Forest,Wetland
18359,Water,Wetland,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
18360,Water,Wetland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
18361,Water,Wetland,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
18362,Water,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
18363,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
18364,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
18365,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
18366,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Water
18367,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
18368,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Wetland
18369,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
18370,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Wetland
18371,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
18372,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
18373,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,NULL
18374,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
18375,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
18376,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Water
18377,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
18378,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Wetland
18379,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Bareland
18380,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Water
18381,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
18382,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
18383,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
18384,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Bareland
18385,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Water
18386,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
18387,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Wetland
18388,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Water
18389,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
18390,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Wetland
18391,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Bareland
18392,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Water
18393,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Forest
18394,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
18395,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Water,Water,Wetland
18396,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Water,Water,Bareland
18397,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
18398,Water,Wetland,Shrubland,Water,Non_Wetland,NULL,Wetland,Water
18399,Water,Wetland,Shrubland,Water,Non_Wetland,NULL,Water,Grassland
18400,Water,Wetland,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
18401,Water,Wetland,Shrubland,Water,Non_Wetland,Grassland,Grassland,Wetland
18402,Water,Wetland,Shrubland,Water,Non_Wetland,Grassland,Grassland,Water
18403,Water,Wetland,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
18404,Water,Wetland,Shrubland,Water,Non_Wetland,Grassland,Wetland,Wetland
18405,Water,Wetland,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
18406,Water,Wetland,Shrubland,Water,Non_Wetland,Grassland,Water,Wetland
18407,Water,Wetland,Shrubland,Water,Non_Wetland,Cropland,Wetland,Grassland
18408,Water,Wetland,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
18409,Water,Wetland,Shrubland,Water,Non_Wetland,Wetland,Grassland,Wetland
18410,Water,Wetland,Shrubland,Water,Non_Wetland,Wetland,Grassland,Water
18411,Water,Wetland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
18412,Water,Wetland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
18413,Water,Wetland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Water
