Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18NYH_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18NYH_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18NYH_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18NYH_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18NYH_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_18NYH_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_18NYH_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18NYH_M_R
1053,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1054,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
1055,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1056,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1057,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1058,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1059,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1060,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1061,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1062,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1063,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1064,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1065,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1066,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1067,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1068,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1069,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1070,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1071,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1072,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
1073,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1074,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1075,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1076,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1077,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
1078,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1079,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1080,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1081,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1082,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1083,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1084,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1085,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1086,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
1087,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
1088,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
1089,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
1090,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
1091,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
1092,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1093,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1094,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1095,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
1096,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1097,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
1098,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
1099,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
1100,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Water
1101,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
1102,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1103,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1104,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1105,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1106,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1107,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1108,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Wetland
1109,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1110,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1111,Forest,NULL,Water,NULL,Water,NULL,NULL,Grassland
1112,Forest,NULL,Water,NULL,Water,NULL,NULL,Forest
1113,Forest,NULL,Water,Non_Water,Water,NULL,NULL,NULL
1114,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
1115,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
1116,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
1117,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Water
1118,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Forest
1119,Forest,NULL,Water,Water,Water,NULL,NULL,Grassland
1120,Forest,NULL,Water,Water,Water,NULL,NULL,Wetland
1121,Forest,NULL,Water,Water,Water,NULL,NULL,Water
1122,Forest,NULL,Water,Water,Water,NULL,NULL,Forest
1123,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1124,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1125,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1126,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1127,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1128,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1129,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
1130,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1131,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1132,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1133,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1134,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1135,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1136,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
1137,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1138,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1139,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1140,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1141,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1142,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1143,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1144,Forest,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1145,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1146,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1147,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1148,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1149,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1150,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1151,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1152,Forest,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1153,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1154,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1155,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1156,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1157,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Wetland
1158,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Bareland
1159,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
1160,Forest,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
1161,Forest,Cropland,Wetland,Water,Wetland,NULL,NULL,Wetland
1162,Forest,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
1163,Forest,Cropland,Wetland,Water,Wetland,NULL,NULL,Forest
1164,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1165,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1166,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1167,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1168,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1169,Forest,Cropland,Water,NULL,Water,NULL,NULL,Bareland
1170,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1171,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1172,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1173,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1174,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1175,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1176,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1177,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1178,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1179,Forest,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1180,Forest,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Forest
1181,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1182,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1183,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1184,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1185,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1186,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1187,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1188,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1189,Forest,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1190,Forest,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
1191,Forest,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1192,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1193,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
1194,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
1195,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1196,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1197,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1198,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
1199,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
1200,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
1201,Forest,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1202,Forest,Wetland,Water,NULL,Water,NULL,NULL,Grassland
1203,Forest,Wetland,Water,NULL,Water,NULL,NULL,Forest
1204,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Grassland
1205,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Forest
1206,Forest,Wetland,Water,Water,Water,NULL,NULL,Grassland
1207,Forest,Wetland,Water,Water,Water,NULL,NULL,Wetland
1208,Forest,Wetland,Water,Water,Water,NULL,NULL,Forest
1209,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1210,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1211,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1212,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1213,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1214,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1215,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1216,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Forest
1217,Forest,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1218,Forest,Bareland,Wetland,NULL,Wetland,NULL,NULL,Forest
1219,Forest,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1220,Forest,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1221,Forest,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1222,Forest,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
1223,Forest,Bareland,Wetland,Water,Wetland,NULL,NULL,Wetland
1224,Forest,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
1225,Forest,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
1226,Forest,Bareland,Wetland,Water,Wetland,NULL,NULL,Forest
1227,Forest,Bareland,Water,NULL,Water,NULL,NULL,Forest
1228,Forest,Bareland,Water,Water,Water,NULL,NULL,Water
1229,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1230,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1231,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1232,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1233,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1234,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1235,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1236,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1237,Forest,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
1238,Forest,Built-up,Wetland,Water,Wetland,NULL,NULL,Grassland
1239,Forest,Built-up,Wetland,Water,Wetland,NULL,NULL,Forest
1240,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1241,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1242,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1243,Forest,Built-up,Water,NULL,Water,NULL,NULL,Forest
1244,Forest,Built-up,Water,Non_Water,Water,NULL,NULL,Forest
1245,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1246,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1247,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1248,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1249,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1250,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1251,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
1252,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1253,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1254,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1255,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1256,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1257,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1258,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1259,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1260,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1261,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1262,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1263,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1264,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1265,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1266,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1267,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1268,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1269,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1270,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1271,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1272,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
1273,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1274,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1275,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1276,Forest,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1277,Forest,Water,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
1278,Forest,Water,Cropland,Water,Non_Wetland,NULL,NULL,Forest
1279,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
1280,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
1281,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
1282,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Water
1283,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
1284,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1285,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1286,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1287,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
1288,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1289,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
1290,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
1291,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
1292,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Water
1293,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Forest
1294,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1295,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1296,Forest,Water,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1297,Forest,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1298,Forest,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1299,Forest,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1300,Forest,Water,Water,NULL,Water,NULL,NULL,Grassland
1301,Forest,Water,Water,NULL,Water,NULL,NULL,Wetland
1302,Forest,Water,Water,NULL,Water,NULL,NULL,Bareland
1303,Forest,Water,Water,NULL,Water,NULL,NULL,Water
1304,Forest,Water,Water,NULL,Water,NULL,NULL,Forest
1305,Forest,Water,Water,Non_Water,Water,NULL,NULL,Grassland
1306,Forest,Water,Water,Non_Water,Water,NULL,NULL,Wetland
1307,Forest,Water,Water,Non_Water,Water,NULL,NULL,Bareland
1308,Forest,Water,Water,Non_Water,Water,NULL,NULL,Water
1309,Forest,Water,Water,Non_Water,Water,NULL,NULL,Forest
1310,Forest,Water,Water,Water,Water,NULL,NULL,Grassland
1311,Forest,Water,Water,Water,Water,NULL,NULL,Wetland
1312,Forest,Water,Water,Water,Water,NULL,NULL,Bareland
1313,Forest,Water,Water,Water,Water,NULL,NULL,Water
1314,Forest,Water,Water,Water,Water,NULL,NULL,Forest
1315,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1316,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1317,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1318,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
1319,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1320,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1321,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1322,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1323,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1324,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1325,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1326,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1327,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
1328,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
1329,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1330,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1331,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
1332,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1333,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1334,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1335,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Forest
1336,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1337,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1338,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1339,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1340,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1341,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1342,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
1343,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1344,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1345,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1346,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1347,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1348,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1349,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1350,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1351,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1352,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1353,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1354,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1355,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1356,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1357,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1358,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1359,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1360,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1361,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
1362,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1363,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1364,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1365,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1366,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1367,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1368,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
1369,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1370,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Water
1371,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1372,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1373,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1374,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1375,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1376,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1377,Forest,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1378,Forest,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Water
1379,Forest,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Forest
1380,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
1381,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
1382,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
1383,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Bareland
1384,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Built-up
1385,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
1386,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
1387,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1388,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1389,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1390,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1391,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
1392,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1393,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,NULL
1394,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
1395,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Wetland
1396,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Bareland
1397,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Water
1398,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
1399,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
