Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23KRV_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KRV_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KRV_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KRV_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KRV_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KRV_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KRV_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23KRV_M_R
331,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,NULL
332,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
333,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
334,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
335,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
336,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
337,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Bareland
338,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
339,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
340,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
341,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
342,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
343,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
344,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
345,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
346,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
347,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
348,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
349,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
350,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
351,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
352,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
353,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
354,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
355,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
356,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Wetland
357,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
358,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
359,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
360,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
361,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
362,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
363,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
364,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
365,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
366,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Wetland
367,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
368,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
369,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
370,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
371,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
372,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
373,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
374,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
375,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
376,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
377,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
378,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
379,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
380,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
381,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Built-up
382,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
383,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
384,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
385,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
386,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Cropland
387,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
388,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Forest
389,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
390,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Bareland
391,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
392,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
393,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
394,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Built-up
395,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Forest
396,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
397,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
398,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
399,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
400,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
401,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
402,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Water
403,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
404,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
405,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
406,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Wetland
407,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
408,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
409,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
410,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
411,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Wetland
412,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
413,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
414,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
415,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Cropland
416,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Wetland
417,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Water
418,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Forest
419,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
420,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
421,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
422,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
423,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
424,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
425,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
426,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
427,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
428,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
429,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Cropland
430,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Bareland
431,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
432,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Grassland
433,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
434,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Grassland
435,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
436,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
437,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
438,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
439,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Cropland
440,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
441,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
442,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
443,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Built-up
444,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
445,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
446,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Built-up
447,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Forest
448,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,NULL
449,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
450,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
451,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Built-up
452,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Water
453,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Forest
454,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
455,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
456,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
457,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Cropland
458,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Water
459,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Forest
460,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Forest
461,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
462,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
463,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
464,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
465,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
466,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
467,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
468,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Forest
469,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
470,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
471,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
472,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
473,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Built-up
474,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Water
475,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
476,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,NULL
477,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
478,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,NULL
479,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
480,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Forest
481,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
482,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Forest
483,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
484,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Forest
485,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
486,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
487,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
488,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Grassland
489,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
490,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Forest
491,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
492,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Built-up
493,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Forest
494,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Forest,Forest
495,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Built-up
496,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,NULL
497,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
498,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Forest
499,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
500,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
501,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
502,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Grassland
503,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Forest
504,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Shrubland,Forest
505,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Grassland,Grassland
506,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Grassland,Forest
507,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Forest
508,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
509,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
510,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Shrubland,Grassland
511,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Shrubland,Forest
512,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Grassland
513,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Cropland
514,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Water
515,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Forest
516,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Grassland
517,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Water
518,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Forest
519,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Forest,Forest
520,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Built-up,Forest
521,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
522,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Forest
523,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
524,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Forest
525,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
526,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Forest,Forest
527,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
528,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,NULL,Grassland
529,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,NULL,Forest
530,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
531,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Forest
532,NULL,NULL,Shrubland,Water,Non_Wetland,Built-up,Built-up,Grassland
533,NULL,NULL,Shrubland,Water,Non_Wetland,Water,NULL,Grassland
534,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Grassland
535,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Forest
536,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Water,Water
537,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Forest,Grassland
538,NULL,NULL,Shrubland,Water,Non_Wetland,Forest,Grassland,Grassland
539,NULL,NULL,Shrubland,Water,Non_Wetland,Forest,Grassland,Forest
540,NULL,NULL,Shrubland,Water,Non_Wetland,Forest,Forest,Forest
541,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
542,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
543,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
544,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
545,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
546,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
547,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
548,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Cropland
549,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Built-up
550,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Water
551,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
552,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,NULL
553,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
554,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Cropland
555,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
556,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Bareland,Forest
557,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
558,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
559,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
560,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
561,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
562,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
563,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
564,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
565,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
566,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
567,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
568,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Bareland
569,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
570,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
571,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
572,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
573,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
574,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
575,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
576,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
577,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
578,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
579,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
580,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
581,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
582,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
583,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
584,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
585,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
586,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
587,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Cropland
588,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
589,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
590,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
591,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
592,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
593,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Forest
594,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
595,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
596,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
597,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
598,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
599,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
600,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
601,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
602,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
603,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
604,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Grassland
605,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
606,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,NULL
607,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
608,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
609,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Bareland,Grassland
610,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
611,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
612,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
613,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,Grassland,Forest
614,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
615,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Forest
616,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
617,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
618,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
619,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Water,Grassland
620,NULL,NULL,Grassland,Water,Non_Wetland,NULL,Water,Grassland
621,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
622,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Forest
623,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
624,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
625,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
626,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
627,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
628,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
629,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
630,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
631,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
632,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Bareland
633,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
634,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
635,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
636,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
637,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Wetland
638,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
639,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
640,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
641,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
642,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,NULL
643,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
644,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Cropland
645,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Wetland
646,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Water
647,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
648,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
649,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
650,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
651,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Built-up
652,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
653,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
654,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Bareland
655,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Built-up
656,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
657,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
658,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Water
659,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Forest
