Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22MDA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MDA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MDA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MDA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MDA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MDA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MDA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22MDA_M_R
2810,Forest,Water,Wetland,Water,Wetland,NULL,Water,Water
2811,Forest,Water,Wetland,Water,Wetland,NULL,Water,Forest
2812,Forest,Water,Wetland,Water,Wetland,NULL,Forest,Water
2813,Forest,Water,Wetland,Water,Wetland,Grassland,Wetland,Grassland
2814,Forest,Water,Wetland,Water,Wetland,Grassland,Wetland,Water
2815,Forest,Water,Wetland,Water,Wetland,Grassland,Wetland,Forest
2816,Forest,Water,Wetland,Water,Wetland,Grassland,Water,Grassland
2817,Forest,Water,Wetland,Water,Wetland,Grassland,Water,Water
2818,Forest,Water,Wetland,Water,Wetland,Grassland,Water,Forest
2819,Forest,Water,Wetland,Water,Wetland,Grassland,Forest,Forest
2820,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Grassland
2821,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Water
2822,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Forest
2823,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
2824,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Bareland
2825,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Water
2826,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Forest
2827,Forest,Water,Wetland,Water,Wetland,Wetland,Forest,Forest
2828,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
2829,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Bareland
2830,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Water
2831,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Forest
2832,Forest,Water,Wetland,Water,Wetland,Water,Water,Grassland
2833,Forest,Water,Wetland,Water,Wetland,Water,Water,Bareland
2834,Forest,Water,Wetland,Water,Wetland,Water,Water,Water
2835,Forest,Water,Wetland,Water,Wetland,Water,Water,Forest
2836,Forest,Water,Wetland,Water,Wetland,Water,Forest,Water
2837,Forest,Water,Wetland,Water,Wetland,Water,Forest,Forest
2838,Forest,Water,Wetland,Water,Wetland,Forest,Wetland,Water
2839,Forest,Water,Wetland,Water,Wetland,Forest,Wetland,Forest
2840,Forest,Water,Wetland,Water,Wetland,Forest,Water,Water
2841,Forest,Water,Wetland,Water,Wetland,Forest,Water,Forest
2842,Forest,Water,Wetland,Water,Wetland,Forest,Forest,Water
2843,Forest,Water,Wetland,Water,Wetland,Forest,Forest,Forest
2844,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Grassland,Forest
2845,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Water
2846,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
2847,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Water,Water
2848,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Water,Forest
2849,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Forest,Water
2850,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
2851,Forest,Water,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
2852,Forest,Water,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2853,Forest,Water,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
2854,Forest,Water,Bareland,NULL,Non_Wetland,Grassland,Water,Water
2855,Forest,Water,Bareland,NULL,Non_Wetland,Grassland,Water,Forest
2856,Forest,Water,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
2857,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
2858,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
2859,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Water
2860,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
2861,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
2862,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Wetland,Forest
2863,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Bareland
2864,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Forest
2865,Forest,Water,Bareland,NULL,Non_Wetland,Water,Grassland,Forest
2866,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Water
2867,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
2868,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Bareland
2869,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
2870,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Forest
2871,Forest,Water,Bareland,NULL,Non_Wetland,Water,Forest,Water
2872,Forest,Water,Bareland,NULL,Non_Wetland,Water,Forest,Forest
2873,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Wetland,Water
2874,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
2875,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Water,Water
2876,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Water,Forest
2877,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Forest,Water
2878,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
2879,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Forest
2880,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Water,Water
2881,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Water,Forest
2882,Forest,Water,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
2883,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
2884,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
2885,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Water
2886,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
2887,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Forest,Water
2888,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Forest,Forest
2889,Forest,Water,Bareland,Non_Water,Non_Wetland,Forest,Wetland,Forest
2890,Forest,Water,Bareland,Non_Water,Non_Wetland,Forest,Water,Forest
2891,Forest,Water,Bareland,Non_Water,Non_Wetland,Forest,Forest,Water
2892,Forest,Water,Bareland,Water,Non_Wetland,NULL,Wetland,Water
2893,Forest,Water,Bareland,Water,Non_Wetland,NULL,Wetland,Forest
2894,Forest,Water,Bareland,Water,Non_Wetland,NULL,Water,Water
2895,Forest,Water,Bareland,Water,Non_Wetland,NULL,Water,Forest
2896,Forest,Water,Bareland,Water,Non_Wetland,NULL,Forest,Water
2897,Forest,Water,Bareland,Water,Non_Wetland,Grassland,Forest,Forest
2898,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Wetland,Forest
2899,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Water,Forest
2900,Forest,Water,Bareland,Water,Non_Wetland,Water,Wetland,Forest
2901,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Water
2902,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Forest
2903,Forest,Water,Bareland,Water,Non_Wetland,Forest,Wetland,Forest
2904,Forest,Water,Bareland,Water,Non_Wetland,Forest,Water,Forest
2905,Forest,Water,Built-up,NULL,Non_Wetland,NULL,Wetland,Forest
2906,Forest,Water,Built-up,NULL,Non_Wetland,Wetland,Grassland,Forest
2907,Forest,Water,Built-up,NULL,Non_Wetland,Wetland,Wetland,Water
2908,Forest,Water,Built-up,NULL,Non_Wetland,Wetland,Water,Forest
2909,Forest,Water,Built-up,NULL,Non_Wetland,Bareland,Water,Forest
2910,Forest,Water,Built-up,Water,Non_Wetland,Water,Water,Water
2911,Forest,Water,Water,NULL,Water,NULL,Wetland,Water
2912,Forest,Water,Water,NULL,Water,NULL,Wetland,Forest
2913,Forest,Water,Water,NULL,Water,NULL,Water,Water
2914,Forest,Water,Water,NULL,Water,NULL,Water,Forest
2915,Forest,Water,Water,NULL,Water,NULL,Forest,Water
2916,Forest,Water,Water,NULL,Water,NULL,Forest,Forest
2917,Forest,Water,Water,NULL,Water,Grassland,Grassland,Forest
2918,Forest,Water,Water,NULL,Water,Grassland,Water,Forest
2919,Forest,Water,Water,NULL,Water,Grassland,Forest,Forest
2920,Forest,Water,Water,NULL,Water,Wetland,Wetland,Water
2921,Forest,Water,Water,NULL,Water,Wetland,Wetland,Forest
2922,Forest,Water,Water,NULL,Water,Wetland,Water,Water
2923,Forest,Water,Water,NULL,Water,Wetland,Water,Forest
2924,Forest,Water,Water,NULL,Water,Wetland,Forest,Bareland
2925,Forest,Water,Water,NULL,Water,Bareland,Grassland,Grassland
2926,Forest,Water,Water,NULL,Water,Bareland,Grassland,Bareland
2927,Forest,Water,Water,NULL,Water,Bareland,Grassland,Forest
2928,Forest,Water,Water,NULL,Water,Bareland,Water,Forest
2929,Forest,Water,Water,NULL,Water,Water,Wetland,Bareland
2930,Forest,Water,Water,NULL,Water,Water,Wetland,Water
2931,Forest,Water,Water,NULL,Water,Water,Wetland,Forest
2932,Forest,Water,Water,NULL,Water,Water,Water,Bareland
2933,Forest,Water,Water,NULL,Water,Water,Water,Water
2934,Forest,Water,Water,NULL,Water,Water,Water,Forest
2935,Forest,Water,Water,NULL,Water,Water,Forest,Water
2936,Forest,Water,Water,NULL,Water,Water,Forest,Forest
2937,Forest,Water,Water,NULL,Water,Forest,Wetland,Water
2938,Forest,Water,Water,NULL,Water,Forest,Wetland,Forest
2939,Forest,Water,Water,NULL,Water,Forest,Water,Grassland
2940,Forest,Water,Water,NULL,Water,Forest,Water,Water
2941,Forest,Water,Water,NULL,Water,Forest,Water,Forest
2942,Forest,Water,Water,NULL,Water,Forest,Forest,Water
2943,Forest,Water,Water,NULL,Water,Forest,Forest,Forest
2944,Forest,Water,Water,Non_Water,Water,NULL,Wetland,Forest
2945,Forest,Water,Water,Non_Water,Water,NULL,Water,Water
2946,Forest,Water,Water,Non_Water,Water,NULL,Water,Forest
2947,Forest,Water,Water,Non_Water,Water,NULL,Forest,Forest
2948,Forest,Water,Water,Non_Water,Water,Grassland,Water,Water
2949,Forest,Water,Water,Non_Water,Water,Wetland,Wetland,Water
2950,Forest,Water,Water,Non_Water,Water,Wetland,Wetland,Forest
2951,Forest,Water,Water,Non_Water,Water,Wetland,Water,Water
2952,Forest,Water,Water,Non_Water,Water,Wetland,Water,Forest
2953,Forest,Water,Water,Non_Water,Water,Bareland,Forest,Water
2954,Forest,Water,Water,Non_Water,Water,Water,Wetland,Water
2955,Forest,Water,Water,Non_Water,Water,Water,Wetland,Forest
2956,Forest,Water,Water,Non_Water,Water,Water,Water,Water
2957,Forest,Water,Water,Non_Water,Water,Water,Water,Forest
2958,Forest,Water,Water,Non_Water,Water,Water,Forest,Water
2959,Forest,Water,Water,Non_Water,Water,Forest,Wetland,Forest
2960,Forest,Water,Water,Non_Water,Water,Forest,Water,Water
2961,Forest,Water,Water,Non_Water,Water,Forest,Water,Forest
2962,Forest,Water,Water,Water,Water,NULL,Wetland,Water
2963,Forest,Water,Water,Water,Water,NULL,Wetland,Forest
2964,Forest,Water,Water,Water,Water,NULL,Bareland,Water
2965,Forest,Water,Water,Water,Water,NULL,Water,Water
2966,Forest,Water,Water,Water,Water,NULL,Water,Forest
2967,Forest,Water,Water,Water,Water,NULL,Forest,Water
2968,Forest,Water,Water,Water,Water,NULL,Forest,Forest
2969,Forest,Water,Water,Water,Water,Grassland,Wetland,Water
2970,Forest,Water,Water,Water,Water,Grassland,Wetland,Forest
2971,Forest,Water,Water,Water,Water,Grassland,Water,Grassland
2972,Forest,Water,Water,Water,Water,Grassland,Water,Water
2973,Forest,Water,Water,Water,Water,Grassland,Water,Forest
2974,Forest,Water,Water,Water,Water,Wetland,Wetland,Grassland
2975,Forest,Water,Water,Water,Water,Wetland,Wetland,Water
2976,Forest,Water,Water,Water,Water,Wetland,Wetland,Forest
2977,Forest,Water,Water,Water,Water,Wetland,Water,Grassland
2978,Forest,Water,Water,Water,Water,Wetland,Water,Water
2979,Forest,Water,Water,Water,Water,Wetland,Water,Forest
2980,Forest,Water,Water,Water,Water,Wetland,Forest,Forest
2981,Forest,Water,Water,Water,Water,Water,Wetland,Grassland
2982,Forest,Water,Water,Water,Water,Water,Wetland,Bareland
2983,Forest,Water,Water,Water,Water,Water,Wetland,Water
2984,Forest,Water,Water,Water,Water,Water,Wetland,Forest
2985,Forest,Water,Water,Water,Water,Water,Water,Grassland
2986,Forest,Water,Water,Water,Water,Water,Water,Water
2987,Forest,Water,Water,Water,Water,Water,Water,Forest
2988,Forest,Water,Water,Water,Water,Water,Forest,Water
2989,Forest,Water,Water,Water,Water,Water,Forest,Forest
2990,Forest,Water,Water,Water,Water,Forest,Grassland,Forest
2991,Forest,Water,Water,Water,Water,Forest,Wetland,Water
2992,Forest,Water,Water,Water,Water,Forest,Wetland,Forest
2993,Forest,Water,Water,Water,Water,Forest,Water,Water
2994,Forest,Water,Water,Water,Water,Forest,Water,Forest
2995,Forest,Water,Water,Water,Water,Forest,Forest,Water
2996,Forest,Water,Water,Water,Water,Forest,Forest,Forest
2997,Forest,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Water
2998,Forest,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
2999,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
3000,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
3001,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Water
3002,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
3003,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Water
3004,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
3005,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
3006,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
3007,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
3008,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Water,Water
3009,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
3010,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
3011,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Water
3012,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
3013,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
3014,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
3015,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
3016,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Bareland
3017,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Water
3018,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
3019,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Bareland
3020,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
3021,Forest,Water,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
3022,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
3023,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
3024,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
3025,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Water,Bareland
3026,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Water,Forest
3027,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
3028,Forest,Water,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
3029,Forest,Water,Forest,NULL,Non_Wetland,Water,Grassland,Forest
3030,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
3031,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
3032,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Water
3033,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
3034,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Grassland
3035,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Bareland
3036,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
3037,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
3038,Forest,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
3039,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Water
3040,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
3041,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Water
3042,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
3043,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Water
3044,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
3045,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Water
3046,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
3047,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Water
3048,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
3049,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Forest,Water
3050,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
3051,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
3052,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
3053,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Water
3054,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
3055,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Forest,Forest
3056,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
3057,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
3058,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
3059,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
3060,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Water
3061,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
3062,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Water
3063,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
3064,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Water
3065,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
3066,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Water
3067,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Forest
3068,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Water
3069,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Forest
3070,Forest,Water,Forest,Water,Non_Wetland,NULL,Forest,Water
3071,Forest,Water,Forest,Water,Non_Wetland,NULL,Forest,Forest
3072,Forest,Water,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
3073,Forest,Water,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
3074,Forest,Water,Forest,Water,Non_Wetland,Grassland,Forest,Forest
3075,Forest,Water,Forest,Water,Non_Wetland,Wetland,Grassland,Forest
3076,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Water
3077,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
3078,Forest,Water,Forest,Water,Non_Wetland,Bareland,Grassland,Water
3079,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
3080,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
3081,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Water
3082,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Forest
3083,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
3084,Forest,Water,Forest,Water,Non_Wetland,Forest,Wetland,Water
3085,Forest,Water,Forest,Water,Non_Wetland,Forest,Wetland,Forest
3086,Forest,Water,Forest,Water,Non_Wetland,Forest,Water,Forest
3087,Forest,Water,Forest,Water,Non_Wetland,Forest,Forest,Water
3088,Forest,Water,Forest,Water,Non_Wetland,Forest,Forest,Forest
3089,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
3090,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
3091,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
3092,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Water
3093,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
3094,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Water,Water
3095,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Water,Forest
3096,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
3097,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
3098,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
3099,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
3100,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
3101,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
3102,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
3103,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Water,Forest
3104,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
3105,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
3106,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
3107,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
3108,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
3109,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Bareland
3110,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
3111,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Bareland,Grassland
3112,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Water,Forest
3113,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
3114,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
3115,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
3116,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
3117,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
3118,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
3119,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
3120,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Water,Forest
3121,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
3122,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Built-up
3123,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
3124,Forest,Forest,NULL,NULL,Non_Wetland,Water,Grassland,Forest
3125,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Water
3126,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Forest
3127,Forest,Forest,NULL,NULL,Non_Wetland,Water,Bareland,Forest
3128,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Water
3129,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Forest
3130,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Grassland
3131,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Water
3132,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Forest
3133,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Forest
3134,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
3135,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
3136,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Water
3137,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
3138,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Bareland,Grassland
3139,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
3140,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Water,Forest
3141,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
3142,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Water
3143,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
3144,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
3145,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
3146,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Forest,Forest
3147,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
3148,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Water
3149,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
3150,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Water,Grassland
3151,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Water,Water
3152,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Forest,Forest
3153,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3154,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
3155,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Bareland,Grassland
3156,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Forest,Water
3157,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Forest,Forest
3158,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
3159,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Forest
3160,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
3161,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
3162,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Wetland,Forest
3163,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Water,Forest
3164,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Forest,Water
3165,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
3166,Forest,Forest,NULL,Water,Non_Wetland,NULL,Wetland,Forest
3167,Forest,Forest,NULL,Water,Non_Wetland,NULL,Water,Forest
3168,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Wetland,Forest
3169,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Water,Forest
3170,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Forest,Water
3171,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Forest,Forest
3172,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
3173,Forest,Forest,NULL,Water,Non_Wetland,Water,Water,Forest
3174,Forest,Forest,NULL,Water,Non_Wetland,Forest,Wetland,Forest
3175,Forest,Forest,NULL,Water,Non_Wetland,Forest,Forest,Forest
3176,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
3177,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
