Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20LRR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LRR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LRR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LRR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LRR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LRR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LRR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20LRR_M_R
1059,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Wetland,Forest
1060,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Water
1061,Forest,Water,Grassland,Water,Non_Wetland,Water,Wetland,Water
1062,Forest,Water,Grassland,Water,Non_Wetland,Water,Wetland,Forest
1063,Forest,Water,Grassland,Water,Non_Wetland,Water,Water,Water
1064,Forest,Water,Grassland,Water,Non_Wetland,Water,Water,Forest
1065,Forest,Water,Grassland,Water,Non_Wetland,Water,Forest,Forest
1066,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1067,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,Water,Water
1068,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,Wetland,Water
1069,Forest,Water,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1070,Forest,Water,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1071,Forest,Water,Wetland,NULL,Wetland,NULL,Grassland,Forest
1072,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Water
1073,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
1074,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Grassland
1075,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Water
1076,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Forest
1077,Forest,Water,Wetland,NULL,Wetland,NULL,Forest,Water
1078,Forest,Water,Wetland,NULL,Wetland,NULL,Forest,Forest
1079,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1080,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,Water
1081,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1082,Forest,Water,Wetland,NULL,Wetland,Grassland,Water,Grassland
1083,Forest,Water,Wetland,NULL,Wetland,Grassland,Water,Water
1084,Forest,Water,Wetland,NULL,Wetland,Grassland,Water,Forest
1085,Forest,Water,Wetland,NULL,Wetland,Grassland,Forest,Water
1086,Forest,Water,Wetland,NULL,Wetland,Grassland,Forest,Forest
1087,Forest,Water,Wetland,NULL,Wetland,Wetland,Grassland,Forest
1088,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Water
1089,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1090,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Grassland
1091,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Water
1092,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
1093,Forest,Water,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
1094,Forest,Water,Wetland,NULL,Wetland,Bareland,Wetland,Bareland
1095,Forest,Water,Wetland,NULL,Wetland,Bareland,Wetland,Water
1096,Forest,Water,Wetland,NULL,Wetland,Bareland,Water,Bareland
1097,Forest,Water,Wetland,NULL,Wetland,Bareland,Water,Water
1098,Forest,Water,Wetland,NULL,Wetland,Bareland,Water,Forest
1099,Forest,Water,Wetland,NULL,Wetland,Bareland,Forest,Water
1100,Forest,Water,Wetland,NULL,Wetland,Bareland,Forest,Forest
1101,Forest,Water,Wetland,NULL,Wetland,Water,Grassland,Grassland
1102,Forest,Water,Wetland,NULL,Wetland,Water,Grassland,Water
1103,Forest,Water,Wetland,NULL,Wetland,Water,Grassland,Forest
1104,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
1105,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Wetland
1106,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Water
1107,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
1108,Forest,Water,Wetland,NULL,Wetland,Water,Water,Grassland
1109,Forest,Water,Wetland,NULL,Wetland,Water,Water,Wetland
1110,Forest,Water,Wetland,NULL,Wetland,Water,Water,Water
1111,Forest,Water,Wetland,NULL,Wetland,Water,Water,Forest
1112,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Water
1113,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Forest
1114,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Water
1115,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Forest
1116,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Water
1117,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Forest
1118,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Water
1119,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Forest
1120,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Water
1121,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
1122,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Grassland
1123,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Wetland
1124,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Water
1125,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
1126,Forest,Water,Wetland,Non_Water,Wetland,NULL,Forest,Forest
1127,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
1128,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
1129,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Water
1130,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
1131,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
1132,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
1133,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Water,Water
1134,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Water,Forest
1135,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Forest,Forest
1136,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1137,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
1138,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
1139,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Wetland,Forest
1140,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
1141,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Water,Forest
1142,Forest,Water,Wetland,Non_Water,Wetland,Water,Grassland,Forest
1143,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
1144,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
1145,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
1146,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Water
1147,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
1148,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Grassland
1149,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Water
1150,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Forest
1151,Forest,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Water
1152,Forest,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
1153,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Water
1154,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Forest
1155,Forest,Water,Wetland,Non_Water,Wetland,Forest,Forest,Water
1156,Forest,Water,Wetland,Non_Water,Wetland,Forest,Forest,Forest
1157,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Grassland
1158,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Water
1159,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Forest
1160,Forest,Water,Wetland,Water,Wetland,NULL,Water,Grassland
1161,Forest,Water,Wetland,Water,Wetland,NULL,Water,Wetland
1162,Forest,Water,Wetland,Water,Wetland,NULL,Water,Water
1163,Forest,Water,Wetland,Water,Wetland,NULL,Water,Forest
1164,Forest,Water,Wetland,Water,Wetland,NULL,Forest,Water
1165,Forest,Water,Wetland,Water,Wetland,NULL,Forest,Forest
1166,Forest,Water,Wetland,Water,Wetland,Grassland,Wetland,Grassland
1167,Forest,Water,Wetland,Water,Wetland,Grassland,Wetland,Wetland
1168,Forest,Water,Wetland,Water,Wetland,Grassland,Wetland,Water
1169,Forest,Water,Wetland,Water,Wetland,Grassland,Wetland,Forest
1170,Forest,Water,Wetland,Water,Wetland,Grassland,Water,Grassland
1171,Forest,Water,Wetland,Water,Wetland,Grassland,Water,Wetland
1172,Forest,Water,Wetland,Water,Wetland,Grassland,Water,Water
1173,Forest,Water,Wetland,Water,Wetland,Grassland,Water,Forest
1174,Forest,Water,Wetland,Water,Wetland,Grassland,Forest,Grassland
1175,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1176,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Forest
1177,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
1178,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Forest
1179,Forest,Water,Wetland,Water,Wetland,Bareland,Wetland,Grassland
1180,Forest,Water,Wetland,Water,Wetland,Bareland,Wetland,Water
1181,Forest,Water,Wetland,Water,Wetland,Bareland,Water,Grassland
1182,Forest,Water,Wetland,Water,Wetland,Bareland,Water,Water
1183,Forest,Water,Wetland,Water,Wetland,Bareland,Water,Forest
1184,Forest,Water,Wetland,Water,Wetland,Bareland,Forest,Water
1185,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
1186,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Water
1187,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Forest
1188,Forest,Water,Wetland,Water,Wetland,Water,Water,Grassland
1189,Forest,Water,Wetland,Water,Wetland,Water,Water,Wetland
1190,Forest,Water,Wetland,Water,Wetland,Water,Water,Water
1191,Forest,Water,Wetland,Water,Wetland,Water,Water,Forest
1192,Forest,Water,Wetland,Water,Wetland,Water,Forest,Water
1193,Forest,Water,Wetland,Water,Wetland,Water,Forest,Forest
1194,Forest,Water,Wetland,Water,Wetland,Forest,Wetland,Water
1195,Forest,Water,Wetland,Water,Wetland,Forest,Wetland,Forest
1196,Forest,Water,Wetland,Water,Wetland,Forest,Water,Water
1197,Forest,Water,Wetland,Water,Wetland,Forest,Water,Forest
1198,Forest,Water,Wetland,Water,Wetland,Forest,Forest,Forest
1199,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Water
1200,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
1201,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Water,Water
1202,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Water,Forest
1203,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Forest,Water
1204,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
1205,Forest,Water,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
1206,Forest,Water,Bareland,NULL,Non_Wetland,Grassland,Water,Forest
1207,Forest,Water,Bareland,NULL,Non_Wetland,Grassland,Forest,Water
1208,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Wetland,Water
1209,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Water
1210,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Forest
1211,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Forest,Water
1212,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Water
1213,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
1214,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
1215,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Forest
1216,Forest,Water,Bareland,NULL,Non_Wetland,Water,Forest,Water
1217,Forest,Water,Bareland,NULL,Non_Wetland,Water,Forest,Forest
1218,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Wetland,Water
1219,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
1220,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Water,Water
1221,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Water,Forest
1222,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
1223,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Forest
1224,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Water,Water
1225,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Water,Forest
1226,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Forest,Water
1227,Forest,Water,Bareland,Non_Water,Non_Wetland,Grassland,Water,Grassland
1228,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
1229,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
1230,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Water
1231,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
1232,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Forest,Water
1233,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Forest,Forest
1234,Forest,Water,Bareland,Water,Non_Wetland,NULL,Wetland,Forest
1235,Forest,Water,Bareland,Water,Non_Wetland,NULL,Water,Water
1236,Forest,Water,Bareland,Water,Non_Wetland,NULL,Water,Forest
1237,Forest,Water,Bareland,Water,Non_Wetland,Grassland,Wetland,Grassland
1238,Forest,Water,Bareland,Water,Non_Wetland,Grassland,Water,Grassland
1239,Forest,Water,Bareland,Water,Non_Wetland,Bareland,Water,Grassland
1240,Forest,Water,Bareland,Water,Non_Wetland,Bareland,Water,Water
1241,Forest,Water,Bareland,Water,Non_Wetland,Water,Wetland,Water
1242,Forest,Water,Bareland,Water,Non_Wetland,Water,Wetland,Forest
1243,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Water
1244,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Forest
1245,Forest,Water,Bareland,Water,Non_Wetland,Water,Forest,Water
1246,Forest,Water,Bareland,Water,Non_Wetland,Water,Forest,Forest
1247,Forest,Water,Bareland,Water,Non_Wetland,Forest,Water,Forest
1248,Forest,Water,Built-up,NULL,Non_Wetland,NULL,Wetland,Forest
1249,Forest,Water,Built-up,NULL,Non_Wetland,NULL,Water,Forest
1250,Forest,Water,Built-up,NULL,Non_Wetland,NULL,Forest,Forest
1251,Forest,Water,Built-up,NULL,Non_Wetland,Bareland,Wetland,Forest
1252,Forest,Water,Built-up,NULL,Non_Wetland,Bareland,Water,Forest
1253,Forest,Water,Built-up,NULL,Non_Wetland,Bareland,Forest,Forest
1254,Forest,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Water
1255,Forest,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Forest
1256,Forest,Water,Built-up,NULL,Non_Wetland,Water,Water,Water
1257,Forest,Water,Built-up,NULL,Non_Wetland,Water,Water,Forest
1258,Forest,Water,Built-up,NULL,Non_Wetland,Water,Forest,Water
1259,Forest,Water,Built-up,NULL,Non_Wetland,Water,Forest,Forest
1260,Forest,Water,Built-up,Non_Water,Non_Wetland,NULL,Water,Forest
1261,Forest,Water,Built-up,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1262,Forest,Water,Built-up,Non_Water,Non_Wetland,Water,Water,Forest
1263,Forest,Water,Built-up,Water,Non_Wetland,Grassland,Wetland,Grassland
1264,Forest,Water,Built-up,Water,Non_Wetland,Grassland,Water,Grassland
1265,Forest,Water,Built-up,Water,Non_Wetland,Water,Water,Water
1266,Forest,Water,Built-up,Water,Non_Wetland,Water,Water,Forest
1267,Forest,Water,Water,NULL,Water,NULL,Wetland,Water
1268,Forest,Water,Water,NULL,Water,NULL,Wetland,Forest
1269,Forest,Water,Water,NULL,Water,NULL,Water,Water
1270,Forest,Water,Water,NULL,Water,NULL,Water,Forest
1271,Forest,Water,Water,NULL,Water,NULL,Forest,Water
1272,Forest,Water,Water,NULL,Water,NULL,Forest,Forest
1273,Forest,Water,Water,NULL,Water,Grassland,Wetland,Grassland
1274,Forest,Water,Water,NULL,Water,Grassland,Wetland,Forest
1275,Forest,Water,Water,NULL,Water,Grassland,Water,Water
1276,Forest,Water,Water,NULL,Water,Grassland,Water,Forest
1277,Forest,Water,Water,NULL,Water,Bareland,Wetland,Water
1278,Forest,Water,Water,NULL,Water,Bareland,Water,Water
1279,Forest,Water,Water,NULL,Water,Bareland,Water,Forest
1280,Forest,Water,Water,NULL,Water,Bareland,Forest,Water
1281,Forest,Water,Water,NULL,Water,Water,Wetland,Water
1282,Forest,Water,Water,NULL,Water,Water,Wetland,Forest
1283,Forest,Water,Water,NULL,Water,Water,Water,Wetland
1284,Forest,Water,Water,NULL,Water,Water,Water,Water
1285,Forest,Water,Water,NULL,Water,Water,Water,Forest
1286,Forest,Water,Water,NULL,Water,Water,Forest,Water
1287,Forest,Water,Water,NULL,Water,Water,Forest,Forest
1288,Forest,Water,Water,NULL,Water,Forest,Wetland,Water
1289,Forest,Water,Water,NULL,Water,Forest,Wetland,Forest
1290,Forest,Water,Water,NULL,Water,Forest,Water,Water
1291,Forest,Water,Water,NULL,Water,Forest,Water,Forest
1292,Forest,Water,Water,NULL,Water,Forest,Forest,Water
1293,Forest,Water,Water,NULL,Water,Forest,Forest,Forest
1294,Forest,Water,Water,Non_Water,Water,NULL,Wetland,Water
1295,Forest,Water,Water,Non_Water,Water,NULL,Wetland,Forest
1296,Forest,Water,Water,Non_Water,Water,NULL,Water,Water
1297,Forest,Water,Water,Non_Water,Water,NULL,Water,Forest
1298,Forest,Water,Water,Non_Water,Water,NULL,Forest,Forest
1299,Forest,Water,Water,Non_Water,Water,Grassland,Water,Grassland
1300,Forest,Water,Water,Non_Water,Water,Grassland,Water,Water
1301,Forest,Water,Water,Non_Water,Water,Water,Wetland,Water
1302,Forest,Water,Water,Non_Water,Water,Water,Wetland,Forest
1303,Forest,Water,Water,Non_Water,Water,Water,Water,Water
1304,Forest,Water,Water,Non_Water,Water,Water,Water,Forest
1305,Forest,Water,Water,Non_Water,Water,Water,Forest,Forest
1306,Forest,Water,Water,Non_Water,Water,Forest,Water,Water
1307,Forest,Water,Water,Non_Water,Water,Forest,Water,Forest
1308,Forest,Water,Water,Non_Water,Water,Forest,Forest,Forest
1309,Forest,Water,Water,Water,Water,NULL,Wetland,Water
1310,Forest,Water,Water,Water,Water,NULL,Wetland,Forest
1311,Forest,Water,Water,Water,Water,NULL,Water,Grassland
1312,Forest,Water,Water,Water,Water,NULL,Water,Water
1313,Forest,Water,Water,Water,Water,NULL,Water,Forest
1314,Forest,Water,Water,Water,Water,NULL,Forest,Water
1315,Forest,Water,Water,Water,Water,NULL,Forest,Forest
1316,Forest,Water,Water,Water,Water,Grassland,Wetland,Grassland
1317,Forest,Water,Water,Water,Water,Grassland,Wetland,Forest
1318,Forest,Water,Water,Water,Water,Grassland,Water,Grassland
1319,Forest,Water,Water,Water,Water,Grassland,Water,Water
1320,Forest,Water,Water,Water,Water,Grassland,Water,Forest
1321,Forest,Water,Water,Water,Water,Bareland,Wetland,Water
1322,Forest,Water,Water,Water,Water,Bareland,Water,Water
1323,Forest,Water,Water,Water,Water,Water,Wetland,Grassland
1324,Forest,Water,Water,Water,Water,Water,Wetland,Water
1325,Forest,Water,Water,Water,Water,Water,Wetland,Forest
1326,Forest,Water,Water,Water,Water,Water,Water,Grassland
1327,Forest,Water,Water,Water,Water,Water,Water,Wetland
1328,Forest,Water,Water,Water,Water,Water,Water,Water
1329,Forest,Water,Water,Water,Water,Water,Water,Forest
1330,Forest,Water,Water,Water,Water,Water,Forest,Water
1331,Forest,Water,Water,Water,Water,Water,Forest,Forest
1332,Forest,Water,Water,Water,Water,Forest,Wetland,Water
1333,Forest,Water,Water,Water,Water,Forest,Wetland,Forest
1334,Forest,Water,Water,Water,Water,Forest,Water,Water
1335,Forest,Water,Water,Water,Water,Forest,Water,Forest
1336,Forest,Water,Water,Water,Water,Forest,Forest,Water
1337,Forest,Water,Water,Water,Water,Forest,Forest,Forest
1338,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
1339,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1340,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Water
1341,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
1342,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Bareland
1343,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Water
1344,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1345,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1346,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Water
1347,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1348,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Water,Forest
1349,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1350,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1351,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
1352,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1353,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
1354,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1355,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Water
1356,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
1357,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
1358,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
1359,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Water
1360,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1361,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Water
1362,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
1363,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Water
1364,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1365,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Water
1366,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
1367,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Water
1368,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
1369,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Forest,Water
1370,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
1371,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1372,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1373,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
1374,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,Water,Grassland
1375,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,Water,Water
1376,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
1377,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
1378,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
1379,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
1380,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Water
1381,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
1382,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Water
1383,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
1384,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Water
1385,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
1386,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Water
1387,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
1388,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Water
1389,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Forest
1390,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Water
1391,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Forest
1392,Forest,Water,Forest,Water,Non_Wetland,NULL,Forest,Water
1393,Forest,Water,Forest,Water,Non_Wetland,NULL,Forest,Forest
1394,Forest,Water,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
1395,Forest,Water,Forest,Water,Non_Wetland,Grassland,Wetland,Water
1396,Forest,Water,Forest,Water,Non_Wetland,Grassland,Water,Grassland
1397,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
1398,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
1399,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Water
1400,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Forest
1401,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Water
1402,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
1403,Forest,Water,Forest,Water,Non_Wetland,Forest,Wetland,Water
1404,Forest,Water,Forest,Water,Non_Wetland,Forest,Wetland,Forest
1405,Forest,Water,Forest,Water,Non_Wetland,Forest,Water,Water
1406,Forest,Water,Forest,Water,Non_Wetland,Forest,Water,Forest
1407,Forest,Water,Forest,Water,Non_Wetland,Forest,Forest,Water
1408,Forest,Water,Forest,Water,Non_Wetland,Forest,Forest,Forest
1409,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
1410,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
1411,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Water
1412,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
1413,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Water,Water
1414,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Water,Forest
1415,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Water
1416,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
1417,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1418,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
1419,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
1420,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1421,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1422,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
1423,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
1424,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
1425,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
1426,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Water,Forest
1427,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
1428,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
1429,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1430,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
1431,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
1432,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
