Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22MBA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MBA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MBA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MBA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MBA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MBA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MBA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22MBA_M_R
3815,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
3816,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Water,Water
3817,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Water,Forest
3818,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
3819,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Water
3820,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Forest
3821,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Water,Water
3822,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Water,Forest
3823,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
3824,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
3825,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
3826,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Water
3827,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
3828,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Forest,Water
3829,Forest,Water,Bareland,Non_Water,Non_Wetland,Forest,Wetland,Water
3830,Forest,Water,Bareland,Non_Water,Non_Wetland,Forest,Water,Forest
3831,Forest,Water,Bareland,Water,Non_Wetland,NULL,Wetland,Water
3832,Forest,Water,Bareland,Water,Non_Wetland,NULL,Wetland,Forest
3833,Forest,Water,Bareland,Water,Non_Wetland,NULL,Water,Water
3834,Forest,Water,Bareland,Water,Non_Wetland,NULL,Water,Forest
3835,Forest,Water,Bareland,Water,Non_Wetland,Grassland,Water,Forest
3836,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
3837,Forest,Water,Bareland,Water,Non_Wetland,Water,Wetland,Water
3838,Forest,Water,Bareland,Water,Non_Wetland,Water,Wetland,Forest
3839,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Water
3840,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Forest
3841,Forest,Water,Bareland,Water,Non_Wetland,Water,Forest,Water
3842,Forest,Water,Bareland,Water,Non_Wetland,Forest,Wetland,Forest
3843,Forest,Water,Bareland,Water,Non_Wetland,Forest,Water,Forest
3844,Forest,Water,Built-up,NULL,Non_Wetland,NULL,Wetland,Water
3845,Forest,Water,Built-up,NULL,Non_Wetland,NULL,Wetland,Forest
3846,Forest,Water,Built-up,NULL,Non_Wetland,NULL,Water,Water
3847,Forest,Water,Built-up,NULL,Non_Wetland,NULL,Forest,Forest
3848,Forest,Water,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
3849,Forest,Water,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
3850,Forest,Water,Built-up,NULL,Non_Wetland,Bareland,Wetland,Forest
3851,Forest,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Water
3852,Forest,Water,Built-up,NULL,Non_Wetland,Water,Forest,Forest
3853,Forest,Water,Built-up,NULL,Non_Wetland,Forest,Wetland,Forest
3854,Forest,Water,Built-up,Water,Non_Wetland,Water,Water,Water
3855,Forest,Water,Water,NULL,Water,NULL,Wetland,Water
3856,Forest,Water,Water,NULL,Water,NULL,Wetland,Forest
3857,Forest,Water,Water,NULL,Water,NULL,Water,Water
3858,Forest,Water,Water,NULL,Water,NULL,Water,Forest
3859,Forest,Water,Water,NULL,Water,NULL,Forest,Water
3860,Forest,Water,Water,NULL,Water,Grassland,Wetland,Water
3861,Forest,Water,Water,NULL,Water,Grassland,Wetland,Forest
3862,Forest,Water,Water,NULL,Water,Grassland,Water,Water
3863,Forest,Water,Water,NULL,Water,Grassland,Water,Forest
3864,Forest,Water,Water,NULL,Water,Grassland,Forest,Forest
3865,Forest,Water,Water,NULL,Water,Wetland,Wetland,Water
3866,Forest,Water,Water,NULL,Water,Wetland,Water,Grassland
3867,Forest,Water,Water,NULL,Water,Wetland,Water,Water
3868,Forest,Water,Water,NULL,Water,Wetland,Water,Forest
3869,Forest,Water,Water,NULL,Water,Water,Wetland,Water
3870,Forest,Water,Water,NULL,Water,Water,Wetland,Forest
3871,Forest,Water,Water,NULL,Water,Water,Water,Grassland
3872,Forest,Water,Water,NULL,Water,Water,Water,Bareland
3873,Forest,Water,Water,NULL,Water,Water,Water,Water
3874,Forest,Water,Water,NULL,Water,Water,Water,Forest
3875,Forest,Water,Water,NULL,Water,Water,Forest,Water
3876,Forest,Water,Water,NULL,Water,Water,Forest,Forest
3877,Forest,Water,Water,NULL,Water,Forest,Wetland,Water
3878,Forest,Water,Water,NULL,Water,Forest,Wetland,Forest
3879,Forest,Water,Water,NULL,Water,Forest,Water,Grassland
3880,Forest,Water,Water,NULL,Water,Forest,Water,Water
3881,Forest,Water,Water,NULL,Water,Forest,Water,Forest
3882,Forest,Water,Water,Non_Water,Water,NULL,Wetland,Water
3883,Forest,Water,Water,Non_Water,Water,NULL,Wetland,Forest
3884,Forest,Water,Water,Non_Water,Water,NULL,Water,Water
3885,Forest,Water,Water,Non_Water,Water,NULL,Water,Forest
3886,Forest,Water,Water,Non_Water,Water,Grassland,Wetland,Forest
3887,Forest,Water,Water,Non_Water,Water,Grassland,Water,Grassland
3888,Forest,Water,Water,Non_Water,Water,Grassland,Water,Water
3889,Forest,Water,Water,Non_Water,Water,Grassland,Water,Forest
3890,Forest,Water,Water,Non_Water,Water,Wetland,Wetland,Forest
3891,Forest,Water,Water,Non_Water,Water,Wetland,Water,Water
3892,Forest,Water,Water,Non_Water,Water,Wetland,Water,Forest
3893,Forest,Water,Water,Non_Water,Water,Water,Wetland,Water
3894,Forest,Water,Water,Non_Water,Water,Water,Wetland,Forest
3895,Forest,Water,Water,Non_Water,Water,Water,Water,Grassland
3896,Forest,Water,Water,Non_Water,Water,Water,Water,Water
3897,Forest,Water,Water,Non_Water,Water,Water,Water,Forest
3898,Forest,Water,Water,Non_Water,Water,Forest,Wetland,Water
3899,Forest,Water,Water,Non_Water,Water,Forest,Wetland,Forest
3900,Forest,Water,Water,Non_Water,Water,Forest,Water,Water
3901,Forest,Water,Water,Non_Water,Water,Forest,Water,Forest
3902,Forest,Water,Water,Water,Water,NULL,Wetland,Water
3903,Forest,Water,Water,Water,Water,NULL,Wetland,Forest
3904,Forest,Water,Water,Water,Water,NULL,Water,Grassland
3905,Forest,Water,Water,Water,Water,NULL,Water,Wetland
3906,Forest,Water,Water,Water,Water,NULL,Water,Water
3907,Forest,Water,Water,Water,Water,NULL,Water,Forest
3908,Forest,Water,Water,Water,Water,Grassland,Wetland,Grassland
3909,Forest,Water,Water,Water,Water,Grassland,Wetland,Water
3910,Forest,Water,Water,Water,Water,Grassland,Wetland,Forest
3911,Forest,Water,Water,Water,Water,Grassland,Water,Grassland
3912,Forest,Water,Water,Water,Water,Grassland,Water,Water
3913,Forest,Water,Water,Water,Water,Grassland,Water,Forest
3914,Forest,Water,Water,Water,Water,Wetland,Wetland,Water
3915,Forest,Water,Water,Water,Water,Wetland,Wetland,Forest
3916,Forest,Water,Water,Water,Water,Wetland,Water,Grassland
3917,Forest,Water,Water,Water,Water,Wetland,Water,Water
3918,Forest,Water,Water,Water,Water,Wetland,Water,Forest
3919,Forest,Water,Water,Water,Water,Water,Wetland,Grassland
3920,Forest,Water,Water,Water,Water,Water,Wetland,Bareland
3921,Forest,Water,Water,Water,Water,Water,Wetland,Water
3922,Forest,Water,Water,Water,Water,Water,Wetland,Forest
3923,Forest,Water,Water,Water,Water,Water,Water,Grassland
3924,Forest,Water,Water,Water,Water,Water,Water,Bareland
3925,Forest,Water,Water,Water,Water,Water,Water,Water
3926,Forest,Water,Water,Water,Water,Water,Water,Forest
3927,Forest,Water,Water,Water,Water,Water,Forest,Water
3928,Forest,Water,Water,Water,Water,Water,Forest,Forest
3929,Forest,Water,Water,Water,Water,Forest,Wetland,Water
3930,Forest,Water,Water,Water,Water,Forest,Wetland,Forest
3931,Forest,Water,Water,Water,Water,Forest,Water,Water
3932,Forest,Water,Water,Water,Water,Forest,Water,Forest
3933,Forest,Water,Water,Water,Water,Forest,Forest,Forest
3934,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
3935,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
3936,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
3937,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Water
3938,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
3939,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Water
3940,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
3941,Forest,Water,Forest,NULL,Non_Wetland,Grassland,NULL,Water
3942,Forest,Water,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
3943,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
3944,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
3945,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
3946,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Water
3947,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
3948,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
3949,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Water,Water
3950,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Water,Forest
3951,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
3952,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
3953,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
3954,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
3955,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
3956,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
3957,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
3958,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
3959,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
3960,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
3961,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
3962,Forest,Water,Forest,NULL,Non_Wetland,Water,NULL,Forest
3963,Forest,Water,Forest,NULL,Non_Wetland,Water,Grassland,Water
3964,Forest,Water,Forest,NULL,Non_Wetland,Water,Grassland,Forest
3965,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
3966,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
3967,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
3968,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Water
3969,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
3970,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
3971,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
3972,Forest,Water,Forest,NULL,Non_Wetland,Forest,NULL,Forest
3973,Forest,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
3974,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Water
3975,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
3976,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Water
3977,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
3978,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Water
3979,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
3980,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Water
3981,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
3982,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
3983,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Forest,Water
3984,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
3985,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3986,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
3987,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Water
3988,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
3989,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
3990,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
3991,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
3992,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Water
3993,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
3994,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
3995,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
3996,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
3997,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
3998,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Water
3999,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
4000,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Water
4001,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
4002,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Water
4003,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
4004,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
4005,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Water
4006,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Forest
4007,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Water
4008,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Forest
4009,Forest,Water,Forest,Water,Non_Wetland,NULL,Forest,Forest
4010,Forest,Water,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
4011,Forest,Water,Forest,Water,Non_Wetland,Grassland,Wetland,Water
4012,Forest,Water,Forest,Water,Non_Wetland,Grassland,Wetland,Forest
4013,Forest,Water,Forest,Water,Non_Wetland,Grassland,Water,Grassland
4014,Forest,Water,Forest,Water,Non_Wetland,Grassland,Water,Forest
4015,Forest,Water,Forest,Water,Non_Wetland,Grassland,Forest,Forest
4016,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
4017,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Water
4018,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
4019,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Water
4020,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Forest
4021,Forest,Water,Forest,Water,Non_Wetland,Water,Grassland,Forest
4022,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
4023,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
4024,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Grassland
4025,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Water
4026,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Forest
4027,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Water
4028,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
4029,Forest,Water,Forest,Water,Non_Wetland,Forest,Wetland,Water
4030,Forest,Water,Forest,Water,Non_Wetland,Forest,Wetland,Forest
4031,Forest,Water,Forest,Water,Non_Wetland,Forest,Water,Water
4032,Forest,Water,Forest,Water,Non_Wetland,Forest,Water,Forest
4033,Forest,Water,Forest,Water,Non_Wetland,Forest,Forest,Forest
4034,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
4035,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
4036,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Water
4037,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
4038,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
4039,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Water,Forest
4040,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
4041,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
4042,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
4043,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
4044,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
4045,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
4046,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
4047,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
4048,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
4049,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
4050,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
4051,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Water,Forest
4052,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
4053,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
4054,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
4055,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
4056,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
4057,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
4058,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
4059,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Water,Forest
4060,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
4061,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
4062,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
4063,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
4064,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
4065,Forest,Forest,NULL,NULL,Non_Wetland,Water,Grassland,Forest
4066,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Water
4067,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Forest
4068,Forest,Forest,NULL,NULL,Non_Wetland,Water,Bareland,Forest
4069,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Water
4070,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Forest
4071,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Grassland
4072,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Forest
4073,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Forest
4074,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
4075,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
4076,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Water
4077,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
4078,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
4079,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Water,Forest
4080,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,NULL
4081,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
4082,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
4083,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Grassland,Grassland
4084,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Grassland,Forest
4085,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Wetland,Water
4086,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
4087,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Water,Water
4088,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
4089,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Forest,Forest
4090,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
4091,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
4092,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
4093,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Water,Grassland
4094,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Water,Forest
4095,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Forest,Forest
4096,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
4097,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Water,Forest
4098,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Wetland,Forest
4099,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Water,Forest
4100,Forest,Forest,NULL,Water,Non_Wetland,NULL,Wetland,Forest
4101,Forest,Forest,NULL,Water,Non_Wetland,NULL,Water,Forest
4102,Forest,Forest,NULL,Water,Non_Wetland,NULL,Forest,Forest
4103,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Wetland,Forest
4104,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Water,Forest
4105,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
4106,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Water,Forest
4107,Forest,Forest,NULL,Water,Non_Wetland,Water,Wetland,Water
4108,Forest,Forest,NULL,Water,Non_Wetland,Water,Water,Forest
4109,Forest,Forest,NULL,Water,Non_Wetland,Forest,Wetland,Water
4110,Forest,Forest,NULL,Water,Non_Wetland,Forest,Wetland,Forest
4111,Forest,Forest,NULL,Water,Non_Wetland,Forest,Water,Forest
4112,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
4113,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
4114,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
4115,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
4116,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
4117,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
4118,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
4119,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
4120,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
4121,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4122,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
4123,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
4124,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
4125,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
4126,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
4127,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
4128,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
4129,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
4130,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
4131,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
4132,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
4133,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
4134,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
4135,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
4136,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
4137,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
4138,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
4139,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
4140,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4141,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
4142,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
4143,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
4144,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
4145,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
4146,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
4147,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
4148,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
4149,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
4150,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Forest
4151,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
4152,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
4153,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
4154,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
4155,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Bareland,Forest
4156,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Water,Forest
4157,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
4158,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
4159,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
4160,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
4161,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Water
4162,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
4163,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
4164,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
4165,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
4166,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
4167,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
4168,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Water,Forest
4169,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Forest
4170,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
4171,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
4172,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
4173,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
