Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KFV_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KFV_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KFV_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KFV_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KFV_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KFV_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KFV_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KFV_M_R
21013,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
21014,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
21015,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
21016,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
21017,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,NULL
21018,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
21019,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
21020,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Built-up
21021,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
21022,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
21023,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Forest,Water
21024,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Wetland,Forest
21025,Forest,Water,Wetland,Non_Water,Wetland,Water,NULL,NULL
21026,Forest,Water,Wetland,Non_Water,Wetland,Water,NULL,Grassland
21027,Forest,Water,Wetland,Non_Water,Wetland,Water,NULL,Water
21028,Forest,Water,Wetland,Non_Water,Wetland,Water,NULL,Forest
21029,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
21030,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
21031,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
21032,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,NULL
21033,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
21034,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
21035,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Bareland
21036,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Water
21037,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
21038,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Grassland
21039,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Water
21040,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Forest
21041,Forest,Water,Wetland,Non_Water,Wetland,Forest,NULL,NULL
21042,Forest,Water,Wetland,Non_Water,Wetland,Forest,NULL,Grassland
21043,Forest,Water,Wetland,Non_Water,Wetland,Forest,NULL,Water
21044,Forest,Water,Wetland,Non_Water,Wetland,Forest,NULL,Forest
21045,Forest,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Grassland
21046,Forest,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Water
21047,Forest,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
21048,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,NULL
21049,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Grassland
21050,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Wetland
21051,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Water
21052,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Forest
21053,Forest,Water,Wetland,Non_Water,Wetland,Forest,Forest,NULL
21054,Forest,Water,Wetland,Non_Water,Wetland,Forest,Forest,Grassland
21055,Forest,Water,Wetland,Non_Water,Wetland,Forest,Forest,Water
21056,Forest,Water,Wetland,Non_Water,Wetland,Forest,Forest,Forest
21057,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
21058,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Water
21059,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Forest
21060,Forest,Water,Wetland,Water,Wetland,NULL,Water,Grassland
21061,Forest,Water,Wetland,Water,Wetland,NULL,Water,Forest
21062,Forest,Water,Wetland,Water,Wetland,NULL,Forest,Wetland
21063,Forest,Water,Wetland,Water,Wetland,NULL,Forest,Water
21064,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Forest
21065,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
21066,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Water
21067,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Forest
21068,Forest,Water,Wetland,Water,Wetland,Water,NULL,Water
21069,Forest,Water,Wetland,Water,Wetland,Water,NULL,Forest
21070,Forest,Water,Wetland,Water,Wetland,Water,Water,Grassland
21071,Forest,Water,Wetland,Water,Wetland,Water,Water,Water
21072,Forest,Water,Wetland,Water,Wetland,Water,Water,Forest
21073,Forest,Water,Wetland,Water,Wetland,Water,Forest,Bareland
21074,Forest,Water,Wetland,Water,Wetland,Water,Forest,Water
21075,Forest,Water,Wetland,Water,Wetland,Water,Forest,Forest
21076,Forest,Water,Wetland,Water,Wetland,Forest,NULL,Water
21077,Forest,Water,Wetland,Water,Wetland,Forest,NULL,Forest
21078,Forest,Water,Wetland,Water,Wetland,Forest,Wetland,Water
21079,Forest,Water,Wetland,Water,Wetland,Forest,Wetland,Forest
21080,Forest,Water,Wetland,Water,Wetland,Forest,Water,Wetland
21081,Forest,Water,Wetland,Water,Wetland,Forest,Water,Water
21082,Forest,Water,Wetland,Water,Wetland,Forest,Water,Forest
21083,Forest,Water,Wetland,Water,Wetland,Forest,Forest,Water
21084,Forest,Water,Wetland,Water,Wetland,Forest,Forest,Forest
21085,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
21086,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
21087,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
21088,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
21089,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
21090,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
21091,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Water,Grassland
21092,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Water,Water
21093,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Water,Forest
21094,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
21095,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,NULL,Grassland
21096,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,NULL,Forest
21097,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
21098,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
21099,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
21100,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,NULL,Grassland
21101,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,NULL,Forest
21102,Forest,Water,Bareland,NULL,Non_Wetland,Water,NULL,Wetland
21103,Forest,Water,Bareland,NULL,Non_Wetland,Water,NULL,Water
21104,Forest,Water,Bareland,NULL,Non_Wetland,Water,NULL,Forest
21105,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Water
21106,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
21107,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Wetland
21108,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
21109,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Forest
21110,Forest,Water,Bareland,NULL,Non_Wetland,Water,Forest,Forest
21111,Forest,Water,Bareland,NULL,Non_Wetland,Forest,NULL,Water
21112,Forest,Water,Bareland,NULL,Non_Wetland,Forest,NULL,Forest
21113,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Wetland,Water
21114,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
21115,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Water,Water
21116,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Water,Forest
21117,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Forest,Water
21118,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
21119,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
21120,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
21121,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
21122,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Wetland,NULL
21123,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Water,Grassland
21124,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Water,Forest
21125,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,NULL,Forest
21126,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Water
21127,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
21128,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Forest,Forest
21129,Forest,Water,Bareland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
21130,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,NULL,Grassland
21131,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,NULL,Forest
21132,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
21133,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
21134,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Water
21135,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
21136,Forest,Water,Bareland,Non_Water,Non_Wetland,Forest,NULL,Forest
21137,Forest,Water,Bareland,Non_Water,Non_Wetland,Forest,Wetland,Forest
21138,Forest,Water,Bareland,Non_Water,Non_Wetland,Forest,Water,Grassland
21139,Forest,Water,Bareland,Non_Water,Non_Wetland,Forest,Water,Water
21140,Forest,Water,Bareland,Non_Water,Non_Wetland,Forest,Water,Forest
21141,Forest,Water,Bareland,Non_Water,Non_Wetland,Forest,Forest,Forest
21142,Forest,Water,Bareland,Water,Non_Wetland,NULL,Water,Grassland
21143,Forest,Water,Bareland,Water,Non_Wetland,NULL,Water,Water
21144,Forest,Water,Bareland,Water,Non_Wetland,NULL,Water,Forest
21145,Forest,Water,Bareland,Water,Non_Wetland,Wetland,NULL,Water
21146,Forest,Water,Bareland,Water,Non_Wetland,Water,NULL,Water
21147,Forest,Water,Bareland,Water,Non_Wetland,Water,NULL,Forest
21148,Forest,Water,Bareland,Water,Non_Wetland,Water,Wetland,Water
21149,Forest,Water,Bareland,Water,Non_Wetland,Water,Wetland,Forest
21150,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Grassland
21151,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Water
21152,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Forest
21153,Forest,Water,Bareland,Water,Non_Wetland,Forest,Wetland,Water
21154,Forest,Water,Bareland,Water,Non_Wetland,Forest,Wetland,Forest
21155,Forest,Water,Bareland,Water,Non_Wetland,Forest,Water,Grassland
21156,Forest,Water,Bareland,Water,Non_Wetland,Forest,Water,Water
21157,Forest,Water,Bareland,Water,Non_Wetland,Forest,Water,Forest
21158,Forest,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
21159,Forest,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
21160,Forest,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
21161,Forest,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Water
21162,Forest,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
21163,Forest,Water,Built-up,NULL,Non_Wetland,NULL,Built-up,Built-up
21164,Forest,Water,Built-up,NULL,Non_Wetland,NULL,Water,Grassland
21165,Forest,Water,Built-up,NULL,Non_Wetland,NULL,Water,Forest
21166,Forest,Water,Built-up,NULL,Non_Wetland,NULL,Forest,Forest
21167,Forest,Water,Built-up,NULL,Non_Wetland,Wetland,NULL,Built-up
21168,Forest,Water,Built-up,NULL,Non_Wetland,Wetland,NULL,Forest
21169,Forest,Water,Built-up,NULL,Non_Wetland,Wetland,Wetland,Water
21170,Forest,Water,Built-up,NULL,Non_Wetland,Wetland,Water,Grassland
21171,Forest,Water,Built-up,NULL,Non_Wetland,Wetland,Water,Built-up
21172,Forest,Water,Built-up,NULL,Non_Wetland,Wetland,Water,Forest
21173,Forest,Water,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
21174,Forest,Water,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
21175,Forest,Water,Built-up,NULL,Non_Wetland,Forest,NULL,Built-up
21176,Forest,Water,Built-up,NULL,Non_Wetland,Forest,NULL,Water
21177,Forest,Water,Built-up,NULL,Non_Wetland,Forest,Water,Forest
21178,Forest,Water,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
21179,Forest,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
21180,Forest,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
21181,Forest,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
21182,Forest,Water,Built-up,Non_Water,Non_Wetland,NULL,Bareland,Grassland
21183,Forest,Water,Built-up,Non_Water,Non_Wetland,NULL,Water,Grassland
21184,Forest,Water,Built-up,Non_Water,Non_Wetland,NULL,Water,Forest
21185,Forest,Water,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
21186,Forest,Water,Water,NULL,Water,NULL,NULL,Grassland
21187,Forest,Water,Water,NULL,Water,NULL,NULL,Bareland
21188,Forest,Water,Water,NULL,Water,NULL,NULL,Built-up
21189,Forest,Water,Water,NULL,Water,NULL,NULL,Water
21190,Forest,Water,Water,NULL,Water,NULL,NULL,Forest
21191,Forest,Water,Water,NULL,Water,NULL,Wetland,Forest
21192,Forest,Water,Water,NULL,Water,NULL,Water,Grassland
21193,Forest,Water,Water,NULL,Water,NULL,Water,Wetland
21194,Forest,Water,Water,NULL,Water,NULL,Water,Bareland
21195,Forest,Water,Water,NULL,Water,NULL,Water,Water
21196,Forest,Water,Water,NULL,Water,NULL,Water,Forest
21197,Forest,Water,Water,NULL,Water,NULL,Forest,Water
21198,Forest,Water,Water,NULL,Water,NULL,Forest,Forest
21199,Forest,Water,Water,NULL,Water,Wetland,NULL,Water
21200,Forest,Water,Water,NULL,Water,Wetland,NULL,Forest
21201,Forest,Water,Water,NULL,Water,Wetland,Wetland,Grassland
21202,Forest,Water,Water,NULL,Water,Wetland,Wetland,Wetland
21203,Forest,Water,Water,NULL,Water,Wetland,Wetland,Water
21204,Forest,Water,Water,NULL,Water,Wetland,Wetland,Forest
21205,Forest,Water,Water,NULL,Water,Wetland,Water,Water
21206,Forest,Water,Water,NULL,Water,Wetland,Water,Forest
21207,Forest,Water,Water,NULL,Water,Wetland,Forest,Water
21208,Forest,Water,Water,NULL,Water,Water,Wetland,Water
21209,Forest,Water,Water,NULL,Water,Water,Wetland,Forest
21210,Forest,Water,Water,NULL,Water,Water,Water,Water
21211,Forest,Water,Water,NULL,Water,Water,Water,Forest
21212,Forest,Water,Water,NULL,Water,Water,Forest,Water
21213,Forest,Water,Water,NULL,Water,Water,Forest,Forest
21214,Forest,Water,Water,NULL,Water,Forest,NULL,Grassland
21215,Forest,Water,Water,NULL,Water,Forest,NULL,Water
21216,Forest,Water,Water,NULL,Water,Forest,NULL,Forest
21217,Forest,Water,Water,NULL,Water,Forest,Wetland,Forest
21218,Forest,Water,Water,NULL,Water,Forest,Water,Water
21219,Forest,Water,Water,NULL,Water,Forest,Water,Forest
21220,Forest,Water,Water,NULL,Water,Forest,Forest,Water
21221,Forest,Water,Water,NULL,Water,Forest,Forest,Forest
21222,Forest,Water,Water,Non_Water,Water,NULL,NULL,Grassland
21223,Forest,Water,Water,Non_Water,Water,NULL,NULL,Water
21224,Forest,Water,Water,Non_Water,Water,NULL,NULL,Forest
21225,Forest,Water,Water,Non_Water,Water,NULL,Wetland,Grassland
21226,Forest,Water,Water,Non_Water,Water,NULL,Wetland,Water
21227,Forest,Water,Water,Non_Water,Water,NULL,Wetland,Forest
21228,Forest,Water,Water,Non_Water,Water,NULL,Water,Grassland
21229,Forest,Water,Water,Non_Water,Water,NULL,Water,Water
21230,Forest,Water,Water,Non_Water,Water,NULL,Water,Forest
21231,Forest,Water,Water,Non_Water,Water,NULL,Forest,Water
21232,Forest,Water,Water,Non_Water,Water,NULL,Forest,Forest
21233,Forest,Water,Water,Non_Water,Water,Wetland,NULL,Forest
21234,Forest,Water,Water,Non_Water,Water,Wetland,Wetland,Water
21235,Forest,Water,Water,Non_Water,Water,Wetland,Water,NULL
21236,Forest,Water,Water,Non_Water,Water,Wetland,Water,Grassland
21237,Forest,Water,Water,Non_Water,Water,Wetland,Water,Water
21238,Forest,Water,Water,Non_Water,Water,Wetland,Water,Forest
21239,Forest,Water,Water,Non_Water,Water,Wetland,Forest,Forest
21240,Forest,Water,Water,Non_Water,Water,Bareland,Water,Water
21241,Forest,Water,Water,Non_Water,Water,Water,NULL,Forest
21242,Forest,Water,Water,Non_Water,Water,Water,Wetland,Water
21243,Forest,Water,Water,Non_Water,Water,Water,Wetland,Forest
21244,Forest,Water,Water,Non_Water,Water,Water,Water,NULL
21245,Forest,Water,Water,Non_Water,Water,Water,Water,Grassland
21246,Forest,Water,Water,Non_Water,Water,Water,Water,Wetland
21247,Forest,Water,Water,Non_Water,Water,Water,Water,Water
21248,Forest,Water,Water,Non_Water,Water,Water,Water,Forest
21249,Forest,Water,Water,Non_Water,Water,Water,Forest,Water
21250,Forest,Water,Water,Non_Water,Water,Water,Forest,Forest
21251,Forest,Water,Water,Non_Water,Water,Forest,NULL,Water
21252,Forest,Water,Water,Non_Water,Water,Forest,NULL,Forest
21253,Forest,Water,Water,Non_Water,Water,Forest,Wetland,Wetland
21254,Forest,Water,Water,Non_Water,Water,Forest,Wetland,Water
21255,Forest,Water,Water,Non_Water,Water,Forest,Wetland,Forest
21256,Forest,Water,Water,Non_Water,Water,Forest,Built-up,Forest
21257,Forest,Water,Water,Non_Water,Water,Forest,Water,Grassland
21258,Forest,Water,Water,Non_Water,Water,Forest,Water,Water
21259,Forest,Water,Water,Non_Water,Water,Forest,Water,Forest
21260,Forest,Water,Water,Non_Water,Water,Forest,Forest,Water
21261,Forest,Water,Water,Non_Water,Water,Forest,Forest,Forest
21262,Forest,Water,Water,Water,Water,NULL,NULL,Water
21263,Forest,Water,Water,Water,Water,NULL,NULL,Forest
21264,Forest,Water,Water,Water,Water,NULL,Wetland,Water
21265,Forest,Water,Water,Water,Water,NULL,Wetland,Forest
21266,Forest,Water,Water,Water,Water,NULL,Water,Grassland
21267,Forest,Water,Water,Water,Water,NULL,Water,Bareland
21268,Forest,Water,Water,Water,Water,NULL,Water,Water
21269,Forest,Water,Water,Water,Water,NULL,Water,Forest
21270,Forest,Water,Water,Water,Water,NULL,Forest,Water
21271,Forest,Water,Water,Water,Water,NULL,Forest,Forest
21272,Forest,Water,Water,Water,Water,Wetland,Wetland,Forest
21273,Forest,Water,Water,Water,Water,Wetland,Water,Grassland
21274,Forest,Water,Water,Water,Water,Wetland,Water,Water
21275,Forest,Water,Water,Water,Water,Wetland,Water,Forest
21276,Forest,Water,Water,Water,Water,Water,NULL,Water
21277,Forest,Water,Water,Water,Water,Water,NULL,Forest
21278,Forest,Water,Water,Water,Water,Water,Wetland,Water
21279,Forest,Water,Water,Water,Water,Water,Wetland,Forest
21280,Forest,Water,Water,Water,Water,Water,Water,Wetland
21281,Forest,Water,Water,Water,Water,Water,Water,Water
21282,Forest,Water,Water,Water,Water,Water,Water,Forest
21283,Forest,Water,Water,Water,Water,Water,Forest,Wetland
21284,Forest,Water,Water,Water,Water,Water,Forest,Water
21285,Forest,Water,Water,Water,Water,Water,Forest,Forest
21286,Forest,Water,Water,Water,Water,Forest,NULL,Water
21287,Forest,Water,Water,Water,Water,Forest,Wetland,Water
21288,Forest,Water,Water,Water,Water,Forest,Wetland,Forest
21289,Forest,Water,Water,Water,Water,Forest,Water,Grassland
21290,Forest,Water,Water,Water,Water,Forest,Water,Wetland
21291,Forest,Water,Water,Water,Water,Forest,Water,Water
21292,Forest,Water,Water,Water,Water,Forest,Water,Forest
21293,Forest,Water,Water,Water,Water,Forest,Forest,Water
21294,Forest,Water,Water,Water,Water,Forest,Forest,Forest
21295,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,NULL
21296,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
21297,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
21298,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
21299,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
21300,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
21301,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
21302,Forest,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
21303,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
21304,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
21305,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
21306,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,NULL
21307,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Grassland
21308,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Cropland
21309,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Water
21310,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
21311,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
21312,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Water
21313,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
21314,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
21315,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
21316,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
21317,Forest,Water,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
21318,Forest,Water,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
21319,Forest,Water,Forest,NULL,Non_Wetland,Wetland,NULL,NULL
21320,Forest,Water,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
21321,Forest,Water,Forest,NULL,Non_Wetland,Wetland,NULL,Bareland
21322,Forest,Water,Forest,NULL,Non_Wetland,Wetland,NULL,Water
21323,Forest,Water,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
21324,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
21325,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
21326,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
21327,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Bareland
21328,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
21329,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
21330,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
21331,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
21332,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Water
21333,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
21334,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Water
21335,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
21336,Forest,Water,Forest,NULL,Non_Wetland,Bareland,NULL,Water
21337,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
21338,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Water
21339,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
21340,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Water
21341,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
21342,Forest,Water,Forest,NULL,Non_Wetland,Water,NULL,NULL
21343,Forest,Water,Forest,NULL,Non_Wetland,Water,NULL,Grassland
21344,Forest,Water,Forest,NULL,Non_Wetland,Water,NULL,Water
21345,Forest,Water,Forest,NULL,Non_Wetland,Water,NULL,Forest
21346,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
21347,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
21348,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
21349,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,NULL
21350,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Grassland
21351,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Water
21352,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
21353,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Grassland
21354,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
21355,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
21356,Forest,Water,Forest,NULL,Non_Wetland,Forest,NULL,NULL
21357,Forest,Water,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
21358,Forest,Water,Forest,NULL,Non_Wetland,Forest,NULL,Cropland
21359,Forest,Water,Forest,NULL,Non_Wetland,Forest,NULL,Wetland
21360,Forest,Water,Forest,NULL,Non_Wetland,Forest,NULL,Water
21361,Forest,Water,Forest,NULL,Non_Wetland,Forest,NULL,Forest
21362,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Grassland
21363,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Wetland
21364,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Water
21365,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
21366,Forest,Water,Forest,NULL,Non_Wetland,Forest,Built-up,Water
21367,Forest,Water,Forest,NULL,Non_Wetland,Forest,Built-up,Forest
21368,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Grassland
21369,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Wetland
21370,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Water
21371,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
21372,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,NULL
21373,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
21374,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Cropland
21375,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Water
21376,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
21377,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
21378,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
21379,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
21380,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
21381,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Grassland
21382,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Water
21383,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
21384,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,NULL
21385,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Grassland
21386,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Water
