Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21MWM_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MWM_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MWM_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MWM_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MWM_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MWM_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MWM_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21MWM_M_R
5512,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
5513,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
5514,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
5515,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Wetland,Grassland
5516,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Wetland,Forest
5517,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Bareland,NULL
5518,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Bareland,Grassland
5519,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Bareland,Forest
5520,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Water,Forest
5521,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
5522,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
5523,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
5524,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
5525,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5526,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
5527,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
5528,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
5529,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
5530,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
5531,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
5532,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
5533,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,NULL
5534,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
5535,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Bareland
5536,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Water
5537,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
5538,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Water,Forest
5539,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
5540,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
5541,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
5542,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Shrubland,Grassland
5543,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
5544,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
5545,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
5546,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
5547,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
5548,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
5549,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
5550,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
5551,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
5552,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
5553,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
5554,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
5555,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
5556,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
5557,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Water
5558,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
5559,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
5560,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
5561,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
5562,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Water
5563,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
5564,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Water,Forest
5565,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,NULL
5566,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
5567,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Bareland
5568,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Water
5569,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
5570,Forest,Forest,NULL,NULL,Non_Wetland,Water,Shrubland,Forest
5571,Forest,Forest,NULL,NULL,Non_Wetland,Water,Grassland,Forest
5572,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Water
5573,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Forest
5574,Forest,Forest,NULL,NULL,Non_Wetland,Water,Bareland,Bareland
5575,Forest,Forest,NULL,NULL,Non_Wetland,Water,Bareland,Water
5576,Forest,Forest,NULL,NULL,Non_Wetland,Water,Bareland,Forest
5577,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Forest
5578,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Water
5579,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Forest
5580,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Forest
5581,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
5582,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
5583,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,NULL
5584,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
5585,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
5586,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
5587,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Bareland,NULL
5588,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Bareland,Grassland
5589,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Bareland,Water
5590,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
5591,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Water,Forest
5592,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,NULL
5593,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
5594,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Water
5595,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
5596,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
5597,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Bareland,Forest
5598,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
5599,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Forest,Forest
5600,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Bareland,Forest
5601,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Forest,Forest
5602,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
5603,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
5604,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Bareland,Forest
5605,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Forest,Forest
5606,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Forest
5607,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Forest
5608,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
5609,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
5610,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Water
5611,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Forest
5612,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Water,Forest
5613,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Forest,Forest
5614,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Bareland,Forest
5615,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
5616,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Grassland,Forest
5617,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Wetland,Forest
5618,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Bareland,Forest
5619,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Water,Forest
5620,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
5621,Forest,Forest,NULL,Water,Non_Wetland,NULL,Wetland,Forest
5622,Forest,Forest,NULL,Water,Non_Wetland,NULL,Bareland,Forest
5623,Forest,Forest,NULL,Water,Non_Wetland,NULL,Water,Forest
5624,Forest,Forest,NULL,Water,Non_Wetland,NULL,Forest,Forest
5625,Forest,Forest,NULL,Water,Non_Wetland,Shrubland,Water,Water
5626,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Bareland,Forest
5627,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Grassland,Forest
5628,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Wetland,Forest
5629,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Bareland,Grassland
5630,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Bareland,Bareland
5631,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Bareland,Water
5632,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Bareland,Forest
5633,Forest,Forest,NULL,Water,Non_Wetland,Water,Bareland,Grassland
5634,Forest,Forest,NULL,Water,Non_Wetland,Water,Bareland,Forest
5635,Forest,Forest,NULL,Water,Non_Wetland,Forest,Bareland,Forest
5636,Forest,Forest,NULL,Water,Non_Wetland,Forest,Forest,Forest
5637,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
5638,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
5639,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
5640,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Water
5641,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
5642,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
5643,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
5644,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
5645,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
5646,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
5647,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
5648,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
5649,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
5650,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
5651,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
5652,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
5653,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
5654,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
5655,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
5656,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
5657,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
5658,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
5659,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
5660,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
5661,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
5662,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
5663,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
5664,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
5665,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
5666,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5667,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
5668,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
5669,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5670,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
5671,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
5672,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
5673,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
5674,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
5675,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
5676,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
5677,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
5678,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
5679,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
5680,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
5681,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
5682,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
5683,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
5684,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
5685,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
5686,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
5687,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
5688,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
5689,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
5690,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5691,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
5692,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
5693,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
5694,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
5695,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
5696,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
5697,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
5698,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
5699,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
5700,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
5701,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
5702,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
5703,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
5704,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
5705,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
5706,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
5707,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
5708,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Bareland,Forest
5709,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
5710,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
5711,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
5712,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
5713,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
5714,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Bareland,Grassland
5715,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Bareland,Water
5716,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
5717,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
5718,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
5719,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
5720,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
5721,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
5722,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Forest
5723,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Forest
5724,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Forest
5725,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Forest
5726,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
5727,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
5728,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,NULL
5729,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
5730,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
5731,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
5732,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Forest,Forest
5733,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Wetland,Forest
5734,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Bareland,Forest
5735,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Forest
5736,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Wetland,Forest
5737,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
5738,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland,Wetland,Forest
5739,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
5740,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland,Bareland,Bareland
5741,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland,Bareland,Water
5742,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland,Bareland,Forest
5743,Forest,Forest,Shrubland,Water,Non_Wetland,Water,Bareland,Grassland
5744,Forest,Forest,Shrubland,Water,Non_Wetland,Water,Bareland,Bareland
5745,Forest,Forest,Shrubland,Water,Non_Wetland,Forest,Bareland,Forest
5746,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
5747,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
5748,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Bareland,Grassland
5749,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Bareland,Forest
5750,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Water,Forest
5751,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
5752,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
5753,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Bareland,Forest
5754,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
5755,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
5756,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5757,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
5758,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
5759,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
5760,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
5761,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
5762,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
5763,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
5764,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
5765,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5766,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
5767,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
5768,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
5769,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,NULL
5770,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
5771,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
5772,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Built-up
5773,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Water
5774,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
5775,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
5776,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Bareland
5777,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
5778,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Bareland,Forest
5779,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Forest,Forest
5780,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
5781,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
5782,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
5783,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
5784,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Bareland,Grassland
5785,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Bareland,Forest
5786,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
5787,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
5788,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Forest
5789,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Bareland,Forest
5790,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Forest,Forest
5791,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Bareland,Forest
5792,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Forest,Forest
5793,Forest,Forest,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Forest
5794,Forest,Forest,Grassland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
5795,Forest,Forest,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
5796,Forest,Forest,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
5797,Forest,Forest,Grassland,Non_Water,Non_Wetland,Bareland,Forest,Forest
5798,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,Bareland,Forest
5799,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,Forest,Forest
5800,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Bareland,Grassland
5801,Forest,Forest,Grassland,Water,Non_Wetland,Bareland,Bareland,Grassland
5802,Forest,Forest,Grassland,Water,Non_Wetland,Bareland,Bareland,Bareland
5803,Forest,Forest,Grassland,Water,Non_Wetland,Bareland,Bareland,Water
5804,Forest,Forest,Grassland,Water,Non_Wetland,Bareland,Bareland,Forest
5805,Forest,Forest,Grassland,Water,Non_Wetland,Forest,Bareland,Forest
5806,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
5807,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
5808,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
5809,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
5810,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
5811,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
5812,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
5813,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
5814,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
5815,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Forest
5816,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
5817,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5818,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
5819,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
5820,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
5821,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
5822,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
5823,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
5824,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
5825,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
5826,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
5827,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
5828,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5829,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
5830,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
5831,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Wetland,Forest
5832,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
5833,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
5834,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
5835,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
5836,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Water
5837,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
