Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20KLD_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20KLD_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KLD_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KLD_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KLD_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20KLD_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20KLD_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20KLD_M_R
1343,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1344,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1345,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1346,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Built-up
1347,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
1348,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1349,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1350,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1351,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1352,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1353,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1354,Bareland,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1355,Bareland,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
1356,Bareland,Water,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
1357,Bareland,Water,Built-up,Water,Non_Wetland,NULL,NULL,Built-up
1358,Bareland,Water,Built-up,Water,Non_Wetland,NULL,NULL,Water
1359,Bareland,Water,Water,NULL,Water,NULL,NULL,Bareland
1360,Bareland,Water,Water,NULL,Water,NULL,NULL,Water
1361,Bareland,Water,Water,NULL,Water,NULL,NULL,Forest
1362,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Grassland
1363,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Bareland
1364,Bareland,Water,Water,Water,Water,NULL,NULL,Grassland
1365,Bareland,Water,Water,Water,Water,NULL,NULL,Cropland
1366,Bareland,Water,Water,Water,Water,NULL,NULL,Bareland
1367,Bareland,Water,Water,Water,Water,NULL,NULL,Water
1368,Bareland,Water,Water,Water,Water,NULL,NULL,Forest
1369,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1370,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1371,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
1372,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1373,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1374,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1375,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1376,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1377,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1378,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1379,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1380,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1381,Bareland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1382,Bareland,Forest,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1383,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1384,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1385,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1386,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1387,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1388,Bareland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1389,Bareland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1390,Bareland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1391,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1392,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1393,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1394,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1395,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1396,Bareland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1397,Bareland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1398,Bareland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1399,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1400,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1401,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1402,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1403,Bareland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1404,Bareland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
1405,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1406,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1407,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
1408,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1409,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1410,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1411,Bareland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1412,Bareland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1413,Bareland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1414,Bareland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1415,Bareland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1416,Bareland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1417,Bareland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1418,Bareland,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
1419,Bareland,Forest,Water,NULL,Water,NULL,NULL,NULL
1420,Bareland,Forest,Water,NULL,Water,NULL,NULL,Forest
1421,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1422,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1423,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1424,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1425,Bareland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1426,Bareland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1427,Bareland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1428,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1429,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1430,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1431,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1432,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
1433,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1434,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
1435,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1436,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1437,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1438,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1439,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1440,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1441,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
1442,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
1443,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1444,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1445,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1446,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1447,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1448,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1449,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1450,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
1451,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1452,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1453,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1454,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1455,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1456,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
1457,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1458,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
1459,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1460,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Built-up
1461,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1462,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1463,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1464,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1465,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1466,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1467,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1468,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1469,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1470,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
1471,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1472,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1473,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,NULL
1474,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1475,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
1476,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1477,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
1478,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1479,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1480,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1481,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1482,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1483,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1484,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1485,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1486,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
1487,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
1488,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
1489,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
1490,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
1491,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1492,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1493,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
1494,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1495,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
1496,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
1497,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Water
1498,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
1499,Water,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Grassland
1500,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1501,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1502,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
1503,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1504,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1505,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1506,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
1507,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1508,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1509,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1510,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1511,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1512,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1513,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
1514,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1515,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1516,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1517,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1518,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1519,Water,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1520,Water,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
1521,Water,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Built-up
1522,Water,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Water
1523,Water,NULL,Water,NULL,Water,NULL,NULL,Grassland
1524,Water,NULL,Water,NULL,Water,NULL,NULL,Cropland
1525,Water,NULL,Water,NULL,Water,NULL,NULL,Bareland
1526,Water,NULL,Water,NULL,Water,NULL,NULL,Water
1527,Water,NULL,Water,NULL,Water,NULL,NULL,Forest
1528,Water,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
1529,Water,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
1530,Water,NULL,Water,Non_Water,Water,NULL,NULL,Water
1531,Water,NULL,Water,Non_Water,Water,NULL,NULL,Forest
1532,Water,NULL,Water,Water,Water,NULL,NULL,Grassland
1533,Water,NULL,Water,Water,Water,NULL,NULL,Bareland
1534,Water,NULL,Water,Water,Water,NULL,NULL,Water
1535,Water,NULL,Water,Water,Water,NULL,NULL,Forest
1536,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1537,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1538,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1539,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1540,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
1541,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1542,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1543,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1544,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1545,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1546,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
1547,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
1548,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1549,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1550,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1551,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1552,Water,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1553,Water,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1554,Water,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1555,Water,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Forest
1556,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1557,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1558,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1559,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1560,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1561,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1562,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1563,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1564,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1565,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1566,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1567,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
1568,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1569,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1570,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1571,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1572,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1573,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1574,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1575,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1576,Water,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1577,Water,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1578,Water,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Water
1579,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1580,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1581,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1582,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1583,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1584,Water,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1585,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1586,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,Cropland
1587,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,Bareland
1588,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,Water
1589,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
1590,Water,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1591,Water,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1592,Water,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1593,Water,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
1594,Water,Cropland,Wetland,Water,Wetland,NULL,NULL,Bareland
1595,Water,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
1596,Water,Cropland,Wetland,Water,Wetland,NULL,NULL,Forest
1597,Water,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1598,Water,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
1599,Water,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1600,Water,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1601,Water,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1602,Water,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1603,Water,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1604,Water,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1605,Water,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
1606,Water,Cropland,Water,NULL,Water,NULL,NULL,Grassland
1607,Water,Cropland,Water,NULL,Water,NULL,NULL,Cropland
1608,Water,Cropland,Water,NULL,Water,NULL,NULL,Bareland
1609,Water,Cropland,Water,NULL,Water,NULL,NULL,Forest
1610,Water,Cropland,Water,Water,Water,NULL,NULL,Bareland
1611,Water,Cropland,Water,Water,Water,NULL,NULL,Water
1612,Water,Cropland,Water,Water,Water,NULL,NULL,Forest
1613,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1614,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1615,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1616,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Water
1617,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1618,Water,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1619,Water,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1620,Water,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1621,Water,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1622,Water,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Forest
1623,Water,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1624,Water,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1625,Water,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Water
1626,Water,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1627,Water,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1628,Water,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1629,Water,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1630,Water,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Water
1631,Water,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Forest
1632,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1633,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1634,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1635,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1636,Water,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1637,Water,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1638,Water,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1639,Water,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1640,Water,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1641,Water,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1642,Water,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1643,Water,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1644,Water,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1645,Water,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1646,Water,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1647,Water,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Water
1648,Water,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1649,Water,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1650,Water,Bareland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1651,Water,Bareland,Wetland,NULL,Wetland,NULL,NULL,Bareland
1652,Water,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
1653,Water,Bareland,Wetland,NULL,Wetland,NULL,NULL,Forest
1654,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1655,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1656,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1657,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1658,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,NULL
1659,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
1660,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
1661,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
1662,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Forest
1663,Water,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Bareland
1664,Water,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1665,Water,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1666,Water,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1667,Water,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1668,Water,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1669,Water,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1670,Water,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1671,Water,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1672,Water,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Water
1673,Water,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1674,Water,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1675,Water,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1676,Water,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
1677,Water,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
1678,Water,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Water
1679,Water,Bareland,Water,NULL,Water,NULL,NULL,Cropland
1680,Water,Bareland,Water,NULL,Water,NULL,NULL,Bareland
1681,Water,Bareland,Water,NULL,Water,NULL,NULL,Water
1682,Water,Bareland,Water,NULL,Water,NULL,NULL,Forest
1683,Water,Bareland,Water,Non_Water,Water,NULL,NULL,Bareland
1684,Water,Bareland,Water,Non_Water,Water,NULL,NULL,Water
1685,Water,Bareland,Water,Water,Water,NULL,NULL,Grassland
1686,Water,Bareland,Water,Water,Water,NULL,NULL,Bareland
1687,Water,Bareland,Water,Water,Water,NULL,NULL,Water
1688,Water,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1689,Water,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1690,Water,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Water
1691,Water,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
