Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20NMP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NMP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NMP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NMP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NMP_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20NMP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20NMP_M_R
1146,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,Built-up
1147,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,Forest
1148,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,Grassland
1149,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,Bareland
1150,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,Built-up
1151,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,Water
1152,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,Forest
1153,Bareland,NULL,Water,NULL,Water,NULL,Grassland
1154,Bareland,NULL,Water,NULL,Water,NULL,Bareland
1155,Bareland,NULL,Water,NULL,Water,NULL,Built-up
1156,Bareland,NULL,Water,NULL,Water,NULL,Water
1157,Bareland,NULL,Water,NULL,Water,NULL,Forest
1158,Bareland,NULL,Water,Non_Water,Water,NULL,NULL
1159,Bareland,NULL,Water,Non_Water,Water,NULL,Grassland
1160,Bareland,NULL,Water,Non_Water,Water,NULL,Bareland
1161,Bareland,NULL,Water,Non_Water,Water,NULL,Built-up
1162,Bareland,NULL,Water,Non_Water,Water,NULL,Water
1163,Bareland,NULL,Water,Non_Water,Water,NULL,Forest
1164,Bareland,NULL,Water,Water,Water,NULL,NULL
1165,Bareland,NULL,Water,Water,Water,NULL,Grassland
1166,Bareland,NULL,Water,Water,Water,NULL,Wetland
1167,Bareland,NULL,Water,Water,Water,NULL,Bareland
1168,Bareland,NULL,Water,Water,Water,NULL,Built-up
1169,Bareland,NULL,Water,Water,Water,NULL,Water
1170,Bareland,NULL,Water,Water,Water,NULL,Forest
1171,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL
1172,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland
1173,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Bareland
1174,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Water
1175,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Forest
1176,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland
1177,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,Forest
1178,Bareland,NULL,Forest,Water,Non_Wetland,NULL,Bareland
1179,Bareland,NULL,Forest,Water,Non_Wetland,NULL,Water
1180,Bareland,NULL,Forest,Water,Non_Wetland,NULL,Forest
1181,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL
1182,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland
1183,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland
1184,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Built-up
1185,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
1186,Bareland,Cropland,Shrubland,Water,Non_Wetland,NULL,Grassland
1187,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland
1188,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,Bareland
1189,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland
1190,Bareland,Cropland,Wetland,Water,Wetland,NULL,Grassland
1191,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,Grassland
1192,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,Bareland
1193,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,Built-up
1194,Bareland,Wetland,Shrubland,NULL,Non_Wetland,NULL,Grassland
1195,Bareland,Wetland,Shrubland,NULL,Non_Wetland,NULL,Bareland
1196,Bareland,Wetland,Shrubland,NULL,Non_Wetland,NULL,Forest
1197,Bareland,Wetland,Shrubland,Water,Non_Wetland,NULL,Grassland
1198,Bareland,Wetland,Shrubland,Water,Non_Wetland,NULL,Wetland
1199,Bareland,Wetland,Shrubland,Water,Non_Wetland,NULL,Bareland
1200,Bareland,Wetland,Shrubland,Water,Non_Wetland,NULL,Water
1201,Bareland,Wetland,Shrubland,Water,Non_Wetland,NULL,Forest
1202,Bareland,Wetland,Grassland,Water,Non_Wetland,NULL,Bareland
1203,Bareland,Wetland,Wetland,NULL,Wetland,NULL,Bareland
1204,Bareland,Wetland,Wetland,NULL,Wetland,NULL,Forest
1205,Bareland,Wetland,Wetland,Non_Water,Wetland,NULL,Grassland
1206,Bareland,Wetland,Wetland,Non_Water,Wetland,NULL,Forest
1207,Bareland,Wetland,Wetland,Water,Wetland,NULL,Grassland
1208,Bareland,Wetland,Wetland,Water,Wetland,NULL,Wetland
1209,Bareland,Wetland,Wetland,Water,Wetland,NULL,Bareland
1210,Bareland,Wetland,Wetland,Water,Wetland,NULL,Water
1211,Bareland,Wetland,Wetland,Water,Wetland,NULL,Forest
1212,Bareland,Wetland,Bareland,NULL,Non_Wetland,NULL,Bareland
1213,Bareland,Wetland,Built-up,NULL,Non_Wetland,NULL,Bareland
1214,Bareland,Wetland,Water,Water,Water,NULL,Grassland
1215,Bareland,Wetland,Water,Water,Water,NULL,Bareland
1216,Bareland,Wetland,Water,Water,Water,NULL,Water
1217,Bareland,Wetland,Water,Water,Water,NULL,Forest
1218,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,Bareland
1219,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,Water
1220,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,Forest
1221,Bareland,Bareland,NULL,Non_Water,Non_Wetland,NULL,Grassland
1222,Bareland,Bareland,NULL,Non_Water,Non_Wetland,NULL,Bareland
1223,Bareland,Bareland,NULL,Non_Water,Non_Wetland,NULL,Water
1224,Bareland,Bareland,NULL,Non_Water,Non_Wetland,NULL,Forest
1225,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,Grassland
1226,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,Bareland
1227,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,Water
1228,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,Grassland
1229,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,Wetland
1230,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,Bareland
1231,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,Built-up
1232,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,Water
1233,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,Forest
1234,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL
1235,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
1236,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,Bareland
1237,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,Water
1238,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,Forest
1239,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,Grassland
1240,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,Wetland
1241,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,Bareland
1242,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,Water
1243,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,Forest
1244,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,Grassland
1245,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,Bareland
1246,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,Water
1247,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,Forest
1248,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,Grassland
1249,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,Bareland
1250,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,Water
1251,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,Grassland
1252,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,Wetland
1253,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,Bareland
1254,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,Water
1255,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,Forest
1256,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,Bareland
1257,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,Grassland
1258,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,Forest
1259,Bareland,Bareland,Cropland,Water,Non_Wetland,NULL,Grassland
1260,Bareland,Bareland,Cropland,Water,Non_Wetland,NULL,Water
1261,Bareland,Bareland,Wetland,NULL,Wetland,NULL,Grassland
1262,Bareland,Bareland,Wetland,NULL,Wetland,NULL,Wetland
1263,Bareland,Bareland,Wetland,NULL,Wetland,NULL,Bareland
1264,Bareland,Bareland,Wetland,NULL,Wetland,NULL,Built-up
1265,Bareland,Bareland,Wetland,NULL,Wetland,NULL,Water
1266,Bareland,Bareland,Wetland,NULL,Wetland,NULL,Forest
1267,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,Grassland
1268,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,Wetland
1269,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,Bareland
1270,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,Built-up
1271,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,Water
1272,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,Forest
1273,Bareland,Bareland,Wetland,Water,Wetland,NULL,Grassland
1274,Bareland,Bareland,Wetland,Water,Wetland,NULL,Wetland
1275,Bareland,Bareland,Wetland,Water,Wetland,NULL,Bareland
1276,Bareland,Bareland,Wetland,Water,Wetland,NULL,Built-up
1277,Bareland,Bareland,Wetland,Water,Wetland,NULL,Water
1278,Bareland,Bareland,Wetland,Water,Wetland,NULL,Forest
1279,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,Grassland
1280,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,Bareland
1281,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,Built-up
1282,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,Water
1283,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,Grassland
1284,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,Bareland
1285,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,Grassland
1286,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,Bareland
1287,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,Water
1288,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL
1289,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,Grassland
1290,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,Bareland
1291,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,Built-up
1292,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,Bareland
1293,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,Built-up
1294,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,Forest
1295,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,Bareland
1296,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,Built-up
1297,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,Water
1298,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,Forest
1299,Bareland,Bareland,Water,NULL,Water,NULL,Grassland
1300,Bareland,Bareland,Water,NULL,Water,NULL,Bareland
1301,Bareland,Bareland,Water,NULL,Water,NULL,Built-up
1302,Bareland,Bareland,Water,NULL,Water,NULL,Water
1303,Bareland,Bareland,Water,NULL,Water,NULL,Forest
1304,Bareland,Bareland,Water,Non_Water,Water,NULL,Grassland
1305,Bareland,Bareland,Water,Non_Water,Water,NULL,Bareland
1306,Bareland,Bareland,Water,Non_Water,Water,NULL,Water
1307,Bareland,Bareland,Water,Non_Water,Water,NULL,Forest
1308,Bareland,Bareland,Water,Water,Water,NULL,Grassland
1309,Bareland,Bareland,Water,Water,Water,NULL,Wetland
1310,Bareland,Bareland,Water,Water,Water,NULL,Bareland
1311,Bareland,Bareland,Water,Water,Water,NULL,Water
1312,Bareland,Bareland,Water,Water,Water,NULL,Forest
1313,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,Water
1314,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,Forest
1315,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,Grassland
1316,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,Bareland
1317,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,Water
1318,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,Forest
1319,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,Bareland
1320,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland
1321,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland
1322,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up
1323,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Forest
1324,Bareland,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
1325,Bareland,Built-up,Shrubland,Water,Non_Wetland,NULL,Built-up
1326,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,Bareland
1327,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland
1328,Bareland,Built-up,Wetland,Non_Water,Wetland,NULL,Grassland
1329,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,Grassland
1330,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,Bareland
1331,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,Built-up
1332,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL
1333,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland
1334,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland
1335,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up
1336,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,Forest
1337,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL
1338,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,NULL,Grassland
1339,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,NULL,Bareland
1340,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,NULL,Built-up
1341,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,NULL,Forest
1342,Bareland,Built-up,Built-up,Water,Non_Wetland,NULL,NULL
1343,Bareland,Built-up,Built-up,Water,Non_Wetland,NULL,Bareland
1344,Bareland,Built-up,Built-up,Water,Non_Wetland,NULL,Built-up
1345,Bareland,Built-up,Built-up,Water,Non_Wetland,NULL,Water
1346,Bareland,Built-up,Built-up,Water,Non_Wetland,NULL,Forest
1347,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,Forest
1348,Bareland,Water,NULL,NULL,Non_Wetland,NULL,Bareland
1349,Bareland,Water,NULL,Water,Non_Wetland,NULL,Bareland
1350,Bareland,Water,NULL,Water,Non_Wetland,NULL,Forest
1351,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland
1352,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,Bareland
1353,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,Built-up
1354,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,Water
1355,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,Forest
1356,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
1357,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,Bareland
1358,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,Water
1359,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,Forest
1360,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,Grassland
1361,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,Wetland
1362,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,Bareland
1363,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,Built-up
1364,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,Water
1365,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,Forest
1366,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,Water
1367,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,Forest
1368,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,Water
1369,Bareland,Water,Grassland,Water,Non_Wetland,NULL,Grassland
1370,Bareland,Water,Grassland,Water,Non_Wetland,NULL,Water
1371,Bareland,Water,Grassland,Water,Non_Wetland,NULL,Forest
1372,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,Forest
1373,Bareland,Water,Cropland,Water,Non_Wetland,NULL,Grassland
1374,Bareland,Water,Wetland,NULL,Wetland,NULL,Grassland
1375,Bareland,Water,Wetland,NULL,Wetland,NULL,Bareland
1376,Bareland,Water,Wetland,NULL,Wetland,NULL,Water
1377,Bareland,Water,Wetland,NULL,Wetland,NULL,Forest
1378,Bareland,Water,Wetland,Non_Water,Wetland,NULL,Grassland
1379,Bareland,Water,Wetland,Non_Water,Wetland,NULL,Bareland
1380,Bareland,Water,Wetland,Non_Water,Wetland,NULL,Water
1381,Bareland,Water,Wetland,Non_Water,Wetland,NULL,Forest
1382,Bareland,Water,Wetland,Water,Wetland,NULL,Grassland
1383,Bareland,Water,Wetland,Water,Wetland,NULL,Wetland
1384,Bareland,Water,Wetland,Water,Wetland,NULL,Bareland
1385,Bareland,Water,Wetland,Water,Wetland,NULL,Built-up
1386,Bareland,Water,Wetland,Water,Wetland,NULL,Water
1387,Bareland,Water,Wetland,Water,Wetland,NULL,Forest
1388,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,Grassland
1389,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,Bareland
1390,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,Built-up
1391,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,Forest
1392,Bareland,Water,Built-up,Non_Water,Non_Wetland,NULL,Bareland
1393,Bareland,Water,Built-up,Non_Water,Non_Wetland,NULL,Built-up
1394,Bareland,Water,Built-up,Non_Water,Non_Wetland,NULL,Forest
1395,Bareland,Water,Built-up,Water,Non_Wetland,NULL,Grassland
1396,Bareland,Water,Built-up,Water,Non_Wetland,NULL,Bareland
1397,Bareland,Water,Built-up,Water,Non_Wetland,NULL,Built-up
1398,Bareland,Water,Built-up,Water,Non_Wetland,NULL,Water
1399,Bareland,Water,Built-up,Water,Non_Wetland,NULL,Forest
1400,Bareland,Water,Water,NULL,Water,NULL,Grassland
1401,Bareland,Water,Water,NULL,Water,NULL,Bareland
1402,Bareland,Water,Water,NULL,Water,NULL,Forest
1403,Bareland,Water,Water,Non_Water,Water,NULL,Grassland
1404,Bareland,Water,Water,Non_Water,Water,NULL,Bareland
1405,Bareland,Water,Water,Non_Water,Water,NULL,Built-up
1406,Bareland,Water,Water,Non_Water,Water,NULL,Water
1407,Bareland,Water,Water,Non_Water,Water,NULL,Forest
1408,Bareland,Water,Water,Water,Water,NULL,Grassland
1409,Bareland,Water,Water,Water,Water,NULL,Wetland
1410,Bareland,Water,Water,Water,Water,NULL,Bareland
1411,Bareland,Water,Water,Water,Water,NULL,Built-up
1412,Bareland,Water,Water,Water,Water,NULL,Water
1413,Bareland,Water,Water,Water,Water,NULL,Forest
1414,Bareland,Water,Forest,NULL,Non_Wetland,NULL,Grassland
1415,Bareland,Water,Forest,NULL,Non_Wetland,NULL,Forest
1416,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,Forest
1417,Bareland,Water,Forest,Water,Non_Wetland,NULL,Grassland
1418,Bareland,Water,Forest,Water,Non_Wetland,NULL,Forest
1419,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL
1420,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland
1421,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,Bareland
1422,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest
1423,Bareland,Forest,Grassland,Water,Non_Wetland,NULL,Grassland
1424,Bareland,Forest,Grassland,Water,Non_Wetland,NULL,Bareland
1425,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland
1426,Bareland,Forest,Cropland,Non_Water,Non_Wetland,NULL,Grassland
1427,Bareland,Forest,Wetland,NULL,Wetland,NULL,Forest
1428,Bareland,Forest,Wetland,Non_Water,Wetland,NULL,Forest
1429,Bareland,Forest,Wetland,Water,Wetland,NULL,Grassland
1430,Bareland,Forest,Wetland,Water,Wetland,NULL,Wetland
1431,Bareland,Forest,Wetland,Water,Wetland,NULL,Water
1432,Bareland,Forest,Forest,Non_Water,Non_Wetland,NULL,Grassland
1433,Water,NULL,NULL,NULL,Non_Wetland,NULL,Grassland
1434,Water,NULL,NULL,NULL,Non_Wetland,NULL,Bareland
1435,Water,NULL,NULL,NULL,Non_Wetland,NULL,Water
1436,Water,NULL,NULL,NULL,Non_Wetland,NULL,Forest
1437,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,Forest
1438,Water,NULL,NULL,Water,Non_Wetland,NULL,Grassland
1439,Water,NULL,NULL,Water,Non_Wetland,NULL,Wetland
1440,Water,NULL,NULL,Water,Non_Wetland,NULL,Bareland
1441,Water,NULL,NULL,Water,Non_Wetland,NULL,Water
1442,Water,NULL,NULL,Water,Non_Wetland,NULL,Forest
1443,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL
1444,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland
1445,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland
1446,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland
1447,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up
1448,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Water
1449,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest
1450,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL
1451,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
1452,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland
1453,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland
1454,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water
1455,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest
1456,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL
1457,Water,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland
1458,Water,NULL,Shrubland,Water,Non_Wetland,NULL,Wetland
1459,Water,NULL,Shrubland,Water,Non_Wetland,NULL,Bareland
1460,Water,NULL,Shrubland,Water,Non_Wetland,NULL,Built-up
1461,Water,NULL,Shrubland,Water,Non_Wetland,NULL,Water
1462,Water,NULL,Shrubland,Water,Non_Wetland,NULL,Forest
1463,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL
1464,Water,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland
1465,Water,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland
1466,Water,NULL,Grassland,NULL,Non_Wetland,NULL,Bareland
1467,Water,NULL,Grassland,NULL,Non_Wetland,NULL,Water
1468,Water,NULL,Grassland,NULL,Non_Wetland,NULL,Forest
1469,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,Grassland
1470,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,Wetland
1471,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,Bareland
1472,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,Water
1473,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,Forest
1474,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL
1475,Water,NULL,Grassland,Water,Non_Wetland,NULL,Grassland
1476,Water,NULL,Grassland,Water,Non_Wetland,NULL,Wetland
1477,Water,NULL,Grassland,Water,Non_Wetland,NULL,Bareland
1478,Water,NULL,Grassland,Water,Non_Wetland,NULL,Water
1479,Water,NULL,Grassland,Water,Non_Wetland,NULL,Forest
1480,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland
1481,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland
1482,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Forest
1483,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL
1484,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland
1485,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,Wetland
1486,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,Forest
1487,Water,NULL,Cropland,Water,Non_Wetland,NULL,Grassland
1488,Water,NULL,Cropland,Water,Non_Wetland,NULL,Wetland
1489,Water,NULL,Cropland,Water,Non_Wetland,NULL,Water
1490,Water,NULL,Cropland,Water,Non_Wetland,NULL,Forest
1491,Water,NULL,Wetland,NULL,Wetland,NULL,NULL
1492,Water,NULL,Wetland,NULL,Wetland,NULL,Grassland
1493,Water,NULL,Wetland,NULL,Wetland,NULL,Wetland
1494,Water,NULL,Wetland,NULL,Wetland,NULL,Bareland
1495,Water,NULL,Wetland,NULL,Wetland,NULL,Built-up
1496,Water,NULL,Wetland,NULL,Wetland,NULL,Water
1497,Water,NULL,Wetland,NULL,Wetland,NULL,Forest
1498,Water,NULL,Wetland,Non_Water,Wetland,NULL,Grassland
1499,Water,NULL,Wetland,Non_Water,Wetland,NULL,Wetland
1500,Water,NULL,Wetland,Non_Water,Wetland,NULL,Bareland
1501,Water,NULL,Wetland,Non_Water,Wetland,NULL,Water
1502,Water,NULL,Wetland,Non_Water,Wetland,NULL,Forest
1503,Water,NULL,Wetland,Water,Wetland,NULL,NULL
1504,Water,NULL,Wetland,Water,Wetland,NULL,Grassland
1505,Water,NULL,Wetland,Water,Wetland,NULL,Cropland
1506,Water,NULL,Wetland,Water,Wetland,NULL,Wetland
1507,Water,NULL,Wetland,Water,Wetland,NULL,Bareland
1508,Water,NULL,Wetland,Water,Wetland,NULL,Water
1509,Water,NULL,Wetland,Water,Wetland,NULL,Forest
1510,Water,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland
1511,Water,NULL,Bareland,NULL,Non_Wetland,NULL,Bareland
1512,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,Bareland
1513,Water,NULL,Bareland,Water,Non_Wetland,NULL,Grassland
1514,Water,NULL,Bareland,Water,Non_Wetland,NULL,Bareland
1515,Water,NULL,Bareland,Water,Non_Wetland,NULL,Water
1516,Water,NULL,Bareland,Water,Non_Wetland,NULL,Forest
1517,Water,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland
1518,Water,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland
1519,Water,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up
1520,Water,NULL,Built-up,NULL,Non_Wetland,NULL,Forest
1521,Water,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL
1522,Water,NULL,Built-up,Non_Water,Non_Wetland,NULL,Grassland
1523,Water,NULL,Built-up,Non_Water,Non_Wetland,NULL,Bareland
1524,Water,NULL,Built-up,Non_Water,Non_Wetland,NULL,Built-up
1525,Water,NULL,Built-up,Water,Non_Wetland,NULL,Bareland
1526,Water,NULL,Built-up,Water,Non_Wetland,NULL,Built-up
