Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24LYP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LYP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LYP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LYP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LYP_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LYP_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LYP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24LYP_M_R
330,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Grassland,Grassland
331,NULL,NULL,NULL,Water,Non_Wetland,NULL,NULL,NULL
332,NULL,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
333,NULL,NULL,NULL,Water,Non_Wetland,NULL,NULL,Cropland
334,NULL,NULL,NULL,Water,Non_Wetland,NULL,NULL,Wetland
335,NULL,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
336,NULL,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
337,NULL,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
338,NULL,NULL,NULL,Water,Non_Wetland,NULL,Shrubland,Grassland
339,NULL,NULL,NULL,Water,Non_Wetland,NULL,Grassland,NULL
340,NULL,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Grassland
341,NULL,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Wetland
342,NULL,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Water
343,NULL,NULL,NULL,Water,Non_Wetland,NULL,Wetland,Grassland
344,NULL,NULL,NULL,Water,Non_Wetland,NULL,Wetland,Cropland
345,NULL,NULL,NULL,Water,Non_Wetland,NULL,Wetland,Wetland
346,NULL,NULL,NULL,Water,Non_Wetland,NULL,Bareland,Grassland
347,NULL,NULL,NULL,Water,Non_Wetland,NULL,Water,NULL
348,NULL,NULL,NULL,Water,Non_Wetland,NULL,Water,Grassland
349,NULL,NULL,NULL,Water,Non_Wetland,NULL,Water,Wetland
350,NULL,NULL,NULL,Water,Non_Wetland,NULL,Water,Water
351,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,NULL,Grassland
352,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,NULL,Wetland
353,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,Grassland
354,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Forest,Grassland
355,NULL,NULL,NULL,Water,Non_Wetland,Grassland,NULL,NULL
356,NULL,NULL,NULL,Water,Non_Wetland,Grassland,NULL,Grassland
357,NULL,NULL,NULL,Water,Non_Wetland,Grassland,NULL,Forest
358,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
359,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Wetland
360,NULL,NULL,NULL,Water,Non_Wetland,Cropland,NULL,Grassland
361,NULL,NULL,NULL,Water,Non_Wetland,Cropland,NULL,Cropland
362,NULL,NULL,NULL,Water,Non_Wetland,Wetland,NULL,Wetland
363,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Wetland
364,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Water,Wetland
365,NULL,NULL,NULL,Water,Non_Wetland,Bareland,NULL,Grassland
366,NULL,NULL,NULL,Water,Non_Wetland,Bareland,NULL,Wetland
367,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Grassland,Grassland
368,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Grassland,Wetland
369,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Grassland,Bareland
370,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Grassland
371,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Wetland
372,NULL,NULL,NULL,Water,Non_Wetland,Water,NULL,Grassland
373,NULL,NULL,NULL,Water,Non_Wetland,Water,NULL,Wetland
374,NULL,NULL,NULL,Water,Non_Wetland,Water,NULL,Water
375,NULL,NULL,NULL,Water,Non_Wetland,Water,Grassland,Grassland
376,NULL,NULL,NULL,Water,Non_Wetland,Water,Grassland,Water
377,NULL,NULL,NULL,Water,Non_Wetland,Water,Wetland,Wetland
378,NULL,NULL,NULL,Water,Non_Wetland,Water,Water,Grassland
379,NULL,NULL,NULL,Water,Non_Wetland,Water,Water,Wetland
380,NULL,NULL,NULL,Water,Non_Wetland,Water,Water,Water
381,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
382,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
383,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
384,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
385,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
386,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
387,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
388,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
389,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
390,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
391,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Bareland
392,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
393,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
394,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
395,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
396,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Wetland
397,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
398,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
399,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
400,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
401,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
402,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Wetland
403,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
404,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
405,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
406,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Wetland
407,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Built-up
408,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Water
409,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
410,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,NULL
411,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
412,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Cropland
413,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Wetland
414,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Built-up
415,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Forest
416,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
417,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Cropland
418,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Wetland
419,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Bareland
420,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Water
421,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
422,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
423,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
424,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
425,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
426,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
427,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
428,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Wetland
429,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Built-up
430,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
431,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
432,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
433,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
434,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
435,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
436,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
437,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
438,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
439,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
440,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
441,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Built-up
442,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
443,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
444,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
445,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
446,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
447,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
448,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
449,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
450,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
451,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
452,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
453,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
454,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
455,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
456,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
457,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
458,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
459,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
460,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
461,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
462,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
463,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
464,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
465,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
466,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
467,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
468,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
469,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
470,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Wetland
471,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
472,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
473,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
474,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
475,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
476,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Wetland
477,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
478,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
479,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
480,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Wetland
481,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
482,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
483,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
484,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
485,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
486,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
487,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
488,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Wetland
489,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Built-up
490,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
491,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
492,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
493,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
494,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
495,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
496,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
497,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Built-up,Grassland
498,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Built-up,Forest
499,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
500,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
501,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
502,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
503,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
504,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
505,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
506,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
507,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
508,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
509,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
510,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
511,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
512,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
513,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
514,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
515,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
516,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Wetland
517,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
518,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
519,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Wetland
520,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
521,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
522,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
523,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
524,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
525,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Wetland
526,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
527,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
528,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
529,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
530,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Wetland
531,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
532,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
533,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Wetland
534,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
535,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
536,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
537,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
538,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Wetland
539,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
540,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
541,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
542,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Wetland
543,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Built-up
544,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
545,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,NULL
546,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
547,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Cropland
548,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
549,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Forest
550,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,NULL
551,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
552,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
553,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
554,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
555,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
556,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
557,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
558,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
559,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
560,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
561,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Wetland
562,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,NULL
563,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
564,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
565,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
566,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
567,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
568,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Cropland
569,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Wetland
570,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
571,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
572,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
573,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
574,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
575,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
576,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Cropland
577,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
578,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
579,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
580,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Built-up,NULL
581,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
582,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
583,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
584,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
585,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
586,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
587,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
588,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
589,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,NULL
590,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
591,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Wetland
592,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Forest
593,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,NULL
594,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
595,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
596,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Wetland
597,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Forest
598,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,NULL
599,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
600,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Wetland
601,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Cropland
602,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Wetland
603,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Forest
604,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Built-up,Wetland
605,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
606,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Cropland
607,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Wetland
608,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest,NULL
609,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Grassland
610,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Forest
611,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
612,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
613,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Cropland
614,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
615,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
616,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
617,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
618,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
619,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
620,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
621,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Wetland
622,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Forest
623,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,NULL
624,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
625,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Wetland
626,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Forest
627,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
628,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Wetland
629,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Forest
630,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
631,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
632,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
633,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
634,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
635,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
636,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
637,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
638,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Built-up,Grassland
639,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
640,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,NULL,Grassland
641,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,NULL,Cropland
642,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,NULL
643,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
644,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Wetland
645,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,NULL
646,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,NULL
647,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
648,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
649,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Wetland
650,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
651,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
652,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Wetland
653,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Built-up,Grassland
654,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
655,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Wetland
