Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19MBQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19MBQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19MBQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19MBQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19MBQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19MBQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19MBQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19MBQ_M_R
1110,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1111,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Forest
1112,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Wetland,Water
1113,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Wetland,Forest
1114,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
1115,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Water,Water
1116,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Water,Forest
1117,Forest,Forest,Wetland,Non_Water,Wetland,Water,NULL,Grassland
1118,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
1119,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Water
1120,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Forest
1121,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Grassland
1122,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Water
1123,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Forest
1124,Forest,Forest,Wetland,Non_Water,Wetland,Water,Forest,Water
1125,Forest,Forest,Wetland,Non_Water,Wetland,Water,Forest,Forest
1126,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Wetland,Water
1127,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
1128,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Water,Water
1129,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Water,Forest
1130,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Forest,Water
1131,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Forest,Forest
1132,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Water
1133,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Forest
1134,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Grassland
1135,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Water
1136,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Forest
1137,Forest,Forest,Wetland,Water,Wetland,NULL,Forest,Water
1138,Forest,Forest,Wetland,Water,Wetland,NULL,Forest,Forest
1139,Forest,Forest,Wetland,Water,Wetland,Grassland,Water,Water
1140,Forest,Forest,Wetland,Water,Wetland,Grassland,Water,Forest
1141,Forest,Forest,Wetland,Water,Wetland,Wetland,Water,Grassland
1142,Forest,Forest,Wetland,Water,Wetland,Wetland,Water,Forest
1143,Forest,Forest,Wetland,Water,Wetland,Bareland,Wetland,Grassland
1144,Forest,Forest,Wetland,Water,Wetland,Bareland,Wetland,Water
1145,Forest,Forest,Wetland,Water,Wetland,Bareland,Wetland,Forest
1146,Forest,Forest,Wetland,Water,Wetland,Bareland,Water,Grassland
1147,Forest,Forest,Wetland,Water,Wetland,Bareland,Water,Water
1148,Forest,Forest,Wetland,Water,Wetland,Bareland,Water,Forest
1149,Forest,Forest,Wetland,Water,Wetland,Water,NULL,Grassland
1150,Forest,Forest,Wetland,Water,Wetland,Water,NULL,Water
1151,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Grassland
1152,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Water
1153,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Forest
1154,Forest,Forest,Wetland,Water,Wetland,Water,Bareland,Forest
1155,Forest,Forest,Wetland,Water,Wetland,Water,Water,Grassland
1156,Forest,Forest,Wetland,Water,Wetland,Water,Water,Water
1157,Forest,Forest,Wetland,Water,Wetland,Water,Water,Forest
1158,Forest,Forest,Wetland,Water,Wetland,Water,Forest,Grassland
1159,Forest,Forest,Wetland,Water,Wetland,Water,Forest,Water
1160,Forest,Forest,Wetland,Water,Wetland,Water,Forest,Forest
1161,Forest,Forest,Wetland,Water,Wetland,Forest,Wetland,Water
1162,Forest,Forest,Wetland,Water,Wetland,Forest,Wetland,Forest
1163,Forest,Forest,Wetland,Water,Wetland,Forest,Water,Water
1164,Forest,Forest,Wetland,Water,Wetland,Forest,Water,Forest
1165,Forest,Forest,Wetland,Water,Wetland,Forest,Forest,Water
1166,Forest,Forest,Wetland,Water,Wetland,Forest,Forest,Forest
1167,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,Wetland,Water
1168,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,Water,Water
1169,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,Water,Forest
1170,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Water,Wetland,Forest
1171,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Water,Water,Water
1172,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Water,Water,Forest
1173,Forest,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,Water,Forest
1174,Forest,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Water,Wetland,Grassland
1175,Forest,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Water,Wetland,Forest
1176,Forest,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Water,Water,Forest
1177,Forest,Forest,Lichens_and_Mosses,Water,Non_Wetland,Water,Water,Water
1178,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Wetland,Water
1179,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
1180,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Bareland,Forest
1181,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Water,Water
1182,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Water,Forest
1183,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Forest,Water
1184,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
1185,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Wetland,Forest
1186,Forest,Forest,Bareland,NULL,Non_Wetland,Water,NULL,Grassland
1187,Forest,Forest,Bareland,NULL,Non_Wetland,Water,NULL,Forest
1188,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Wetland,Water
1189,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
1190,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Water,Grassland
1191,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Water,Water
1192,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Water,Forest
1193,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Forest,Water
1194,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Forest,Forest
1195,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,NULL,Forest
1196,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
1197,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Water,Forest
1198,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Forest,Water
1199,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
1200,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Water
1201,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Forest
1202,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Water,Water
1203,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Water,Forest
1204,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Forest,Forest
1205,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
1206,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
1207,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
1208,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Water,Water
1209,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
1210,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Forest,Forest
1211,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest,Wetland,Forest
1212,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest,Water,Forest
1213,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest,Forest,Forest
1214,Forest,Forest,Bareland,Water,Non_Wetland,NULL,Wetland,Water
1215,Forest,Forest,Bareland,Water,Non_Wetland,NULL,Wetland,Forest
1216,Forest,Forest,Bareland,Water,Non_Wetland,NULL,Water,Water
1217,Forest,Forest,Bareland,Water,Non_Wetland,NULL,Water,Forest
1218,Forest,Forest,Bareland,Water,Non_Wetland,NULL,Forest,Forest
1219,Forest,Forest,Bareland,Water,Non_Wetland,Bareland,Wetland,Forest
1220,Forest,Forest,Bareland,Water,Non_Wetland,Bareland,Water,Grassland
1221,Forest,Forest,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
1222,Forest,Forest,Bareland,Water,Non_Wetland,Water,Wetland,Water
1223,Forest,Forest,Bareland,Water,Non_Wetland,Water,Wetland,Forest
1224,Forest,Forest,Bareland,Water,Non_Wetland,Water,Water,Grassland
1225,Forest,Forest,Bareland,Water,Non_Wetland,Water,Water,Water
1226,Forest,Forest,Bareland,Water,Non_Wetland,Water,Water,Forest
1227,Forest,Forest,Bareland,Water,Non_Wetland,Water,Forest,Forest
1228,Forest,Forest,Bareland,Water,Non_Wetland,Forest,Wetland,Forest
1229,Forest,Forest,Bareland,Water,Non_Wetland,Forest,Water,Forest
1230,Forest,Forest,Bareland,Water,Non_Wetland,Forest,Forest,Forest
1231,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Wetland,Forest
1232,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Water,Water
1233,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Water,Forest
1234,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Forest,Forest
1235,Forest,Forest,Built-up,NULL,Non_Wetland,Built-up,Water,Grassland
1236,Forest,Forest,Built-up,NULL,Non_Wetland,Water,Wetland,Water
1237,Forest,Forest,Built-up,NULL,Non_Wetland,Water,Wetland,Forest
1238,Forest,Forest,Built-up,NULL,Non_Wetland,Water,Bareland,Forest
1239,Forest,Forest,Built-up,NULL,Non_Wetland,Water,Built-up,Forest
1240,Forest,Forest,Built-up,NULL,Non_Wetland,Water,Water,Water
1241,Forest,Forest,Built-up,NULL,Non_Wetland,Water,Water,Forest
1242,Forest,Forest,Built-up,NULL,Non_Wetland,Water,Forest,Forest
1243,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Wetland,Forest
1244,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Bareland,Forest
1245,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
1246,Forest,Forest,Built-up,Non_Water,Non_Wetland,NULL,Wetland,Forest
1247,Forest,Forest,Built-up,Non_Water,Non_Wetland,Water,Wetland,Forest
1248,Forest,Forest,Built-up,Non_Water,Non_Wetland,Water,Water,Water
1249,Forest,Forest,Built-up,Non_Water,Non_Wetland,Water,Water,Forest
1250,Forest,Forest,Built-up,Non_Water,Non_Wetland,Forest,Forest,Forest
1251,Forest,Forest,Built-up,Water,Non_Wetland,NULL,Wetland,Forest
1252,Forest,Forest,Built-up,Water,Non_Wetland,NULL,Forest,Forest
1253,Forest,Forest,Built-up,Water,Non_Wetland,Bareland,Wetland,Water
1254,Forest,Forest,Built-up,Water,Non_Wetland,Bareland,Water,Grassland
1255,Forest,Forest,Built-up,Water,Non_Wetland,Bareland,Water,Forest
1256,Forest,Forest,Built-up,Water,Non_Wetland,Water,Wetland,Water
1257,Forest,Forest,Built-up,Water,Non_Wetland,Water,Wetland,Forest
1258,Forest,Forest,Built-up,Water,Non_Wetland,Water,Water,Grassland
1259,Forest,Forest,Built-up,Water,Non_Wetland,Water,Water,Water
1260,Forest,Forest,Built-up,Water,Non_Wetland,Water,Water,Forest
1261,Forest,Forest,Water,NULL,Water,NULL,Wetland,Water
1262,Forest,Forest,Water,NULL,Water,NULL,Wetland,Forest
1263,Forest,Forest,Water,NULL,Water,NULL,Water,Water
1264,Forest,Forest,Water,NULL,Water,NULL,Water,Forest
1265,Forest,Forest,Water,NULL,Water,NULL,Forest,Water
1266,Forest,Forest,Water,NULL,Water,NULL,Forest,Forest
1267,Forest,Forest,Water,NULL,Water,Wetland,Wetland,Forest
1268,Forest,Forest,Water,NULL,Water,Bareland,Wetland,Grassland
1269,Forest,Forest,Water,NULL,Water,Bareland,Built-up,Grassland
1270,Forest,Forest,Water,NULL,Water,Bareland,Built-up,Built-up
1271,Forest,Forest,Water,NULL,Water,Bareland,Built-up,Forest
1272,Forest,Forest,Water,NULL,Water,Built-up,Built-up,Grassland
1273,Forest,Forest,Water,NULL,Water,Built-up,Built-up,Bareland
1274,Forest,Forest,Water,NULL,Water,Built-up,Built-up,Forest
1275,Forest,Forest,Water,NULL,Water,Water,NULL,Grassland
1276,Forest,Forest,Water,NULL,Water,Water,Wetland,Water
1277,Forest,Forest,Water,NULL,Water,Water,Wetland,Forest
1278,Forest,Forest,Water,NULL,Water,Water,Built-up,Grassland
1279,Forest,Forest,Water,NULL,Water,Water,Built-up,Forest
1280,Forest,Forest,Water,NULL,Water,Water,Water,Grassland
1281,Forest,Forest,Water,NULL,Water,Water,Water,Water
1282,Forest,Forest,Water,NULL,Water,Water,Water,Forest
1283,Forest,Forest,Water,NULL,Water,Water,Forest,Water
1284,Forest,Forest,Water,NULL,Water,Water,Forest,Forest
1285,Forest,Forest,Water,NULL,Water,Forest,Wetland,Water
1286,Forest,Forest,Water,NULL,Water,Forest,Wetland,Forest
1287,Forest,Forest,Water,NULL,Water,Forest,Water,Grassland
1288,Forest,Forest,Water,NULL,Water,Forest,Water,Water
1289,Forest,Forest,Water,NULL,Water,Forest,Water,Forest
1290,Forest,Forest,Water,NULL,Water,Forest,Forest,Water
1291,Forest,Forest,Water,NULL,Water,Forest,Forest,Forest
1292,Forest,Forest,Water,Non_Water,Water,NULL,Wetland,Water
1293,Forest,Forest,Water,Non_Water,Water,NULL,Wetland,Forest
1294,Forest,Forest,Water,Non_Water,Water,NULL,Water,Grassland
1295,Forest,Forest,Water,Non_Water,Water,NULL,Water,Water
1296,Forest,Forest,Water,Non_Water,Water,NULL,Water,Forest
1297,Forest,Forest,Water,Non_Water,Water,NULL,Forest,Water
1298,Forest,Forest,Water,Non_Water,Water,NULL,Forest,Forest
1299,Forest,Forest,Water,Non_Water,Water,Grassland,Water,Forest
1300,Forest,Forest,Water,Non_Water,Water,Wetland,Wetland,Forest
1301,Forest,Forest,Water,Non_Water,Water,Wetland,Water,Forest
1302,Forest,Forest,Water,Non_Water,Water,Bareland,Wetland,Grassland
1303,Forest,Forest,Water,Non_Water,Water,Bareland,Wetland,Water
1304,Forest,Forest,Water,Non_Water,Water,Bareland,Wetland,Forest
1305,Forest,Forest,Water,Non_Water,Water,Bareland,Water,Grassland
1306,Forest,Forest,Water,Non_Water,Water,Bareland,Water,Water
1307,Forest,Forest,Water,Non_Water,Water,Bareland,Water,Forest
1308,Forest,Forest,Water,Non_Water,Water,Water,NULL,Grassland
1309,Forest,Forest,Water,Non_Water,Water,Water,Wetland,Grassland
1310,Forest,Forest,Water,Non_Water,Water,Water,Wetland,Water
1311,Forest,Forest,Water,Non_Water,Water,Water,Wetland,Forest
1312,Forest,Forest,Water,Non_Water,Water,Water,Water,Grassland
1313,Forest,Forest,Water,Non_Water,Water,Water,Water,Water
1314,Forest,Forest,Water,Non_Water,Water,Water,Water,Forest
1315,Forest,Forest,Water,Non_Water,Water,Water,Forest,Water
1316,Forest,Forest,Water,Non_Water,Water,Water,Forest,Forest
1317,Forest,Forest,Water,Non_Water,Water,Forest,Wetland,Forest
1318,Forest,Forest,Water,Non_Water,Water,Forest,Water,Water
1319,Forest,Forest,Water,Non_Water,Water,Forest,Water,Forest
1320,Forest,Forest,Water,Non_Water,Water,Forest,Forest,Forest
1321,Forest,Forest,Water,Water,Water,NULL,Wetland,Water
1322,Forest,Forest,Water,Water,Water,NULL,Wetland,Forest
1323,Forest,Forest,Water,Water,Water,NULL,Water,Grassland
1324,Forest,Forest,Water,Water,Water,NULL,Water,Water
1325,Forest,Forest,Water,Water,Water,NULL,Water,Forest
1326,Forest,Forest,Water,Water,Water,NULL,Forest,Water
1327,Forest,Forest,Water,Water,Water,NULL,Forest,Forest
1328,Forest,Forest,Water,Water,Water,Grassland,Wetland,Forest
1329,Forest,Forest,Water,Water,Water,Wetland,Water,Grassland
1330,Forest,Forest,Water,Water,Water,Wetland,Water,Water
1331,Forest,Forest,Water,Water,Water,Wetland,Water,Forest
1332,Forest,Forest,Water,Water,Water,Bareland,Wetland,Grassland
1333,Forest,Forest,Water,Water,Water,Bareland,Wetland,Water
1334,Forest,Forest,Water,Water,Water,Bareland,Wetland,Forest
1335,Forest,Forest,Water,Water,Water,Bareland,Water,Grassland
1336,Forest,Forest,Water,Water,Water,Bareland,Water,Water
1337,Forest,Forest,Water,Water,Water,Bareland,Water,Forest
1338,Forest,Forest,Water,Water,Water,Water,NULL,Grassland
1339,Forest,Forest,Water,Water,Water,Water,Wetland,Grassland
1340,Forest,Forest,Water,Water,Water,Water,Wetland,Water
1341,Forest,Forest,Water,Water,Water,Water,Wetland,Forest
1342,Forest,Forest,Water,Water,Water,Water,Water,Grassland
1343,Forest,Forest,Water,Water,Water,Water,Water,Water
1344,Forest,Forest,Water,Water,Water,Water,Water,Forest
1345,Forest,Forest,Water,Water,Water,Water,Forest,Water
1346,Forest,Forest,Water,Water,Water,Water,Forest,Forest
1347,Forest,Forest,Water,Water,Water,Forest,Wetland,Water
1348,Forest,Forest,Water,Water,Water,Forest,Wetland,Forest
1349,Forest,Forest,Water,Water,Water,Forest,Water,Water
1350,Forest,Forest,Water,Water,Water,Forest,Water,Forest
1351,Forest,Forest,Water,Water,Water,Forest,Forest,Water
1352,Forest,Forest,Water,Water,Water,Forest,Forest,Forest
1353,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1354,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
1355,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Water
1356,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1357,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
1358,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Built-up,Forest
1359,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Water,Water
1360,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Water,Forest
1361,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
1362,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Water
1363,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1364,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
1365,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1366,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1367,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1368,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1369,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1370,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1371,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1372,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1373,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
1374,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Water
1375,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
1376,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Built-up,Grassland
1377,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Built-up,Bareland
1378,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Built-up,Forest
1379,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
1380,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1381,Forest,Forest,Forest,NULL,Non_Wetland,Built-up,Bareland,Forest
1382,Forest,Forest,Forest,NULL,Non_Wetland,Water,NULL,Grassland
1383,Forest,Forest,Forest,NULL,Non_Wetland,Water,NULL,Forest
1384,Forest,Forest,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
1385,Forest,Forest,Forest,NULL,Non_Wetland,Water,Grassland,Forest
1386,Forest,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
1387,Forest,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Water
1388,Forest,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1389,Forest,Forest,Forest,NULL,Non_Wetland,Water,Bareland,Forest
1390,Forest,Forest,Forest,NULL,Non_Wetland,Water,Built-up,Forest
1391,Forest,Forest,Forest,NULL,Non_Wetland,Water,Water,Grassland
1392,Forest,Forest,Forest,NULL,Non_Wetland,Water,Water,Water
1393,Forest,Forest,Forest,NULL,Non_Wetland,Water,Water,Forest
1394,Forest,Forest,Forest,NULL,Non_Wetland,Water,Forest,Grassland
1395,Forest,Forest,Forest,NULL,Non_Wetland,Water,Forest,Water
1396,Forest,Forest,Forest,NULL,Non_Wetland,Water,Forest,Forest
1397,Forest,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Forest
1398,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1399,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Water
1400,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1401,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
1402,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Water,Water
1403,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Water,Forest
1404,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
1405,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Water
1406,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1407,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Wetland,Grassland
1408,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Wetland,Water
1409,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
1410,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Water,Grassland
1411,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Water,Water
1412,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
1413,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Forest,Water
1414,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
1415,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1416,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
1417,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1418,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
1419,Forest,Forest,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
1420,Forest,Forest,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Forest
1421,Forest,Forest,Forest,Non_Water,Non_Wetland,Bareland,Water,Grassland
1422,Forest,Forest,Forest,Non_Water,Non_Wetland,Bareland,Water,Forest
1423,Forest,Forest,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
1424,Forest,Forest,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
1425,Forest,Forest,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
1426,Forest,Forest,Forest,Non_Water,Non_Wetland,Water,Bareland,Forest
1427,Forest,Forest,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
1428,Forest,Forest,Forest,Non_Water,Non_Wetland,Water,Water,Water
1429,Forest,Forest,Forest,Non_Water,Non_Wetland,Water,Water,Forest
1430,Forest,Forest,Forest,Non_Water,Non_Wetland,Water,Forest,Water
1431,Forest,Forest,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
1432,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest,Wetland,Water
1433,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
1434,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest,Water,Water
1435,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
1436,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest,Forest,Water
1437,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
1438,Forest,Forest,Forest,Water,Non_Wetland,NULL,Wetland,Grassland
1439,Forest,Forest,Forest,Water,Non_Wetland,NULL,Wetland,Water
1440,Forest,Forest,Forest,Water,Non_Wetland,NULL,Wetland,Forest
1441,Forest,Forest,Forest,Water,Non_Wetland,NULL,Water,Grassland
1442,Forest,Forest,Forest,Water,Non_Wetland,NULL,Water,Water
1443,Forest,Forest,Forest,Water,Non_Wetland,NULL,Water,Forest
1444,Forest,Forest,Forest,Water,Non_Wetland,NULL,Forest,Water
1445,Forest,Forest,Forest,Water,Non_Wetland,NULL,Forest,Forest
1446,Forest,Forest,Forest,Water,Non_Wetland,Grassland,Wetland,Forest
1447,Forest,Forest,Forest,Water,Non_Wetland,Grassland,Water,Forest
1448,Forest,Forest,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
1449,Forest,Forest,Forest,Water,Non_Wetland,Wetland,Water,Forest
1450,Forest,Forest,Forest,Water,Non_Wetland,Bareland,Wetland,Water
1451,Forest,Forest,Forest,Water,Non_Wetland,Bareland,Wetland,Forest
1452,Forest,Forest,Forest,Water,Non_Wetland,Bareland,Water,Grassland
1453,Forest,Forest,Forest,Water,Non_Wetland,Bareland,Water,Water
1454,Forest,Forest,Forest,Water,Non_Wetland,Bareland,Forest,Forest
1455,Forest,Forest,Forest,Water,Non_Wetland,Water,NULL,Grassland
1456,Forest,Forest,Forest,Water,Non_Wetland,Water,Wetland,Grassland
1457,Forest,Forest,Forest,Water,Non_Wetland,Water,Wetland,Water
1458,Forest,Forest,Forest,Water,Non_Wetland,Water,Wetland,Forest
1459,Forest,Forest,Forest,Water,Non_Wetland,Water,Bareland,Forest
1460,Forest,Forest,Forest,Water,Non_Wetland,Water,Water,Grassland
1461,Forest,Forest,Forest,Water,Non_Wetland,Water,Water,Water
1462,Forest,Forest,Forest,Water,Non_Wetland,Water,Water,Forest
1463,Forest,Forest,Forest,Water,Non_Wetland,Water,Forest,Water
1464,Forest,Forest,Forest,Water,Non_Wetland,Water,Forest,Forest
1465,Forest,Forest,Forest,Water,Non_Wetland,Forest,Wetland,Water
1466,Forest,Forest,Forest,Water,Non_Wetland,Forest,Wetland,Forest
1467,Forest,Forest,Forest,Water,Non_Wetland,Forest,Water,Water
1468,Forest,Forest,Forest,Water,Non_Wetland,Forest,Water,Forest
1469,Forest,Forest,Forest,Water,Non_Wetland,Forest,Forest,Water
1470,Forest,Forest,Forest,Water,Non_Wetland,Forest,Forest,Forest
