Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LDR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LDR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LDR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LDR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LDR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LDR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LDR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LDR_M_R
5716,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
5717,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Forest
5718,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Forest,Forest
5719,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Forest,Forest
5720,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Grassland,Grassland
5721,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Grassland,Forest
5722,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Forest
5723,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Wetland,Forest
5724,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
5725,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Grassland,Forest
5726,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Wetland,Forest
5727,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Water,Forest
5728,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
5729,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland,Grassland,Bareland
5730,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland,Wetland,Forest
5731,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland,Bareland,Bareland
5732,Forest,Forest,Shrubland,Water,Non_Wetland,Water,Wetland,Forest
5733,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
5734,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
5735,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
5736,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
5737,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
5738,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
5739,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
5740,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,NULL
5741,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
5742,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
5743,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Bareland,Bareland
5744,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Bareland,Forest
5745,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Water,Forest
5746,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,NULL
5747,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
5748,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
5749,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
5750,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
5751,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
5752,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
5753,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
5754,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
5755,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
5756,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Wetland,NULL
5757,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
5758,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Wetland,Forest
5759,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
5760,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Bareland,Forest
5761,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Forest,NULL
5762,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
5763,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
5764,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
5765,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
5766,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
5767,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
5768,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
5769,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5770,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
5771,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
5772,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
5773,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5774,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
5775,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
5776,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
5777,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
5778,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
5779,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
5780,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
5781,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,NULL
5782,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
5783,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
5784,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
5785,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
5786,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
5787,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
5788,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Cropland
5789,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Bareland
5790,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Built-up
5791,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
5792,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
5793,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
5794,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
5795,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland,Grassland,Cropland
5796,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
5797,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland,Forest,Grassland
5798,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland,Forest,Forest
5799,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
5800,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
5801,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Forest
5802,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,NULL
5803,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
5804,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
5805,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
5806,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
5807,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
5808,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Bareland,Forest
5809,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,NULL
5810,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
5811,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
5812,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
5813,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
5814,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Forest
5815,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,NULL
5816,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5817,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Cropland
5818,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
5819,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
5820,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Water
5821,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
5822,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,Bareland
5823,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
5824,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,NULL
5825,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
5826,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Cropland
5827,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
5828,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
5829,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,NULL
5830,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
5831,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Cropland
5832,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Bareland
5833,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Built-up
5834,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
5835,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
5836,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
5837,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
5838,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Bareland,Forest
5839,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Forest,Grassland
5840,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Forest,Forest
5841,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
5842,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Shrubland,NULL
5843,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Shrubland,Grassland
5844,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
5845,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,NULL
5846,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
5847,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Cropland
5848,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
5849,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Wetland,NULL
5850,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Wetland,Grassland
5851,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
5852,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Bareland,Grassland
5853,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Bareland,Forest
5854,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Water,Forest
5855,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,NULL
5856,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
5857,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
5858,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
5859,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Grassland,Forest
5860,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Forest
5861,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Forest,NULL
5862,Forest,Forest,Grassland,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
5863,Forest,Forest,Grassland,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
5864,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
5865,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
5866,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
5867,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,NULL
5868,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
5869,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
5870,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
5871,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Forest,Forest
5872,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,NULL
5873,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Forest,Forest
5874,Forest,Forest,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
5875,Forest,Forest,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Forest
5876,Forest,Forest,Grassland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
5877,Forest,Forest,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
5878,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,Grassland,Forest
5879,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,Wetland,Forest
5880,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,Water,Forest
5881,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,Forest,Forest
5882,Forest,Forest,Grassland,Water,Non_Wetland,NULL,Wetland,Forest
5883,Forest,Forest,Grassland,Water,Non_Wetland,NULL,Forest,Forest
5884,Forest,Forest,Grassland,Water,Non_Wetland,Shrubland,Grassland,Grassland
5885,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
5886,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Grassland,Forest
5887,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Wetland,Forest
5888,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Bareland,Grassland
5889,Forest,Forest,Grassland,Water,Non_Wetland,Bareland,Grassland,Grassland
5890,Forest,Forest,Grassland,Water,Non_Wetland,Bareland,Bareland,Bareland
5891,Forest,Forest,Grassland,Water,Non_Wetland,Bareland,Bareland,Water
5892,Forest,Forest,Grassland,Water,Non_Wetland,Bareland,Bareland,Forest
5893,Forest,Forest,Grassland,Water,Non_Wetland,Forest,Grassland,Forest
5894,Forest,Forest,Grassland,Water,Non_Wetland,Forest,Wetland,Forest
5895,Forest,Forest,Grassland,Water,Non_Wetland,Forest,Forest,Forest
5896,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
5897,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
5898,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
5899,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
5900,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
5901,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
5902,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
5903,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
5904,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
5905,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
5906,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5907,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
5908,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
5909,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5910,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
5911,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
5912,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
5913,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
5914,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
5915,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
5916,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
5917,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
5918,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Bareland
5919,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
5920,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
5921,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
5922,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
5923,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
5924,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
5925,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
5926,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5927,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
5928,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
5929,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
5930,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
5931,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Water
5932,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
5933,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
5934,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
5935,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
5936,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
5937,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
5938,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
5939,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Bareland,Forest
5940,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
5941,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
5942,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Bareland
5943,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
5944,Forest,Forest,Cropland,Water,Non_Wetland,Grassland,Grassland,Forest
5945,Forest,Forest,Cropland,Water,Non_Wetland,Bareland,Bareland,Bareland
5946,Forest,Forest,Cropland,Water,Non_Wetland,Bareland,Bareland,Forest
5947,Forest,Forest,Wetland,NULL,Wetland,NULL,Shrubland,NULL
5948,Forest,Forest,Wetland,NULL,Wetland,NULL,Grassland,Grassland
5949,Forest,Forest,Wetland,NULL,Wetland,NULL,Grassland,Forest
5950,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,NULL
5951,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Grassland
5952,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Water
5953,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
5954,Forest,Forest,Wetland,NULL,Wetland,NULL,Bareland,Forest
5955,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Forest
5956,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Forest
5957,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Grassland,Grassland
5958,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
5959,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Wetland,Forest
5960,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Forest,Forest
5961,Forest,Forest,Wetland,NULL,Wetland,Grassland,Shrubland,Forest
5962,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,NULL
5963,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
5964,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Forest
5965,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,NULL
5966,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
5967,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Water
5968,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
5969,Forest,Forest,Wetland,NULL,Wetland,Grassland,Bareland,Forest
5970,Forest,Forest,Wetland,NULL,Wetland,Grassland,Water,Forest
5971,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,NULL
5972,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Grassland
5973,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Wetland
5974,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Forest
5975,Forest,Forest,Wetland,NULL,Wetland,Cropland,Forest,Forest
5976,Forest,Forest,Wetland,NULL,Wetland,Wetland,Shrubland,Forest
5977,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Forest
5978,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
5979,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Water
5980,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
5981,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Forest
5982,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Forest
5983,Forest,Forest,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
5984,Forest,Forest,Wetland,NULL,Wetland,Bareland,Grassland,Forest
5985,Forest,Forest,Wetland,NULL,Wetland,Bareland,Wetland,NULL
5986,Forest,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
5987,Forest,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Bareland
5988,Forest,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Water
5989,Forest,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Forest
5990,Forest,Forest,Wetland,NULL,Wetland,Bareland,Bareland,Forest
5991,Forest,Forest,Wetland,NULL,Wetland,Bareland,Water,Forest
5992,Forest,Forest,Wetland,NULL,Wetland,Bareland,Forest,Bareland
5993,Forest,Forest,Wetland,NULL,Wetland,Bareland,Forest,Forest
5994,Forest,Forest,Wetland,NULL,Wetland,Water,Grassland,Grassland
5995,Forest,Forest,Wetland,NULL,Wetland,Water,Grassland,Forest
5996,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Water
5997,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
5998,Forest,Forest,Wetland,NULL,Wetland,Water,Bareland,Water
5999,Forest,Forest,Wetland,NULL,Wetland,Water,Bareland,Forest
6000,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Grassland
6001,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Water
6002,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Forest
6003,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Grassland
6004,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Wetland
6005,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Water
6006,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Forest
6007,Forest,Forest,Wetland,NULL,Wetland,Forest,Shrubland,NULL
6008,Forest,Forest,Wetland,NULL,Wetland,Forest,Shrubland,Forest
6009,Forest,Forest,Wetland,NULL,Wetland,Forest,Grassland,Grassland
6010,Forest,Forest,Wetland,NULL,Wetland,Forest,Grassland,Forest
6011,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Water
6012,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Forest
6013,Forest,Forest,Wetland,NULL,Wetland,Forest,Bareland,Forest
6014,Forest,Forest,Wetland,NULL,Wetland,Forest,Water,Forest
6015,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Forest
6016,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
6017,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Bareland,Forest
6018,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Water
6019,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Forest
6020,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,Grassland,Grassland
6021,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
6022,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
6023,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,NULL
6024,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
6025,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Forest
6026,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Forest,Forest
6027,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
6028,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Forest
6029,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Grassland,Grassland
6030,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Wetland,Water
6031,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Wetland,Forest
6032,Forest,Forest,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
6033,Forest,Forest,Wetland,Non_Water,Wetland,Water,Grassland,Forest
6034,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Forest
6035,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Forest
6036,Forest,Forest,Wetland,Non_Water,Wetland,Water,Forest,Grassland
6037,Forest,Forest,Wetland,Non_Water,Wetland,Water,Forest,Forest
6038,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Grassland,Forest
6039,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
6040,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Water,Forest
6041,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Forest,Forest
6042,Forest,Forest,Wetland,Water,Wetland,NULL,Grassland,Forest
6043,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Forest
6044,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Forest
6045,Forest,Forest,Wetland,Water,Wetland,NULL,Forest,Forest
6046,Forest,Forest,Wetland,Water,Wetland,Shrubland,Wetland,Forest
6047,Forest,Forest,Wetland,Water,Wetland,Shrubland,Water,Grassland
6048,Forest,Forest,Wetland,Water,Wetland,Shrubland,Water,Forest
