Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21NXA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21NXA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21NXA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NXA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NXA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21NXA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21NXA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21NXA_M_R
1083,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
1084,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1085,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
1086,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1087,Forest,NULL,Wetland,NULL,Wetland,Wetland,Bareland,NULL
1088,Forest,NULL,Wetland,NULL,Wetland,Wetland,Bareland,Forest
1089,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,NULL
1090,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Grassland
1091,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
1092,Forest,NULL,Wetland,NULL,Wetland,Water,Grassland,Wetland
1093,Forest,NULL,Wetland,NULL,Wetland,Water,Grassland,Forest
1094,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
1095,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
1096,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
1097,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
1098,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Forest
1099,Forest,NULL,Wetland,NULL,Wetland,Water,Forest,Grassland
1100,Forest,NULL,Wetland,NULL,Wetland,Forest,Grassland,Forest
1101,Forest,NULL,Wetland,NULL,Wetland,Forest,Wetland,Forest
1102,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,NULL
1103,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
1104,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Forest
1105,Forest,NULL,Wetland,Non_Water,Wetland,Water,Forest,Water
1106,Forest,NULL,Wetland,Non_Water,Wetland,Water,Forest,Forest
1107,Forest,NULL,Wetland,Water,Wetland,Grassland,Wetland,Forest
1108,Forest,NULL,Wetland,Water,Wetland,Wetland,Grassland,Bareland
1109,Forest,NULL,Wetland,Water,Wetland,Water,Grassland,Wetland
1110,Forest,NULL,Wetland,Water,Wetland,Water,Grassland,Forest
1111,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland,NULL
1112,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
1113,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
1114,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
1115,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,NULL
1116,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1117,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
1118,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1119,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
1120,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,NULL
1121,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Grassland
1122,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
1123,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
1124,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
1125,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
1126,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
1127,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
1128,Forest,NULL,Water,NULL,Water,Wetland,Water,Forest
1129,Forest,NULL,Water,NULL,Water,Water,Grassland,Wetland
1130,Forest,NULL,Water,NULL,Water,Water,Grassland,Forest
1131,Forest,NULL,Water,NULL,Water,Water,Wetland,Wetland
1132,Forest,NULL,Water,NULL,Water,Water,Water,Water
1133,Forest,NULL,Water,NULL,Water,Water,Forest,Forest
1134,Forest,NULL,Water,Water,Water,Grassland,Forest,Grassland
1135,Forest,NULL,Water,Water,Water,Wetland,Grassland,Forest
1136,Forest,NULL,Water,Water,Water,Water,Grassland,Wetland
1137,Forest,NULL,Water,Water,Water,Water,Grassland,Forest
1138,Forest,NULL,Water,Water,Water,Water,Wetland,Water
1139,Forest,NULL,Water,Water,Water,Water,Wetland,Forest
1140,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
1141,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
1142,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1143,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1144,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
1145,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1146,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
1147,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
1148,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
1149,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
1150,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
1151,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
1152,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
1153,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1154,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
1155,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
1156,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1157,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1158,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
1159,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1160,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
1161,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1162,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,NULL
1163,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
1164,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
1165,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
1166,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1167,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1168,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,NULL
1169,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
1170,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
1171,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1172,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1173,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
1174,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1175,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
1176,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1177,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,NULL
1178,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
1179,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
1180,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
1181,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
1182,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1183,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
1184,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1185,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1186,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
1187,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1188,Forest,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Wetland
1189,Forest,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
1190,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
1191,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1192,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
1193,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
1194,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
1195,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
1196,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1197,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,NULL
1198,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1199,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
1200,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,NULL
1201,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
1202,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1203,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Grassland,Forest
1204,Forest,NULL,Forest,Water,Non_Wetland,Water,Grassland,Wetland
1205,Forest,NULL,Forest,Water,Non_Wetland,Water,Wetland,Wetland
1206,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
1207,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
1208,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
1209,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,Forest
1210,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
1211,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
1212,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
1213,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
1214,Forest,Wetland,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
1215,Forest,Wetland,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
1216,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
1217,Forest,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Forest
1218,Forest,Wetland,Wetland,NULL,Wetland,NULL,Forest,Forest
1219,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1220,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1221,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Water,Forest
1222,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Forest
1223,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1224,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1225,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,Forest
1226,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Forest,Forest
1227,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Grassland
1228,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Wetland
1229,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Water
1230,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Forest
1231,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Forest
1232,Forest,Wetland,Wetland,NULL,Wetland,Water,Forest,Grassland
1233,Forest,Wetland,Wetland,NULL,Wetland,Water,Forest,Forest
1234,Forest,Wetland,Wetland,NULL,Wetland,Forest,Grassland,Forest
1235,Forest,Wetland,Wetland,NULL,Wetland,Forest,Wetland,Forest
1236,Forest,Wetland,Wetland,NULL,Wetland,Forest,Water,Forest
1237,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
1238,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1239,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Forest
1240,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Water
1241,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Forest
1242,Forest,Wetland,Wetland,Water,Wetland,NULL,Water,Forest
1243,Forest,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Forest
1244,Forest,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Forest
1245,Forest,Wetland,Wetland,Water,Wetland,Wetland,Water,Forest
1246,Forest,Wetland,Wetland,Water,Wetland,Water,Grassland,Wetland
1247,Forest,Wetland,Wetland,Water,Wetland,Water,Wetland,Forest
1248,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Forest
1249,Forest,Wetland,Wetland,Water,Wetland,Forest,Wetland,Forest
1250,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
1251,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1252,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
1253,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
1254,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
1255,Forest,Wetland,Water,NULL,Water,Wetland,Water,Forest
1256,Forest,Wetland,Water,NULL,Water,Water,Grassland,Grassland
1257,Forest,Wetland,Water,NULL,Water,Water,Wetland,Forest
1258,Forest,Wetland,Water,NULL,Water,Water,Water,Forest
1259,Forest,Wetland,Water,NULL,Water,Forest,Wetland,Forest
1260,Forest,Wetland,Water,Non_Water,Water,Water,Water,Forest
1261,Forest,Wetland,Water,Water,Water,Wetland,Water,Grassland
1262,Forest,Wetland,Water,Water,Water,Wetland,Water,Forest
1263,Forest,Wetland,Water,Water,Water,Water,Grassland,Wetland
1264,Forest,Wetland,Water,Water,Water,Water,Wetland,Wetland
1265,Forest,Wetland,Water,Water,Water,Water,Wetland,Water
1266,Forest,Wetland,Water,Water,Water,Water,Water,Water
1267,Forest,Wetland,Water,Water,Water,Water,Water,Forest
1268,Forest,Wetland,Water,Water,Water,Forest,Water,Forest
1269,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1270,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Water,Forest
1271,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1272,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Water
1273,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1274,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Water,Forest
1275,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1276,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1277,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1278,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Forest
1279,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1280,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Grassland,Forest
1281,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
1282,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1283,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Water,Forest
1284,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Forest,Forest
1285,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1286,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Water,Forest
1287,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
1288,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Forest
1289,Forest,Wetland,Forest,Water,Non_Wetland,NULL,Wetland,Forest
1290,Forest,Wetland,Forest,Water,Non_Wetland,Wetland,Water,Grassland
1291,Forest,Wetland,Forest,Water,Non_Wetland,Water,Water,Forest
1292,Forest,Bareland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Water
1293,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
1294,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1295,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
1296,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
1297,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1298,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1299,Forest,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
1300,Forest,Water,NULL,NULL,Non_Wetland,NULL,Water,Forest
1301,Forest,Water,NULL,NULL,Non_Wetland,NULL,Forest,Water
1302,Forest,Water,NULL,NULL,Non_Wetland,NULL,Forest,Forest
1303,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
1304,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
1305,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
1306,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Water
1307,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
1308,Forest,Water,NULL,NULL,Non_Wetland,Forest,Forest,Forest
1309,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
1310,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Forest,Forest
1311,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Grassland
1312,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
1313,Forest,Water,NULL,Water,Non_Wetland,NULL,Wetland,Water
1314,Forest,Water,NULL,Water,Non_Wetland,NULL,Wetland,Forest
1315,Forest,Water,NULL,Water,Non_Wetland,NULL,Water,Forest
1316,Forest,Water,NULL,Water,Non_Wetland,NULL,Forest,Forest
1317,Forest,Water,NULL,Water,Non_Wetland,Wetland,Forest,Forest
1318,Forest,Water,NULL,Water,Non_Wetland,Water,Wetland,Water
1319,Forest,Water,NULL,Water,Non_Wetland,Water,Wetland,Forest
1320,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Grassland
1321,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Water
1322,Forest,Water,NULL,Water,Non_Wetland,Water,Forest,Grassland
1323,Forest,Water,NULL,Water,Non_Wetland,Water,Forest,Water
1324,Forest,Water,NULL,Water,Non_Wetland,Water,Forest,Forest
1325,Forest,Water,NULL,Water,Non_Wetland,Forest,Forest,Forest
1326,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
1327,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
1328,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
1329,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
1330,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1331,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
1332,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
1333,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
1334,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
1335,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
1336,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
1337,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
1338,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
1339,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
1340,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
1341,Forest,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Water
1342,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Water
1343,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1344,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Water
1345,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
1346,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Forest,Forest
1347,Forest,Water,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
1348,Forest,Water,Shrubland,Water,Non_Wetland,Grassland,Wetland,Forest
1349,Forest,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Forest
1350,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
1351,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Bareland
1352,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Water
1353,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
1354,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
1355,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Water
1356,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Forest
1357,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,Forest,Grassland
1358,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,Forest,Water
1359,Forest,Water,Shrubland,Water,Non_Wetland,Water,Grassland,Bareland
1360,Forest,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
1361,Forest,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Water
1362,Forest,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
1363,Forest,Water,Shrubland,Water,Non_Wetland,Water,Forest,Forest
1364,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Water,Forest
1365,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
1366,Forest,Water,Grassland,NULL,Non_Wetland,Water,Forest,Grassland
1367,Forest,Water,Grassland,NULL,Non_Wetland,Water,Forest,Water
1368,Forest,Water,Grassland,NULL,Non_Wetland,Water,Forest,Forest
1369,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
1370,Forest,Water,Grassland,Non_Water,Non_Wetland,Forest,Water,Forest
1371,Forest,Water,Grassland,Water,Non_Wetland,Water,Water,Forest
1372,Forest,Water,Grassland,Water,Non_Wetland,Water,Forest,Water
1373,Forest,Water,Grassland,Water,Non_Wetland,Water,Forest,Forest
1374,Forest,Water,Cropland,Water,Non_Wetland,Grassland,Water,Forest
1375,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Water
1376,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
1377,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Water
1378,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Forest
1379,Forest,Water,Wetland,NULL,Wetland,NULL,Forest,Forest
1380,Forest,Water,Wetland,NULL,Wetland,Grassland,Grassland,Forest
1381,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1382,Forest,Water,Wetland,NULL,Wetland,Grassland,Water,Forest
1383,Forest,Water,Wetland,NULL,Wetland,Grassland,Forest,Water
1384,Forest,Water,Wetland,NULL,Wetland,Grassland,Forest,Forest
1385,Forest,Water,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
1386,Forest,Water,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
1387,Forest,Water,Wetland,NULL,Wetland,Wetland,Grassland,Forest
1388,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1389,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Water
1390,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1391,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Grassland
1392,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Bareland
1393,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Water
1394,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
1395,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,Grassland
1396,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,Wetland
1397,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,Water
1398,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,Forest
1399,Forest,Water,Wetland,NULL,Wetland,Water,Grassland,Forest
1400,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
1401,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Bareland
1402,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Water
1403,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
1404,Forest,Water,Wetland,NULL,Wetland,Water,Water,Grassland
1405,Forest,Water,Wetland,NULL,Wetland,Water,Water,Water
1406,Forest,Water,Wetland,NULL,Wetland,Water,Water,Forest
1407,Forest,Water,Wetland,NULL,Wetland,Water,Forest,NULL
1408,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Grassland
1409,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Water
1410,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Forest
1411,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Water
1412,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Forest
1413,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Water
1414,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Forest
1415,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Forest
1416,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
1417,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Water
1418,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
1419,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
1420,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
1421,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Water,Water
1422,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
1423,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
1424,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
1425,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
1426,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
1427,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
1428,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
1429,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Water
1430,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
1431,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Water
1432,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Forest
1433,Forest,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Water
1434,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Forest
1435,Forest,Water,Wetland,Non_Water,Wetland,Forest,Forest,Water
