Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24LTP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LTP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LTP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LTP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LTP_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LTP_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LTP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24LTP_M_R
326,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Bareland
327,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
328,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
329,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
330,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
331,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
332,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
333,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
334,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
335,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
336,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
337,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
338,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
339,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
340,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
341,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
342,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
343,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
344,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
345,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
346,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
347,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
348,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
349,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,NULL
350,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
351,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
352,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
353,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
354,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Built-up
355,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
356,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
357,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
358,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
359,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,NULL
360,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
361,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,NULL
362,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
363,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,NULL
364,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Built-up
365,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
366,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
367,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
368,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
369,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
370,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,NULL
371,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,NULL
372,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
373,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Bareland
374,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Forest
375,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
376,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,NULL
377,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Grassland
378,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Bareland
379,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Built-up
380,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,NULL
381,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
382,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
383,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Built-up
384,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Forest
385,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
386,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
387,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
388,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
389,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
390,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
391,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,NULL
392,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
393,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Bareland
394,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Forest
395,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,NULL
396,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
397,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
398,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Bareland
399,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Built-up,Grassland
400,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
401,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
402,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Cropland
403,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
404,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
405,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
406,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
407,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,NULL
408,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
409,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
410,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
411,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
412,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Cropland
413,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
414,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
415,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
416,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,NULL
417,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
418,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Bareland
419,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
420,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
421,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Bareland
422,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
423,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
424,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
425,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
426,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Shrubland,NULL
427,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Shrubland,Grassland
428,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Shrubland,Bareland
429,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,NULL
430,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Bareland,Grassland
431,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Bareland,Bareland
432,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Water,NULL
433,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Grassland
434,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Wetland
435,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,NULL,NULL
436,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,NULL,Grassland
437,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,NULL
438,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
439,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Forest
440,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Water,NULL
441,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Water,Grassland
442,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,NULL
443,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Shrubland,NULL
444,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,NULL
445,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
446,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,NULL,NULL
447,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,NULL,Grassland
448,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,NULL,Bareland
449,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Bareland
450,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Cropland
451,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Bareland
452,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Water,Grassland
453,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Water,Bareland
454,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
455,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
456,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
457,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
458,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
459,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,NULL
460,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
461,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
462,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
463,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
464,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
465,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Bareland,NULL
466,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Bareland,Grassland
467,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Water,NULL
468,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,NULL
469,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Wetland
470,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
471,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
472,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
473,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
474,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
475,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
476,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
477,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Bareland,NULL
478,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Water,NULL
479,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
480,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
481,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
482,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
483,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
484,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
485,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
486,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
487,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
488,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
489,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,NULL
490,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
491,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
492,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,NULL
493,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
494,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Built-up
495,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Water,NULL
496,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Water,Bareland
497,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Water,NULL
498,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
499,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
500,NULL,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,Water,Bareland
501,NULL,NULL,Grassland,Water,Non_Wetland,Shrubland,NULL,Forest
502,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
503,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
504,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
505,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
506,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
507,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
508,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
509,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
510,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
511,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
512,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
513,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Wetland
514,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Bareland
515,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Built-up
516,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
517,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
518,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
519,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
520,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Wetland
521,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
522,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
523,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
524,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
525,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,NULL
526,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
527,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
528,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
529,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Built-up
530,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
531,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,NULL
532,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
533,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
534,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Wetland
535,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Bareland
536,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Built-up
537,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
538,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,NULL
539,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
540,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Wetland
541,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Bareland
542,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,NULL
543,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
544,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Bareland
545,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Built-up
546,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
547,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
548,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
549,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Wetland
550,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Bareland
551,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Built-up
552,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
553,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
554,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
555,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
556,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
557,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
558,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
559,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
560,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
561,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
562,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
563,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
564,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
565,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
566,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,NULL
567,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
568,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Bareland
569,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Built-up,NULL
570,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
571,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Cropland
572,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Water,NULL
573,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Water,Grassland
574,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,NULL
575,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
576,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
577,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
578,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Wetland
579,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
580,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
581,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
582,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
583,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
584,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
585,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
586,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
587,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
588,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
589,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
590,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
591,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
592,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
593,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
594,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
595,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
596,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
597,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
598,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
599,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
600,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
601,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
602,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
603,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,NULL
604,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
605,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
606,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Wetland
607,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Bareland
608,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
609,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
610,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,NULL
611,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
612,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
613,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
614,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
615,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
616,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
617,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Built-up
618,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,NULL
619,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
620,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
621,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Bareland
622,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,NULL
623,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
624,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
625,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Bareland
626,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
627,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Bareland
628,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Built-up,NULL
629,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Built-up,Grassland
630,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Built-up,Cropland
631,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Built-up,Bareland
632,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
633,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
634,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
635,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
636,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
637,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Water
638,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
639,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
640,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
641,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
642,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
643,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
644,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
645,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
646,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
647,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
648,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
649,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
650,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
651,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
652,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
653,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
