Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21LYD_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LYD_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LYD_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LYD_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LYD_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LYD_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LYD_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21LYD_M_R
326,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
327,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
328,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
329,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Bareland
330,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Water
331,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
332,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
333,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
334,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
335,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Bareland
336,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
337,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,NULL
338,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
339,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
340,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Forest
341,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
342,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
343,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
344,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Bareland
345,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Built-up
346,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
347,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Grassland
348,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Forest
349,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
350,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
351,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
352,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
353,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
354,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Built-up
355,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
356,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
357,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
358,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
359,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
360,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
361,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
362,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
363,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,NULL
364,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
365,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
366,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
367,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Water
368,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
369,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
370,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
371,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
372,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
373,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
374,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
375,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
376,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Water
377,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
378,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
379,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
380,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
381,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Wetland
382,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
383,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
384,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
385,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
386,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
387,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
388,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Wetland
389,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
390,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
391,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
392,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
393,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
394,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
395,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Wetland
396,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Water
397,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
398,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
399,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
400,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
401,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
402,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
403,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
404,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
405,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
406,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Wetland
407,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
408,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
409,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
410,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Cropland
411,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
412,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
413,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
414,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
415,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
416,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
417,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
418,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
419,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
420,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
421,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
422,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Bareland
423,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,NULL
424,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
425,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Bareland
426,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Water
427,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Forest
428,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,NULL
429,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
430,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
431,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
432,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Wetland
433,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
434,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
435,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
436,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Cropland
437,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Wetland
438,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Bareland
439,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
440,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
441,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
442,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Cropland
443,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Wetland
444,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Bareland
445,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
446,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
447,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
448,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Cropland
449,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Bareland
450,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
451,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,NULL
452,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,NULL
453,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Grassland
454,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Bareland
455,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
456,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
457,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Cropland
458,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Wetland
459,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Bareland
460,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
461,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
462,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,NULL
463,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
464,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Wetland
465,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Water
466,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
467,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
468,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,NULL
469,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
470,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Wetland
471,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,NULL
472,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
473,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Cropland
474,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
475,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
476,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
477,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
478,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
479,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
480,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
481,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,NULL
482,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
483,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Wetland
484,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Bareland,Grassland
485,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,NULL
486,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
487,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Wetland
488,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,Grassland
489,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
490,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
491,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
492,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
493,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Cropland
494,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Wetland
495,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
496,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
497,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
498,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Bareland
499,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,NULL
500,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
501,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
502,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Water
503,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
504,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Cropland
505,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Wetland
506,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,Water,Grassland
507,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Cropland
508,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,NULL
509,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Grassland
510,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,NULL
511,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
512,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
513,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,NULL
514,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
515,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
516,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,NULL
517,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
518,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Wetland
519,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Bareland
520,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,NULL
521,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
522,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Wetland
523,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
524,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Cropland
525,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
526,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
527,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Wetland
528,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Grassland
529,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
530,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Bareland,Water
531,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
532,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
533,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Shrubland,Grassland
534,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Grassland
535,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Bareland
536,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Wetland,Grassland
537,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Wetland,Wetland
538,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Grassland
539,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Wetland
540,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
541,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Grassland
542,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Wetland,Grassland
543,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Water,Grassland
544,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Water,Wetland
545,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Water,Water
546,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
547,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Shrubland,Grassland
548,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Shrubland,Water
549,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
550,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Bareland
551,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
552,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
553,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Wetland
554,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Water
555,NULL,NULL,Shrubland,Water,Non_Wetland,Cropland,Wetland,Grassland
556,NULL,NULL,Shrubland,Water,Non_Wetland,Cropland,Water,Grassland
557,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Shrubland,Grassland
558,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Shrubland,Wetland
559,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,NULL
560,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
561,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Shrubland,Grassland
562,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Wetland,Grassland
563,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Wetland,Wetland
564,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
565,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
566,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Wetland
567,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Water,Grassland
568,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Water,Water
569,NULL,NULL,Shrubland,Water,Non_Wetland,Forest,Water,Wetland
570,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
571,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
572,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
573,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
574,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,NULL
575,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
576,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
577,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
578,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
579,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Cropland
580,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
581,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
582,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
583,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,NULL
584,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
585,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
586,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
587,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
588,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
589,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
590,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
591,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
592,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,NULL
593,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
594,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
595,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
596,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
597,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
598,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
599,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
600,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
601,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
602,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
603,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
604,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
605,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
606,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
607,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
608,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
609,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,NULL
610,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
611,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
612,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Forest
613,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
614,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Shrubland,Forest
615,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,NULL
616,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
617,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
618,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
619,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,NULL
620,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
621,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,NULL
622,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
623,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
624,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,NULL
625,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
626,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
627,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,NULL
628,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
629,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
630,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
631,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Grassland
632,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
633,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
634,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,NULL
635,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
636,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
637,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
638,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
639,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
640,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
641,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
642,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
643,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
644,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
645,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
646,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
647,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Bareland
648,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Built-up
649,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
650,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
