Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23KKS_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KKS_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KKS_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KKS_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KKS_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KKS_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KKS_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23KKS_M_R
331,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Built-up
332,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Water
333,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
334,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
335,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
336,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Cropland
337,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Bareland
338,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Built-up
339,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
340,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
341,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
342,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
343,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Bareland
344,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Built-up
345,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
346,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
347,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
348,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
349,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
350,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
351,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Water
352,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
353,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
354,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
355,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
356,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
357,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
358,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
359,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Cropland
360,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Wetland
361,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Built-up
362,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
363,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
364,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
365,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
366,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,NULL
367,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
368,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Cropland
369,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Built-up
370,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Forest
371,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
372,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
373,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Cropland
374,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
375,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
376,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
377,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
378,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
379,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
380,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
381,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
382,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
383,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
384,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
385,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
386,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
387,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
388,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
389,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
390,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Cropland
391,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
392,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
393,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
394,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
395,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
396,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
397,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
398,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
399,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
400,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
401,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
402,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
403,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
404,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
405,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
406,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
407,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
408,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
409,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Bareland
410,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Built-up
411,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
412,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
413,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
414,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Wetland
415,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
416,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
417,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Grassland
418,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Cropland
419,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Grassland
420,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Cropland
421,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Built-up,Grassland
422,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Built-up,Cropland
423,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Built-up,Forest
424,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Water,Bareland
425,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
426,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Cropland
427,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Forest
428,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
429,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
430,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Cropland
431,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
432,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Built-up
433,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Water
434,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
435,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
436,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
437,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Cropland
438,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
439,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
440,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
441,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
442,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
443,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
444,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
445,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Cropland
446,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
447,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Built-up
448,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
449,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
450,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,NULL
451,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
452,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
453,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Built-up,NULL
454,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Grassland
455,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Cropland
456,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Built-up
457,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Water
458,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Forest
459,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
460,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
461,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Water
462,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
463,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
464,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
465,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Cropland
466,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
467,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
468,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
469,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
470,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
471,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
472,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Water
473,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
474,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
475,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
476,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
477,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
478,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
479,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
480,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
481,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
482,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Wetland
483,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Built-up
484,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
485,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
486,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
487,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
488,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Wetland
489,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
490,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
491,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
492,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
493,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,NULL
494,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
495,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Cropland
496,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
497,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
498,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Water
499,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
500,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
501,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
502,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Built-up
503,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
504,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
505,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
506,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
507,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Cropland
508,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
509,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
510,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
511,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,NULL
512,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
513,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Cropland
514,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Bareland
515,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
516,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Forest
517,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
518,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Forest
519,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
520,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Cropland
521,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Wetland,NULL
522,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Grassland
523,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Built-up
524,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Forest
525,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
526,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Bareland
527,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Built-up
528,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Forest
529,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
530,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
531,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
532,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
533,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
534,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Water
535,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
536,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Forest,Grassland
537,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Forest,Bareland
538,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Forest,Built-up
539,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Forest,Forest
540,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
541,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
542,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
543,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Built-up,Water
544,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Built-up,Forest
545,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
546,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
547,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
548,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Cropland
549,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Bareland
550,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Built-up
551,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
552,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
553,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
554,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Cropland
555,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
556,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
557,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
558,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Cropland
559,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
560,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,NULL
561,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Grassland
562,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Wetland
563,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
564,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,NULL
565,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Grassland
566,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Cropland
567,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Bareland
568,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
569,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Built-up,Grassland
570,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Built-up,Bareland
571,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Built-up,Built-up
572,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Built-up,Forest
573,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
574,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
575,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Cropland
576,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Bareland
577,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Built-up
578,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
579,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
580,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
581,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
582,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
583,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
584,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
585,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
586,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,NULL
587,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
588,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
589,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Forest
590,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,NULL
591,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
592,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Cropland
593,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Wetland
594,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Water
595,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
596,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,NULL
597,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
598,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Cropland
599,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Forest
600,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
601,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Cropland
602,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Water
603,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Forest
604,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Grassland
605,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Forest
606,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
607,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
608,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
609,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
610,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
611,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Forest
612,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Bareland,Forest
613,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
614,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,Grassland
615,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
616,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
617,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
618,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
619,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Cropland
620,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
621,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,NULL,Grassland
622,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,NULL,Cropland
623,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,NULL,Wetland
624,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,Shrubland,Grassland
625,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,Forest,Forest
626,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,NULL
627,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
628,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Cropland
629,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Wetland
630,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Forest
631,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,NULL
632,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,NULL
633,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
634,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Cropland
635,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
636,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
637,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Bareland,NULL
638,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Bareland,Grassland
639,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Bareland,Forest
640,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
641,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Wetland
642,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
643,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,NULL
644,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Forest
645,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
646,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Bareland
647,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,NULL
648,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
649,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Wetland
650,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,NULL
651,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
652,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
