Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23MQN_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MQN_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MQN_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MQN_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MQN_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MQN_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MQN_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23MQN_M_R
330,NULL,NULL,NULL,Non_Water,Non_Wetland,Cropland,NULL,Cropland
331,NULL,NULL,NULL,Non_Water,Non_Wetland,Cropland,NULL,Wetland
332,NULL,NULL,NULL,Non_Water,Non_Wetland,Cropland,Shrubland,Grassland
333,NULL,NULL,NULL,Non_Water,Non_Wetland,Cropland,Shrubland,Wetland
334,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,NULL,Wetland
335,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Shrubland,Wetland
336,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Shrubland,Forest
337,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
338,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,NULL,Grassland
339,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,NULL,Cropland
340,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,NULL,Wetland
341,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,NULL,Forest
342,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
343,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Shrubland,Bareland
344,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Shrubland,Forest
345,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
346,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Cropland
347,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
348,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Forest
349,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
350,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
351,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Forest
352,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Built-up,Grassland
353,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Water,NULL
354,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Water,Grassland
355,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Water,Cropland
356,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Water,Forest
357,NULL,NULL,NULL,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
358,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,NULL,Grassland
359,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,NULL,Forest
360,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Shrubland,NULL
361,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Shrubland,Grassland
362,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Shrubland,Cropland
363,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Shrubland,Wetland
364,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Shrubland,Forest
365,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Grassland,Grassland
366,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Water,NULL
367,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
368,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Wetland
369,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Bareland
370,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Water
371,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Forest
372,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Shrubland,Wetland
373,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Shrubland,Forest
374,NULL,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
375,NULL,NULL,NULL,Water,Non_Wetland,NULL,NULL,Wetland
376,NULL,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
377,NULL,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
378,NULL,NULL,NULL,Water,Non_Wetland,NULL,Shrubland,NULL
379,NULL,NULL,NULL,Water,Non_Wetland,NULL,Shrubland,Grassland
380,NULL,NULL,NULL,Water,Non_Wetland,NULL,Shrubland,Wetland
381,NULL,NULL,NULL,Water,Non_Wetland,NULL,Shrubland,Bareland
382,NULL,NULL,NULL,Water,Non_Wetland,NULL,Shrubland,Water
383,NULL,NULL,NULL,Water,Non_Wetland,NULL,Shrubland,Forest
384,NULL,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Grassland
385,NULL,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Wetland
386,NULL,NULL,NULL,Water,Non_Wetland,NULL,Water,Grassland
387,NULL,NULL,NULL,Water,Non_Wetland,NULL,Forest,Forest
388,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,NULL,Grassland
389,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,NULL,Wetland
390,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,NULL
391,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,Grassland
392,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,Wetland
393,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,Bareland
394,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,Forest
395,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Grassland,Grassland
396,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Grassland,Water
397,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Water,NULL
398,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Water,Grassland
399,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Water,Wetland
400,NULL,NULL,NULL,Water,Non_Wetland,Grassland,NULL,Grassland
401,NULL,NULL,NULL,Water,Non_Wetland,Grassland,NULL,Cropland
402,NULL,NULL,NULL,Water,Non_Wetland,Grassland,NULL,Wetland
403,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Shrubland,Grassland
404,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Shrubland,Cropland
405,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Shrubland,Wetland
406,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Shrubland,Forest
407,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
408,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Grassland,Wetland
409,NULL,NULL,NULL,Water,Non_Wetland,Bareland,NULL,Grassland
410,NULL,NULL,NULL,Water,Non_Wetland,Bareland,NULL,Wetland
411,NULL,NULL,NULL,Water,Non_Wetland,Bareland,NULL,Forest
412,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Shrubland,Grassland
413,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Shrubland,Wetland
414,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Shrubland,Bareland
415,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Shrubland,Water
416,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Grassland,Grassland
417,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Grassland,Bareland
418,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Grassland,Water
419,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,NULL
420,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Grassland
421,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Bareland
422,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Built-up,Water
423,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Water,NULL
424,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Water,Grassland
425,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Water,Bareland
426,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Water,Forest
427,NULL,NULL,NULL,Water,Non_Wetland,Water,Shrubland,Grassland
428,NULL,NULL,NULL,Water,Non_Wetland,Water,Shrubland,Wetland
429,NULL,NULL,NULL,Water,Non_Wetland,Water,Shrubland,Water
430,NULL,NULL,NULL,Water,Non_Wetland,Water,Shrubland,Forest
431,NULL,NULL,NULL,Water,Non_Wetland,Water,Grassland,Forest
432,NULL,NULL,NULL,Water,Non_Wetland,Water,Water,Grassland
433,NULL,NULL,NULL,Water,Non_Wetland,Water,Water,Wetland
434,NULL,NULL,NULL,Water,Non_Wetland,Water,Water,Water
435,NULL,NULL,NULL,Water,Non_Wetland,Water,Water,Forest
436,NULL,NULL,NULL,Water,Non_Wetland,Forest,NULL,Forest
437,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
438,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
439,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
440,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
441,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
442,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
443,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
444,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
445,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
446,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
447,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
448,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Wetland
449,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Bareland
450,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Built-up
451,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Water
452,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
453,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
454,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
455,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
456,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Wetland
457,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
458,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
459,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Water
460,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
461,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
462,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
463,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
464,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Built-up
465,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
466,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,NULL
467,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
468,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Bareland
469,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Built-up
470,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Water
471,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Forest
472,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,NULL
473,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
474,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Cropland
475,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Wetland
476,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Bareland
477,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Built-up
478,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Water
479,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
480,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
481,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
482,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
483,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
484,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
485,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
486,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Wetland
487,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Bareland
488,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Built-up
489,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Water
490,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
491,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
492,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
493,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
494,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
495,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
496,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
497,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Water
498,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
499,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
500,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
501,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
502,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
503,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
504,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
505,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Water
506,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
507,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
508,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Cropland
509,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
510,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
511,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
512,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Bareland
513,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Built-up
514,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
515,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,NULL
516,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
517,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Cropland
518,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Bareland
519,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Built-up
520,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Forest
521,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,NULL
522,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
523,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Wetland
524,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Bareland
525,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Built-up
526,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Water
527,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
528,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
529,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
530,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Wetland
531,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Bareland
532,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Built-up
533,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
534,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
535,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
536,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
537,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
538,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
539,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
540,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
541,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
542,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
543,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
544,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
545,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
546,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
547,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Water
548,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
549,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
550,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
551,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
552,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
553,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
554,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
555,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
556,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
557,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
558,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
559,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Cropland
560,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
561,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
562,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Water
563,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
564,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
565,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
566,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
567,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
568,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
569,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,NULL
570,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
571,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Bareland
572,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
573,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
574,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
575,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
576,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Bareland
577,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
578,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
579,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
580,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
581,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Wetland
582,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,NULL
583,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
584,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
585,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Wetland
586,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
587,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
588,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
589,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
590,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
591,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Cropland
592,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
593,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Bareland
594,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Built-up
595,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
596,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
597,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
598,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Cropland
599,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
600,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
601,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
602,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Cropland
603,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
604,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
605,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
606,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
607,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
608,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
609,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
610,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
611,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
612,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Wetland
613,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
614,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
615,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Water
616,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
617,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
618,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
619,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
620,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Wetland
621,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
622,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
623,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Water
624,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
625,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
626,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
627,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
628,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Wetland
629,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
630,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
631,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
632,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
633,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
634,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
635,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
636,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
637,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
638,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
639,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,NULL
640,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
641,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Cropland
642,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
643,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
644,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Water
645,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
646,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
647,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
648,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
649,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Built-up
650,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
651,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
652,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
653,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
654,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Wetland
655,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
656,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
657,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
658,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,NULL
